model,horizon,point,n,mae,rmse,interpretation
RR_BRES,1,ATU1,534,0.00462548695589882,0.0109116515164519,fitting_only_not_issued_forecast
RR_BRES,1,ATU5,534,0.00291574941523502,0.00495120819309485,fitting_only_not_issued_forecast
RR_BRES,1,MJ3,534,0.000498712935719188,0.000722223494844725,fitting_only_not_issued_forecast
RR_BRES,1,MJ1,534,0.000360490853259006,0.000473169059287992,fitting_only_not_issued_forecast
RR_BRES,2,ATU1,534,0.011211669343894,0.0226599250668301,fitting_only_not_issued_forecast
RR_BRES,2,ATU5,534,0.00824514962790458,0.0136036935188028,fitting_only_not_issued_forecast
RR_BRES,2,MJ3,534,0.00133380478624243,0.00195325769439774,fitting_only_not_issued_forecast
RR_BRES,2,MJ1,534,0.000981882415720811,0.00134707470752687,fitting_only_not_issued_forecast
RR_BRES,3,ATU1,534,0.0226822996946407,0.0433494717688673,fitting_only_not_issued_forecast
RR_BRES,3,ATU5,534,0.0184220712982671,0.0308053162435385,fitting_only_not_issued_forecast
RR_BRES,3,MJ3,534,0.00289822412034443,0.00436828786660882,fitting_only_not_issued_forecast
RR_BRES,3,MJ1,534,0.0022420242726195,0.00312417605019302,fitting_only_not_issued_forecast
RR_BRES,4,ATU1,534,0.041164366793597,0.0777506436177645,fitting_only_not_issued_forecast
RR_BRES,4,ATU5,534,0.0351272822983274,0.0589951795271178,fitting_only_not_issued_forecast
RR_BRES,4,MJ3,534,0.0055126829034653,0.00836760349562506,fitting_only_not_issued_forecast
RR_BRES,4,MJ1,534,0.00439341898925824,0.00609134142536732,fitting_only_not_issued_forecast
RR_BRES,5,ATU1,534,0.0693540737143823,0.128618477605739,fitting_only_not_issued_forecast
RR_BRES,5,ATU5,534,0.0599805985522881,0.100285347512913,fitting_only_not_issued_forecast
RR_BRES,5,MJ3,534,0.00949160982950029,0.0143157930493631,fitting_only_not_issued_forecast
RR_BRES,5,MJ1,534,0.00766829913655964,0.0105271526924593,fitting_only_not_issued_forecast
RR_BRES,6,ATU1,534,0.108700908036101,0.198094939947184,fitting_only_not_issued_forecast
RR_BRES,6,ATU5,534,0.0940503393212217,0.156738122129489,fitting_only_not_issued_forecast
RR_BRES,6,MJ3,534,0.0151954634627115,0.0225735789682509,fitting_only_not_issued_forecast
RR_BRES,6,MJ1,534,0.0122865679580395,0.0167118128726533,fitting_only_not_issued_forecast
RR_BRES,7,ATU1,534,0.160698180719468,0.288131838198868,fitting_only_not_issued_forecast
RR_BRES,7,ATU5,534,0.138081473640527,0.230169729284052,fitting_only_not_issued_forecast
RR_BRES,7,MJ3,534,0.0228486767207086,0.0334996152526371,fitting_only_not_issued_forecast
RR_BRES,7,MJ1,534,0.0184882444430621,0.0249239856071977,fitting_only_not_issued_forecast
