model,horizon,point,n,mae,rmse,interpretation
PINN_EQ,1,ATU1,534,0.28896126012792,0.654169308583188,fitting_only_not_issued_forecast
PINN_EQ,1,ATU5,534,0.500916762613402,0.883898068567655,fitting_only_not_issued_forecast
PINN_EQ,1,MJ3,534,0.27122075096829,0.315538229248993,fitting_only_not_issued_forecast
PINN_EQ,1,MJ1,534,0.134916845180755,0.166149751522558,fitting_only_not_issued_forecast
PINN_EQ,2,ATU1,534,0.907928020881367,1.98537782446055,fitting_only_not_issued_forecast
PINN_EQ,2,ATU5,534,1.17394161106293,2.09056109408638,fitting_only_not_issued_forecast
PINN_EQ,2,MJ3,534,0.656957254536594,0.791031758521099,fitting_only_not_issued_forecast
PINN_EQ,2,MJ1,534,0.36558003098231,0.425727195748,fitting_only_not_issued_forecast
PINN_EQ,3,ATU1,534,1.53243477746612,3.30722745163178,fitting_only_not_issued_forecast
PINN_EQ,3,ATU5,534,1.85807745091596,3.3241528633647,fitting_only_not_issued_forecast
PINN_EQ,3,MJ3,534,1.05322220793865,1.27684890242099,fitting_only_not_issued_forecast
PINN_EQ,3,MJ1,534,0.603717444360803,0.696596530679452,fitting_only_not_issued_forecast
PINN_EQ,4,ATU1,534,2.16363653116669,4.6323710313645,fitting_only_not_issued_forecast
PINN_EQ,4,ATU5,534,2.55002895473591,4.57703815644415,fitting_only_not_issued_forecast
PINN_EQ,4,MJ3,534,1.45936800598091,1.7687061814847,fitting_only_not_issued_forecast
PINN_EQ,4,MJ1,534,0.845195784808393,0.972365970444992,fitting_only_not_issued_forecast
PINN_EQ,5,ATU1,534,2.80770816678812,5.98208657580411,fitting_only_not_issued_forecast
PINN_EQ,5,ATU5,534,3.24738619853698,5.84194612087142,fitting_only_not_issued_forecast
PINN_EQ,5,MJ3,534,1.87811732632449,2.27106583652683,fitting_only_not_issued_forecast
PINN_EQ,5,MJ1,534,1.09272623071091,1.25394974420911,fitting_only_not_issued_forecast
PINN_EQ,6,ATU1,534,3.46748995729338,7.36785591146866,fitting_only_not_issued_forecast
PINN_EQ,6,ATU5,534,3.94670912658534,7.11348740735015,fitting_only_not_issued_forecast
PINN_EQ,6,MJ3,534,2.31111380387095,2.78641142862657,fitting_only_not_issued_forecast
PINN_EQ,6,MJ1,534,1.34635978737466,1.54159794363944,fitting_only_not_issued_forecast
PINN_EQ,7,ATU1,534,4.14239865373637,8.79271828171243,fitting_only_not_issued_forecast
PINN_EQ,7,ATU5,534,4.64602613981681,8.38809187521703,fitting_only_not_issued_forecast
PINN_EQ,7,MJ3,534,2.757983534936,3.31467124055175,fitting_only_not_issued_forecast
PINN_EQ,7,MJ1,534,1.60549231308612,1.83493751984631,fitting_only_not_issued_forecast
