model,horizon,point,n,mae,rmse,interpretation
RR_DIRECT,1,ATU1,534,0.00185609058951549,0.00386088556314994,fitting_only_not_issued_forecast
RR_DIRECT,1,ATU5,534,0.00156783473317695,0.0030017308686073,fitting_only_not_issued_forecast
RR_DIRECT,1,MJ3,534,0.000273742228128069,0.000410372880014294,fitting_only_not_issued_forecast
RR_DIRECT,1,MJ1,534,0.000206737218723767,0.000295378152558806,fitting_only_not_issued_forecast
RR_DIRECT,2,ATU1,534,0.00759787905517565,0.0154368128731737,fitting_only_not_issued_forecast
RR_DIRECT,2,ATU5,534,0.00638452758093148,0.012071430192723,fitting_only_not_issued_forecast
RR_DIRECT,2,MJ3,534,0.0010864512494958,0.00165344062955415,fitting_only_not_issued_forecast
RR_DIRECT,2,MJ1,534,0.000850810279542301,0.00120337199493146,fitting_only_not_issued_forecast
RR_DIRECT,3,ATU1,534,0.0190908463787609,0.0378204561634487,fitting_only_not_issued_forecast
RR_DIRECT,3,ATU5,534,0.0161407845658997,0.0296799429036926,fitting_only_not_issued_forecast
RR_DIRECT,3,MJ3,534,0.00273702306884892,0.00411245081291317,fitting_only_not_issued_forecast
RR_DIRECT,3,MJ1,534,0.00216116864809297,0.00301097313818974,fitting_only_not_issued_forecast
RR_DIRECT,4,ATU1,534,0.0383162893338908,0.0737677779197696,fitting_only_not_issued_forecast
RR_DIRECT,4,ATU5,534,0.0325400861831536,0.0580899034461208,fitting_only_not_issued_forecast
RR_DIRECT,4,MJ3,534,0.00549546248736634,0.00815255619419487,fitting_only_not_issued_forecast
RR_DIRECT,4,MJ1,534,0.00434842473555896,0.00599902678997044,fitting_only_not_issued_forecast
RR_DIRECT,5,ATU1,534,0.0670008031061696,0.125749064010028,fitting_only_not_issued_forecast
RR_DIRECT,5,ATU5,534,0.0569729992763105,0.0994780544321699,fitting_only_not_issued_forecast
RR_DIRECT,5,MJ3,534,0.00963218570868473,0.0141367068510776,fitting_only_not_issued_forecast
RR_DIRECT,5,MJ1,534,0.0076502016135812,0.0104499549301014,fitting_only_not_issued_forecast
RR_DIRECT,6,ATU1,534,0.107064637675132,0.195992445790502,fitting_only_not_issued_forecast
RR_DIRECT,6,ATU5,534,0.0907879190699802,0.155955295046794,fitting_only_not_issued_forecast
RR_DIRECT,6,MJ3,534,0.0154511331553,0.0224262246210678,fitting_only_not_issued_forecast
RR_DIRECT,6,MJ1,534,0.0122893087713998,0.0166460990663126,fitting_only_not_issued_forecast
RR_DIRECT,7,ATU1,534,0.159710953202392,0.28655260339086,fitting_only_not_issued_forecast
RR_DIRECT,7,ATU5,534,0.134907346597961,0.229374506632558,fitting_only_not_issued_forecast
RR_DIRECT,7,MJ3,534,0.0232000477310334,0.0333802048119927,fitting_only_not_issued_forecast
RR_DIRECT,7,MJ1,534,0.0185017347839988,0.0248672877998633,fitting_only_not_issued_forecast
