model,horizon,point,n,mae,rmse,interpretation
CL_DIRECT,1,ATU1,534,0.236015734500595,0.685529267542112,fitting_only_not_issued_forecast
CL_DIRECT,1,ATU5,534,0.186569477897423,0.527404264154581,fitting_only_not_issued_forecast
CL_DIRECT,1,MJ3,534,0.0307919469832836,0.0419173488993324,fitting_only_not_issued_forecast
CL_DIRECT,1,MJ1,534,0.0239556864122776,0.0303001501683384,fitting_only_not_issued_forecast
CL_DIRECT,2,ATU1,534,0.446848443484559,1.35969854559145,fitting_only_not_issued_forecast
CL_DIRECT,2,ATU5,534,0.351014217560914,1.04676318438299,fitting_only_not_issued_forecast
CL_DIRECT,2,MJ3,534,0.0593691926794576,0.0827715107675728,fitting_only_not_issued_forecast
CL_DIRECT,2,MJ1,534,0.048187411280683,0.0610995912494197,fitting_only_not_issued_forecast
CL_DIRECT,3,ATU1,534,0.642051949767271,2.02801372700888,fitting_only_not_issued_forecast
CL_DIRECT,3,ATU5,534,0.507081644770256,1.56333474198389,fitting_only_not_issued_forecast
CL_DIRECT,3,MJ3,534,0.0873986698674847,0.123954591503161,fitting_only_not_issued_forecast
CL_DIRECT,3,MJ1,534,0.072963868169534,0.0929670043827592,fitting_only_not_issued_forecast
CL_DIRECT,4,ATU1,534,0.838804853776715,2.69590738591735,fitting_only_not_issued_forecast
CL_DIRECT,4,ATU5,534,0.674858900240578,2.08086744054541,fitting_only_not_issued_forecast
CL_DIRECT,4,MJ3,534,0.117219909131605,0.166588251348903,fitting_only_not_issued_forecast
CL_DIRECT,4,MJ1,534,0.0999164225164109,0.126464105058785,fitting_only_not_issued_forecast
CL_DIRECT,5,ATU1,534,1.06808869848727,3.36814665813066,fitting_only_not_issued_forecast
CL_DIRECT,5,ATU5,534,0.871484616376374,2.60279166441096,fitting_only_not_issued_forecast
CL_DIRECT,5,MJ3,534,0.151572405122969,0.211788457888463,fitting_only_not_issued_forecast
CL_DIRECT,5,MJ1,534,0.131730626289721,0.163314981455993,fitting_only_not_issued_forecast
CL_DIRECT,6,ATU1,534,1.3344475719738,4.05028386212464,fitting_only_not_issued_forecast
CL_DIRECT,6,ATU5,534,1.10250827730848,3.13362213544999,fitting_only_not_issued_forecast
CL_DIRECT,6,MJ3,534,0.190884196863846,0.260872765917343,fitting_only_not_issued_forecast
CL_DIRECT,6,MJ1,534,0.171734798721156,0.207479524177273,fitting_only_not_issued_forecast
CL_DIRECT,7,ATU1,534,1.64659820079395,4.74827659705623,fitting_only_not_issued_forecast
CL_DIRECT,7,ATU5,534,1.35739305517221,3.67930180633844,fitting_only_not_issued_forecast
CL_DIRECT,7,MJ3,534,0.235056822946392,0.316425358033893,fitting_only_not_issued_forecast
CL_DIRECT,7,MJ1,534,0.221696791612019,0.265444107682521,fitting_only_not_issued_forecast
