station,v_bar_mm_per_month,sigma_mm_per_month,accel_cutoff_mm_per_month,v0_mm_per_month,v0_yellow_threshold,v0_orange_threshold,v0_red_threshold,n_monthly_samples,n_steady_months
MJ9,1.861896708984375,2.288978905667721,5.913814999999986,7.3708028748120045,7.3708028748120045,36.85401437406002,73.70802874812004,1138,1024
MJ1,6.257483793161866,5.557764918492297,18.01694260796878,20.501755526727393,20.501755526727393,102.50877763363697,205.01755526727393,1138,1024
MJ3,4.7855510217134585,5.80940301768035,30.646280971596344,18.797132567930888,18.797132567930888,93.98566283965444,187.97132567930888,1138,1024
