origin,point,metric,a_at_gru,a_at_tf,tf_at_raw,tf_at_anchor,a_main,network_main,interaction
1168,ATU1,coverage90,-0.20819112627986347,-0.33447098976109224,0.0034129692832765013,-0.12286689419795227,-0.27133105802047786,-0.059726962457337884,-0.12627986348122877
1168,ATU1,width90,-61.026487156743926,-73.796397764463592,9.6709816015031578,-3.0989290062165118,-67.411442460603752,3.286026297643323,-12.769910607719666
1168,ATU5,mae,-3.1746678812506781,0.5435432978481689,1.4532384312851878,5.1714496103840348,-1.3155622917012546,3.3123440208346113,3.718211179098847
1168,ATU5,rmse,-3.8905626866222116,-2.0806580196173403,1.7166417885949219,3.5265464555997932,-2.985610353119776,2.6215941220973575,1.8099046670048722
1168,ATU5,crps,-3.820321174355565,-2.17121702389802,1.452988015359181,3.102092165816726,-2.9957690991267922,2.2775400905879533,1.6491041504575454
1168,ATU5,interval_score90,-39.921376125783489,-40.810910943174697,16.924537590708255,16.035002773317046,-40.366143534479093,16.479770182012651,-0.88953481739120832
1168,ATU5,coverage90,-0.051194539249146742,-0.52559726962457343,0.0034129692832765013,-0.47098976109215013,-0.28839590443686008,-0.23378839590443681,-0.47440273037542657
1168,ATU5,width90,-49.906100432075142,-81.845938982564348,17.287172208152484,-14.652666342336722,-65.876019707319742,1.3172529329078806,-31.939838550489199
1168,MJ3,mae,-4.6657503351631497,-4.3620654330960598,1.9161826975576908,2.2198675996247808,-4.5139078841296048,2.0680251485912358,0.30368490206708998
1168,MJ3,rmse,-3.7299730293785096,-3.7090141407376613,1.9022782945727847,1.923237183213633,-3.7194935850580855,1.9127577388932089,0.020958888640848272
1168,MJ3,crps,-2.4118205224158036,-2.5621655977042561,1.0827302844618369,0.93238520917338441,-2.4869930600600298,1.0075577468176107,-0.15034507528845253
1168,MJ3,interval_score90,-22.200415774150315,-27.088289045639883,7.6529140028441986,2.765040731354631,-24.644352409895099,5.2089773670994148,-4.8878732714895818
1168,MJ3,coverage90,0,0,0,0,0,0,0
1168,MJ3,width90,-22.200415774150315,-27.088289045639883,7.6529140028441986,2.765040731354631,-24.644352409895099,5.2089773670994148,-4.8878732714895818
1168,MJ1,mae,-2.1763923942210575,-3.3368482142293638,1.4457125735825747,0.28525675357426827,-2.7566203042252106,0.86548466357842146,-1.1604558200083064
1168,MJ1,rmse,-3.130596173647259,-3.8785933462251165,1.4752422770683378,0.72724510449048019,-3.5045947599361877,1.101243690779409,-0.74799717257785758
1168,MJ1,crps,-3.7749915084942431,-4.0263631220149847,0.45344549322483374,0.20207387970409219,-3.9006773152546139,0.32775968646446296,-0.25137161352074244
1168,MJ1,interval_score90,-49.559963554679129,-51.310847183380673,2.6585519605844041,0.90766833188286,-50.435405369029901,1.7831101462336321,-1.7508836287015441
1168,MJ1,coverage90,0,0,0,0,0,0,0
1168,MJ1,width90,-49.559963554679129,-51.310847183380673,2.6585519605844041,0.90766833188286,-50.435405369029901,1.7831101462336321,-1.7508836287015441
