origin,method,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
792,BPLUS_CONTINUOUS,293,23.582514327478208,27.313324693235963,24.157336515615388,0.54948805460750849,75.008991503086577,217.79102734855053,0.56825938566552903,96.272998328704517,366.24197087329276,0.57764505119453924,114.71635306398764,631.1815576174132
792,DRIFT1,293,4.9600133758283906,5.824269689498327,6.2740718102309723,0.9837883959044369,59.109581859581283,59.143644903792456,1,75.866326976862837,75.866326976862837,1,90.400304366035556,90.400304366035556
792,RR_COND,293,27.493400923428066,31.315923952310108,24.693028769120119,0.53583617747440271,91.560493407760362,212.09134378211368,0.57423208191126274,117.51662103679877,317.63934116972848,0.60665529010238906,140.02969081440514,477.09134144267148
792,BPLUS_ORIGIN_ANCHOR,293,23.564678075953122,27.297234668838499,24.151261707926668,0.54948805460750849,75.004522381050549,217.71749361608875,0.56825938566552903,96.26726227267082,366.08795040475684,0.57764505119453924,114.70951813165377,630.86227871759377
792,G00_RAW_UNIFORM,293,27.557753729999959,30.145471331614601,26.956719568792124,0.53839590443686003,74.810077304659472,247.02150654048475,0.55204778156996581,96.017694718977424,422.15809065333303,0.5622866894197952,114.41214004953514,736.15663172563643
792,G10_ANCHOR_UNIFORM,293,24.032295459501732,26.778772942039772,22.837853905256775,0.56655290102389078,77.45521079344806,194.99445906483089,0.5887372013651877,99.412686797158727,306.70919039262503,0.60068259385665534,118.45752262461968,488.152313913775
792,G01_RAW_BOUNDARY,293,23.831385667114802,26.24955155131536,23.529161129058959,0.5691126279863481,74.549324256160418,219.7216883396012,0.57849829351535842,95.683021804446781,371.22832899137143,0.58105802047781574,114.01335267518567,639.82574470145187
792,G11_ANCHOR_BOUNDARY,293,17.592085456934782,20.382464978410518,18.569143602137746,0.60750853242320824,78.37531023547379,167.39379138989165,0.62457337883959041,100.59362164602614,257.45865911399278,0.62969283276450505,119.86469328950005,398.31847264456178
972,BPLUS_CONTINUOUS,293,61.563105654715187,67.16738918938411,48.09195283382784,0.22781569965870307,67.661105635248617,352.38791734290538,0.44197952218430042,86.842088917734046,535.73027460944616,0.55375426621160406,103.47873137893829,868.82363484720258
972,DRIFT1,293,8.6373392339333819,10.594506460633186,7.0340237741414544,0.39249146757679182,14.57471637624883,54.771497245775898,0.44368600682593862,18.706445950205875,79.448306641031678,0.60324232081911267,22.290105174343523,119.58042682149103
972,RR_COND,293,43.445352022147233,48.588247590159071,33.31071408273327,0.44539249146757676,66.79237283582664,239.39875913888406,0.5955631399317407,85.727082440898528,366.35583903757129,0.65529010238907848,102.15011921471987,592.94094788780262
972,BPLUS_ORIGIN_ANCHOR,293,32.6117693400546,40.43336462468659,27.83801213011558,0.67235494880546076,67.591501030967279,233.52463417607268,0.70136518771331058,86.752752375309342,388.24376753991476,0.71587030716723543,103.37228032287669,658.02529933176879
972,G00_RAW_UNIFORM,293,33.061885749745983,37.481242209662454,25.73363120628067,0.65017064846416384,84.738998218155785,209.64518507945019,0.70221843003412965,108.76132674703292,329.02490460989145,0.72013651877133111,129.59711420040315,524.05120288031344
