origin,seed,arm,step,data_mse_normalized,penalty_normalized,objective,zero_objective,unconstrained_floor,objective_improvement_fraction,avg_mae_mm,avg_rmse_mm,bplus_avg_rmse_mm
612,0,GRU_LOCAL,0,0.29929071710480637,0,0.29929071710480637,0.29929071710480637,0.14964535855240318,0,65.521549883720411,66.365796411267596,66.365796411267596
612,0,GRU_LOCAL,50,0.088844312495825223,0.067361170600217971,0.15620548309604321,0.29929071710480637,0.14964535855240318,0.95616219168372818,35.079312683339332,36.23476256305392,66.365796411267596
612,0,GRU_LOCAL,100,0.083835763958111278,0.069810390857709362,0.15364615481582064,0.29929071710480637,0.14964535855240318,0.97326481554710953,34.231823476268744,35.276310158619793,66.365796411267596
612,0,GRU_LOCAL,200,0.078694070363120205,0.073366804055403259,0.15206087441852345,0.29929071710480637,0.14964535855240318,0.98385839768445349,33.078705502258615,34.004037637356596,66.365796411267596
612,0,GRU_GRAPH,0,0.29929071710480637,0,0.29929071710480637,0.29929071710480637,0.14964535855240318,0,65.521549883720411,66.365796411267596,66.365796411267596
612,0,GRU_GRAPH,50,0.088882637502290557,0.067363463399132101,0.15624610090142266,0.29929071710480637,0.14964535855240318,0.95589076458587252,35.06976200871901,36.229725804926773,66.365796411267596
612,0,GRU_GRAPH,100,0.083876981568745734,0.069777895091132289,0.15365487665987804,0.29929071710480637,0.14964535855240318,0.97320653212193819,34.232272812279163,35.278537091823949,66.365796411267596
612,0,GRU_GRAPH,200,0.078740653800515953,0.073319905095790491,0.15206055889630643,0.29929071710480637,0.14964535855240318,0.98386050615089748,33.088057544316321,34.014095231850483,66.365796411267596
612,0,COND_ATTN,0,0.29929071710480637,0,0.29929071710480637,0.29929071710480637,0.14964535855240318,0,65.521549883720411,66.365796411267596,66.365796411267596
612,0,COND_ATTN,50,0.072448827845487201,0.080761163761606344,0.15320999160709353,0.29929071710480637,0.14964535855240318,0.97617946129988342,31.919293361689896,32.868418057635246,66.365796411267596
612,0,COND_ATTN,100,0.076294981660188194,0.075157344263631284,0.15145232592381946,0.29929071710480637,0.14964535855240318,0.98792500222595603,32.734263171680546,33.576129166070864,66.365796411267596
612,0,COND_ATTN,200,0.075253510951387034,0.074818651790901261,0.1500721627422883,0.29929071710480637,0.14964535855240318,0.99714789557114358,32.779184460799947,33.316562998997007,66.365796411267596
