origin,seed,arm,step,teacher,query_count,data_mse_normalized,penalty_normalized,objective,zero_objective,unconstrained_floor,objective_improvement_fraction,avg_mae_mm,avg_rmse_mm,bplus_avg_rmse_mm
612,2,GRU_LOCAL,50,432,12800,0.092064372240177689,0.06482559288631784,0.15688996512649553,0.29780284810322805,0.14890142405161402,0.9463501365029765,35.123957843414139,36.342897854620119,66.204702137304281
612,2,GRU_LOCAL,100,432,12800,0.082480102990168766,0.071399158587611103,0.15387926157777987,0.29780284810322805,0.14890142405161402,0.96656957743775263,33.564953709404399,34.681514150763256,66.204702137304281
612,2,GRU_LOCAL,200,432,12800,0.078706931713801664,0.073058596522438068,0.15176552823623973,0.29780284810322805,0.14890142405161402,0.98076509877009022,32.991506063562937,33.972427090711442,66.204702137304281
612,2,GRU_GRAPH,0,432,12800,0.29780284810322805,0,0.29780284810322805,0.29780284810322805,0.14890142405161402,0,65.330642795753946,66.204702137304281,66.204702137304281
612,2,GRU_GRAPH,50,432,12800,0.092114972307986931,0.064808188566069957,0.15692316087405689,0.29780284810322805,0.14890142405161402,0.94612719875894358,35.125686591347723,36.342576831688156,66.204702137304281
612,2,GRU_GRAPH,100,432,12800,0.08246579189641734,0.071388731603265698,0.15385452349968304,0.29780284810322805,0.14890142405161402,0.9667357147212231,33.561067424855601,34.673662621398755,66.204702137304281
612,2,GRU_GRAPH,200,432,12800,0.078708666142607561,0.073040920878724908,0.15174958702133245,0.29780284810322805,0.14890142405161402,0.98087215761797419,32.990907065906626,33.97212353625131,66.204702137304281
612,2,COND_ATTN,0,432,12800,0.29780284810322805,0,0.29780284810322805,0.29780284810322805,0.14890142405161402,0,65.330642795753946,66.204702137304281,66.204702137304281
612,2,COND_ATTN,50,432,12800,0.075184659571625914,0.077575011468384747,0.15275967104001065,0.29780284810322805,0.14890142405161402,0.9740885823425085,32.316160102545048,33.349884483335394,66.204702137304281
612,2,COND_ATTN,100,432,12800,0.078574807375823438,0.072326277138344566,0.150901084514168,0.29780284810322805,0.14890142405161402,0.98657057529644021,33.142278632968498,34.06271944675229,66.204702137304281
612,2,COND_ATTN,200,432,12800,0.076214362747858005,0.073215527404839872,0.14942989015269786,0.29780284810322805,0.14890142405161402,0.99645089961731559,32.97247274773143,33.491228440891462,66.204702137304281
792,0,GRU_LOCAL,0,432,5968,0.28050950910803596,0,0.28050950910803596,0.28050950910803596,0.14025475455401798,0,69.072601525940442,73.367507778261327,73.367507778261327
792,0,GRU_LOCAL,0,612,6832,0.19049398479764484,0,0.19049398479764484,0.19049398479764484,0.095246992398822422,0,27.405454123438666,29.31166085276783,29.31166085276783
792,0,GRU_LOCAL,50,432,5968,0.097146451113376706,0.065133350243004304,0.16227980135638101,0.28050950910803596,0.14025475455401798,0.84296399168500002,34.723010474066939,40.192561941160676,73.367507778261327
792,0,GRU_LOCAL,50,612,6832,0.056268171211120405,0.052563025532726466,0.10883119674384686,0.19049398479764484,0.095246992398822422,0.85737917804119146,18.661693370166255,21.083570201727632,29.31166085276783
792,0,GRU_LOCAL,100,432,5968,0.096122229753122665,0.0591381777987465,0.15526040755186915,0.28050950910803596,0.14025475455401798,0.89301144873436789,36.162712589962787,41.066409986730903,73.367507778261327
792,0,GRU_LOCAL,100,612,6832,0.055944716209392793,0.046707760088565503,0.10265247629795829,0.19049398479764484,0.095246992398822422,0.92224968250832218,16.328535549027116,18.401771714356062,29.31166085276783
792,0,GRU_LOCAL,200,432,5968,0.085980722947702093,0.061779482419948073,0.14776020536765017,0.28050950910803596,0.14025475455401798,0.94648701331018681,36.234101342985859,39.825258548699942,73.367507778261327
792,0,GRU_LOCAL,200,612,6832,0.053844802576045847,0.045451077176999255,0.099295879753045102,0.19049398479764484,0.095246992398822422,0.95749065401174038,15.695365799151213,17.637585918073182,29.31166085276783
792,0,GRU_GRAPH,0,432,5968,0.28050950910803596,0,0.28050950910803596,0.28050950910803596,0.14025475455401798,0,69.072601525940442,73.367507778261327,73.367507778261327
792,0,GRU_GRAPH,0,612,6832,0.19049398479764484,0,0.19049398479764484,0.19049398479764484,0.095246992398822422,0,27.405454123438666,29.31166085276783,29.31166085276783
792,0,GRU_GRAPH,50,432,5968,0.097175272466155524,0.06506670814177877,0.16224198060793429,0.28050950910803596,0.14025475455401798,0.84323364919904997,34.734389723705789,40.202012328794247,73.367507778261327
792,0,GRU_GRAPH,50,612,6832,0.05660185152774333,0.052305421893671378,0.10890727342141471,0.19049398479764484,0.095246992398822422,0.85658044754428198,18.684963377462751,21.115984299139853,29.31166085276783
792,0,GRU_GRAPH,100,432,5968,0.095987366942207886,0.059199075011938891,0.15518644195414677,0.28050950910803596,0.14025475455401798,0.89353881479734099,36.152997479721755,41.056355390685233,73.367507778261327
792,0,GRU_GRAPH,100,612,6832,0.056104726510549395,0.04660408210967476,0.10270880862022416,0.19049398479764484,0.095246992398822422,0.92165824837641808,16.324290976450069,18.40634003003559,29.31166085276783
792,0,GRU_GRAPH,200,432,5968,0.085739172794433896,0.061977781169223804,0.14771695396365769,0.28050950910803596,0.14025475455401798,0.94679539076327202,36.194647859089997,39.791641970505587,73.367507778261327
792,0,GRU_GRAPH,200,612,6832,0.053690726104141766,0.045634636065620744,0.09932536216976251,0.19049398479764484,0.095246992398822422,0.9571811175531616,15.66050689838711,17.603932854799261,29.31166085276783
792,0,COND_ATTN,0,432,5968,0.28050950910803596,0,0.28050950910803596,0.28050950910803596,0.14025475455401798,0,69.072601525940442,73.367507778261327,73.367507778261327
792,0,COND_ATTN,0,612,6832,0.19049398479764484,0,0.19049398479764484,0.19049398479764484,0.095246992398822422,0,27.405454123438666,29.31166085276783,29.31166085276783
792,0,COND_ATTN,50,432,5968,0.11595536447202225,0.057673441045632372,0.17362880551765461,0.28050950910803596,0.14025475455401798,0.76204691905269484,43.407304137106024,47.966270952442002,73.367507778261327
792,0,COND_ATTN,50,612,6832,0.070245157095558342,0.040834494677058089,0.11107965177261643,0.19049398479764484,0.095246992398822422,0.8337726055695408,21.621321854523853,23.764085808217736,29.31166085276783
792,0,COND_ATTN,100,432,5968,0.085880624383960935,0.061557335331202355,0.1474379597151633,0.28050950910803596,0.14025475455401798,0.94878458713227609,36.540523965596144,40.129510454421542,73.367507778261327
792,0,COND_ATTN,100,612,6832,0.060340075190703286,0.040023606302891541,0.10036368149359483,0.19049398479764484,0.095246992398822422,0.94627978305763649,17.214484458515322,19.012345998580241,29.31166085276783
792,0,COND_ATTN,200,432,5968,0.07316671076206499,0.069248115529278217,0.14241482629134322,0.28050950910803596,0.14025475455401798,0.98459894108977741,34.705148373054058,37.448192994646362,73.367507778261327
792,0,COND_ATTN,200,612,6832,0.04687809683471194,0.050154959976751359,0.097033056811463292,0.19049398479764484,0.095246992398822422,0.98124807547557835,14.43639550974455,15.83713200709245,29.31166085276783
792,1,GRU_LOCAL,0,432,6592,0.28507072569846703,0,0.28507072569846703,0.28507072569846703,0.14253536284923352,0,69.40209222234121,73.651895747646392,73.651895747646392
792,1,GRU_LOCAL,0,612,6208,0.1925354571176579,0,0.1925354571176579,0.1925354571176579,0.096267728558828952,0,27.572134781670005,29.44490331859771,29.44490331859771
792,1,GRU_LOCAL,50,432,6592,0.10497293242984261,0.060714404207744287,0.16568733663758689,0.28507072569846703,0.14253536284923352,0.83757031710900853,35.793885186473275,41.318558395932172,73.651895747646392
792,1,GRU_LOCAL,50,612,6208,0.05906647215852253,0.049844209423453356,0.10891068158197589,0.1925354571176579,0.096267728558828952,0.86866883417301299,18.45011912953618,20.816740043026137,29.44490331859771
792,1,GRU_LOCAL,100,432,6592,0.10358657489889084,0.054956619484187119,0.15854319438307796,0.28507072569846703,0.14253536284923352,0.88769221045322844,37.764616334528057,42.393405753002568,73.651895747646392
792,1,GRU_LOCAL,100,612,6208,0.056470432257554729,0.04830053770198027,0.104770969959535,0.1925354571176579,0.096267728558828952,0.91167090438298104,16.686843861935138,18.730638188913684,29.44490331859771
792,1,GRU_LOCAL,200,432,6592,0.085829854798051691,0.065300557098225354,0.15113041189627704,0.28507072569846703,0.14253536284923352,0.93969883069554516,35.887812814036458,39.705939910607924,73.651895747646392
792,1,GRU_LOCAL,200,612,6208,0.052754445227455524,0.04814265724285615,0.10089710247031167,0.1925354571176579,0.096267728558828952,0.95191146627445622,15.581477979471654,17.461832667512002,29.44490331859771
792,1,GRU_GRAPH,0,432,6592,0.28507072569846703,0,0.28507072569846703,0.28507072569846703,0.14253536284923352,0,69.40209222234121,73.651895747646392,73.651895747646392
792,1,GRU_GRAPH,0,612,6208,0.1925354571176579,0,0.1925354571176579,0.1925354571176579,0.096267728558828952,0,27.572134781670005,29.44490331859771,29.44490331859771
792,1,GRU_GRAPH,50,432,6592,0.10446667759938902,0.061093818234964146,0.16556049583435317,0.28507072569846703,0.14253536284923352,0.8384602071734687,35.683862974554664,41.224835272948852,73.651895747646392
792,1,GRU_GRAPH,50,612,6208,0.059110188124304332,0.050031823608328377,0.10914201173263272,0.1925354571176579,0.096267728558828952,0.8662658466493649,18.433550174788266,20.8158140864372,29.44490331859771
792,1,GRU_GRAPH,100,432,6592,0.10340227209485285,0.055033634261132607,0.15843590635598545,0.28507072569846703,0.14253536284923352,0.88844492209578385,37.736132686961447,42.36458424453744,73.651895747646392
792,1,GRU_GRAPH,100,612,6208,0.056426518096227118,0.048408315964782477,0.1048348340610096,0.1925354571176579,0.096267728558828952,0.91100750344446624,16.655393043381096,18.712302417341114,29.44490331859771
792,1,GRU_GRAPH,200,432,6592,0.085866151616176528,0.065237576045201764,0.15110372766137831,0.28507072569846703,0.14253536284923352,0.93988604202587989,35.897545767405113,39.708784595079813,73.651895747646392
792,1,GRU_GRAPH,200,612,6208,0.052823770737538953,0.048042300667143573,0.10086607140468253,0.1925354571176579,0.096267728558828952,0.95223380758336318,15.648347668067238,17.518726502437239,29.44490331859771
792,1,COND_ATTN,0,432,6592,0.28507072569846703,0,0.28507072569846703,0.28507072569846703,0.14253536284923352,0,69.40209222234121,73.651895747646392,73.651895747646392
792,1,COND_ATTN,0,612,6208,0.1925354571176579,0,0.1925354571176579,0.1925354571176579,0.096267728558828952,0,27.572134781670005,29.44490331859771,29.44490331859771
792,1,COND_ATTN,50,432,6592,0.10762950709246184,0.059610959718993412,0.16724046681145527,0.28507072569846703,0.14253536284923352,0.82667386206219229,39.84179234402076,44.766589477630738,73.651895747646392
792,1,COND_ATTN,50,612,6208,0.071793997435635359,0.038423419882050239,0.1102174173176856,0.1925354571176579,0.096267728558828952,0.85509485922551887,19.94748569486951,22.535025469279915,29.44490331859771
792,1,COND_ATTN,100,432,6592,0.089090479360050143,0.064841345997357469,0.15393182535740763,0.28507072569846703,0.14253536284923352,0.92004466624728987,35.912996668447576,40.367214755811993,73.651895747646392
792,1,COND_ATTN,100,612,6208,0.05738068563338055,0.046476523297823487,0.10385720893120404,0.1925354571176579,0.096267728558828952,0.92116277712175199,16.480050902961572,18.218360480520726,29.44490331859771
792,1,COND_ATTN,200,432,6592,0.076359891521881967,0.06938460845128766,0.14574449997316963,0.28507072569846703,0.14253536284923352,0.97748532673024746,34.915618034800168,37.87693563682501,73.651895747646392
792,1,COND_ATTN,200,612,6208,0.049008140803370751,0.049469359733264461,0.098477500536635204,0.1925354571176579,0.096267728558828952,0.97704555814406835,14.797002956129523,16.336866068503383,29.44490331859771
792,2,GRU_LOCAL,0,432,6384,0.28393198359544597,0,0.28393198359544597,0.28393198359544597,0.14196599179772298,0,69.276441156433449,73.571144086352291,73.571144086352291
792,2,GRU_LOCAL,0,612,6416,0.19119422746740544,0,0.19119422746740544,0.19119422746740544,0.095597113733702721,0,27.475135241306241,29.360399246201382,29.360399246201382
792,2,GRU_LOCAL,50,432,6384,0.093594387889690586,0.068879312926361833,0.16247370081605242,0.28393198359544597,0.14196599179772298,0.8555449177747485,34.42486418180679,39.776290797596587,73.571144086352291
792,2,GRU_LOCAL,50,612,6416,0.057050705223420151,0.052114622638666716,0.10916532786208687,0.19119422746740544,0.095597113733702721,0.85806878891574023,17.785326922835779,20.4909508485487,29.360399246201382
792,2,GRU_LOCAL,100,432,6384,0.093116895906061925,0.06372797004044492,0.15684486594650685,0.28393198359544597,0.14196599179772298,0.89519409571002273,35.683801150142415,40.402994731459444,73.571144086352291
792,2,GRU_LOCAL,100,612,6416,0.059144589601133599,0.044862707533759302,0.1040072971348929,0.19119422746740544,0.095597113733702721,0.91202471421242093,16.623497774791208,18.79521034929537,29.360399246201382
792,2,GRU_LOCAL,200,432,6384,0.083029960603304587,0.06805611911126945,0.15108607971457405,0.28393198359544597,0.14196599179772298,0.93575864331053582,34.743998095864612,38.631862543684818,73.571144086352291
792,2,GRU_LOCAL,200,612,6416,0.056540899268508867,0.043621762618803392,0.10016266188731227,0.19119422746740544,0.095597113733702721,0.95224177827871026,16.27741996949252,18.171184826267577,29.360399246201382
792,2,GRU_GRAPH,0,432,6384,0.28393198359544597,0,0.28393198359544597,0.28393198359544597,0.14196599179772298,0,69.276441156433449,73.571144086352291,73.571144086352291
792,2,GRU_GRAPH,0,612,6416,0.19119422746740544,0,0.19119422746740544,0.19119422746740544,0.095597113733702721,0,27.475135241306241,29.360399246201382,29.360399246201382
792,2,GRU_GRAPH,50,432,6384,0.092806349641256392,0.069588244199757107,0.16239459384101351,0.28393198359544597,0.14196599179772298,0.85610214260047757,34.232315906389054,39.589332786605986,73.571144086352291
792,2,GRU_GRAPH,50,612,6416,0.058400105975874618,0.051425447928843848,0.10982555390471846,0.19119422746740544,0.095597113733702721,0.8511624502529358,17.908209036539738,20.625772015096185,29.360399246201382
792,2,GRU_GRAPH,100,432,6384,0.092702919014583135,0.063986364595711581,0.15668928361029472,0.28393198359544597,0.14196599179772298,0.89629000842997752,35.562012415015737,40.288829250763413,73.571144086352291
792,2,GRU_GRAPH,100,612,6416,0.059585853309457676,0.04469238740390586,0.10427824071336353,0.19119422746740544,0.095597113733702721,0.9091904907940721,16.603585629453924,18.765529576397906,29.360399246201382
792,2,GRU_GRAPH,200,432,6384,0.083083412228284567,0.068000928840762864,0.15108434106904745,0.28393198359544597,0.14196599179772298,0.93577089022618509,34.711584865354929,38.606844617532843,73.571144086352291
792,2,GRU_GRAPH,200,612,6416,0.056974202648201716,0.043225583772511865,0.10019978642071359,0.19119422746740544,0.095597113733702721,0.95185343461485494,16.289801467656428,18.174193412510537,29.360399246201382
792,2,COND_ATTN,0,432,6384,0.28393198359544597,0,0.28393198359544597,0.28393198359544597,0.14196599179772298,0,69.276441156433449,73.571144086352291,73.571144086352291
792,2,COND_ATTN,0,612,6416,0.19119422746740544,0,0.19119422746740544,0.19119422746740544,0.095597113733702721,0,27.475135241306241,29.360399246201382,29.360399246201382
792,2,COND_ATTN,50,432,6384,0.10980024760590203,0.048137744257840225,0.15793799186374224,0.28393198359544597,0.14196599179772298,0.88749418178420791,39.088242306666942,43.412956840959431,73.571144086352291
792,2,COND_ATTN,50,612,6416,0.069151411761430609,0.039292168816689718,0.10844358057812033,0.19119422746740544,0.095597113733702721,0.86561867463694575,19.685264639364384,21.924890389198183,29.360399246201382
792,2,COND_ATTN,100,432,6384,0.088251925370042866,0.06205279219478229,0.15030471756482516,0.28393198359544597,0.14196599179772298,0.94126251180646547,36.166518820215444,40.131215891529436,73.571144086352291
792,2,COND_ATTN,100,612,6416,0.055203252615803458,0.048295614761293425,0.10349886737709688,0.19119422746740544,0.095597113733702721,0.91734317768834062,15.605490273409472,17.306730060233512,29.360399246201382
792,2,COND_ATTN,200,432,6384,0.080413271823559659,0.065266232156470996,0.14567950398003066,0.28393198359544597,0.14196599179772298,0.97384224112209361,35.869885313773025,38.63767577066038,73.571144086352291
792,2,COND_ATTN,200,612,6416,0.05069551038796926,0.048120133036510464,0.098815643424479724,0.19119422746740544,0.095597113733702721,0.96633235497315728,14.866774045806647,16.42414064111188,29.360399246201382
972,0,GRU_LOCAL,0,432,4080,0.30726726877054056,0,0.30726726877054056,0.30726726877054056,0.15363363438527028,0,70.349431856874162,76.798086011733076,76.798086011733076
972,0,GRU_LOCAL,0,612,4080,0.35486445521477411,0,0.35486445521477411,0.35486445521477411,0.17743222760738706,0,43.746012924740384,47.428719590929731,47.428719590929731
972,0,GRU_LOCAL,0,792,4640,0.032842891020862568,0,0.032842891020862568,0.032842891020862568,0.016421445510431284,0,24.682280856747198,25.630847969850151,25.630847969850151
972,0,GRU_LOCAL,50,432,4080,0.14274072109645597,0.044341005498026026,0.187081726594482,0.30726726877054056,0.15363363438527028,0.782286656544665,41.824725646454233,49.000938689670221,76.798086011733076
972,0,GRU_LOCAL,50,612,4080,0.14020358849262449,0.060537930215926905,0.20074151870855139,0.35486445521477411,0.17743222760738706,0.86862989088576437,27.851338655175759,31.11151587975808,47.428719590929731
972,0,GRU_LOCAL,50,792,4640,0.0082905188595970188,0.024958456395883056,0.033248975255480075,0.032842891020862568,0.016421445510431284,-0.024728896999935409,11.535479476899097,12.5480002971738,25.630847969850151
972,0,GRU_LOCAL,100,432,4080,0.12897606967240929,0.049036016015168278,0.17801208568757756,0.30726726877054056,0.15363363438527028,0.84132087091572061,40.282341173009861,46.899056863135336,76.798086011733076
972,0,GRU_LOCAL,100,612,4080,0.12192197937830219,0.072173009156394741,0.19409498853469692,0.35486445521477411,0.17743222760738706,0.90608943396584996,26.404124859692537,29.863736228833346,47.428719590929731
972,0,GRU_LOCAL,100,792,4640,0.011226835676614224,0.011425063805920781,0.022651899482535005,0.032842891020862568,0.016421445510431284,0.62059040611583238,15.145814491759989,16.32157312026526,25.630847969850151
972,0,GRU_LOCAL,200,432,4080,0.10267032868468524,0.064330651576269521,0.16700098026095478,0.30726726877054056,0.15363363438527028,0.91299206108629249,37.120069836143706,42.785274682195706,76.798086011733076
972,0,GRU_LOCAL,200,612,4080,0.10211990988669498,0.08392291495271785,0.18604282483941281,0.35486445521477411,0.17743222760738706,0.95147106392036684,23.88881127246481,26.598823089872575,47.428719590929731
972,0,GRU_LOCAL,200,792,4640,0.011044650264332673,0.0081009841113543583,0.019145634375687032,0.032842891020862568,0.016421445510431284,0.83410785222742545,14.668391604314694,15.740639624196096,25.630847969850151
972,0,GRU_GRAPH,0,432,4080,0.30726726877054056,0,0.30726726877054056,0.30726726877054056,0.15363363438527028,0,70.349431856874162,76.798086011733076,76.798086011733076
972,0,GRU_GRAPH,0,612,4080,0.35486445521477411,0,0.35486445521477411,0.35486445521477411,0.17743222760738706,0,43.746012924740384,47.428719590929731,47.428719590929731
972,0,GRU_GRAPH,0,792,4640,0.032842891020862568,0,0.032842891020862568,0.032842891020862568,0.016421445510431284,0,24.682280856747198,25.630847969850151,25.630847969850151
972,0,GRU_GRAPH,50,432,4080,0.14292286076115399,0.044247250043251474,0.18717011080440546,0.30726726877054056,0.15363363438527028,0.78171136448523337,41.832246437548889,49.011978716006524,76.798086011733076
972,0,GRU_GRAPH,50,612,4080,0.14077888616533574,0.060208177757684257,0.20098706392301999,0.35486445521477411,0.17743222760738706,0.86724600917622552,27.863307561480962,31.120941587344483,47.428719590929731
972,0,GRU_GRAPH,50,792,4640,0.0084032394338497979,0.024935748092149206,0.033338987525999002,0.032842891020862568,0.016421445510431284,-0.030210282329975281,11.616500191215909,12.618103972942775,25.630847969850151
972,0,GRU_GRAPH,100,432,4080,0.12907451029836722,0.04894672268488108,0.17802123298324829,0.30726726877054056,0.15363363438527028,0.84126133124716218,40.271317766810782,46.896178341811421,76.798086011733076
972,0,GRU_GRAPH,100,612,4080,0.12209093754291948,0.072051300833786025,0.19414223837670552,0.35486445521477411,0.17743222760738706,0.90582313599593911,26.404182533500471,29.87543238912874,47.428719590929731
972,0,GRU_GRAPH,100,792,4640,0.0113219788953194,0.011488532280571867,0.022810511175891265,0.032842891020862568,0.016421445510431284,0.61093159177725864,15.219602237867306,16.384634718787403,25.630847969850151
972,0,GRU_GRAPH,200,432,4080,0.1018338272893637,0.064962585778316276,0.16679641306767998,0.30726726877054056,0.15363363438527028,0.91432358718143003,36.897557090718585,42.572032570926083,76.798086011733076
972,0,GRU_GRAPH,200,612,4080,0.10177023559388795,0.08421141008984992,0.18598164568373787,0.35486445521477411,0.17743222760738706,0.95181586687133013,23.823784019208325,26.552664345516757,47.428719590929731
972,0,GRU_GRAPH,200,792,4640,0.011114617967384921,0.0081262786884193933,0.019240896655804314,0.032842891020862568,0.016421445510431284,0.82830676242343881,14.655800122954298,15.759653324992316,25.630847969850151
972,0,COND_ATTN,0,432,4080,0.30726726877054056,0,0.30726726877054056,0.30726726877054056,0.15363363438527028,0,70.349431856874162,76.798086011733076,76.798086011733076
972,0,COND_ATTN,0,612,4080,0.35486445521477411,0,0.35486445521477411,0.35486445521477411,0.17743222760738706,0,43.746012924740384,47.428719590929731,47.428719590929731
972,0,COND_ATTN,0,792,4640,0.032842891020862568,0,0.032842891020862568,0.032842891020862568,0.016421445510431284,0,24.682280856747198,25.630847969850151,25.630847969850151
972,0,COND_ATTN,50,432,4080,0.1503886733420309,0.039613118438374326,0.19000179178040522,0.30726726877054056,0.15363363438527028,0.7632799774564093,48.58939327401766,55.549305423579021,76.798086011733076
972,0,COND_ATTN,50,612,4080,0.16785019036535018,0.041745799342249638,0.20959598970759982,0.35486445521477411,0.17743222760738706,0.81872649329870839,33.291320322785282,36.741232607061598,47.428719590929731
972,0,COND_ATTN,50,792,4640,0.019921899089285183,0.011010853115961229,0.030932752205246411,0.032842891020862568,0.016421445510431284,0.11631977309200889,18.151870627188984,20.197786047248243,25.630847969850151
972,0,COND_ATTN,100,432,4080,0.094726798425141923,0.067558190449871547,0.16228498887501347,0.30726726877054056,0.15363363438527028,0.94368840830746736,38.185904510821061,42.893975440114957,76.798086011733076
972,0,COND_ATTN,100,612,4080,0.10246733572776541,0.083916040232302938,0.18638337596006835,0.35486445521477411,0.17743222760738706,0.94955173322578179,24.302496225629518,27.292371525109417,47.428719590929731
972,0,COND_ATTN,100,792,4640,0.015120638476605342,0.0069482913408200602,0.022068929817425403,0.032842891020862568,0.016421445510431284,0.65609091456615631,15.909509299041471,17.012576925979797,25.630847969850151
972,0,COND_ATTN,200,432,4080,0.085338974880574903,0.071648063209697896,0.15698703809027281,0.30726726877054056,0.15363363438527028,0.97817272423177115,36.012338910280043,40.215241840908597,76.798086011733076
972,0,COND_ATTN,200,612,4080,0.10020072067336777,0.080768079390090661,0.18096880006345845,0.35486445521477411,0.17743222760738706,0.98006803778681661,24.329533779721288,26.512787012524008,47.428719590929731
972,0,COND_ATTN,200,792,4640,0.010762319914269725,0.0071314542651653304,0.017893774179435055,0.032842891020862568,0.016421445510431284,0.91034110437668148,13.903272015324442,14.578932128458439,25.630847969850151
972,1,GRU_LOCAL,0,432,4192,0.3076726661917597,0,0.3076726661917597,0.3076726661917597,0.15383633309587985,0,70.592223018084042,76.899289014197478,76.899289014197478
