origin,arm,seed,horizon,baseline_teacher,input_teacher,coherent,mae,rmse,bplus_rmse,correction_rms
612,GRU_GRAPH,0,292,432,612,False,73.518611074650636,80.105239706868502,82.918825445635989,5.2264560383002161
612,GRU_GRAPH,0,292,432,432,True,49.337443768690441,57.327562653501246,82.918825445635989,40.932465186485238
612,GRU_GRAPH,1,292,612,612,True,29.34356249594676,34.953766972465083,34.823995953618805,3.8939208502100815
612,GRU_GRAPH,1,292,612,432,False,48.105655547377665,52.231780588728412,34.823995953618805,42.687853767068205
612,GRU_GRAPH,1,292,432,612,False,73.506264440897155,80.032078119299243,82.918825445635989,3.8939208502100815
612,GRU_GRAPH,1,292,432,432,True,47.585548777813067,55.505702849437242,82.918825445635989,42.687853767068205
612,GRU_GRAPH,2,292,612,612,True,29.715881874308433,34.923101475501653,34.823995953618805,5.7884218252901167
612,GRU_GRAPH,2,292,612,432,False,47.114470431494958,51.188827428747985,34.823995953618805,40.032184949737385
612,GRU_GRAPH,2,292,432,612,False,72.426256150903612,79.210275179366562,82.918825445635989,5.7884218252901167
612,GRU_GRAPH,2,292,432,432,True,49.238239279077156,56.947583314141298,82.918825445635989,40.032184949737385
612,GRU_GRAPH,ensemble,292,612,612,True,30.020623490819194,35.49389029890169,34.823995953618805,4.4636610080526875
612,GRU_GRAPH,ensemble,292,612,432,False,47.999404934920292,52.039568193480939,34.823995953618805,41.182871113115496
612,GRU_GRAPH,ensemble,292,432,612,False,73.149170893391428,79.761755568702313,82.918825445635989,4.4636610080526875
612,GRU_GRAPH,ensemble,292,432,432,True,48.715127673824099,56.561117569442892,82.918825445635989,41.182871113115496
612,COND_ATTN,0,292,612,612,True,47.550505572231238,51.828927547200259,34.823995953618805,38.146017779353308
612,COND_ATTN,0,292,612,432,False,47.727646107438645,51.841927831128608,34.823995953618805,40.083144651276477
612,COND_ATTN,0,292,432,612,False,50.475848676163352,58.517859955996556,82.918825445635989,38.146017779353308
612,COND_ATTN,0,292,432,432,True,48.037372904585055,56.195271227499532,82.918825445635989,40.083144651276477
612,COND_ATTN,1,292,612,612,True,46.489109310251202,51.051896027761529,34.823995953618805,34.484206615384203
612,COND_ATTN,1,292,612,432,False,48.995044547346893,53.299729198557756,34.823995953618805,41.22662872899781
612,COND_ATTN,1,292,432,612,False,53.77284837527251,61.349453166264915,82.918825445635989,34.484206615384203
612,COND_ATTN,1,292,432,432,True,47.895269018021253,56.026211061306576,82.918825445635989,41.22662872899781
612,COND_ATTN,2,292,612,612,True,45.802031464183166,50.705577567668769,34.823995953618805,33.173875646485044
612,COND_ATTN,2,292,612,432,False,47.906602912788777,52.475370706329734,34.823995953618805,39.124922238338897
612,COND_ATTN,2,292,432,612,False,54.210529526148676,61.460844159691881,82.918825445635989,33.173875646485044
612,COND_ATTN,2,292,432,432,True,49.535886847912671,57.837855438753095,82.918825445635989,39.124922238338897
612,COND_ATTN,ensemble,292,612,612,True,46.579234500139059,51.056841760009313,34.823995953618805,35.042414574621787
612,COND_ATTN,ensemble,292,612,432,False,48.195086966107013,52.476231623170179,34.823995953618805,40.065105246187095
612,COND_ATTN,ensemble,292,432,612,False,52.751466131989801,60.271132660584378,82.918825445635989,35.042414574621787
612,COND_ATTN,ensemble,292,432,432,True,48.457706555149258,56.621370471883999,82.918825445635989,40.065105246187095
792,GRU_LOCAL,0,292,792,792,True,24.92629593461638,27.416758696203111,27.153408353096143,10.552523906477207
792,GRU_LOCAL,0,292,792,612,False,31.723445152460208,33.962471312733612,27.153408353096143,26.63117260766839
792,GRU_LOCAL,0,292,612,792,False,56.565461742638547,58.520531585297228,63.265917631952732,10.552523906477207
792,GRU_LOCAL,0,292,612,612,True,45.761764561098545,48.050005610119257,63.265917631952732,26.63117260766839
792,GRU_LOCAL,1,292,792,792,True,29.810027014978161,32.760486395345936,27.153408353096143,13.909177760972304
792,GRU_LOCAL,1,292,792,612,False,36.090487500587912,38.731730062314604,27.153408353096143,27.208010823144075
792,GRU_LOCAL,1,292,612,792,False,62.733794983593341,65.049555303203306,63.265917631952732,13.909177760972304
792,GRU_LOCAL,1,292,612,612,True,50.891465845200962,53.496587411744585,63.265917631952732,27.208010823144075
792,GRU_LOCAL,2,292,792,792,True,27.839459828617162,30.25355731553465,27.153408353096143,11.728205133550542
792,GRU_LOCAL,2,292,792,612,False,33.867246212957717,36.005066995937447,27.153408353096143,25.926679426458151
792,GRU_LOCAL,2,292,612,792,False,60.246916414129323,62.133861617827137,63.265917631952732,11.728205133550542
792,GRU_LOCAL,2,292,612,612,True,49.245918195756566,51.408995623903337,63.265917631952732,25.926679426458151
792,GRU_LOCAL,ensemble,292,792,792,True,27.508621834097521,30.083706903026183,27.153408353096143,11.617694783415944
792,GRU_LOCAL,ensemble,292,792,612,False,33.885316727940484,36.193387371236845,27.153408353096143,26.404185499739228
792,GRU_LOCAL,ensemble,292,612,792,False,59.842969968243906,61.871996126698306,63.265917631952732,11.617694783415944
792,GRU_LOCAL,ensemble,292,612,612,True,48.62822252196586,50.955662883890632,63.265917631952732,26.404185499739228
792,GRU_GRAPH,0,292,792,792,True,24.994856379248787,27.483974097367348,27.153408353096143,10.46652758722546
792,GRU_GRAPH,0,292,792,612,False,31.901382289286133,34.136826364233457,27.153408353096143,26.901844181910594
792,GRU_GRAPH,0,292,612,792,False,56.783410155881327,58.73137013913469,63.265917631952732,10.46652758722546
792,GRU_GRAPH,0,292,612,612,True,45.678793450495618,47.954739339341572,63.265917631952732,26.901844181910594
792,GRU_GRAPH,1,292,792,792,True,29.830307362490178,32.805176923244993,27.153408353096143,13.900811267063725
792,GRU_GRAPH,1,292,792,612,False,36.117347896974451,38.760174544249978,27.153408353096143,27.020650717264484
792,GRU_GRAPH,1,292,612,792,False,63.031109871882123,65.350119146873567,63.265917631952732,13.900811267063725
792,GRU_GRAPH,1,292,612,612,True,51.197503054339933,53.797553987511442,63.265917631952732,27.020650717264484
792,GRU_GRAPH,2,292,792,792,True,27.794980088641257,30.203104010666415,27.153408353096143,11.496601989211747
792,GRU_GRAPH,2,292,792,612,False,33.728502399888967,35.845251227721477,27.153408353096143,25.951513333037411
792,GRU_GRAPH,2,292,612,792,False,60.417055938645845,62.286825161537422,63.265917631952732,11.496601989211747
792,GRU_GRAPH,2,292,612,612,True,49.095206879103721,51.242957942881631,63.265917631952732,25.951513333037411
792,GRU_GRAPH,ensemble,292,792,792,True,27.513233193999845,30.100502570602362,27.153408353096143,11.506044509525582
792,GRU_GRAPH,ensemble,292,792,612,False,33.908208534564686,36.207792233241577,27.153408353096143,26.433545256372074
792,GRU_GRAPH,ensemble,292,612,792,False,60.070915402578279,62.093195645714331,63.265917631952732,11.506044509525582
792,GRU_GRAPH,ensemble,292,612,612,True,48.65252440388587,50.969078217252303,63.265917631952732,26.433545256372074
792,COND_ATTN,0,292,792,792,True,41.437456465732694,44.207981359955369,27.153408353096143,32.607850852623073
792,COND_ATTN,0,292,792,612,False,34.967745164478778,37.858154784643979,27.153408353096143,27.506484299983025
792,COND_ATTN,0,292,612,792,False,60.323107034861842,62.731208788594962,63.265917631952732,32.607850852623073
792,COND_ATTN,0,292,612,612,True,49.751501403405122,52.521191634866085,63.265917631952732,27.506484299983025
792,COND_ATTN,1,292,792,792,True,41.944009870875611,43.768718550911579,27.153408353096143,33.516258004578049
792,COND_ATTN,1,292,792,612,False,31.81691453041342,34.141254931649371,27.153408353096143,24.863558748748876
792,COND_ATTN,1,292,612,792,False,58.925987126127687,60.504228135902501,63.265917631952732,33.516258004578049
792,COND_ATTN,1,292,612,612,True,48.38936511294829,50.523041556511728,63.265917631952732,24.863558748748876
792,COND_ATTN,2,292,792,792,True,37.336621612849612,38.792327093412787,27.153408353096143,27.859147262590604
792,COND_ATTN,2,292,792,612,False,24.836999431025628,27.251844931223186,27.153408353096143,20.891527560924679
792,COND_ATTN,2,292,612,792,False,55.624956706021166,57.137277419809323,63.265917631952732,27.859147262590604
792,COND_ATTN,2,292,612,612,True,45.795633774064086,48.000437197536243,63.265917631952732,20.891527560924679
792,COND_ATTN,ensemble,292,792,792,True,40.235266054718913,42.032246173446026,27.153408353096143,30.712728469951337
792,COND_ATTN,ensemble,292,792,612,False,30.472594022958194,32.884400569570673,27.153408353096143,23.260696231538812
792,COND_ATTN,ensemble,292,612,792,False,58.29135028900356,59.941669107410078,63.265917631952732,30.712728469951337
792,COND_ATTN,ensemble,292,612,612,True,47.96791239633081,50.213601890040316,63.265917631952732,23.260696231538812
972,GRU_LOCAL,0,112,792,792,True,17.222764164238395,17.743333011209558,35.722282048772946,20.390650832822129
972,GRU_LOCAL,0,112,792,612,False,33.387982713575795,33.964583548995122,35.722282048772946,41.849887168776412
972,GRU_LOCAL,0,112,612,792,False,55.161246760798385,55.996494379616507,74.554215716637074,20.390650832822129
972,GRU_LOCAL,0,112,612,612,True,39.264762699489509,40.476933247399401,74.554215716637074,41.849887168776412
972,GRU_LOCAL,1,112,792,792,True,18.137658159654055,18.361886968370538,35.722282048772946,20.587004902538602
972,GRU_LOCAL,1,112,792,612,False,35.52117797890574,35.993196037461161,35.722282048772946,44.102505864837411
972,GRU_LOCAL,1,112,612,792,False,54.180738187640067,54.861981651514483,74.554215716637074,20.587004902538602
972,GRU_LOCAL,1,112,612,612,True,38.186120465012813,39.104408621346835,74.554215716637074,44.102505864837411
972,GRU_LOCAL,2,112,792,792,True,17.493451412776821,17.808329222021253,35.722282048772946,20.217655908112402
972,GRU_LOCAL,2,112,792,612,False,33.373318722808101,33.965225317157064,35.722282048772946,41.1602802634523
972,GRU_LOCAL,2,112,612,792,False,55.344339632481692,55.917853841633431,74.554215716637074,20.217655908112402
972,GRU_LOCAL,2,112,612,612,True,40.057864056054804,40.925311601425705,74.554215716637074,41.1602802634523
972,GRU_LOCAL,ensemble,112,792,792,True,17.607068907358535,17.908822600671805,35.722282048772946,20.309794283828158
972,GRU_LOCAL,ensemble,112,792,612,False,34.033738827338873,34.535466007219441,35.722282048772946,42.330160954277908
972,GRU_LOCAL,ensemble,112,612,792,False,54.854208583599082,55.478831424649364,74.554215716637074,20.309794283828158
972,GRU_LOCAL,ensemble,112,612,612,True,39.169582406852371,40.138803555340729,74.554215716637074,42.330160954277908
972,GRU_GRAPH,0,112,792,792,True,17.108491579047229,17.577294466363977,35.722282048772946,20.701951578093102
972,GRU_GRAPH,0,112,792,612,False,33.896286060871311,34.483176377605979,35.722282048772946,42.868220954586256
972,GRU_GRAPH,0,112,612,792,False,54.917754196104497,55.736437928311346,74.554215716637074,20.701951578093102
972,GRU_GRAPH,0,112,612,612,True,38.685226437361379,39.900574309557129,74.554215716637074,42.868220954586256
972,GRU_GRAPH,1,112,792,792,True,18.255155903191056,18.472658434222957,35.722282048772946,20.643900699929823
972,GRU_GRAPH,1,112,792,612,False,35.904092665916018,36.381457111506194,35.722282048772946,44.515930062778658
972,GRU_GRAPH,1,112,612,792,False,54.109399062429716,54.791254814128799,74.554215716637074,20.643900699929823
972,GRU_GRAPH,1,112,612,612,True,38.073858373817508,38.996534280892277,74.554215716637074,44.515930062778658
972,GRU_GRAPH,2,112,792,792,True,17.94865885100528,18.253121384315769,35.722282048772946,19.89213131626617
972,GRU_GRAPH,2,112,792,612,False,33.679025216658168,34.29640857249008,35.722282048772946,41.738116635936258
972,GRU_GRAPH,2,112,612,792,False,55.435909915954348,55.993013140732529,74.554215716637074,19.89213131626617
972,GRU_GRAPH,2,112,612,612,True,39.64758249663241,40.541863481952177,74.554215716637074,41.738116635936258
972,GRU_GRAPH,ensemble,112,792,792,True,17.758422299362543,18.041602284245709,35.722282048772946,20.315030687449738
972,GRU_GRAPH,ensemble,112,792,612,False,34.434449829731307,34.942292824294945,35.722282048772946,43.001318546981572
972,GRU_GRAPH,ensemble,112,612,792,False,54.794109284247227,55.422689129239785,74.554215716637074,20.315030687449738
972,GRU_GRAPH,ensemble,112,612,612,True,38.802222435937097,39.783242019331325,74.554215716637074,43.001318546981572
972,COND_ATTN,0,112,792,792,True,22.953205809928285,24.378020513202337,35.722282048772946,14.183560805670451
972,COND_ATTN,0,112,792,612,False,35.817811598454469,36.694149632178693,35.722282048772946,25.515219959560479
972,COND_ATTN,0,112,612,792,False,62.384017215755954,64.158609331142614,74.554215716637074,14.183560805670451
972,COND_ATTN,0,112,612,612,True,56.136451190726071,57.270831841053337,74.554215716637074,25.515219959560479
972,COND_ATTN,1,112,792,792,True,21.743411550352914,23.19131782951062,35.722282048772946,14.869057588587417
972,COND_ATTN,1,112,792,612,False,35.78363215153302,36.934406755647487,35.722282048772946,26.456276019556316
972,COND_ATTN,1,112,612,792,False,60.675077366314653,62.152083643486563,74.554215716637074,14.869057588587417
972,COND_ATTN,1,112,612,612,True,55.496460559081825,56.903358749404177,74.554215716637074,26.456276019556316
972,COND_ATTN,2,112,792,792,True,23.015165552141582,25.02470493187629,35.722282048772946,13.658383853107331
972,COND_ATTN,2,112,792,612,False,29.042245256055317,30.36664251825302,35.722282048772946,23.42761527325429
972,COND_ATTN,2,112,612,792,False,62.499542320604078,64.001656836822875,74.554215716637074,13.658383853107331
972,COND_ATTN,2,112,612,612,True,54.07664297440963,55.541203955319375,74.554215716637074,23.42761527325429
972,COND_ATTN,ensemble,112,792,792,True,22.404342006404846,24.080948442060556,35.722282048772946,14.038927777486867
972,COND_ATTN,ensemble,112,792,612,False,33.547896335347602,34.544096873117567,35.722282048772946,24.747573185825807
972,COND_ATTN,ensemble,112,612,792,False,61.849655836179814,63.385572919318228,74.554215716637074,14.038927777486867
972,COND_ATTN,ensemble,112,612,612,True,55.23651824140584,56.468337345755913,74.554215716637074,24.747573185825807
1168,GRU_LOCAL,0,97,1168,1168,True,8.1402319785187629,9.7826780890589866,3.6543228448782612,11.326594756690811
1168,GRU_LOCAL,0,97,1168,792,False,38.856354143508575,39.053505258860049,3.6543228448782612,41.957385581710021
1168,GRU_LOCAL,0,97,792,1168,False,77.635621606060937,78.159880544384535,88.146026030116204,11.326594756690811
1168,GRU_LOCAL,0,97,792,792,True,46.763670060338519,47.200427389514587,88.146026030116204,41.957385581710021
1168,GRU_LOCAL,1,97,1168,1168,True,6.4540628862766116,7.4207961492376242,3.6543228448782612,7.9848737439286426
1168,GRU_LOCAL,1,97,1168,792,False,40.902192454725423,41.009712302265449,3.6543228448782612,44.118669756580324
1168,GRU_LOCAL,1,97,792,1168,False,81.095616313675166,81.572053975861138,88.146026030116204,7.9848737439286426
1168,GRU_LOCAL,1,97,792,792,True,44.717831749121693,45.058618359585644,88.146026030116204,44.118669756580324
1168,GRU_LOCAL,2,97,1168,1168,True,10.188360191384598,11.388798823773712,3.6543228448782612,13.059417060432137
1168,GRU_LOCAL,2,97,1168,792,False,43.227079090687539,43.292870426225555,3.6543228448782612,46.503670175029065
1168,GRU_LOCAL,2,97,792,1168,False,75.438553371378362,75.904429012655825,88.146026030116204,13.059417060432137
1168,GRU_LOCAL,2,97,792,792,True,42.392945113159556,42.689963391485485,88.146026030116204,46.503670175029065
1168,GRU_LOCAL,ensemble,97,1168,1168,True,7.8161994226615388,9.3088479334009158,3.6543228448782612,10.629656186887541
1168,GRU_LOCAL,ensemble,97,1168,792,False,40.995208562973851,41.104150286715083,3.6543228448782612,44.17213702197359
1168,GRU_LOCAL,ensemble,97,792,1168,False,78.05659709703815,78.539078751896284,88.146026030116204,10.629656186887541
1168,GRU_LOCAL,ensemble,97,792,792,True,44.624815640873251,44.97372636371275,88.146026030116204,44.17213702197359
1168,GRU_GRAPH,0,97,1168,1168,True,7.8530600182777617,9.4778342133048401,3.6543228448782612,11.003208689009636
1168,GRU_GRAPH,0,97,1168,792,False,38.575226934309391,38.768454656850409,3.6543228448782612,41.658372657393294
1168,GRU_GRAPH,0,97,792,1168,False,77.97160733122638,78.485982704007284,88.146026030116204,11.003208689009636
1168,GRU_GRAPH,0,97,792,792,True,47.044797269537725,47.476193011062236,88.146026030116204,41.658372657393294
1168,GRU_GRAPH,1,97,1168,1168,True,6.484521777234491,7.4582892532277274,3.6543228448782612,8.0787393196922359
1168,GRU_GRAPH,1,97,1168,792,False,40.969324926682383,41.079108629796913,3.6543228448782612,44.224030210061073
1168,GRU_GRAPH,1,97,792,1168,False,80.931096448677565,81.39936914127783,88.146026030116204,8.0787393196922359
1168,GRU_GRAPH,1,97,792,792,True,44.650699277164712,44.993470833698183,88.146026030116204,44.224030210061073
1168,GRU_GRAPH,2,97,1168,1168,True,10.516679254426032,11.653335868951142,3.6543228448782612,13.366951985812433
1168,GRU_GRAPH,2,97,1168,792,False,43.367970629994019,43.427320161905712,3.6543228448782612,46.65130540477945
1168,GRU_GRAPH,2,97,792,1168,False,75.103344949421071,75.567375485857525,88.146026030116204,13.366951985812433
1168,GRU_GRAPH,2,97,792,792,True,42.252053573853082,42.540487125160233,88.146026030116204,46.65130540477945
1168,GRU_GRAPH,ensemble,97,1168,1168,True,7.8265666834957361,9.3084684079113913,3.6543228448782612,10.660154015230502
1168,GRU_GRAPH,ensemble,97,1168,792,False,40.970840830328605,41.076589214223453,3.6543228448782612,44.155975372136368
1168,GRU_GRAPH,ensemble,97,792,1168,False,78.002016243108343,78.478151068474759,88.146026030116204,10.660154015230502
1168,GRU_GRAPH,ensemble,97,792,792,True,44.649183373518504,44.994331821445613,88.146026030116204,44.155975372136368
1168,COND_ATTN,0,97,1168,1168,True,21.104940243421606,21.638345574890188,3.6543228448782612,25.734451682655813
1168,COND_ATTN,0,97,1168,792,False,35.313472436514765,35.506998408417218,3.6543228448782612,38.537762223269041
1168,COND_ATTN,0,97,792,1168,False,70.621137148045392,70.913884393638824,88.146026030116204,25.734451682655813
1168,COND_ATTN,0,97,792,792,True,50.306551767332344,50.679601695233558,88.146026030116204,38.537762223269041
1168,COND_ATTN,1,97,1168,1168,True,14.291555308164208,15.468411329369683,3.6543228448782612,18.323228948712472
1168,COND_ATTN,1,97,1168,792,False,31.952823525828833,32.244994660912838,3.6543228448782612,34.828606488477128
1168,COND_ATTN,1,97,792,1168,False,71.534377421110207,72.039693669202435,88.146026030116204,18.323228948712472
1168,COND_ATTN,1,97,792,792,True,53.667200678018268,54.11263848604942,88.146026030116204,34.828606488477128
1168,COND_ATTN,2,97,1168,1168,True,11.92745462293861,13.728761985172962,3.6543228448782612,15.844485111680916
1168,COND_ATTN,2,97,1168,792,False,32.496420673954418,32.970095124758437,3.6543228448782612,35.540785090907974
1168,COND_ATTN,2,97,792,1168,False,76.175390220588142,76.817112580017181,88.146026030116204,15.844485111680916
1168,COND_ATTN,2,97,792,792,True,53.123603529892691,53.66644579002002,88.146026030116204,35.540785090907974
1168,COND_ATTN,ensemble,97,1168,1168,True,13.48633156642485,14.007291678674855,3.6543228448782612,17.11091397674166
1168,COND_ATTN,ensemble,97,1168,792,False,33.25423887876601,33.462712922608645,3.6543228448782612,35.995488804369501
1168,COND_ATTN,ensemble,97,792,1168,False,72.776968263247923,73.085809545085482,88.146026030116204,17.11091397674166
1168,COND_ATTN,ensemble,97,792,792,True,52.365785325081099,52.763385237766954,88.146026030116204,35.995488804369501
