split,evaluation_role,estimator,subset,reliability_kind,class_level,class_color,bin_index,bin_lower,bin_upper,count,mean_predicted_probability,observed_frequency,class_support,calibration_status
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,0,0.0,0.1,575,0.011401098901098899,0.034782608695652174,20,ok
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,1,0.1,0.2,0,,,20,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,2,0.2,0.30000000000000004,0,,,20,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,3,0.30000000000000004,0.4,0,,,20,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,4,0.4,0.5,0,,,20,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,5,0.5,0.6000000000000001,0,,,20,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,6,0.6000000000000001,0.7000000000000001,0,,,20,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,7,0.7000000000000001,0.8,0,,,20,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,8,0.8,0.9,0,,,20,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,3.0,orange,9,0.9,1.0,0,,,20,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,0,0.0,0.1,575,0.012087912087912088,0.01217391304347826,7,ok
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,1,0.1,0.2,0,,,7,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,2,0.2,0.30000000000000004,0,,,7,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,3,0.30000000000000004,0.4,0,,,7,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,4,0.4,0.5,0,,,7,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,5,0.5,0.6000000000000001,0,,,7,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,6,0.6000000000000001,0.7000000000000001,0,,,7,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,7,0.7000000000000001,0.8,0,,,7,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,8,0.8,0.9,0,,,7,empty_bin
fit,training_only,fit_majority_prior,transition_only,one_vs_rest,4.0,red,9,0.9,1.0,0,,,7,empty_bin
calibration,chronological_evaluation_only,ngboost,all,top_label,,,0,0.0,0.1,0,,,1808,empty_bin
calibration,chronological_evaluation_only,ngboost,all,top_label,,,1,0.1,0.2,0,,,1808,empty_bin
calibration,chronological_evaluation_only,ngboost,all,top_label,,,2,0.2,0.30000000000000004,0,,,1808,empty_bin
calibration,chronological_evaluation_only,ngboost,all,top_label,,,3,0.30000000000000004,0.4,0,,,1808,empty_bin
calibration,chronological_evaluation_only,ngboost,all,top_label,,,4,0.4,0.5,5,0.4918809144300633,1.0,1808,ok
calibration,chronological_evaluation_only,ngboost,all,top_label,,,5,0.5,0.6000000000000001,79,0.5560660952654263,0.5189873417721519,1808,ok
calibration,chronological_evaluation_only,ngboost,all,top_label,,,6,0.6000000000000001,0.7000000000000001,76,0.6387122224317027,0.7236842105263158,1808,ok
calibration,chronological_evaluation_only,ngboost,all,top_label,,,7,0.7000000000000001,0.8,133,0.7379792617443556,0.706766917293233,1808,ok
calibration,chronological_evaluation_only,ngboost,all,top_label,,,8,0.8,0.9,143,0.8544435890287513,0.7902097902097902,1808,ok
calibration,chronological_evaluation_only,ngboost,all,top_label,,,9,0.9,1.0,1372,0.9743639352986181,0.9693877551020408,1808,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,0,0.0,0.1,1174,0.01538110751774148,0.020442930153321975,531,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,1,0.1,0.2,28,0.16009756502156255,0.32142857142857145,531,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,2,0.2,0.30000000000000004,18,0.23358709819601162,0.3888888888888889,531,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,3,0.30000000000000004,0.4,15,0.349340249914292,0.2,531,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,4,0.4,0.5,23,0.4418784262993451,0.30434782608695654,531,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,5,0.5,0.6000000000000001,51,0.5569755339674536,0.45098039215686275,531,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,6,0.6000000000000001,0.7000000000000001,18,0.6525163328984358,0.5,531,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,7,0.7000000000000001,0.8,20,0.7554944564349075,0.7,531,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,8,0.8,0.9,70,0.8596403100098072,0.8142857142857143,531,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,9,0.9,1.0,391,0.9855748717765139,0.9667519181585678,531,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,0,0.0,0.1,764,0.023054775388051767,0.020942408376963352,847,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,1,0.1,0.2,85,0.14072760847915466,0.17647058823529413,847,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,2,0.2,0.30000000000000004,28,0.2584657415426345,0.21428571428571427,847,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,3,0.30000000000000004,0.4,52,0.3607090366911384,0.28846153846153844,847,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,4,0.4,0.5,51,0.44152958280468513,0.5490196078431373,847,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,5,0.5,0.6000000000000001,28,0.5544096176295905,0.6428571428571429,847,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,6,0.6000000000000001,0.7000000000000001,17,0.6442760737046197,0.7647058823529411,847,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,7,0.7000000000000001,0.8,33,0.7457396077999027,0.696969696969697,847,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,8,0.8,0.9,41,0.8490746420587848,0.7073170731707317,847,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,9,0.9,1.0,709,0.975961007630805,0.9647390691114246,847,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,0,0.0,0.1,1422,0.0014714367353882408,0.0007032348804500703,287,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,1,0.1,0.2,13,0.12032225930844301,0.23076923076923078,287,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,2,0.2,0.30000000000000004,56,0.25412052980487504,0.07142857142857142,287,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,3,0.30000000000000004,0.4,8,0.3532743174244423,0.375,287,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,4,0.4,0.5,5,0.45175354914041144,0.6,287,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,5,0.5,0.6000000000000001,0,,,287,empty_bin
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,6,0.6000000000000001,0.7000000000000001,35,0.6292520124742417,0.8285714285714286,287,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,7,0.7000000000000001,0.8,33,0.7393273620922469,0.5151515151515151,287,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,8,0.8,0.9,25,0.846198095871775,0.8,287,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,9,0.9,1.0,211,0.9507378403662269,0.981042654028436,287,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,0,0.0,0.1,1646,0.00013757526169670624,0.0006075334143377885,143,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,1,0.1,0.2,11,0.13743590247744042,0.36363636363636365,143,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,2,0.2,0.30000000000000004,31,0.2442991568600615,0.6774193548387096,143,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,3,0.30000000000000004,0.4,0,,,143,empty_bin
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,4,0.4,0.5,5,0.4918809144300633,1.0,143,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,5,0.5,0.6000000000000001,0,,,143,empty_bin
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,6,0.6000000000000001,0.7000000000000001,6,0.6367202038434284,0.6666666666666666,143,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,7,0.7000000000000001,0.8,41,0.7275336339931728,0.975609756097561,143,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,8,0.8,0.9,7,0.8633712584600531,1.0,143,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,9,0.9,1.0,61,0.9656640268454517,1.0,143,ok
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,0,0.0,0.1,1790,0.00010580567303650086,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,1,0.1,0.2,7,0.10610693895420231,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,2,0.2,0.30000000000000004,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,3,0.30000000000000004,0.4,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,4,0.4,0.5,5,0.4907332168683395,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,5,0.5,0.6000000000000001,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,6,0.6000000000000001,0.7000000000000001,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,7,0.7000000000000001,0.8,6,0.7008772805233513,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,8,0.8,0.9,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,9,0.9,1.0,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,0,0.0,0.1,0,,,1808,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,1,0.1,0.2,0,,,1808,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,2,0.2,0.30000000000000004,0,,,1808,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,3,0.30000000000000004,0.4,0,,,1808,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,4,0.4,0.5,1808,0.4859890109890108,0.2936946902654867,1808,ok
calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,5,0.5,0.6000000000000001,0,,,1808,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,6,0.6000000000000001,0.7000000000000001,0,,,1808,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,7,0.7000000000000001,0.8,0,,,1808,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,8,0.8,0.9,0,,,1808,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,top_label,,,9,0.9,1.0,0,,,1808,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,0.0,green,0,0.0,0.1,0,,,531,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,0.0,green,1,0.1,0.2,0,,,531,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,0.0,green,2,0.2,0.30000000000000004,0,,,531,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,0.0,green,3,0.30000000000000004,0.4,0,,,531,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,0.0,green,4,0.4,0.5,1808,0.4859890109890108,0.2936946902654867,531,ok
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,0.0,green,5,0.5,0.6000000000000001,0,,,531,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,0.0,green,6,0.6000000000000001,0.7000000000000001,0,,,531,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,0.0,green,7,0.7000000000000001,0.8,0,,,531,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,0.0,green,8,0.8,0.9,0,,,531,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,0.0,green,9,0.9,1.0,0,,,531,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,1.0,blue,0,0.0,0.1,0,,,847,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,1.0,blue,1,0.1,0.2,0,,,847,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,1.0,blue,2,0.2,0.30000000000000004,0,,,847,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,1.0,blue,3,0.30000000000000004,0.4,1808,0.3942307692307692,0.4684734513274336,847,ok
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,1.0,blue,4,0.4,0.5,0,,,847,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,1.0,blue,5,0.5,0.6000000000000001,0,,,847,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,1.0,blue,6,0.6000000000000001,0.7000000000000001,0,,,847,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,1.0,blue,7,0.7000000000000001,0.8,0,,,847,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,1.0,blue,8,0.8,0.9,0,,,847,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,1.0,blue,9,0.9,1.0,0,,,847,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,2.0,yellow,0,0.0,0.1,1808,0.09629120879120881,0.15873893805309736,287,ok
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,2.0,yellow,1,0.1,0.2,0,,,287,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,2.0,yellow,2,0.2,0.30000000000000004,0,,,287,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,2.0,yellow,3,0.30000000000000004,0.4,0,,,287,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,2.0,yellow,4,0.4,0.5,0,,,287,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,2.0,yellow,5,0.5,0.6000000000000001,0,,,287,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,2.0,yellow,6,0.6000000000000001,0.7000000000000001,0,,,287,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,2.0,yellow,7,0.7000000000000001,0.8,0,,,287,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,2.0,yellow,8,0.8,0.9,0,,,287,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,2.0,yellow,9,0.9,1.0,0,,,287,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,3.0,orange,0,0.0,0.1,1808,0.011401098901098899,0.0790929203539823,143,ok
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,3.0,orange,1,0.1,0.2,0,,,143,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,3.0,orange,2,0.2,0.30000000000000004,0,,,143,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,3.0,orange,3,0.30000000000000004,0.4,0,,,143,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,3.0,orange,4,0.4,0.5,0,,,143,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,3.0,orange,5,0.5,0.6000000000000001,0,,,143,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,3.0,orange,6,0.6000000000000001,0.7000000000000001,0,,,143,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,3.0,orange,7,0.7000000000000001,0.8,0,,,143,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,3.0,orange,8,0.8,0.9,0,,,143,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,3.0,orange,9,0.9,1.0,0,,,143,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,0,0.0,0.1,1808,0.012087912087912092,,0,no_positive_examples
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,1,0.1,0.2,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,2,0.2,0.30000000000000004,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,3,0.30000000000000004,0.4,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,4,0.4,0.5,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,5,0.5,0.6000000000000001,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,6,0.6000000000000001,0.7000000000000001,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,7,0.7000000000000001,0.8,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,8,0.8,0.9,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,fit_majority_prior,all,one_vs_rest,4.0,red,9,0.9,1.0,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,0,0.0,0.1,0,,,151,empty_bin
calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,1,0.1,0.2,0,,,151,empty_bin
calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,2,0.2,0.30000000000000004,0,,,151,empty_bin
calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,3,0.30000000000000004,0.4,0,,,151,empty_bin
calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,4,0.4,0.5,0,,,151,empty_bin
calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,5,0.5,0.6000000000000001,33,0.5538906794842727,0.36363636363636365,151,ok
calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,6,0.6000000000000001,0.7000000000000001,19,0.6423404951171495,0.05263157894736842,151,ok
calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,7,0.7000000000000001,0.8,27,0.7549273233062664,0.25925925925925924,151,ok
calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,8,0.8,0.9,30,0.8549243548363791,0.0,151,ok
calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,9,0.9,1.0,42,0.9538822645622206,0.0,151,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,0,0.0,0.1,62,0.023345204248541016,0.3870967741935484,55,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,1,0.1,0.2,9,0.14918011214839544,1.0,55,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,2,0.2,0.30000000000000004,7,0.22979410802758177,1.0,55,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,3,0.30000000000000004,0.4,3,0.34068837200623103,1.0,55,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,4,0.4,0.5,11,0.44748179389213283,0.36363636363636365,55,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,5,0.5,0.6000000000000001,19,0.5579212946891171,0.2631578947368421,55,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,6,0.6000000000000001,0.7000000000000001,7,0.6560169963499697,0.14285714285714285,55,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,7,0.7000000000000001,0.8,7,0.7741338039515051,0.2857142857142857,55,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,8,0.8,0.9,13,0.8593969070849472,0.0,55,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,9,0.9,1.0,13,0.9699341958031812,0.0,55,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,0,0.0,0.1,32,0.025777299823291622,0.5,69,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,1,0.1,0.2,15,0.14368397404560002,1.0,69,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,2,0.2,0.30000000000000004,7,0.23604045035876556,0.7142857142857143,69,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,3,0.30000000000000004,0.4,13,0.35483181034705996,0.9230769230769231,69,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,4,0.4,0.5,19,0.44061385627915994,0.7368421052631579,69,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,5,0.5,0.6000000000000001,14,0.5484205588491269,0.5,69,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,6,0.6000000000000001,0.7000000000000001,4,0.645262683352614,0.0,69,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,7,0.7000000000000001,0.8,10,0.7540616430265283,0.0,69,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,8,0.8,0.9,12,0.8553189905632733,0.0,69,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,9,0.9,1.0,25,0.9474997730175605,0.0,69,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,0,0.0,0.1,114,0.001241584689347309,0.008771929824561403,19,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,1,0.1,0.2,3,0.11986481544465839,1.0,19,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,2,0.2,0.30000000000000004,4,0.2686624683171399,1.0,19,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,3,0.30000000000000004,0.4,3,0.35709362470357825,1.0,19,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,4,0.4,0.5,3,0.4574633453925599,1.0,19,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,5,0.5,0.6000000000000001,0,,,19,empty_bin
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,6,0.6000000000000001,0.7000000000000001,6,0.6263000997654956,0.0,19,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,7,0.7000000000000001,0.8,9,0.7447199714287751,0.5555555555555556,19,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,8,0.8,0.9,5,0.8423485932455556,0.0,19,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,9,0.9,1.0,4,0.9416040601832248,0.0,19,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,0,0.0,0.1,136,8.56164682702452e-05,0.007352941176470588,8,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,1,0.1,0.2,4,0.13753040619028647,1.0,8,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,2,0.2,0.30000000000000004,8,0.2335824419208482,0.375,8,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,3,0.30000000000000004,0.4,0,,,8,empty_bin
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,4,0.4,0.5,0,,,8,empty_bin
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,5,0.5,0.6000000000000001,0,,,8,empty_bin
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,6,0.6000000000000001,0.7000000000000001,2,0.6367495503863121,0.0,8,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,7,0.7000000000000001,0.8,1,0.7210049284844012,0.0,8,ok
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,8,0.8,0.9,0,,,8,empty_bin
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,9,0.9,1.0,0,,,8,empty_bin
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,0,0.0,0.1,151,9.002225432619144e-05,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,1,0.1,0.2,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,2,0.2,0.30000000000000004,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,3,0.30000000000000004,0.4,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,4,0.4,0.5,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,5,0.5,0.6000000000000001,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,6,0.6000000000000001,0.7000000000000001,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,7,0.7000000000000001,0.8,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,8,0.8,0.9,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,9,0.9,1.0,0,,,0,no_positive_examples
calibration,chronological_evaluation_only,fit_majority_prior,transition_only,top_label,,,0,0.0,0.1,0,,,151,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,transition_only,top_label,,,1,0.1,0.2,0,,,151,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,transition_only,top_label,,,2,0.2,0.30000000000000004,0,,,151,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,transition_only,top_label,,,3,0.30000000000000004,0.4,0,,,151,empty_bin
calibration,chronological_evaluation_only,fit_majority_prior,transition_only,top_label,,,4,0.4,0.5,151,0.4859890109890108,0.36423841059602646,151,ok
