outer_days,strategy,station,strict_mean_improvement,train_rmse_mm_minus_P0,train_mae_mm_minus_P0,train_crps_mm_minus_P0,train_rmse_mm_minus_IN,train_mae_mm_minus_IN,train_crps_mm_minus_IN,prediction_rmse_mm_minus_P0,prediction_mae_mm_minus_P0,prediction_crps_mm_minus_P0,prediction_rmse_mm_minus_IN,prediction_mae_mm_minus_IN,prediction_crps_mm_minus_IN
432,IN,ATU1,False,-7.983985872763574,-6.171107935137888,-0.7455403137602801,0.0,0.0,0.0,7.2791939005079485,7.26834263716723,6.040512505722049,0.0,0.0,0.0
432,IN,ATU5,False,-2.6527224611642506,-1.8428882991744202,0.6438855813663871,0.0,0.0,0.0,8.072955721316873,8.176469810768964,6.215282844349986,0.0,0.0,0.0
432,IN,MJ3,True,-5.102651712275248,-4.464025700811668,-0.48372882628530256,0.0,0.0,0.0,-5.1602567589647705,-4.512061319189483,-1.7498529596001688,0.0,0.0,0.0
432,IN,MJ1,True,-7.056841651745225,-5.935548063597572,-4.111431805732075,0.0,0.0,0.0,-6.395744711750627,-6.283944865450318,-6.372709123988438,0.0,0.0,0.0
432,OOF,ATU1,False,-4.1142608538258845,-3.281233029412398,-0.9427951571707762,3.8697250189376895,2.8898749057254896,-0.19725484341049615,4.792995911165534,4.646942625999117,4.330889392604021,-2.486197989342415,-2.621400011168113,-1.7096231131180275
432,OOF,ATU5,False,0.6173607778203634,0.9078938851217169,-0.7141869184863641,3.270083238984614,2.750782184296137,-1.3580724998527511,0.3022987525417591,1.113036022349661,2.423380660403268,-7.770656968775114,-7.063433788419303,-3.7919021839467177
432,OOF,MJ3,False,-2.160504996719351,-2.1317429678145547,-1.1647772497558622,2.942146715555897,2.3322827329971134,-0.6810484234705596,2.205703989086924,2.6279970112716597,0.9466068956421232,7.365960748051695,7.140058330461143,2.696459855242292
432,OOF,MJ1,True,-3.373955665216597,-2.775223560774692,-2.4492520866548926,3.6828859865286288,3.16032450282288,1.662179719077183,-0.7382649180139857,-0.9304647702051305,-1.5074502803477987,5.657479793736641,5.353480095245187,4.865258843640639
612,IN,ATU1,False,-5.989406468547407,-4.5508374084779035,1.2498886376762535,0.0,0.0,0.0,6.717846704077844,5.660626445640334,2.3373743779443075,0.0,0.0,0.0
612,IN,ATU5,False,-7.268499394952089,-6.154505313754187,1.6442016204827041,0.0,0.0,0.0,2.8247345411024947,2.4368968014063697,1.9878118570210006,0.0,0.0,0.0
612,IN,MJ3,False,-4.226264209928081,-3.7828478989459136,-1.772903458743881,0.0,0.0,0.0,1.8210510499283998,2.679301526551967,3.934932298119726,0.0,0.0,0.0
612,IN,MJ1,False,-3.524480934735811,-2.4735425895368306,-1.9216288115273512,0.0,0.0,0.0,0.11239418867262785,-0.23920996507201409,0.11447774450391535,0.0,0.0,0.0
612,OOF,ATU1,False,-0.7166707326864641,-0.25741636671222157,1.040359530273392,5.272735735860943,4.293421041765681,-0.20952910740286157,29.08208725508861,21.351350864801194,7.693733516366624,22.364240551010766,15.690724419160858,5.356359138422317
612,OOF,ATU5,False,-2.0076026212118503,-2.587933232731994,-0.0111441905399019,5.260896773740239,3.5665720810221933,-1.655345811022606,14.716215615907648,8.862996248175879,1.252744132897483,11.891481074805153,6.426099446769508,-0.7350677241235175
612,OOF,MJ3,False,1.6500046676093065,0.9191890877320077,0.9498608715462655,5.876268877537387,4.702036986677921,2.7227643302901465,1.6297676594766202,-0.008902353544726793,-0.7239670592752674,-0.19128339045177967,-2.688203880096694,-4.6588993573949935
612,OOF,MJ1,False,2.0744332936322163,2.143666271582811,0.3821080131749284,5.598914228368027,4.617208861119641,2.3037368247022796,0.04248502142366206,0.1350341100092045,-0.012174860319905889,-0.06990916724896579,0.3742440750812186,-0.12665260482382124
