fit_days,strategy,seed,epoch,loss_before_update,gradient_norm,elapsed_seconds
342,IN,0,1,0.018008204745848525,0.16629945260797344,1.956090749707073
342,IN,0,2,0.01760578122747382,0.16190798431321285,2.068594082724303
342,IN,0,3,0.017170386892241513,0.1593971264692444,2.1892238329164684
342,IN,0,4,0.0166948815552333,0.1568607403466788,2.3175941249355674
342,IN,0,5,0.016177383581579757,0.15415126601011073,2.4454027907922864
342,IN,0,6,0.015616916442456701,0.1511800899496986,2.5727656660601497
342,IN,0,7,0.015013295009066747,0.14785781626284591,2.6995399580337107
342,IN,0,8,0.014367347063062488,0.14408053658869518,2.826711124740541
342,IN,0,9,0.013681311877448147,0.13972072115966327,2.9727801657281816
342,IN,0,10,0.012959313826630757,0.13462955087056766,3.124446665868163
342,IN,0,11,0.012207870611464767,0.128638044633545,3.2630624156445265
342,IN,0,12,0.01143637492994281,0.12156102185233332,3.391679707914591
342,IN,0,13,0.010657306877197433,0.11322582951362282,3.521942457649857
342,IN,0,14,0.009886074694700247,0.10351871746537711,3.6497677909210324
342,IN,0,15,0.009140530847706564,0.09244692140463363,3.777571582701057
342,IN,0,16,0.008439686283467264,0.08026789087581658,3.904616374988109
342,IN,0,17,0.007800896634600948,0.0677311871285271,4.033958874642849
342,IN,0,18,0.007235841617959279,0.056422696560413155,4.161328832618892
342,IN,0,19,0.006746455273288904,0.048955489531485256,4.290007415693253
342,IN,0,20,0.006322820194400441,0.04778479769424275,4.418624915648252
342,IN,0,21,0.005944754979075246,0.05239770654293787,4.54657470760867
342,IN,0,22,0.005586963156971945,0.05952688629105851,4.674508415628225
342,IN,0,23,0.005226002185281558,0.06610596363240362,4.79899283265695
342,IN,0,24,0.004846650827244169,0.07036045285743477,4.9110823748633265
342,IN,0,25,0.004445433744044794,0.07156535578870546,5.022555582690984
342,IN,0,26,0.004030578346693012,0.0696901675154621,5.1336644580587745
342,IN,0,27,0.003618857605482622,0.06513717433281804,5.244780832901597
342,IN,0,28,0.003230635782211709,0.05854791483938073,5.3558263326995075
342,IN,0,29,0.0028848748937752708,0.05066352317424435,5.466777957975864
342,IN,0,30,0.0025953803637628254,0.0422390372645793,5.577217875048518
342,IN,0,31,0.002368758863452356,0.03401222653207644,5.687958832830191
342,IN,0,32,0.0022039741129768206,0.02671787741155513,5.797769332770258
342,IN,0,33,0.0020931552378232092,0.021093955107463598,5.90838479064405
342,IN,0,34,0.0020233746581549425,0.01769403465081125,6.018593665678054
342,IN,0,35,0.001979265616195809,0.016364212718360603,6.128435665741563
342,IN,0,36,0.0019461855066407012,0.016106780665103286,6.242126582656056
342,IN,0,37,0.0019130796461337722,0.015870468757566907,6.358370165806264
342,IN,0,38,0.001873973127090991,0.01516018210591979,6.481851415708661
342,IN,0,39,0.0018275901975930361,0.014057356445737778,6.596427915617824
342,IN,0,40,0.0017755437821114673,0.013035207608980864,6.707564374897629
342,IN,0,41,0.001720186045771116,0.012634027685387812,6.818892540875822
342,IN,0,42,0.0016631829877712119,0.013002024415287857,6.930012832861394
342,IN,0,43,0.0016052392694495988,0.01375321576291201,7.045808875001967
342,IN,0,44,0.0015466595074538933,0.01433513675672646,7.16366379102692
342,IN,0,45,0.0014880782809783793,0.014369617208863043,7.281730249989778
342,IN,0,46,0.00143080488318505,0.013732045960054706,7.401622083038092
342,IN,0,47,0.0013766095951288776,0.012506993929643107,7.5201681246981025
342,IN,0,48,0.0013271520237112839,0.010923161123296539,7.645013415720314
342,IN,0,49,0.0012834095871779598,0.00929598618509048,7.763345374725759
342,IN,0,50,0.0012453849653843762,0.007966967879375727,7.87410833267495
342,IN,0,51,0.0012121787396345907,0.007194272501586394,8.005888249725103
342,IN,0,52,0.0011823334421343593,0.00699715334725233,8.141538332682103
342,IN,0,53,0.0011542681032096185,0.007143719317420208,8.269114415626973
342,IN,0,54,0.0011266432080921619,0.007348286710297307,8.3959144577384
342,IN,0,55,0.0010985737108718287,0.007425354927388441,8.523469124920666
342,IN,0,56,0.0010696825072972445,0.0073086047939613565,8.65086529077962
342,IN,0,57,0.0010400313508868754,0.007020175232136788,8.778389874845743
342,IN,0,58,0.0010099816274663025,0.006638734668180842,8.89630908286199
342,IN,0,59,0.0009800349622715533,0.006268755444892284,9.009660540614277
342,IN,0,60,0.0009506930188931831,0.006002494064636921,9.127549707889557
342,IN,0,61,0.000922362010135127,0.005877843006955802,9.242678832728416
342,IN,0,62,0.0008953122862596968,0.005857775739738851,9.353499915916473
342,IN,0,63,0.0008696881752220532,0.0058521451003713506,9.471179249696434
342,IN,0,64,0.0008455501410741646,0.005763008538408224,9.585449082776904
342,IN,0,65,0.0008229235976920099,0.0055207253578305965,9.70103241596371
342,IN,0,66,0.0008018297144975158,0.005100626783541183,9.813284249976277
342,IN,0,67,0.0007822842095197476,0.004526887964358573,9.923314374871552
342,IN,0,68,0.0007642669404570965,0.003871294105617963,10.03679324965924
342,IN,0,69,0.0007476807933314917,0.003249470876062717,10.147405915893614
342,IN,0,70,0.0007323253226092554,0.002802610476442201,10.258253125008196
342,IN,0,71,0.0007179050074604669,0.0026279225158691104,10.374951665755361
342,IN,0,72,0.0007040761348969857,0.002682243333546867,10.492049499880522
342,IN,0,73,0.0006905177356415316,0.0028146147037195965,10.607304207980633
342,IN,0,74,0.0006769998515935172,0.0028912365178816856,10.718774958048016
342,IN,0,75,0.0006634227912665657,0.0028487430969911898,10.83039741590619
342,IN,0,76,0.0006498136421488746,0.002688394780831617,10.944890582934022
342,IN,0,77,0.0006362847031406,0.0024600459261710297,11.06074274983257
342,IN,0,78,0.0006229736908609643,0.0022428627045071635,11.174601125065237
342,IN,0,79,0.000609990729170819,0.002111082227838455,11.28777483291924
342,IN,0,80,0.0005973907020852366,0.002086124674439006,11.406654166057706
342,IN,0,81,0.0005851756164605244,0.002121483202904402,11.519711957778782
342,IN,0,82,0.0005733175587510543,0.0021463441457323907,11.629768082872033
342,IN,0,83,0.000561785412451392,0.002115123537414142,11.741175790783018
342,IN,0,84,0.0005505604565296553,0.0020272389125941394,11.854173165746033
342,IN,0,85,0.0005396349516816332,0.0019255554285630893,11.964868790935725
342,IN,0,86,0.000528998273449332,0.001877443601348994,12.075514915864915
342,IN,0,87,0.0005186215711043293,0.00193208956797866,12.1895942077972
342,IN,0,88,0.000508451633555371,0.0020795949632474733,12.308581165969372
342,IN,0,89,0.0004984186638779785,0.0022616032687565236,12.429153790697455
342,IN,0,90,0.0004884547296655159,0.0024144844060876064,12.545559790916741
342,IN,0,91,0.00047851401797761547,0.0024962455387172507,12.660226082894951
342,IN,0,92,0.0004685853179079538,0.0024925026660675225,12.772679666057229
342,IN,0,93,0.00045869129916133736,0.0024133439253225353,12.886198624968529
342,IN,0,94,0.0004488756832472413,0.0022863284223096805,13.003005540929735
342,IN,0,95,0.0004391848976419312,0.0021462872241612032,13.122042207978666
342,IN,0,96,0.00042965263365940174,0.00202266230189596,13.238105250056833
342,IN,0,97,0.000420293270817876,0.0019287071263001134,13.34836612502113
