origin,representation,part,station,days,group,mean_mm,rms_mm,sd_mm,min_mm,max_mm,boundary_mean_mm,excess_mean_mm
342,HHS,train,MJ3,312,background,-0.37643636110265316,1.2453003552787245,1.1870419709922266,-1.3333204222809145,3.0119872503446063,-0.37643636110265316,0.0
342,HHS,train,MJ1,312,intercept,0.6339775657080695,0.6339775657080695,0.0,0.6339775657080695,0.6339775657080695,0.6339775657080695,0.0
342,HHS,train,MJ1,312,hydro,0.06257620095639978,0.735210637534659,0.7325427636786701,-1.345092900702676,0.9942585392759652,0.06257620095639978,0.0
342,HHS,train,MJ1,312,history,-0.061573455168953864,1.1932409768982828,1.1916512654999887,-2.304567220893428,1.667838322111878,-0.061573455168953864,0.0
342,HHS,train,MJ1,312,s,0.17026913314192882,1.0741744428999702,1.06059377524034,-1.5288076141173104,3.1916536285111894,0.17026913314192882,0.0
342,HHS,train,MJ1,312,p,0.014081065291398076,0.14530236441433422,0.14461846598776854,-0.6709528502833032,0.3616891617231545,0.014081065291398076,0.0
342,HHS,train,MJ1,312,rb,0.031185833037998448,0.7118033682623328,0.7111198765941845,-0.9006124097776794,1.8699889292398584,0.031185833037998448,0.0
342,HHS,train,MJ1,312,rc,-0.013163967667283378,0.036148948151436204,0.03366684433845769,-0.05638389005023991,0.055748522925708116,-0.013163967667283378,0.0
342,HHS,train,MJ1,312,rE,-0.1401968910734399,2.7989174748092513,2.7954040606906796,-4.1484547507898615,4.565526448084539,-0.1401968910734399,0.0
342,HHS,train,MJ1,312,background,-0.33917213573453725,0.9094831429308534,0.8438731241227295,-1.133978547368867,2.4032906717111038,-0.33917213573453725,0.0
342,HHS,forward,ATU1,90,intercept,-4.379557820908076,4.379557820908075,0.0,-4.379557820908076,-4.379557820908076,-4.379557820908076,0.0
342,HHS,forward,ATU1,90,hydro,5.021393639082923,5.47144277170211,2.1730835063082194,-0.14261033899960296,10.603506291724788,4.928353418081276,0.09304022100164697
342,HHS,forward,ATU1,90,history,-3.0538824151284256,3.6695773560523834,2.0346007388728076,-6.798823780693718,-0.7827423970465333,-3.124334097221717,0.07045168209329167
342,HHS,forward,ATU1,90,s,0.23788609140187114,1.4781128559455137,1.4588446875623682,-1.764135993820712,2.8125429874687873,0.7117330445469232,-0.4738469531450521
342,HHS,forward,ATU1,90,p,13.223447118153283,13.235326860879434,0.5606455455278317,11.154075223143483,14.518293982973407,11.154075223143483,2.0693718950098
342,HHS,forward,ATU1,90,rb,1.1538757541617994,1.773512901623341,1.346818011530133,-2.076550637399472,3.349819724289226,0.03474963113418609,1.1191261230276133
342,HHS,forward,ATU1,90,rc,-0.07713090151930034,0.07789787035004571,0.010904230183397695,-0.08989534383252683,-0.044122495983210726,-0.062485092589619866,-0.014645808929680487
342,HHS,forward,ATU1,90,rE,1.5952141268570816,1.8310253538426728,0.8988580176481066,-0.15947564868313835,2.86864094444961,1.5952141268570816,1.4131532601444823e-51
342,HHS,forward,ATU1,90,background,0.6437965312148287,0.8521204515687738,0.5582430388079418,-0.2706834584053217,1.6870368745048587,0.5160300919634409,0.12776643925138773
342,HHS,forward,ATU5,90,intercept,-5.445860017759813,5.445860017759815,1.7763568394002505e-15,-5.445860017759815,-5.445860017759815,-5.445860017759813,0.0
342,HHS,forward,ATU5,90,hydro,3.799336219154168,4.4848970091498925,2.383137737627636,-2.237537838980053,9.522592678206605,3.6521821478350325,0.14715407131913474
342,HHS,forward,ATU5,90,history,-3.172182476805379,3.9285252865868023,2.317448869166439,-7.2863925524006605,0.9124315832981202,-3.452092036194312,0.27990955938893364
342,HHS,forward,ATU5,90,s,-1.6883408940779066,1.9325001454715898,0.9402456262232392,-3.2898203535001427,0.0937910390811929,-0.6696794858249653,-1.0186614082529413
342,HHS,forward,ATU5,90,p,14.754723009219369,14.763786316159605,0.5172381563980816,12.24358211875689,15.835893457372556,12.243582118756892,2.5111408904624812
342,HHS,forward,ATU5,90,rb,8.129075451822084,8.132295148789117,0.22881583337393102,6.303942904814627,8.228008198251938,6.476248754400032,1.6528266974220513
342,HHS,forward,ATU5,90,rc,-0.1154172247826075,0.11655243395471909,0.016227571729935577,-0.13440372856034413,-0.06618742772673863,-0.09301876506558591,-0.022398459717021618
342,HHS,forward,ATU5,90,rE,3.5873702188597467,4.117670295017908,2.021381599627107,-0.3586341062853974,6.451094507917562,3.5873702188597467,3.360712220976151e-52
342,HHS,forward,ATU5,90,background,-12.893384236719822,13.11730729336704,2.4133780377149865,-17.19157635058708,-8.843384243624683,-9.242984140554814,-3.6504000961650047
342,HHS,forward,MJ3,90,intercept,0.09031857709524195,0.09031857709524196,0.0,0.09031857709524195,0.09031857709524195,0.09031857709524195,0.0
342,HHS,forward,MJ3,90,hydro,-2.1817973025140622,2.7587726156640957,1.688368110241507,-6.631858994352389,0.30224073053791367,-2.1650742258557902,-0.01672307665827224
342,HHS,forward,MJ3,90,history,-3.0379964295011135,3.2754181662603523,1.2243128106030783,-4.405167163931182,-0.7828275707089793,-3.171122218850871,0.13312578934975738
342,HHS,forward,MJ3,90,s,-4.644155168138513,4.6568609395923515,0.34376821399496954,-5.2681289267966225,-3.482522641990976,-3.38159621811782,-1.2625589500206946
342,HHS,forward,MJ3,90,p,4.843824072154282,4.848882458476107,0.22142595632852233,4.113340361697949,5.367673518073243,4.113340361697951,0.7304837104563348
342,HHS,forward,MJ3,90,rb,4.155244728211236,4.213157019204166,0.6961561011311063,2.9926564758174434,5.246525907979052,3.8002340698648784,0.3550106583463578
342,HHS,forward,MJ3,90,rc,-0.010153220437902882,0.010218185357739933,0.0011504028618192891,-0.011462725629479698,-0.0063920575692670316,-0.00767269166777947,-0.0024805287701234104
342,HHS,forward,MJ3,90,rE,-0.21669943709586792,0.24873285460912808,0.12210400044363662,-0.38968616653185073,0.021663726968254603,-0.21669943709586792,3.8212950425761662e-53
342,HHS,forward,MJ3,90,background,-1.0632633974770935,1.0688541779488776,0.1091796744098439,-1.232297937906342,-0.860153634463338,-0.8235104632748749,-0.23975293420221838
342,HHS,forward,MJ1,90,intercept,0.6339775657080696,0.6339775657080696,1.1102230246251565e-16,0.6339775657080695,0.6339775657080695,0.6339775657080696,0.0
342,HHS,forward,MJ1,90,hydro,-1.6936419714548359,1.9044719171021063,0.8709708121155086,-4.182849278731607,-0.9253881124574088,-1.6093657085017832,-0.08427626295305243
342,HHS,forward,MJ1,90,history,0.8366162617468536,1.2537218151494054,0.9337513696708778,-1.0320745247083585,2.468915784066586,0.9744196074715501,-0.1378033457246965
342,HHS,forward,MJ1,90,s,-1.5829447855227772,1.6980046366764583,0.6144148046401559,-2.9349501350144473,-0.857418015796152,-1.4379239105171135,-0.1450208750056635
342,HHS,forward,MJ1,90,p,-0.8885009073707288,0.8894968224001821,0.04208009816305175,-0.9439103155043127,-0.6573409715945622,-0.6573409715945624,-0.23115993577616706
342,HHS,forward,MJ1,90,rb,0.44288134736854673,0.6800689972845745,0.5160910319126532,-0.4052312080616828,1.5057639394991122,0.6988332664785296,-0.25595191910998283
342,HHS,forward,MJ1,90,rc,0.05603772295433052,0.05655892432664531,0.007660647954376167,0.0325477871172289,0.06498665141096174,0.04481778667862873,0.011219936275701801
342,HHS,forward,MJ1,90,rE,1.673079731260619,1.9204013776972646,0.9427330822170439,-0.16725997529064163,3.008665068606777,1.673079731260619,-4.402093687962223e-52
342,HHS,forward,MJ1,90,background,1.4378278512127871,1.5357019834128451,0.5394734953034909,0.5443808364092366,2.3955764635431676,0.9365822512742585,0.5012455999385288
432,H,train,ATU1,402,intercept,0.44306445545172163,0.44306445545172163,0.0,0.44306445545172163,0.44306445545172163,0.44306445545172163,0.0
432,H,train,ATU1,402,hydro,-0.4714813535363006,6.467763936719041,6.450556229844908,-10.63776545676069,19.725285996010594,-0.4714813535363006,0.0
432,H,train,ATU5,402,intercept,-4.600405414203876e-05,4.600405414203875e-05,6.776263578034403e-21,-4.6004054142038755e-05,-4.6004054142038755e-05,-4.600405414203876e-05,0.0
432,H,train,ATU5,402,hydro,-0.27355702598205617,2.66445288366644,2.6503727516736695,-11.043360678896239,4.341407207283253,-0.27355702598205617,0.0
432,H,train,MJ3,402,intercept,-0.06824982037998575,0.06824982037998578,1.3877787807814457e-17,-0.06824982037998577,-0.06824982037998577,-0.06824982037998575,0.0
432,H,train,MJ3,402,hydro,-0.21537278355081377,4.5705937530874845,4.565516599451579,-9.430619154008438,10.259786544284623,-0.21537278355081377,0.0
432,H,train,MJ1,402,intercept,1.4639644986009026,1.4639644986009024,0.0,1.4639644986009026,1.4639644986009026,1.4639644986009026,0.0
432,H,train,MJ1,402,hydro,0.010867524161398872,6.641351514198231,6.641342622697743,-15.9055986342647,12.03534940770787,0.010867524161398872,0.0
432,H,forward,ATU1,180,intercept,0.44306445545172163,0.44306445545172163,0.0,0.44306445545172163,0.44306445545172163,0.44306445545172163,0.0
432,H,forward,ATU1,180,hydro,-6.190062858663988,7.544703696157311,4.313429687452712,-17.19080695577987,8.74656673348689,-5.717765949856362,-0.47229690880762576
432,H,forward,ATU5,180,intercept,-4.600405414203876e-05,4.600405414203875e-05,6.776263578034403e-21,-4.6004054142038755e-05,-4.6004054142038755e-05,-4.600405414203876e-05,0.0
432,H,forward,ATU5,180,hydro,-3.679991797579555,6.569283740899187,5.441796508340753,-21.968166157780693,1.22931522639335,-2.692080028721279,-0.9879117688582759
432,H,forward,MJ3,180,intercept,-0.06824982037998575,0.06824982037998578,1.3877787807814457e-17,-0.06824982037998577,-0.06824982037998577,-0.06824982037998575,0.0
432,H,forward,MJ3,180,hydro,-11.068715761666622,12.811981871134023,6.452163269299666,-25.450166885079906,-0.013005075451315129,-8.298692315015296,-2.7700234466513276
432,H,forward,MJ1,180,intercept,1.4639644986009026,1.4639644986009026,0.0,1.4639644986009026,1.4639644986009026,1.4639644986009026,0.0
432,H,forward,MJ1,180,hydro,-12.347085906493064,13.619634218852243,5.748382891997653,-20.180597226542606,6.924950167375254,-10.43016796212855,-1.9169179443645126
432,HH,train,ATU1,402,intercept,-0.435728609236964,0.43572860923696394,0.0,-0.435728609236964,-0.435728609236964,-0.435728609236964,0.0
432,HH,train,ATU1,402,hydro,-0.32797043607113424,4.787692594148863,4.776445934911353,-13.14289459254429,15.857160745430857,-0.32797043607113424,0.0
432,HH,train,ATU1,402,history,0.7352821472235207,3.9227182961150002,3.85319075503014,-5.926122367011212,10.12014926643757,0.7352821472235207,0.0
432,HH,train,ATU5,402,intercept,-0.18148354744725564,0.18148354744725564,0.0,-0.18148354744725564,-0.18148354744725564,-0.18148354744725564,0.0
432,HH,train,ATU5,402,hydro,-0.3403190081364868,3.8470710408854214,3.831988852582982,-14.027117478031828,5.475371676511017,-0.3403190081364868,0.0
432,HH,train,ATU5,402,history,0.24819952554754454,1.9560721902080582,1.9402616856556552,-2.1848646495337967,5.069851784809091,0.24819952554754454,0.0
432,HH,train,MJ3,402,intercept,-0.4861596908249544,0.4861596908249545,1.1102230246251565e-16,-0.4861596908249545,-0.4861596908249545,-0.4861596908249544,0.0
432,HH,train,MJ3,402,hydro,-0.3371401328240397,2.8284296039349717,2.808264687534836,-9.967964254770289,5.515598419792591,-0.3371401328240397,0.0
432,HH,train,MJ3,402,history,0.5396772197181949,5.453410495481186,5.426641183157551,-11.407027740870703,10.837644923328034,0.5396772197181949,0.0
432,HH,train,MJ1,402,intercept,0.47416030480057686,0.47416030480057675,5.551115123125783e-17,0.4741603048005768,0.4741603048005768,0.47416030480057686,0.0
432,HH,train,MJ1,402,hydro,-0.04009639334080171,2.0749165019905544,2.0745290476331677,-6.447604093390539,2.7022709672954064,-0.04009639334080171,0.0
432,HH,train,MJ1,402,history,1.0407681113025264,6.9719857978877915,6.8938659476700614,-13.43629842886149,10.933107100937987,1.0407681113025264,0.0
432,HH,forward,ATU1,180,intercept,-0.43572860923696394,0.43572860923696394,5.551115123125783e-17,-0.435728609236964,-0.435728609236964,-0.43572860923696394,0.0
432,HH,forward,ATU1,180,hydro,-7.204831928314093,9.622361935436597,6.378106780329486,-28.964037274131652,1.590884641456581,-5.80731464583896,-1.397517282475132
432,HH,forward,ATU1,180,history,-0.9161869669817703,6.943191136676165,6.8824780858315275,-7.169953130636987,13.872568746429526,-1.3931212851553476,0.4769343181735771
432,HH,forward,ATU5,180,intercept,-0.18148354744725562,0.18148354744725564,2.7755575615628914e-17,-0.18148354744725564,-0.18148354744725564,-0.18148354744725562,0.0
432,HH,forward,ATU5,180,hydro,-5.379132125909239,10.196927513057622,8.662694054309124,-28.87893577318127,3.487851719349338,-3.943701245739076,-1.4354308801701643
432,HH,forward,ATU5,180,history,0.12568088301145397,3.9770794931744344,3.975093157483744,-3.8141246960128816,9.065113716138082,0.14641422783078564,-0.02073334481933188
432,HH,forward,MJ3,180,intercept,-0.48615969082495447,0.4861596908249545,5.551115123125783e-17,-0.4861596908249545,-0.4861596908249545,-0.48615969082495447,0.0
432,HH,forward,MJ3,180,hydro,-4.3281559803389245,7.973767858805092,6.6968679004419345,-21.136229902624823,3.0263163066100236,-2.8527965463323532,-1.4753594340065705
432,HH,forward,MJ3,180,history,-11.232159811531618,12.66900708517019,5.8602326312448145,-19.381019635151343,2.563235879478258,-7.525188599277793,-3.706971212253824
432,HH,forward,MJ1,180,intercept,0.4741603048005768,0.47416030480057675,0.0,0.4741603048005768,0.4741603048005768,0.4741603048005768,0.0
432,HH,forward,MJ1,180,hydro,-4.79848572654199,6.805371574494993,4.8257245050994415,-16.989650535250064,1.3417686852457564,-3.6552679132492187,-1.1432178132927708
432,HH,forward,MJ1,180,history,-12.495505522430358,15.433079699602722,9.057719953343783,-25.14800632051135,6.7847476091286065,-9.723252555194998,-2.772252967235359
432,HHS,train,ATU1,402,intercept,-0.39519016455005845,0.3951901645500585,5.551115123125783e-17,-0.3951901645500585,-0.3951901645500585,-0.39519016455005845,0.0
432,HHS,train,ATU1,402,hydro,-0.22852730924673303,3.547533343530577,3.540164980956351,-13.007075023342175,6.648896766010935,-0.22852730924673303,0.0
432,HHS,train,ATU1,402,history,-0.3411844536498465,3.4669337781177,3.450104779632225,-5.136903851843975,7.989422628274044,-0.3411844536498465,0.0
432,HHS,train,ATU1,402,s,-0.08320651394753933,4.820496885956987,4.819778719356077,-19.58283851251866,9.40535581358942,-0.08320651394753933,0.0
432,HHS,train,ATU1,402,p,0.04329613388088717,2.483732048343027,2.483354653036335,-7.202386052534626,9.398355112956661,0.04329613388088717,0.0
432,HHS,train,ATU1,402,rb,0.23434349310847363,5.317344948364671,5.312178501061217,-3.1402028076535826,19.636660939602645,0.23434349310847363,0.0
432,HHS,train,ATU1,402,rc,-0.25538206756726906,9.77792845654998,9.774592825329089,-14.074770068887526,16.746197127713682,-0.25538206756726906,0.0
432,HHS,train,ATU1,402,rE,0.01632182586124595,0.5428075788515999,0.5425621306903856,-0.3562211722438001,1.5391547295355,0.01632182586124595,0.0
432,HHS,train,ATU1,402,background,0.9811121580262827,6.47843839821242,6.403716343874557,-10.539192354418882,13.164305693570196,0.9811121580262827,0.0
432,HHS,train,ATU5,402,intercept,-0.7487395195450243,0.7487395195450242,1.1102230246251565e-16,-0.7487395195450242,-0.7487395195450242,-0.7487395195450243,0.0
432,HHS,train,ATU5,402,hydro,-0.19892765589123748,3.0033575031916566,2.996762266129771,-10.22859587639507,4.5526701512855885,-0.19892765589123748,0.0
432,HHS,train,ATU5,402,history,0.006269804745919635,2.3602670468429183,2.3602587192850364,-5.215493919155819,5.697974274783995,0.006269804745919635,0.0
432,HHS,train,ATU5,402,s,-0.028987702093978704,0.8811533898450157,0.8806764499875498,-2.739349891067503,0.5990183298987182,-0.028987702093978704,0.0
432,HHS,train,ATU5,402,p,0.12264393232491806,2.8615361767215735,2.858906741492314,-1.6434286931539537,6.127893139089224,0.12264393232491806,0.0
432,HHS,train,ATU5,402,rb,-0.08792824538764901,3.689128408620081,3.6880804002828866,-15.10855399109623,4.78691264429,-0.08792824538764901,0.0
432,HHS,train,ATU5,402,rc,-0.10278860971897952,3.877990687351661,3.8766282092687514,-5.736467043014176,6.61450602589276,-0.10278860971897952,0.0
432,HHS,train,ATU5,402,rE,-0.01562720660212992,0.5197069403893475,0.5194719379356993,-1.473651854613066,0.3410612208481075,-0.01562720660212992,0.0
432,HHS,train,ATU5,402,background,0.7804821721319745,3.5780770027727997,3.491916753984227,-7.2864990356625094,7.0308225694732895,0.7804821721319745,0.0
432,HHS,train,MJ3,402,intercept,-0.3648525237251792,0.36485252372517923,0.0,-0.3648525237251792,-0.3648525237251792,-0.3648525237251792,0.0
432,HHS,train,MJ3,402,hydro,-0.14524699126383855,2.5064408317689786,2.5022287974299173,-3.8396692772337877,4.860527220617196,-0.14524699126383855,0.0
432,HHS,train,MJ3,402,history,0.02467895284644625,4.8319792908005885,4.831916267487689,-9.002778096662876,8.67668888386927,0.02467895284644625,0.0
432,HHS,train,MJ3,402,s,-0.17661682569448853,4.660822659258266,4.657475105455412,-11.801617878721235,2.379974084648424,-0.17661682569448853,0.0
432,HHS,train,MJ3,402,p,0.12185056490991134,3.12531702851373,3.1229407564904315,-1.6327975697928472,9.772766865756678,0.12185056490991134,0.0
432,HHS,train,MJ3,402,rb,-0.06873486104231885,2.566057523704693,2.5651367865747345,-10.134369318805962,3.6204094845932513,-0.06873486104231885,0.0
432,HHS,train,MJ3,402,rc,-0.06149451488287733,2.2784023486860225,2.277572323140871,-3.47956628650729,3.8661079476083513,-0.06149451488287733,0.0
432,HHS,train,MJ3,402,rE,-0.17838938189411419,5.932614972243396,5.929932346773778,-16.822190309796607,3.8933189996255213,-0.17838938189411419,0.0
432,HHS,train,MJ3,402,background,0.5651829768156645,4.852126042052402,4.819096941407269,-6.823015744696998,9.97710598770003,0.5651829768156645,0.0
432,HHS,train,MJ1,402,intercept,1.4586598060419702,1.45865980604197,0.0,1.4586598060419702,1.4586598060419702,1.4586598060419702,0.0
432,HHS,train,MJ1,402,hydro,-0.1635787749537973,4.5055801162213385,4.502609706389586,-8.153309257782821,7.3975631082502105,-0.1635787749537973,0.0
432,HHS,train,MJ1,402,history,0.20914975984074252,8.053981935115571,8.051265825267883,-13.924216222592664,13.107793343162172,0.20914975984074252,0.0
432,HHS,train,MJ1,402,s,-0.19507729917715558,5.1530762988104115,5.149382505573592,-13.765082270970023,2.6311634531770185,-0.19507729917715558,0.0
432,HHS,train,MJ1,402,p,-0.054754541048774384,1.534665267794919,1.5336881770459694,-4.468415051127099,1.4702122863070626,-0.054754541048774384,0.0
432,HHS,train,MJ1,402,rb,0.06423281244229354,1.588358482630517,1.5870591719120215,-0.860719686726739,6.012379327849864,0.06423281244229354,0.0
432,HHS,train,MJ1,402,rc,0.07700828593413989,2.9150207728204216,2.9140034025155246,-4.975667312251222,4.290754073924402,0.07700828593413989,0.0
432,HHS,train,MJ1,402,rE,-0.17239874379473277,5.733387031071584,5.730794493017336,-16.257270732662164,3.7625743057174343,-0.17239874379473277,0.0
432,HHS,train,MJ1,402,background,0.2515907174776182,3.817593222287299,3.8092939138025326,-4.486283083882848,7.91882788555903,0.2515907174776182,0.0
432,HHS,forward,ATU1,180,intercept,-0.39519016455005845,0.3951901645500585,5.551115123125783e-17,-0.3951901645500585,-0.3951901645500585,-0.39519016455005845,0.0
432,HHS,forward,ATU1,180,hydro,-6.075269531919781,9.67396752031671,7.528396090713468,-26.571747130730998,1.3281667760388742,-4.655379223209513,-1.4198903087102683
432,HHS,forward,ATU1,180,history,5.767785893517639,9.261111293387284,7.245745529277467,-1.126454508930827,22.363875129549207,3.9949022552372178,1.772883638280422
432,HHS,forward,ATU1,180,s,-54.68211548913829,55.7574165088716,10.897510788080416,-59.93295082413864,-20.009178518902594,-19.61118675392032,-35.07092873521797
432,HHS,forward,ATU1,180,p,-25.688085389461413,26.348000602313782,5.8599833415519615,-27.69814260131455,-6.316928588171395,-7.1574853168591925,-18.530600072602223
432,HHS,forward,ATU1,180,rb,-4.732151603712099,7.285658012930837,5.5396348147570444,-15.431485956717761,6.775524212798756,-2.0361071320390742,-2.696044471673024
432,HHS,forward,ATU1,180,rc,1.8615322148960256,11.060911356326104,10.903139815915782,-11.592051296243788,23.609728628650636,1.7393307474586133,0.12220146743741213
432,HHS,forward,ATU1,180,rE,1.831814226260751,1.8345372946812348,0.09991859709317913,1.5472005630995134,1.9104601633470433,1.5391547295355004,0.2926594967252517
432,HHS,forward,ATU1,180,background,18.93273544056886,19.135890143824824,2.780974709334841,13.234564794232409,23.568493950288087,13.164305693570197,5.768429746998663
432,HHS,forward,ATU5,180,intercept,-0.7487395195450243,0.7487395195450242,1.1102230246251565e-16,-0.7487395195450242,-0.7487395195450242,-0.7487395195450243,0.0
432,HHS,forward,ATU5,180,hydro,-5.236617871312316,8.799707925876008,7.0719652749838575,-22.186509200826315,1.971441946418354,-3.8876406909471584,-1.3489771803651587
432,HHS,forward,ATU5,180,history,2.4119799507925155,5.150149629250109,4.5504278832479,-3.0299412998202087,12.926657175409499,1.7842353923009269,0.6277445584915886
432,HHS,forward,ATU5,180,s,-5.722647501941073,5.797383116708837,0.9278774544239609,-6.110328322320465,-2.77314503167121,-2.731806418423697,-2.990841083517375
432,HHS,forward,ATU5,180,p,7.014310817751511,7.018920538131318,0.2543408590371854,6.127893139089224,7.2237848064439625,6.127893139089224,0.8864176786622857
432,HHS,forward,ATU5,180,rb,-6.407762598609317,12.133780800882894,10.30384467098267,-36.001019361937146,3.5280941881756216,-4.339120392958772,-2.068642205650543
432,HHS,forward,ATU5,180,rc,0.9693474008503511,4.468352891617988,4.361942592526351,-4.414144268763902,9.683529763545987,0.7580788289962458,0.2112685718541053
432,HHS,forward,ATU5,180,rE,-1.7538564382350443,1.7564636191448508,0.09566629208301633,-1.829155385651444,-1.4813552760599107,-1.4736518546130652,-0.2802045836219785
432,HHS,forward,ATU5,180,background,9.848697098296583,9.93414378267728,1.3001454383683835,7.064948975419963,11.993585250084298,7.0308225694732895,2.8178745288232956
432,HHS,forward,MJ3,180,intercept,-0.36485252372517907,0.36485252372517923,1.1102230246251565e-16,-0.3648525237251792,-0.3648525237251792,-0.36485252372517907,0.0
432,HHS,forward,MJ3,180,hydro,-2.3318963162316173,3.2605999083238135,2.2789847152858833,-4.262253980800011,4.007765908797515,-2.274256344562029,-0.057639971669588334
432,HHS,forward,MJ3,180,history,-2.9321198739086816,6.44537382501666,5.7398185327795535,-9.51151262249467,7.487310364810284,-3.0762598987141905,0.14414002480550747
432,HHS,forward,MJ3,180,s,-15.081274313642048,15.116611357874616,1.0330072708864828,-15.880041648216189,-11.849730674406306,-11.767021005485724,-3.314253308156324
432,HHS,forward,MJ3,180,p,17.255351405151753,17.409170386303114,2.309125683903042,9.772766865756678,18.113280097564065,9.772766865756678,7.482584539395078
432,HHS,forward,MJ3,180,rb,-4.361218055526954,7.673337287083826,6.313468317295705,-22.53771929947952,1.6442226667637565,-3.1460953345023084,-1.2151227210246456
432,HHS,forward,MJ3,180,rc,0.7269778677189855,2.6883813598729898,2.5882228489755867,-2.466390666135725,5.905343836311719,0.48950534804208307,0.23747251967690228
432,HHS,forward,MJ3,180,rE,-20.02081203080268,20.050573804792613,1.092060222104253,-20.880372733421034,-16.910127240904,-16.822190309796607,-3.1986217210060746
432,HHS,forward,MJ3,180,background,14.56344708356099,14.741055134253473,2.281384561054898,10.032912188094954,18.391687972494427,9.97710598770003,4.586341095860958
432,HHS,forward,MJ1,180,intercept,1.45865980604197,1.45865980604197,2.220446049250313e-16,1.4586598060419702,1.4586598060419702,1.45865980604197,0.0
432,HHS,forward,MJ1,180,hydro,-3.1560222273500433,6.034266800224293,5.143141016612474,-8.453906696124438,7.388951304690702,-3.4258905747419215,0.269868347391879
432,HHS,forward,MJ1,180,history,-3.7353988608671855,11.086914351001887,10.438700358602297,-14.670891407555752,12.678355621963668,-4.5436138565216915,0.8082149956545073
432,HHS,forward,MJ1,180,s,-18.620295293099268,18.67983629487202,1.4902641379981443,-19.649909991022053,-13.836996329116987,-13.733470021217773,-4.886825271881494
432,HHS,forward,MJ1,180,p,-6.947403162322344,6.988374265297945,0.7556217122556177,-7.274839808863222,-4.468415051127099,-4.468415051127099,-2.4789881111952443
432,HHS,forward,MJ1,180,rb,1.3897076150879886,3.40917185719004,3.1130636833227556,-1.4315823696717596,10.385991239621717,1.0025862134044463,0.38712140168354253
432,HHS,forward,MJ1,180,rc,-0.7044016360183095,3.3505528454210993,3.2756713365559365,-7.2463217769421275,3.3388256672050702,-0.5651897768826034,-0.1392118591357063
432,HHS,forward,MJ1,180,rE,-19.348476950884898,19.377239270673712,1.0553868646213571,-20.179172050409832,-16.342254582570213,-16.257270732662164,-3.0912062182227373
432,HHS,forward,MJ1,180,background,11.783296170763343,11.94945052373793,1.9857741994835778,7.965868050723273,15.135791041221422,7.91882788555903,3.864468285204312
