origin,representation,part,station,days,demand_mean_mm,correction_mean_mm,boundary_mean_mm,excess_mean_mm,rmse_mm,mae_mm,bias_mm,active_days,opposed_days,opposed_fraction
252,H,train,ATU1,222,0.24696779546876804,0.24696779546876846,0.24696779546876846,0.0,0.5322416756406437,0.4364831624412624,2.6805384738697476e-16,222,43,0.19369369369369369
252,H,train,ATU5,222,0.06453646628455724,0.06453646628455666,0.06453646628455666,0.0,0.5294483780174141,0.4264055089581535,-5.361076947739495e-16,222,18,0.08108108108108109
252,H,train,MJ3,222,-0.43813895420998755,-0.4381389542099886,-0.4381389542099886,0.0,1.6952658397837144,1.3872677293842097,-8.641735975460678e-16,222,8,0.036036036036036036
252,H,train,MJ1,222,-2.680491921079586,-2.6804919210795877,-2.6804919210795877,0.0,2.3975594056546683,1.9457118601620655,-1.024205745239784e-15,222,27,0.12162162162162163
252,H,forward,ATU1,90,14.451047087175862,0.4994958038619237,0.48862964210653315,0.010866161755390468,20.129675609806572,14.797326327341802,-13.951551283313936,90,42,0.4666666666666667
252,H,forward,ATU5,90,12.05219535537505,0.4282429422691827,0.44874993544772657,-0.020506993178543976,18.61797818824509,12.028062783549656,-11.623952413105867,90,32,0.35555555555555557
252,H,forward,MJ3,90,12.353497314122722,-0.34126020471370166,-0.30246673508554667,-0.03879346962815504,16.513775786928957,12.694757518836418,-12.694757518836418,90,43,0.4777777777777778
252,H,forward,MJ1,90,13.871664771131291,-2.951503815064172,-2.896005961617047,-0.05549785344712473,18.932620003868955,16.82316858619546,-16.82316858619546,90,85,0.9444444444444444
252,HH,train,ATU1,222,0.24696779546876804,0.24696779546876835,0.24696779546876835,0.0,0.3670948400249141,0.31194937370565523,1.7503516154000217e-16,222,37,0.16666666666666666
252,HH,train,ATU5,222,0.06453646628455724,0.06453646628455634,0.06453646628455634,0.0,0.3057624805182639,0.231004095065076,-7.761559163145238e-16,222,10,0.04504504504504504
252,HH,train,MJ3,222,-0.43813895420998755,-0.43813895420998833,-0.43813895420998833,0.0,1.0912121571426368,0.8550982344622059,-4.800964430811488e-16,222,8,0.036036036036036036
252,HH,train,MJ1,222,-2.680491921079586,-2.680491921079587,-2.680491921079587,0.0,1.760677452441287,1.376253916999335,-9.1518384462344e-16,222,13,0.05855855855855856
252,HH,forward,ATU1,90,14.451047087175862,0.25969314999585263,0.26348063200294075,-0.0037874820070881287,20.398908778186453,14.979563251928948,-14.19135393718001,90,57,0.6333333333333333
252,HH,forward,ATU5,90,12.05219535537505,0.8145809038593905,0.8242681276645369,-0.009687223805146363,18.421713654463684,11.931484537857257,-11.23761445151566,90,24,0.26666666666666666
252,HH,forward,MJ3,90,12.353497314122722,-0.13481974257190496,-0.14928878635011542,0.014469043778210393,15.794744710117627,12.488317056694626,-12.488317056694626,90,45,0.5
252,HH,forward,MJ1,90,13.871664771131291,-2.705765115073638,-2.715840337215007,0.010075222141368781,18.104097220590305,16.577429886204932,-16.577429886204932,90,72,0.8
252,HHS,train,ATU1,222,0.24696779546876804,0.24696779546876824,0.24696779546876824,0.0,0.29448318099640575,0.237706692520851,6.051215584668646e-17,222,30,0.13513513513513514
252,HHS,train,ATU5,222,0.06453646628455724,0.06453646628455653,0.06453646628455653,0.0,0.1854644344151534,0.15043023317904144,-7.216449660063518e-16,222,8,0.036036036036036036
252,HHS,train,MJ3,222,-0.43813895420998755,-0.43813895420998755,-0.43813895420998755,0.0,0.8939031143651954,0.6958988884275288,-2.8405706215634637e-16,222,8,0.036036036036036036
252,HHS,train,MJ1,222,-2.680491921079586,-2.680491921079586,-2.680491921079586,0.0,1.325029714216564,1.0421174561367537,2.920586695410322e-16,222,7,0.03153153153153153
252,HHS,forward,ATU1,90,14.451047087175862,0.8302913634807906,0.6069318970415676,0.223359466439223,19.677190436840895,14.517037289733905,-13.620755723695067,90,22,0.24444444444444444
252,HHS,forward,ATU5,90,12.05219535537505,0.7427382837907958,0.8692267678278418,-0.12648848403704582,18.26084056689217,11.84091254703151,-11.309457071584255,90,23,0.25555555555555554
252,HHS,forward,MJ3,90,12.353497314122722,1.5765130951740625,0.536815578257351,1.0396975169167115,14.595083224067753,10.776984218948657,-10.776984218948657,90,30,0.3333333333333333
252,HHS,forward,MJ1,90,13.871664771131291,2.7423357659853074,0.014786782968388815,2.727548983016918,12.819765446618574,11.129329005145983,-11.129329005145983,90,30,0.3333333333333333
342,H,train,ATU1,312,-6.243179225618292,-6.243179225618285,-6.243179225618285,0.0,3.566422277543891,2.722270068157351,6.968784523800982e-15,312,1,0.003205128205128205
342,H,train,ATU5,312,-6.990130423634373,-6.990130423634366,-6.990130423634366,0.0,4.344582616598391,3.4062033525201505,6.558856022400925e-15,312,4,0.01282051282051282
342,H,train,MJ3,312,-0.03036266442154629,-0.0303626644215462,-0.0303626644215462,0.0,1.6536628279576633,1.1825343860189077,1.594166394333558e-16,312,28,0.08974358974358974
342,H,train,MJ1,312,0.3579833484915808,0.3579833484915799,0.3579833484915799,0.0,2.1829671363815835,1.7861645899705803,-9.564998366001348e-16,312,22,0.07051282051282051
342,H,forward,ATU1,90,34.457168222146095,1.7998291664349457,1.5660613680078377,0.233767798427108,35.17442566516754,32.65733905571115,-32.65733905571115,90,28,0.3111111111111111
342,H,forward,ATU5,90,46.91841362053971,0.8486288834389312,0.5601880475438666,0.2884408358950643,49.78024882336684,46.06978473710078,-46.06978473710078,90,40,0.4444444444444444
342,H,forward,MJ3,90,17.52353835133575,-3.0957710629762527,-3.1437738266915485,0.04800276371529592,25.92801201226436,20.619309414312,-20.619309414312,90,81,0.9
342,H,forward,MJ1,90,2.6991776113203945,6.46853131570899,6.472329268351524,-0.0037979526425360793,4.563844061929277,3.879525647961338,3.7693537043885934,90,22,0.24444444444444444
342,HH,train,ATU1,312,-6.243179225618292,-6.243179225618289,-6.243179225618289,0.0,2.8322122570501205,2.140733959849794,3.1200113717671065e-15,312,1,0.003205128205128205
342,HH,train,ATU5,312,-6.990130423634373,-6.990130423634371,-6.990130423634371,0.0,3.286973413445056,2.610120015874288,2.4595710084003467e-15,312,1,0.003205128205128205
342,HH,train,MJ3,312,-0.03036266442154629,-0.030362664421546653,-0.030362664421546653,0.0,1.4871941051607234,1.0895680610796665,-3.8715469576672126e-16,312,28,0.08974358974358974
342,HH,train,MJ1,312,0.3579833484915808,0.3579833484915804,0.3579833484915804,0.0,1.4044650091711037,1.0699411183953962,-3.9854159858338954e-16,312,26,0.08333333333333333
342,HH,forward,ATU1,90,34.457168222146095,3.7041460623660294,3.1429750639897716,0.5611709983762582,33.01769889316153,30.753022159780066,-30.753022159780066,90,28,0.3111111111111111
342,HH,forward,ATU5,90,46.91841362053971,5.162968886005947,4.091872636179537,1.07109624982641,45.29613169160848,41.75544473453377,-41.75544473453377,90,20,0.2222222222222222
342,HH,forward,MJ3,90,17.52353835133575,-3.3607359292813657,-3.4936450957038443,0.13290916642247774,26.132642681432813,20.884274280617113,-20.884274280617113,90,78,0.8666666666666667
342,HH,forward,MJ1,90,2.6991776113203945,5.908915237490356,6.267544891154594,-0.3586296536642395,4.063933163133049,3.2865341290384613,3.20973762616996,90,22,0.24444444444444444
342,HHS,train,ATU1,312,-6.243179225618292,-6.243179225618285,-6.243179225618285,0.0,2.6363782999788654,1.986721361381903,5.249362198484074e-15,312,2,0.00641025641025641
342,HHS,train,ATU5,312,-6.990130423634373,-6.990130423634371,-6.990130423634371,0.0,2.8335679944205876,2.200862227073843,2.140737729533635e-15,312,3,0.009615384615384616
342,HHS,train,MJ3,312,-0.03036266442154629,-0.030362664421546653,-0.030362664421546653,0.0,1.3926718345422973,1.0212951267435288,-3.195449602927534e-16,312,22,0.07051282051282051
342,HHS,train,MJ1,312,0.3579833484915808,0.35798334849158037,0.35798334849158037,0.0,1.0039975697341703,0.7634167967482723,-4.554761126667308e-16,312,21,0.0673076923076923
342,HHS,forward,ATU1,90,34.457168222146095,14.365042123315986,11.37377852500698,2.991263598309007,23.331215287859028,20.114284794657284,-20.09212609883011,90,1,0.011111111111111112
342,HHS,forward,ATU5,90,46.91841362053971,6.955320048909841,7.055748794452208,-0.10042874554236765,46.6837416474431,39.96309357162987,-39.96309357162987,90,1,0.011111111111111112
342,HHS,forward,MJ3,90,17.52353835133575,-2.064677577703793,-1.7617822462049342,-0.30289533149885867,25.516088414113256,19.618813867358195,-19.588215929039542,90,73,0.8111111111111111
342,HHS,forward,MJ1,90,2.6991776113203945,0.9153328159028642,1.2570796182581956,-0.3417468023553317,3.1022642912560054,2.2156059108496042,-1.7838447954175305,90,13,0.14444444444444443
432,H,train,ATU1,402,-0.028416898084577695,-0.028416898084578826,-0.028416898084578826,0.0,7.117726289952265,5.06642760726903,-8.484092367284778e-16,402,34,0.0845771144278607
432,H,train,ATU5,402,-0.27360303003619796,-0.2736030300361983,-0.2736030300361983,0.0,2.9540651120823243,2.142357896566111,-2.828030789094926e-16,402,115,0.2860696517412935
432,H,train,MJ3,402,-0.2836226039307987,-0.28362260393079974,-0.28362260393079974,0.0,4.413269272624876,3.627850590831539,-1.0605115459105972e-15,402,71,0.17661691542288557
432,H,train,MJ1,402,1.4748320227623013,1.4748320227623017,1.4748320227623017,0.0,4.431595625942811,3.5683981577338453,3.5350384863686576e-17,402,41,0.10199004975124377
432,H,forward,ATU1,180,54.513970896972424,-5.746998403212266,-5.274701494404642,-0.47229690880762576,61.17090538120734,60.260969300184684,-60.260969300184684,180,160,0.8888888888888888
432,H,forward,ATU5,180,134.6063919201048,-3.6800378016336968,-2.6921260327754215,-0.9879117688582759,142.69502908989853,138.2864297217385,-138.2864297217385,180,139,0.7722222222222223
432,H,forward,MJ3,180,-9.369023589531562,-11.136965582046608,-8.36694213539528,-2.7700234466513276,16.781687767300564,14.415768827257502,-1.7679419925150492,180,51,0.2833333333333333
432,H,forward,MJ1,180,-17.989047984031647,-10.883121407892162,-8.966203463527648,-1.9169179443645126,15.656999339076608,12.566396123180786,7.105926576139486,180,19,0.10555555555555556
432,HH,train,ATU1,402,-0.028416898084577695,-0.028416898084577553,-0.028416898084577553,0.0,6.882579112584401,5.020540840861253,-1.414015394547463e-16,402,35,0.08706467661691543
432,HH,train,ATU5,402,-0.27360303003619796,-0.2736030300361978,-0.2736030300361978,0.0,2.685052989323468,2.074738277778176,5.3025577295529864e-17,402,109,0.27114427860696516
432,HH,train,MJ3,402,-0.2836226039307987,-0.28362260393079936,-0.28362260393079936,0.0,2.9806709411315295,2.326733471861967,-7.777084670011047e-16,402,39,0.09701492537313433
432,HH,train,MJ1,402,1.4748320227623013,1.4748320227623015,1.4748320227623015,0.0,2.7417671222992914,2.110376644487526,-1.7675192431843288e-17,402,42,0.1044776119402985
432,HH,forward,ATU1,180,54.513970896972424,-8.55674750453283,-7.636164540231272,-0.920582964301555,63.86603060276132,63.07071840150524,-63.07071840150524,180,162,0.9
432,HH,forward,ATU5,180,134.6063919201048,-5.434934790345042,-3.9787705653555463,-1.4561642249894962,144.4339797847341,140.04132671044985,-140.04132671044985,180,159,0.8833333333333333
432,HH,forward,MJ3,180,-9.369023589531562,-16.046475482695495,-10.8641448364351,-5.182330646260396,19.242120581091154,16.176225531324107,-6.677451893163935,180,51,0.2833333333333333
432,HH,forward,MJ1,180,-17.989047984031647,-16.81983094417177,-12.904360163643641,-3.9154707805281292,15.626334336726432,13.76027300892312,1.169217039859877,180,14,0.07777777777777778
432,HHS,train,ATU1,402,-0.028416898084577695,-0.028416898084556486,-0.028416898084556486,0.0,2.2293463426932587,1.5816729893728576,2.0830214280927316e-14,402,16,0.03980099502487562
