origin,method,seed,point,cap_mm,main_abs_mean,raw_abs_mean,raw_abs_max,hydro_abs_mean,hydro_abs_max,raw_over_cap_fraction,hydro_over95cap_fraction
612,TiDE_SPLIT,ensemble,ATU1,43.85148458495329,9.2686120706577455,10.917198589085812,19.575197783480498,10.917198589085812,19.575197783480498,0,0
612,TiDE_SPLIT,ensemble,ATU5,42.895095338832633,10.99353611086951,11.416784634814547,20.385150401098304,11.416784634814547,20.385150401098304,0,0
612,TiDE_SPLIT,ensemble,MJ3,17.492340010219326,8.6842152640433685,6.5455008566065453,11.67497723678772,6.5455008566065453,11.67497723678772,0,0
612,TiDE_SPLIT,ensemble,MJ1,12.616133839116497,6.3696117815337496,5.9828888335287322,10.582688666701104,5.9828888335287322,10.582688666701104,0,0
612,TiDE_SPLIT,0,ATU1,43.85148458495329,4.1548125872714605,1.7983633390400291,6.5763958598684091,1.7983633390400291,6.5763958598684091,0,0
612,TiDE_SPLIT,0,ATU5,42.895095338832633,6.0053479885809171,2.4228571791950699,8.3023050485026388,2.4228571791950699,8.3023050485026388,0,0
612,TiDE_SPLIT,0,MJ3,17.492340010219326,3.9435858829783683,1.5099941211413141,4.6322183764774083,1.5099941211413141,4.6322183764774083,0,0
612,TiDE_SPLIT,0,MJ1,12.616133839116497,3.3700311858031911,1.6826195764834051,3.8037338263367859,1.6826195764834051,3.8037338263367859,0,0
612,TiDE_SPLIT,1,ATU1,43.85148458495329,4.2806649171670283,8.7912750942266111,16.023772616670456,8.7912750942266111,16.023772616670456,0,0
612,TiDE_SPLIT,1,ATU5,42.895095338832633,5.3200192284476087,9.8898293044960361,17.372360636791473,9.8898293044960361,17.372360636791473,0,0
612,TiDE_SPLIT,1,MJ3,17.492340010219326,9.6213065542591032,5.6534732893320712,10.3054114570614,5.6534732893320712,10.3054114570614,0,0
612,TiDE_SPLIT,1,MJ1,12.616133839116497,6.5527675031284209,4.1267724102162573,7.4482470836829009,4.1267724102162573,7.4482470836829009,0,0
612,TiDE_SPLIT,2,ATU1,43.85148458495329,21.28357346482866,22.317282783834749,44.135114653532781,22.317282783834749,44.135114653532781,0.0034129692832764505,0.0034129692832764505
612,TiDE_SPLIT,2,ATU5,42.895095338832633,25.750138569873673,22.021886312561261,42.447570414516434,22.021886312561261,42.447570414516434,0,0.0034129692832764505
612,TiDE_SPLIT,2,MJ3,17.492340010219326,12.748307912821351,12.49067640876636,24.236008282531678,12.49067640876636,24.236008282531678,0.36177474402730375,0.37883959044368598
612,TiDE_SPLIT,2,MJ1,12.616133839116497,9.4349329580856693,12.147734578415941,24.24957964493473,12.147734578415941,24.24957964493473,0.47098976109215018,0.47440273037542663
612,TiDE_BOUND,ensemble,ATU1,43.85148458495329,9.169869089966566,10.630941817443427,20.539541762051346,9.4831711429826235,15.87524598059712,0,0
