origin,method,seed,horizon,point,error,absolute_error,squared_error
792,G_CACHED,1,7,ATU5,0.61530565770499379,0.61530565770499379,0.37860105240377501
792,G_CACHED,1,7,MJ3,-1.232005300716537,1.232005300716537,1.5178370609936449
792,G_CACHED,1,7,MJ1,0.18600463149527968,0.18600463149527968,0.034597722937694787
792,G_CACHED,1,30,ATU1,6.0479906925748423,6.0479906925748423,36.57819141747192
792,G_CACHED,1,30,ATU5,0.962633884151046,0.962633884151046,0.92666399491572948
792,G_CACHED,1,30,MJ3,0.33565362931312848,0.33565362931312848,0.11266335887107506
792,G_CACHED,1,30,MJ1,4.6814697176341724,4.6814697176341724,21.916158717125779
792,G_CACHED,2,1,ATU1,-0.34190351342795111,0.34190351342795111,0.11689801249437715
792,G_CACHED,2,1,ATU5,-0.27116934576156382,0.27116934576156382,0.073532814080754544
792,G_CACHED,2,1,MJ3,-0.63413323940199007,0.63413323940199007,0.40212496531446162
792,G_CACHED,2,1,MJ1,-0.37063813745419338,0.37063813745419338,0.13737262893551355
792,G_CACHED,2,7,ATU1,-0.22751372627277533,0.22751372627277533,0.051762495642523339
792,G_CACHED,2,7,ATU5,0.23189552782207556,0.23189552782207556,0.05377553582387902
792,G_CACHED,2,7,MJ3,-2.5524396027230978,2.5524396027230978,6.5149479255492455
792,G_CACHED,2,7,MJ1,-1.0211164086045983,1.0211164086045983,1.042678719921553
792,G_CACHED,2,30,ATU1,5.6286248648654578,5.6286248648654578,31.681417869381693
792,G_CACHED,2,30,ATU5,7.0033070788460918,7.0033070788460918,49.046310040615779
792,G_CACHED,2,30,MJ3,-0.17787708641208155,0.17787708641208155,0.031640257870451126
792,G_CACHED,2,30,MJ1,4.9821781414216275,4.9821781414216275,24.822099032859462
792,TiDE_DATA,ensemble,1,ATU1,-0.56587949993587472,0.56587949993587472,0.32021960844767566
792,TiDE_DATA,ensemble,1,ATU5,-1.2379908031244895,1.2379908031244895,1.5326212286208185
792,TiDE_DATA,ensemble,1,MJ3,1.2031375414933336,1.2031375414933336,1.4475399437506231
792,TiDE_DATA,ensemble,1,MJ1,0.20291295146682842,0.20291295146682842,0.041173665872979465
792,TiDE_DATA,ensemble,7,ATU1,5.9272107057288963,5.9272107057288963,35.131826750107244
792,TiDE_DATA,ensemble,7,ATU5,6.5812906691547823,6.5812906691547823,43.313386871903802
792,TiDE_DATA,ensemble,7,MJ3,3.7381738255276105,3.7381738255276105,13.97394354985973
792,TiDE_DATA,ensemble,7,MJ1,2.9645863675918918,2.9645863675918918,8.7887723309116872
792,TiDE_DATA,ensemble,30,ATU1,14.003537699710648,14.003537699710648,196.09906810721739
792,TiDE_DATA,ensemble,30,ATU5,17.572692819203098,17.572692819203098,308.79953291807215
792,TiDE_DATA,ensemble,30,MJ3,4.4449892746006299,4.4449892746006299,19.757929651314633
792,TiDE_DATA,ensemble,30,MJ1,7.9433978518595723,7.9433978518595723,63.097569432927266
792,TiDE_DATA,0,1,ATU1,-4.2126258792010844,4.2126258792010844,17.746216798114709
792,TiDE_DATA,0,1,ATU5,-8.6362301242246531,8.6362301242246531,74.584470758565374
792,TiDE_DATA,0,1,MJ3,-0.79129498732095271,0.79129498732095271,0.62614775695926672
792,TiDE_DATA,0,1,MJ1,-2.7156099231916642,2.7156099231916642,7.374537254937036
792,TiDE_DATA,0,7,ATU1,0.57979024700040327,0.57979024700040327,0.33615673051678863
792,TiDE_DATA,0,7,ATU5,-0.86979750031923686,0.86979750031923686,0.75654769156159285
792,TiDE_DATA,0,7,MJ3,0.20121726791012406,0.20121726791012406,0.040488388905214646
792,TiDE_DATA,0,7,MJ1,-0.70236662819547746,0.70236662819547746,0.49331888040268407
792,TiDE_DATA,0,30,ATU1,3.286863429241464,3.286863429241464,10.803471202484957
792,TiDE_DATA,0,30,ATU5,2.3665951366289164,2.3665951366289164,5.6007725407156395
792,TiDE_DATA,0,30,MJ3,-1.0155309527453937,1.0155309527453937,1.0313031159839672
792,TiDE_DATA,0,30,MJ1,0.20326655540623051,0.20326655540623051,0.041317292546714179
792,TiDE_DATA,1,1,ATU1,-3.825647902766093,3.825647902766093,14.635581875938605
792,TiDE_DATA,1,1,ATU5,-2.409305937203726,2.409305937203726,5.8047550990451242
792,TiDE_DATA,1,1,MJ3,-0.085048441940898556,0.085048441940898556,0.0072332374765743928
792,TiDE_DATA,1,1,MJ1,-0.91352359556515239,0.91352359556515239,0.83452535965428409
792,TiDE_DATA,1,7,ATU1,-0.13099345829556341,0.13099345829556341,0.01715928611623151
792,TiDE_DATA,1,7,ATU5,2.630313703970387,2.630313703970387,6.9185501812944166
792,TiDE_DATA,1,7,MJ3,-0.26710299354022027,0.26710299354022027,0.071344009158146954
792,TiDE_DATA,1,7,MJ1,2.104680858769143,2.104680858769143,4.4296815172692172
792,TiDE_DATA,1,30,ATU1,9.6658573088596995,9.6658573088596995,93.428797515236468
792,TiDE_DATA,1,30,ATU5,15.516728510416215,15.516728510416215,240.76886366596341
792,TiDE_DATA,1,30,MJ3,1.6866296194609731,1.6866296194609731,2.844719473243067
792,TiDE_DATA,1,30,MJ1,8.8938776328301401,8.8938776328301401,79.101059347756262
792,TiDE_DATA,2,1,ATU1,6.3406352821596101,6.3406352821596101,40.203655781367281
792,TiDE_DATA,2,1,ATU5,7.3315636520550242,7.3315636520550242,53.751825584134401
