fit_days,strategy,seed,epoch,actual_anchor_change,actual_paired_change,linear_anchor_change,linear_paired_change,actual_both_decrease,actual_anchor_increases,actual_paired_increases
342,IN,0,50,-5.3088524326000116e-05,-1.1382599708700011e-05,-5.682090970452467e-05,-1.42064523763316e-05,True,False,False
342,IN,0,51,-4.944625960479998e-05,-1.2516947005899982e-05,-5.2255331555472354e-05,-1.4914037143877671e-05,True,False,False
342,IN,0,52,-4.725491604189993e-05,-1.4668697967299966e-05,-4.942250155613861e-05,-1.6667563179026544e-05,True,False,False
342,IN,0,53,-4.58534520314999e-05,-1.7486170351500093e-05,-4.767910743424873e-05,-1.916180231987371e-05,True,False,False
342,IN,0,54,-4.4641654547600143e-05,-2.044824843870001e-05,-4.639138715861131e-05,-2.189596947106017e-05,True,False,False
342,IN,0,55,-4.3133579488600004e-05,-2.3051713855199948e-05,-4.497772760999659e-05,-2.4372265782672275e-05,True,False,False
342,IN,0,56,-4.1061491236199944e-05,-2.4901195448400002e-05,-4.303846381144018e-05,-2.6190112725186083e-05,True,False,False
342,IN,0,57,-3.8425787616700076e-05,-2.573172994689999e-05,-4.047050232008848e-05,-2.7064993954728504e-05,True,False,False
342,IN,0,58,-3.5395513775599886e-05,-2.5435417995600023e-05,-3.741654454582923e-05,-2.685461150702972e-05,True,False,False
342,IN,0,59,-3.216019843890012e-05,-2.4090330596499986e-05,-3.408787051558544e-05,-2.559509004958552e-05,True,False,False
342,IN,0,60,-2.8868120026499843e-05,-2.1958792778099985e-05,-3.065008128289935e-05,-2.3510762959724817e-05,True,False,False
342,IN,0,61,-2.5623549761900075e-05,-1.943059064660001e-05,-2.7216328541509538e-05,-2.0967407165119005e-05,True,False,False
342,IN,0,62,-2.2526950168500013e-05,-1.6900717971499992e-05,-2.3898646293898912e-05,-1.8354326242437143e-05,True,False,False
342,IN,0,63,-1.9785433548999897e-05,-1.4623504436300035e-05,-2.0918126401194025e-05,-1.593648765591965e-05,True,False,False
342,IN,0,64,-1.7723938383800006e-05,-1.2678426880399969e-05,-1.861674430546399e-05,-1.3815719620431204e-05,True,False,False
342,IN,0,65,-1.654013992900003e-05,-1.1076944160099984e-05,-1.7218002548210676e-05,-1.2032730425439824e-05,True,False,False
342,IN,0,66,-1.613831653689995e-05,-9.815335171600042e-06,-1.6653206291405454e-05,-1.061019134405178e-05,True,False,False
342,IN,0,67,-1.6224285001000026e-05,-8.861400990799954e-06,-1.6638925453503543e-05,-9.528455469200554e-06,True,False,False
342,IN,0,68,-1.648127413419998e-05,-8.168449414300012e-06,-1.6845990142918077e-05,-8.737136689727216e-06,True,False,False
342,IN,0,69,-1.6707190345800023e-05,-7.700728387899987e-06,-1.7046499231403578e-05,-8.187883631204492e-06,True,False,False
342,IN,0,70,-1.6874581229500132e-05,-7.431236868600001e-06,-1.7191434606647178e-05,-7.8434908541353e-06,True,False,False
342,IN,0,71,-1.7088036129900026e-05,-7.316949552200048e-06,-1.737941584267495e-05,-7.66094074944122e-06,True,False,False
342,IN,0,72,-1.7443107351799883e-05,-7.291398085999964e-06,-1.771279152269184e-05,-7.5831497326919716e-06,True,False,False
342,IN,0,73,-1.79034820481e-05,-7.282536114999998e-06,-1.8164187158049445e-05,-7.548666494437961e-06,True,False,False
342,IN,0,74,-1.8313241755500004e-05,-7.227352677700036e-06,-1.8581003278431495e-05,-7.497970841873162e-06,True,False,False
342,IN,0,75,-1.8489407463200013e-05,-7.082116750499999e-06,-1.877607119506343e-05,-7.380532902279477e-06,True,False,False
342,IN,0,76,-1.8299693689300062e-05,-6.836372840399966e-06,-1.8607788826033512e-05,-7.171011530138032e-06,True,False,False
342,IN,0,77,-1.7701660739499964e-05,-6.520114046300004e-06,-1.8023665550094833e-05,-6.882230767529466e-06,True,False,False
342,IN,0,78,-1.675643183629994e-05,-6.1890237176000186e-06,-1.707813307920621e-05,-6.5574970012009526e-06,True,False,False
342,IN,0,79,-1.5619665061300005e-05,-5.891242587399985e-06,-1.5925040367198334e-05,-6.242153648382151e-06,True,False,False
342,IN,0,80,-1.4489572558800084e-05,-5.647208667099992e-06,-1.4764451028771476e-05,-5.962573512912887e-06,True,False,False
342,IN,0,81,-1.352198051379999e-05,-5.461217077900015e-06,-1.3756849889404296e-05,-5.732750694775328e-06,True,False,False
342,IN,0,82,-1.278053237559998e-05,-5.33475344010001e-06,-1.2973213791795029e-05,-5.563187181218229e-06,True,False,False
342,IN,0,83,-1.225125690009995e-05,-5.262778336999986e-06,-1.240726690689398e-05,-5.454477838486899e-06,True,False,False
342,IN,0,84,-1.1890061224800047e-05,-5.228653827100017e-06,-1.2019729113729502e-05,-5.390962454213205e-06,True,False,False
342,IN,0,85,-1.1667558308900016e-05,-5.207900589699975e-06,-1.1782367292839868e-05,-5.345452734079317e-06,True,False,False
342,IN,0,86,-1.1581285156699993e-05,-5.177914751800005e-06,-1.1692096681116708e-05,-5.292384990058802e-06,True,False,False
342,IN,0,87,-1.16250599834e-05,-5.126199782900013e-06,-1.1741945323437711e-05,-5.21974040863372e-06,True,False,False
342,IN,0,88,-1.1753294686500009e-05,-5.049302875199989e-06,-1.18843826857014e-05,-5.12812517133272e-06,True,False,False
342,IN,0,89,-1.1886141775899954e-05,-4.9459376006000114e-06,-1.2034287655915405e-05,-5.0198977151852566e-06,True,False,False
342,IN,0,90,-1.1947542544000068e-05,-4.816394698299993e-06,-1.2107213594795572e-05,-4.894697666836023e-06,True,False,False
342,IN,0,91,-1.1897689729599903e-05,-4.668868661999987e-06,-1.2055947204278932e-05,-4.75573393211085e-06,True,False,False
342,IN,0,92,-1.1738156949300089e-05,-4.521900664100002e-06,-1.1880836049243714e-05,-4.615580004312281e-06,True,False,False
342,IN,0,93,-1.149583082670001e-05,-4.39621976200001e-06,-1.161509659952933e-05,-4.491687935628277e-06,True,False,False
342,IN,0,94,-1.1204787980499979e-05,-4.3010834220000055e-06,-1.1302397062120414e-05,-4.393983054689284e-06,True,False,False
342,IN,0,95,-1.0895425957499981e-05,-4.227632752000005e-06,-1.0979749392265578e-05,-4.316488943197156e-06,True,False,False
342,IN,0,96,-1.058670063519996e-05,-4.156733220099984e-06,-1.066665328818883e-05,-4.242282044539178e-06,True,False,False
342,IN,0,97,-1.0282223575600003e-05,-4.07425889680001e-06,-1.0362601034180406e-05,-4.157199110358534e-06,True,False,False
342,IN,0,98,-9.976275061299991e-06,-3.980448761499992e-06,-1.0056703264494725e-05,-4.059697657454655e-06,True,False,False
342,IN,0,99,-9.665898279500001e-06,-3.888194050499994e-06,-9.742809116833129e-06,-3.9608244090267546e-06,True,False,False
342,IN,0,100,-9.35905765906298e-06,-3.813763038892703e-06,-9.428801454832276e-06,-3.876645343018476e-06,True,False,False
342,IN,1,1,-0.00024839662234960036,-0.0004642234184534001,-0.0002515118130787,-0.0004700879302729,True,False,False
342,IN,1,2,-0.0002831952878906002,-0.0005157370489239019,-0.0002686756604019,-0.0004869753133424,True,False,False
342,IN,1,3,-0.0003162987990035001,-0.0005892753602936979,-0.000299733197742,-0.0005564219721113,True,False,False
342,IN,1,4,-0.0003522037925094007,-0.000665432398050201,-0.0003349034410673,-0.0006309765383001,True,False,False
342,IN,1,5,-0.00038950285485819976,-0.0007417912013333999,-0.000372152123881,-0.000706944778871,True,False,False
342,IN,1,6,-0.0004268508374648001,-0.0008184696564768994,-0.0004098565559567,-0.0007840057091255,True,False,False
342,IN,1,7,-0.00046347737979079984,-0.0008942679875609018,-0.0004472580870817,-0.0008611586919897,True,False,False
342,IN,1,8,-0.0004983673870689997,-0.0009666366556887983,-0.0004835042473103,-0.000936336487142,True,False,False
342,IN,1,9,-0.000530120978824801,-0.0010315536761964991,-0.0005174182482289,-0.001006117096405,True,False,False
342,IN,1,10,-0.0005567723056527987,-0.0010837613985687014,-0.00054730009754,-0.0010658129201065,True,False,False
342,IN,1,11,-0.0005756259156402006,-0.0011173568128321001,-0.0005707334467866,-0.0011099193653103,True,False,False
342,IN,1,12,-0.0005836685998438004,-0.0011261872559781994,-0.0005848738249606,-0.0011322273275577,True,False,False
342,IN,1,13,-0.0005776957590859994,-0.0011054664822720012,-0.0005865193377582,-0.0011271743428552,True,False,False
342,IN,1,14,-0.0005550416566661,-0.0010539924642755001,-0.0005725966904989,-0.0010916160953492,True,False,False
342,IN,1,15,-0.0005151388905278,-0.0009775515429611987,-0.0005414515636124,-0.0010282320817244,True,False,False
342,IN,1,16,-0.0004611287347847,-0.0008894401431269999,-0.0004946172007122,-0.0009471968698382,True,False,False
342,IN,1,17,-0.00040022665062539996,-0.0008067434062166007,-0.0004377287806191,-0.0008643828621421,True,False,False
342,IN,1,18,-0.0003417874983126998,-0.0007421833104771999,-0.0003793861439584,-0.0007947895720795,True,False,False
342,IN,1,19,-0.00029488379935960034,-0.0006986818046294,-0.0003290349908898,-0.0007454594575984,True,False,False
342,IN,1,20,-0.0002661506770762004,-0.0006717804091454001,-0.0002945918757409,-0.0007143071437486,True,False,False
342,IN,1,21,-0.00025761986405369985,-0.0006533548782888003,-0.0002799814370523,-0.0006943539043147,True,False,False
342,IN,1,22,-0.00026486657960120025,-0.0006314969982183999,-0.0002829671108587,-0.0006747623738154,True,False,False
342,IN,1,23,-0.00027782927391879937,-0.0005946534507829996,-0.0002949230489986,-0.0006425279324175,True,False,False
342,IN,1,24,-0.00028454249629740035,-0.0005377035712115,-0.0003040623910192,-0.0005897157676138,True,False,False
342,IN,1,25,-0.00027507291094089987,-0.00046227537302829993,-0.0002995450303425,-0.0005164035536465,True,False,False
342,IN,1,26,-0.00024491554568660014,-0.0003740597596052003,-0.0002748326490912,-0.0004280016592938,True,False,False
342,IN,1,27,-0.00019672871468289985,-0.0002812239559111,-0.0002302586686239,-0.0003327565283909,True,False,False
342,IN,1,28,-0.0001387791013790999,-0.00019419901171639992,-0.0001729867799232,-0.0002409120443447,True,False,False
342,IN,1,29,-8.232482707200024e-05,-0.00012587994582750005,-0.0001139624748407,-0.0001647618425334,True,False,False
342,IN,1,30,-3.966755412999987e-05,-8.832990512960001e-05,-6.566125914844205e-05,-0.0001166658380417,True,False,False
342,IN,1,31,-1.9279869167799883e-05,-8.312566973409986e-05,-3.830083371942591e-05,-0.0001013996520632,True,False,False
342,IN,1,32,-1.946537490700017e-05,-9.832930014780014e-05,-3.247392607976326e-05,-0.0001112908819284,True,False,False
342,IN,1,33,-3.127938068190001e-05,-0.00011612361899689984,-4.054019108748934e-05,-0.0001291775822723,True,False,False
342,IN,1,34,-4.512502113000012e-05,-0.00012424657170620012,-5.29542737950341e-05,-0.000139238913729,True,False,False
342,IN,1,35,-5.489240835949982e-05,-0.00012158121050359996,-6.27717259974634e-05,-0.0001369898736295,True,False,False
342,IN,1,36,-5.895039363069997e-05,-0.00011284482342749998,-6.732923322680559e-05,-0.0001268096664021,True,False,False
342,IN,1,37,-5.8428621907600196e-05,-0.0001022966905811001,-6.700475401060128e-05,-0.0001141408039534,True,False,False
342,IN,1,38,-5.546126987259967e-05,-9.208284755099993e-05,-6.360939142575797e-05,-0.0001020631621769,True,False,False
342,IN,1,39,-5.2154082010000356e-05,-8.264368682939997e-05,-5.933360026935572e-05,-9.142879207621704e-05,True,False,False
342,IN,1,40,-4.9786173026600006e-05,-7.322610024760006e-05,-5.580627454535245e-05,-8.155276821886937e-05,True,False,False
342,IN,1,41,-4.842218155239964e-05,-6.262516416289993e-05,-5.345804677295112e-05,-7.103167681948493e-05,True,False,False
342,IN,1,42,-4.724261189820037e-05,-5.014333884960007e-05,-5.162859863980151e-05,-5.877836342949062e-05,True,False,False
342,IN,1,43,-4.5310189926999703e-05,-3.626256767209999e-05,-4.929424344628063e-05,-4.485437734807433e-05,True,False,False
342,IN,1,44,-4.220462347229994e-05,-2.2665407400400037e-05,-4.582703035130445e-05,-3.0662480658945634e-05,True,False,False
342,IN,1,45,-3.8349571030799924e-05,-1.157882099979998e-05,-4.148495144721443e-05,-1.837508381114368e-05,True,False,False
342,IN,1,46,-3.535671062070015e-05,-4.503863019900004e-06,-3.788639639306535e-05,-9.662688931413516e-06,True,False,False
342,IN,1,47,-3.500164743620014e-05,-1.5335933122000026e-06,-3.6962048339551616e-05,-4.996362060909774e-06,True,False,False
342,IN,1,48,-3.702706409609998e-05,-2.2205393863999542e-06,-3.855659612653295e-05,-4.313068004452404e-06,True,False,False
342,IN,1,49,-4.0264466572999995e-05,-5.559425585700069e-06,-4.152302455826129e-05,-6.78771122237912e-06,True,False,False
342,IN,1,50,-4.369817806469992e-05,-1.0145707042499993e-05,-4.482837591544798e-05,-1.1015914054911e-05,True,False,False
342,IN,1,51,-4.661898053089997e-05,-1.4615978714099939e-05,-4.77277773124142e-05,-1.5532504259656698e-05,True,False,False
342,IN,1,52,-4.8583785496700066e-05,-1.7959288263000067e-05,-4.97353103738394e-05,-1.918048051695045e-05,True,False,False
342,IN,1,53,-4.936539470949989e-05,-1.9656447651999944e-05,-5.0581772508149926e-05,-2.128646156556183e-05,True,False,False
342,IN,1,54,-4.8917286641800024e-05,-1.968460927749999e-05,-5.018585912820896e-05,-2.168666639065406e-05,True,False,False
342,IN,1,55,-4.737393432090002e-05,-1.8407468712400017e-05,-4.866020732932723e-05,-2.0633962780321542e-05,True,False,False
342,IN,1,56,-4.509431184120008e-05,-1.6354115412899994e-05,-4.6359963291377655e-05,-1.860106346401083e-05,True,False,False
342,IN,1,57,-4.259548180270004e-05,-1.3997087326399985e-05,-4.381486884487093e-05,-1.6081870643301463e-05,True,False,False
342,IN,1,58,-4.025316184650004e-05,-1.1693099017600012e-05,-4.1417849261253634e-05,-1.351398127736445e-05,True,False,False
342,IN,1,59,-3.817058662749996e-05,-9.656005042400014e-06,-3.928360507205711e-05,-1.1197568687534716e-05,True,False,False
342,IN,1,60,-3.630838345239991e-05,-7.940334386000018e-06,-3.737445092332067e-05,-9.240463920557877e-06,True,False,False
342,IN,1,61,-3.4608724703299966e-05,-6.51852002439996e-06,-3.562449651571558e-05,-7.627293977722616e-06,True,False,False
342,IN,1,62,-3.304749862310008e-05,-5.3844013888000065e-06,-3.399694711383638e-05,-6.335970396690889e-06,True,False,False
342,IN,1,63,-3.163751717649992e-05,-4.603064992600003e-06,-3.249601849091753e-05,-5.408140338567461e-06,True,False,False
342,IN,1,64,-3.0407644488600165e-05,-4.282960418899992e-06,-3.115366582012924e-05,-4.93809970985489e-06,True,False,False
342,IN,1,65,-2.9379050731200007e-05,-4.496683255200023e-06,-3.000767114882177e-05,-5.001058649172939e-06,True,False,False
342,IN,1,66,-2.8545531501399796e-05,-5.207020501099969e-06,-2.907633591652998e-05,-5.577121545663822e-06,True,False,False
342,IN,1,67,-2.78570767799002e-05,-6.248039654000012e-06,-2.8331086825773053e-05,-6.522785309046328e-06,True,False,False
342,IN,1,68,-2.7220028697399817e-05,-7.371418688700024e-06,-2.7685518310946263e-05,-7.604131048246238e-06,True,False,False
342,IN,1,69,-2.653156075890003e-05,-8.3289464582e-06,-2.7025236493873644e-05,-8.569797488681294e-06,True,False,False
342,IN,1,70,-2.5733892512600073e-05,-8.948569279500001e-06,-2.6268182843419e-05,-9.227825317410129e-06,True,False,False
342,IN,1,71,-2.4843395158400013e-05,-9.171526471599969e-06,-2.5407885343383223e-05,-9.493453163563566e-06,True,False,False
342,IN,1,72,-2.3925507720299992e-05,-9.041282303999998e-06,-2.4501233793460985e-05,-9.390585698524912e-06,True,False,False
342,IN,1,73,-2.303186922249993e-05,-8.659807954600033e-06,-2.36080359017963e-05,-9.014377278908176e-06,True,False,False
342,IN,1,74,-2.21490874058e-05,-8.138909569600013e-06,-2.272998774055298e-05,-8.480564674906733e-06,True,False,False
342,IN,1,75,-2.1200582819900062e-05,-7.570394492399993e-06,-2.179773079990382e-05,-7.889037525279213e-06,True,False,False
342,IN,1,76,-2.0100095402099958e-05,-7.023880049699988e-06,-2.0715925488647183e-05,-7.315644584246873e-06,True,False,False
342,IN,1,77,-1.881742545319998e-05,-6.561576654200011e-06,-1.9433934179099764e-05,-6.824488388024821e-06,True,False,False
342,IN,1,78,-1.7413056233000004e-05,-6.247778958799993e-06,-1.7995363108288317e-05,-6.478335687337037e-06,True,False,False
342,IN,1,79,-1.6021964996800094e-05,-6.138825432299973e-06,-1.6534816462498732e-05,-6.331369963726028e-06,True,False,False
342,IN,1,80,-1.4794843750699999e-05,-6.260196090500023e-06,-1.5220854820450473e-05,-6.410240267492426e-06,True,False,False
342,IN,1,81,-1.382055672369991e-05,-6.584687248499988e-06,-1.417049980831555e-05,-6.696927889496989e-06,True,False,False
342,IN,1,82,-1.306691974500005e-05,-7.019948921599997e-06,-1.3376664317995049e-05,-7.1159245833480906e-06,True,False,False
342,IN,1,83,-1.2395979938699961e-05,-7.4246085505000196e-06,-1.2707157964406594e-05,-7.5368594030037e-06,True,False,False
342,IN,1,84,-1.1667810743900002e-05,-7.675152356299977e-06,-1.200069036034473e-05,-7.825292272039684e-06,True,False,False
342,IN,1,85,-1.0848373363300063e-05,-7.741914379400016e-06,-1.1189712560507558e-05,-7.926177457304892e-06,True,False,False
342,IN,1,86,-1.001556792589993e-05,-7.681887021500003e-06,-1.0335408859215373e-05,-7.886376003797664e-06,True,False,False
342,IN,1,87,-9.257682050700026e-06,-7.5407197473000074e-06,-9.538756239969476e-06,-7.770618684544153e-06,True,False,False
342,IN,1,88,-8.5791501125e-06,-7.284000736499979e-06,-8.827029805781651e-06,-7.56597301100242e-06,True,False,False
342,IN,1,89,-7.931431412499992e-06,-6.866816806600016e-06,-8.156176877639249e-06,-7.208889264356139e-06,True,False,False
342,IN,1,90,-7.318324538700032e-06,-6.369789279300005e-06,-7.518458009563853e-06,-6.729560429768409e-06,True,False,False
342,IN,1,91,-6.7820801880999655e-06,-5.958939840099977e-06,-6.959057274205787e-06,-6.28988002567244e-06,True,False,False
342,IN,1,92,-6.324051511700005e-06,-5.6484528971000015e-06,-6.493100554715448e-06,-5.959622498437634e-06,True,False,False
342,IN,1,93,-6.025697834800034e-06,-5.274474315899996e-06,-6.186607545792198e-06,-5.581477953233407e-06,True,False,False
342,IN,1,94,-6.143414239299992e-06,-4.785835161900021e-06,-6.2729048185605825e-06,-5.053126993500855e-06,True,False,False
342,IN,1,95,-6.720827234499966e-06,-4.3031087666999814e-06,-6.832077624157822e-06,-4.519129609859057e-06,True,False,False
342,IN,1,96,-7.402344513199972e-06,-3.852342364400003e-06,-7.544505503612067e-06,-4.0584744916752065e-06,True,False,False
342,IN,1,97,-7.841414734100004e-06,-3.4439959153000175e-06,-8.018152212501223e-06,-3.641378336254889e-06,True,False,False
342,IN,1,98,-8.041844941300059e-06,-3.249183223299985e-06,-8.206636941373096e-06,-3.3911397923610884e-06,True,False,False
342,IN,1,99,-8.19696392979994e-06,-3.3026073066000047e-06,-8.335093990599018e-06,-3.406716408182409e-06,True,False,False
342,IN,1,100,-8.399643106655683e-06,-3.3179595302641046e-06,-8.536716129379075e-06,-3.441452431705501e-06,True,False,False
342,IN,2,1,-0.0002736021018207007,-0.0005106060717853002,-0.0002772517767604,-0.000516426568542,True,False,False
342,IN,2,2,-0.00031011823373460097,-0.0005773398192028996,-0.0002918416070357,-0.0005438769029261,True,False,False
342,IN,2,3,-0.0003537607318835987,-0.0006579214139940011,-0.000333378684821,-0.0006203038268111,True,False,False
342,IN,2,4,-0.00039855886189210134,-0.0007423727381648017,-0.000377753476201,-0.0007033138188511,True,False,False
342,IN,2,5,-0.0004429666704474991,-0.0008279002038824972,-0.0004227282016297,-0.0007890705886702,True,False,False
342,IN,2,6,-0.00048523549937889987,-0.0009115149568700021,-0.0004666178703726,-0.0008746942434657,True,False,False
342,IN,2,7,-0.0005231208633867009,-0.0009892796855804978,-0.0005074352653632,-0.0009566138961772,True,False,False
342,IN,2,8,-0.0005533258786118989,-0.0010561097546699025,-0.0005422977778841,-0.0010303220274565,True,False,False
342,IN,2,9,-0.0005715471123373013,-0.0011054024382331981,-0.0005672768066815,-0.0010897908928146,True,False,False
342,IN,2,10,-0.000573011684025999,-0.0011301405638526,-0.0005776012897212,-0.0011280861816754,True,False,False
342,IN,2,11,-0.0005543000762976008,-0.0011242959139750007,-0.0005691386637196,-0.0011384569790135,True,False,False
342,IN,2,12,-0.0005148011803152996,-0.0010841571137253005,-0.0005400999853275,-0.0011156440782188,True,False,False
342,IN,2,13,-0.0004571541976565001,-0.0010104848986174,-0.000491557729971,-0.0010580463338028,True,False,False
342,IN,2,14,-0.0003884364993539998,-0.0009102231653835991,-0.0004286175681911,-0.0009697667227253,True,False,False
342,IN,2,15,-0.00032004648389319986,-0.0007967497693999008,-0.0003609924308783,-0.000861556858577,True,False,False
342,IN,2,16,-0.00026536610284090024,-0.000689034245188699,-0.0003015525490899,-0.0007509035943459,True,False,False
342,IN,2,17,-0.00023540526242809938,-0.0006086036067470008,-0.0002627016918214,-0.0006599543005383,True,False,False
342,IN,2,18,-0.00023368208643620002,-0.0005708775599099995,-0.0002510479312859,-0.0006073888627977,True,False,False
342,IN,2,19,-0.0002553842260876,-0.0005743157123201002,-0.00026472635857,-0.000597561965962,True,False,False
342,IN,2,20,-0.0002900427045475001,-0.0006009476869579004,-0.0002951527769337,-0.0006183363739362,True,False,False
342,IN,2,21,-0.00032375899086569977,-0.0006264753333826995,-0.0003295144639731,-0.0006464583692797,True,False,False
342,IN,2,22,-0.0003428264899465001,-0.0006323370627313004,-0.0003536277112458,-0.0006598110725245,True,False,False
342,IN,2,23,-0.0003389298112308004,-0.0006102492191181995,-0.0003567397746932,-0.0006462995926796,True,False,False
342,IN,2,24,-0.00031198597675960015,-0.0005602988936911006,-0.0003357875951237,-0.0006034534582136,True,False,False
342,IN,2,25,-0.0002682339504180998,-0.0004883465231818999,-0.0002954144022208,-0.0005356169746763,True,False,False
342,IN,2,26,-0.00021617478118829978,-0.0004039365007050999,-0.0002441285392164,-0.0004517139015641,True,False,False
