outer_days,strategy,part,station,days,rmse_mm,mae_mm,crps_mm,coverage_80,width_80_mm,interval_score_80_mm,coverage_90,width_90_mm,interval_score_90_mm,coverage_95,width_95_mm,interval_score_95_mm
432,P0,train,ATU1,402,9.663759325541799,7.424712228000846,9.876802056175642,1.0,97.89694309558229,97.89694309558229,1.0,125.64936665749913,125.64936665749913,1.0,149.72045475197956,149.72045475197956
432,P0,train,ATU5,402,4.005363489196314,2.893415141871011,12.37086946393099,1.0,134.3449837170556,134.3449837170556,1.0,172.42992052549423,172.42992052549423,1.0,205.46292274035827,205.46292274035827
432,P0,train,MJ3,402,6.545388968296211,5.642903753780936,6.172962837778656,1.0,59.75862724224088,59.75862724224088,1.0,76.69936800762032,76.69936800762032,1.0,91.39293386645171,91.39293386645171
432,P0,train,MJ1,402,8.277645765670897,6.927245936145315,5.3145446776883505,0.3781094527363184,10.537824789370815,38.569799138466614,0.48507462686567165,13.52515174492545,52.60468290791045,0.5895522388059702,16.116212311357582,70.3668259468702
432,P0,prediction,ATU1,180,55.386000418770955,54.513970896972424,36.03956067232512,0.16666666666666666,97.8969430955823,168.29153845489765,0.9444444444444444,125.6493666574992,140.75374258175128,0.9666666666666667,149.72045475197956,159.11091435770655
432,P0,prediction,ATU5,180,140.06419011407704,134.6063919201048,106.70341561410947,0.06666666666666667,134.34498371705558,831.0425103555029,0.13333333333333333,172.42992052549423,1223.9961002212544,0.17222222222222222,205.4629227403582,1748.5565414047974
432,P0,prediction,MJ3,180,14.720515018928182,12.545990697413949,8.931087249357883,1.0,59.75862724224062,59.75862724224062,1.0,76.69936800761951,76.69936800761951,1.0,91.39293386645186,91.39293386645186
432,P0,prediction,MJ1,180,21.877992443612733,18.144087691792183,16.371228819011314,0.23333333333333334,10.537824789370836,148.55283286270986,0.25555555555555554,13.52515174492547,266.9179650094598,0.2722222222222222,16.116212311357604,484.6858662505409
432,IN,train,ATU1,402,1.747749806962712,1.347864776163442,9.157204968593266,1.0,100.1075201413198,100.1075201413198,1.0,128.5134465136742,128.5134465136742,1.0,153.16703312602348,153.16703312602348
432,IN,train,ATU5,402,1.2292456800000833,0.959051124770488,13.034013359526671,1.0,142.91270196030413,142.91270196030413,1.0,183.5526868442846,183.5526868442846,1.0,218.87719390521687,218.87719390521687
432,IN,train,MJ3,402,1.3025376407341762,1.0504300183402768,5.681982424341648,1.0,62.09083687307417,62.09083687307417,1.0,79.81315288448286,79.81315288448286,1.0,95.25538598339728,95.25538598339728
432,IN,train,MJ1,402,1.1752848121356438,0.9674408029793973,1.1730832746333133,0.9975124378109452,11.639543436821548,11.65083223518745,1.0,15.118374359056821,15.118374359056821,1.0,18.209879895389072,18.209879895389072
432,IN,prediction,ATU1,180,62.802920797782946,61.92118454761227,42.17379652859285,0.044444444444444446,100.29044081418732,228.32328306899677,0.4166666666666667,128.74968313746754,159.88897242288976,0.9611111111111111,153.45025555906048,169.24891599942873
432,IN,prediction,ATU5,180,148.41173579156506,143.05792939072438,113.10960224826384,0.06666666666666667,143.2144449507814,879.7866250361029,0.13333333333333333,183.94518877390672,1287.8124290028125,0.16666666666666666,219.35050233190591,1828.165365878208
432,IN,prediction,MJ3,180,9.842769630050881,8.349385439360152,7.272238084606542,1.0,62.843048718885385,62.843048718885385,1.0,80.79493875436144,80.79493875436144,1.0,96.43958570099292,96.43958570099292
432,IN,prediction,MJ1,180,15.067132969817147,11.511314060313897,9.649570225269704,0.39444444444444443,12.965150887130328,78.73998104141018,0.5222222222222223,16.669677070206394,126.50522053716159,0.5277777777777778,19.880320449583994,204.67495997367877
432,OOF,train,ATU1,402,1.876352408573561,1.5329186513620956,8.978912694572672,1.0,98.09374616068988,98.09374616068988,1.0,125.92786287648713,125.92786287648713,1.0,150.08501945332117,150.08501945332117
432,OOF,train,ATU5,402,1.201815763858385,0.9249612196394806,11.968299382849395,1.0,131.3347956197903,131.3347956197903,1.0,168.88191658599135,168.88191658599135,1.0,201.64189349185608,201.64189349185608
432,OOF,train,MJ3,402,1.3133515744623137,1.0089775325491857,5.043107394564591,1.0,55.116040937530485,55.116040937530485,1.0,70.98317961178493,70.98317961178493,1.0,84.89306909624271,84.89306909624271
432,OOF,train,MJ1,402,1.2686021651947366,0.9656840859564068,1.3210595596468704,1.0,13.224683560310606,13.224683560310606,1.0,17.08712928288752,17.08712928288752,1.0,20.492270010299872,20.492270010299872
432,OOF,prediction,ATU1,180,63.247350820887974,62.48234460769914,42.859486247375756,0.03888888888888889,98.39050118804775,239.4011356128403,0.3611111111111111,126.30660716409741,170.69189685477002,0.9611111111111111,150.53331338399792,169.0778035310391
432,OOF,prediction,ATU5,180,147.24107606329494,142.18659830319646,114.3788338727526,0.05555555555555555,131.7931283667132,911.2888551497243,0.08333333333333333,169.44543521887076,1375.0710241077718,0.1388888888888889,202.27925199385479,2027.1133480192848
432,OOF,prediction,MJ3,180,11.168614471607066,9.591461333711255,7.258409051855869,1.0,55.60666115750056,55.60666115750056,1.0,71.57325280556186,71.57325280556186,1.0,85.54289319920426,85.54289319920426
432,OOF,prediction,MJ1,180,14.785449084960288,11.41265856363932,9.39866452529314,0.46111111111111114,14.065684128433203,76.63912778667084,0.5222222222222223,18.148210088097482,122.68364523437452,0.5277777777777778,21.72335863185313,196.7600545065704
612,P0,train,ATU1,582,8.205017090481682,6.205121246043955,13.425116522208764,1.0,141.96003093320132,141.96003093320132,1.0,182.2037273819287,182.2037273819287,1.0,217.10913195809985,217.10913195809985
