task,fold,feature,feature_group,mean_abs_shap,normalized_share,rank,direction_spearman
classification,2,Rain_cum30_lag5,cumulative_rainfall,0.018153462881346956,0.2338723793073827,1.0,0.1864294409943273
classification,2,Rain_cum30_lag2,cumulative_rainfall,0.008597022280551281,0.1107560617416442,2.0,0.2853857501724413
classification,2,Rain_cum30_lag4,cumulative_rainfall,0.008585930060476253,0.11061315986569337,3.0,0.3411873534809564
classification,2,station_ATU1,station_identity,0.007686059860040814,0.09902006678922619,4.0,
classification,2,Rain_cum30_lag3,cumulative_rainfall,0.0055254418245259005,0.07118466788803192,5.0,0.5116165176820548
classification,2,disp_rate_lag5,displacement_kinematics,0.005046634370320754,0.06501615671873155,6.0,0.28883249570115954
classification,2,station_MJ9,station_identity,0.004988850947457255,0.06427172868987889,7.0,
classification,2,disp_lag2,displacement_kinematics,0.003371722378998021,0.04343814402212316,8.0,-0.6031824212604526
classification,2,disp_accel_lag5,displacement_kinematics,0.0025996620092200314,0.03349163426643083,9.0,-0.10818424425881379
classification,2,disp_rate_lag1,displacement_kinematics,0.0019891069018705848,0.025625808523574288,10.0,0.6125759953415146
classification,2,disp_lag1,displacement_kinematics,0.001171963996274385,0.015098497188264393,11.0,-0.5103743814198731
classification,2,disp_lag3,displacement_kinematics,0.0011687955095660654,0.015057677344132067,12.0,-0.5356365823015271
classification,2,Rain_cum30_lag1,cumulative_rainfall,0.0010639768056994376,0.013707290377775745,13.0,0.32982876137819134
classification,2,disp_accel_lag1,displacement_kinematics,0.0009697589608742545,0.012493475047527064,14.0,-0.10799056971250277
classification,2,disp_accel_lag4,displacement_kinematics,0.0008241143638467243,0.010617125137720429,15.0,0.07551557250696386
classification,2,GWT_lag3,raw_environment,0.0006617867794024816,0.008525847090698127,16.0,0.5253720875764408
classification,2,disp_lag4,displacement_kinematics,0.0006480116936913996,0.008348381662120081,17.0,-0.6298681040859481
classification,2,GWT_lag1,raw_environment,0.000619545356885533,0.007981647779859302,18.0,0.3180145016576371
classification,2,disp_rate_lag4,displacement_kinematics,0.0005630409552327717,0.007253697474055674,19.0,0.4061272637722475
classification,2,disp_lag5,displacement_kinematics,0.0005533856409183299,0.007129307359263891,20.0,-0.6900035054142553
classification,2,RWL_lag5,raw_environment,0.00047945011121062266,0.006176790566125734,21.0,0.32625202716256707
classification,2,GWT_lag4,raw_environment,0.00040340580720318924,0.005197106280695736,22.0,0.5089379164040518
classification,2,disp_rate_lag2,displacement_kinematics,0.0003042678029247276,0.003919904179260146,23.0,0.5739981292005255
classification,2,disp_accel_lag3,displacement_kinematics,0.0002838203327998898,0.0036564779382080243,24.0,-0.019901024728033668
classification,2,disp_rate_lag3,displacement_kinematics,0.00025429724704556733,0.0032761298825787076,25.0,0.540555215519653
classification,2,RWL_lag4,raw_environment,0.00024633141548886637,0.003173505496724384,26.0,0.3047701486232201
classification,2,GWT_lag5,raw_environment,0.00020198041316411356,0.0026021283161747092,27.0,0.5230801580183932
classification,2,GWT_lag2,raw_environment,0.00019756410805971898,0.0025452327371183643,28.0,0.48857740794590443
classification,2,Rain_cum15_lag1,cumulative_rainfall,0.00011276786088588869,0.001452796532935091,29.0,0.3107777286562124
classification,2,disp_accel_lag2,displacement_kinematics,0.00010931503151037358,0.0014083134815926451,30.0,0.11783987012707535
classification,2,minT_lag5,raw_environment,6.853650213706779e-05,0.0008829607292541121,31.0,-0.7060560005749723
classification,2,RWL_lag2,raw_environment,3.603658890236359e-05,0.00046426198923058893,32.0,0.6485507285267288
classification,2,RWL_lag3,raw_environment,3.223092093947705e-05,0.0004152332927691171,33.0,0.5715184634526311
classification,2,minT_lag4,raw_environment,2.868410447140585e-05,0.0003695393988946459,34.0,-0.7243960517616466
classification,2,minT_lag1,raw_environment,1.8642646656581854e-05,0.00024017456937329616,35.0,-0.7621885061386126
classification,2,Rain_cum15_lag5,cumulative_rainfall,1.769393602035266e-05,0.00022795226141919634,36.0,0.4253449011635454
classification,2,GWT_rate_lag5,environmental_rates,1.5847336231974875e-05,0.00020416238237743096,37.0,0.7944165297179208
classification,2,RWL_rate_lag1,environmental_rates,1.5439294699640534e-05,0.00019890555371355556,38.0,-0.6782632058115728
classification,2,minT_lag3,raw_environment,6.351465554067055e-06,8.182639152251536e-05,39.0,-0.6278720681568484
classification,2,RWL_lag1,raw_environment,2.0741412133112558e-07,2.6721311726978482e-06,40.0,0.05546678525027694
classification,2,DP_lag1,raw_environment,7.299968478740928e-08,9.40460235135788e-07,41.0,-0.4180189890326254
classification,2,RWL_rate_lag3,environmental_rates,1.659671533082625e-08,2.138166876742829e-07,42.0,-0.7714995535134929
classification,2,aveT_lag2,raw_environment,6.394342329841903e-10,8.237877613546965e-09,43.0,-0.6991584556212949
classification,2,aveT_lag3,raw_environment,4.303953774661127e-10,5.5448148724465426e-09,44.0,-0.2639247134098955
classification,2,aveT_lag5,raw_environment,1.7544865418362405e-10,2.260317740389033e-09,45.0,-0.5718192664051901
classification,2,RWL_rate_lag4,environmental_rates,8.26467326350961e-11,1.0647438524366474e-09,46.0,-0.714740049646587
classification,2,aveT_lag4,raw_environment,1.7847305438716796e-11,2.299281307627069e-10,47.0,-0.26232517191589105
classification,2,RWL_rate_lag2,environmental_rates,6.592493003864004e-15,8.493156564443588e-14,48.0,-0.2992200099388625
classification,2,DP_lag4,raw_environment,1.9242058756548572e-15,2.4789683894363224e-14,49.0,-0.2103128465144473
classification,2,maxT_lag4,raw_environment,8.381605594761273e-16,1.079808329504483e-14,50.0,-0.2423123419166333
classification,2,station_ATU3,station_identity,0.0,0.0,69.5,
classification,2,Rain_cum7_lag1,cumulative_rainfall,0.0,0.0,69.5,
classification,2,maxT_lag5,raw_environment,0.0,0.0,69.5,
classification,2,DP_lag5,raw_environment,0.0,0.0,69.5,
classification,2,RH_lag5,raw_environment,0.0,0.0,69.5,
classification,2,station_ATU2,station_identity,0.0,0.0,69.5,
classification,2,RWL_rate_lag5,environmental_rates,0.0,0.0,69.5,
classification,2,station_MJ1,station_identity,0.0,0.0,69.5,
classification,2,Rainfall_lag2,raw_environment,0.0,0.0,69.5,
classification,2,GWT_rate_lag1,environmental_rates,0.0,0.0,69.5,
classification,2,Rain_cum7_lag5,cumulative_rainfall,0.0,0.0,69.5,
classification,2,RH_lag1,raw_environment,0.0,0.0,69.5,
classification,2,maxT_lag1,raw_environment,0.0,0.0,69.5,
classification,2,aveT_lag1,raw_environment,0.0,0.0,69.5,
classification,2,Rainfall_lag1,raw_environment,0.0,0.0,69.5,
classification,2,station_MJ3,station_identity,0.0,0.0,69.5,
classification,2,RH_lag3,raw_environment,0.0,0.0,69.5,
classification,2,DP_lag2,raw_environment,0.0,0.0,69.5,
classification,2,minT_lag2,raw_environment,0.0,0.0,69.5,
classification,2,station_ATU4,station_identity,0.0,0.0,69.5,
classification,2,GWT_rate_lag3,environmental_rates,0.0,0.0,69.5,
classification,2,Rain_cum7_lag3,cumulative_rainfall,0.0,0.0,69.5,
classification,2,Rain_cum15_lag3,cumulative_rainfall,0.0,0.0,69.5,
classification,2,maxT_lag3,raw_environment,0.0,0.0,69.5,
classification,2,Rainfall_lag3,raw_environment,0.0,0.0,69.5,
classification,2,Rain_cum15_lag2,cumulative_rainfall,0.0,0.0,69.5,
classification,2,Rainfall_lag4,raw_environment,0.0,0.0,69.5,
classification,2,Rain_cum7_lag2,cumulative_rainfall,0.0,0.0,69.5,
classification,2,GWT_rate_lag2,environmental_rates,0.0,0.0,69.5,
classification,2,RH_lag4,raw_environment,0.0,0.0,69.5,
classification,2,GWT_rate_lag4,environmental_rates,0.0,0.0,69.5,
classification,2,Rain_cum7_lag4,cumulative_rainfall,0.0,0.0,69.5,
classification,2,Rain_cum15_lag4,cumulative_rainfall,0.0,0.0,69.5,
classification,2,RH_lag2,raw_environment,0.0,0.0,69.5,
classification,2,DP_lag3,raw_environment,0.0,0.0,69.5,
classification,2,maxT_lag2,raw_environment,0.0,0.0,69.5,
classification,2,Rainfall_lag5,raw_environment,0.0,0.0,69.5,
classification,2,station_ATU5,station_identity,0.0,0.0,69.5,
regression,3,disp_rate_lag1,displacement_kinematics,0.2119981228581946,0.7259471984408526,1.0,0.9984604732866557
regression,3,disp_rate_lag2,displacement_kinematics,0.05594934065496093,0.19158786198427796,2.0,0.8748645730277526
regression,3,disp_accel_lag1,displacement_kinematics,0.004952973520038627,0.01696051456657879,3.0,0.920906937688586
regression,3,disp_accel_lag5,displacement_kinematics,0.0042987691279820425,0.014720316213790304,4.0,0.49436201946709457
regression,3,disp_rate_lag3,displacement_kinematics,0.004254290500448762,0.014568007624388892,5.0,0.9403825689361716
regression,3,disp_accel_lag3,displacement_kinematics,0.0022441973504301648,0.007684826437745925,6.0,0.40172357521764107
regression,3,disp_accel_lag2,displacement_kinematics,0.001375257023765482,0.004709305771572618,7.0,0.60509685991886
regression,3,disp_rate_lag4,displacement_kinematics,0.001259897378709483,0.004314278636367508,8.0,0.5572799329415637
regression,3,disp_accel_lag4,displacement_kinematics,0.0012099765761686319,0.004143334355069834,9.0,0.7711125937178921
regression,3,disp_rate_lag5,displacement_kinematics,0.0005929240280704816,0.002030355416655962,10.0,-0.9526422256783525
regression,3,Rain_cum15_lag4,cumulative_rainfall,0.00027189880993192954,0.0009310656937350161,11.0,0.7059589512419103
regression,3,RWL_lag5,raw_environment,0.0002663260069863806,0.0009119826913421587,12.0,-0.09752585584453154
regression,3,DP_lag2,raw_environment,0.0002662327073564617,0.0009116632045276434,13.0,0.6877226296681971
regression,3,minT_lag4,raw_environment,0.00017583044534232937,0.0006020978746224664,14.0,0.5590141356089614
regression,3,DP_lag5,raw_environment,0.00017521699009747562,0.0005999972139639363,15.0,0.5350900288366813
regression,3,GWT_lag1,raw_environment,0.0001528840325442857,0.000523522253949874,16.0,0.10722769661318177
regression,3,GWT_lag2,raw_environment,0.00013958577240879078,0.0004779848946593974,17.0,0.10266953407826938
regression,3,disp_lag5,displacement_kinematics,0.00013176534694965203,0.0004512053370098479,18.0,0.16825973014923953
regression,3,Rain_cum15_lag2,cumulative_rainfall,0.00012925424356617892,0.0004426065416919903,19.0,0.8583781761250039
regression,3,station_ATU3,station_identity,0.00012391016707446187,0.00042430676948122115,20.0,
regression,3,GWT_lag5,raw_environment,0.00011889798956326686,0.0004071435221218372,21.0,-0.17061506115915684
regression,3,Rain_cum30_lag5,cumulative_rainfall,0.00011647074616035457,0.0003988318893369712,22.0,-0.8473086352932441
regression,3,Rain_cum30_lag3,cumulative_rainfall,0.00011153045588747246,0.00038191480613486054,23.0,0.7466704582388969
regression,3,GWT_lag3,raw_environment,0.00011076364661485675,0.0003792890138132644,24.0,-0.06591080054541806
regression,3,DP_lag1,raw_environment,9.595381525524718e-05,0.00032857556673203007,25.0,0.5973042746876418
regression,3,station_ATU4,station_identity,9.029163898755973e-05,0.00030918652241791863,26.0,
regression,3,aveT_lag2,raw_environment,8.853358359313308e-05,0.0003031663965267967,27.0,0.4291921035105142
regression,3,Rain_cum15_lag5,cumulative_rainfall,8.432222037127071e-05,0.0002887453851927822,28.0,0.9206560474307588
regression,3,maxT_lag2,raw_environment,7.403214209879788e-05,0.0002535089718088984,29.0,0.7300842892189263
regression,3,Rain_cum7_lag4,cumulative_rainfall,7.303473165922861e-05,0.0002500935297071525,30.0,0.8585055205978677
regression,3,GWT_rate_lag4,environmental_rates,6.760959666086943e-05,0.00023151618807730874,31.0,0.36797606338926814
regression,3,aveT_lag1,raw_environment,6.413793630066111e-05,0.00021962814832274366,32.0,0.24531475485640353
regression,3,Rain_cum7_lag2,cumulative_rainfall,5.661374785416776e-05,0.00019386299790711233,33.0,0.5138902293709524
regression,3,minT_lag3,raw_environment,5.3998963279469916e-05,0.00018490916609512992,34.0,-0.4838609303325877
regression,3,disp_lag4,displacement_kinematics,5.197857582465283e-05,0.00017799073402216962,35.0,0.7265820369293734
regression,3,Rain_cum7_lag3,cumulative_rainfall,5.04746300763123e-05,0.00017284075822099175,36.0,0.7341408246451024
regression,3,minT_lag5,raw_environment,4.921520977385859e-05,0.0001685281132414069,37.0,0.6552546787531871
regression,3,RH_lag1,raw_environment,4.835189417371786e-05,0.0001655718533800323,38.0,-0.630509943874053
regression,3,RWL_lag1,raw_environment,4.536711839514908e-05,0.00015535105715215489,39.0,-0.7251922631026564
regression,3,DP_lag4,raw_environment,4.396866044694426e-05,0.00015056230423326372,40.0,-0.1836028607256021
regression,3,GWT_rate_lag3,environmental_rates,4.213485371298512e-05,0.00014428278230612816,41.0,0.3922771866204544
regression,3,GWT_rate_lag5,environmental_rates,3.80641846276409e-05,0.00013034355124858676,42.0,-0.5157888269001442
regression,3,Rain_cum30_lag2,cumulative_rainfall,3.800525669114271e-05,0.00013014176375238627,43.0,-0.0804902567921275
regression,3,RWL_lag3,raw_environment,3.5115090062346854e-05,0.0001202449385403771,44.0,-0.5045886263014332
regression,3,disp_lag1,displacement_kinematics,3.172537010205723e-05,0.00010863748808046294,45.0,-0.017975368049699746
regression,3,Rain_cum7_lag1,cumulative_rainfall,3.0783049280819334e-05,0.00010541068988533122,46.0,-0.5666776123068744
regression,3,Rain_cum15_lag1,cumulative_rainfall,3.075314588768028e-05,0.00010530829141038014,47.0,0.678545113888607
regression,3,aveT_lag5,raw_environment,3.0079031486717064e-05,0.00010299991502378722,48.0,-0.7328951858100639
regression,3,GWT_lag4,raw_environment,2.9150967335459974e-05,9.982193607994003e-05,49.0,-0.008764080977664797
regression,3,RWL_rate_lag2,environmental_rates,2.831838799997657e-05,9.697092670341733e-05,50.0,-0.8127291634539051
regression,3,RWL_lag2,raw_environment,2.7247489199646766e-05,9.330383770549679e-05,51.0,-0.629895796567128
regression,3,RH_lag2,raw_environment,2.5424027156248173e-05,8.705973920112519e-05,52.0,0.3678441851477072
regression,3,RWL_rate_lag5,environmental_rates,2.0165230008929516e-05,6.905198986450337e-05,53.0,-0.5792033582825488
regression,3,maxT_lag5,raw_environment,1.834738617548319e-05,6.282712985017173e-05,54.0,-0.3847308177128487
regression,3,RWL_lag4,raw_environment,1.567241620392685e-05,5.3667204608457875e-05,55.0,-0.45010904149197456
regression,3,RH_lag5,raw_environment,1.4070748106859764e-05,4.818259723447801e-05,56.0,0.09117560351687704
regression,3,RH_lag3,raw_environment,1.2036511759995917e-05,4.1216742268110407e-05,57.0,-0.06868765503173424
regression,3,Rainfall_lag3,raw_environment,1.1475223201803964e-05,3.929471649334019e-05,58.0,-0.07615146725351774
regression,3,GWT_rate_lag1,environmental_rates,9.585002302638637e-06,3.282201500106668e-05,59.0,0.5731773048622165
regression,3,station_ATU1,station_identity,9.561937962666785e-06,3.2743035561245634e-05,60.0,
regression,3,maxT_lag3,raw_environment,9.262577782436304e-06,3.1717933634713806e-05,61.0,0.7520345225457896
regression,3,station_ATU5,station_identity,9.104479768909658e-06,3.1176557095849345e-05,62.0,
regression,3,aveT_lag4,raw_environment,8.538061043980807e-06,2.923696404208639e-05,63.0,-0.7437772241971047
regression,3,maxT_lag1,raw_environment,8.140084132309387e-06,2.7874167899474967e-05,64.0,0.3624686951722599
regression,3,GWT_rate_lag2,environmental_rates,8.05872856697381e-06,2.7595581259477032e-05,65.0,0.5145351055764761
regression,3,RWL_rate_lag4,environmental_rates,5.735963633364865e-06,1.9641715095681007e-05,66.0,-0.6063523061392215
regression,3,DP_lag3,raw_environment,5.724188752190028e-06,1.9601394257526394e-05,67.0,0.3507956748269858
regression,3,Rain_cum30_lag4,cumulative_rainfall,4.309157278492252e-06,1.4755888456875271e-05,68.0,-0.617453263869212
regression,3,disp_lag2,displacement_kinematics,3.0283971561117308e-06,1.0370169327943071e-05,69.0,-0.020252492602535952
regression,3,aveT_lag3,raw_environment,1.6101248541267208e-06,5.513565928011225e-06,70.0,0.6390849429536325
regression,3,Rainfall_lag5,raw_environment,1.4525330112052173e-06,4.973922673988072e-06,71.0,0.9163031565180424
regression,3,RH_lag4,raw_environment,1.0956387209601531e-06,3.751806144606142e-06,72.0,-0.7008432222888803
regression,3,Rain_cum30_lag1,cumulative_rainfall,7.414623873743323e-07,2.538996740191451e-06,73.0,-0.1097562641229519
regression,3,minT_lag1,raw_environment,6.042550511493026e-07,2.0691563472898667e-06,74.0,0.7013455715049227
regression,3,RWL_rate_lag1,environmental_rates,2.784891665518147e-07,9.536331149009664e-07,75.0,-0.10719962503450199
regression,3,minT_lag2,raw_environment,7.254321773812976e-08,2.4841043388910573e-07,76.0,-0.0027805752131493167
regression,3,station_MJ3,station_identity,0.0,0.0,82.5,
regression,3,station_ATU2,station_identity,0.0,0.0,82.5,
regression,3,Rainfall_lag1,raw_environment,0.0,0.0,82.5,
regression,3,station_MJ1,station_identity,0.0,0.0,82.5,
regression,3,Rainfall_lag2,raw_environment,0.0,0.0,82.5,
regression,3,Rain_cum7_lag5,cumulative_rainfall,0.0,0.0,82.5,
regression,3,disp_lag3,displacement_kinematics,0.0,0.0,82.5,
regression,3,Rain_cum15_lag3,cumulative_rainfall,0.0,0.0,82.5,
regression,3,Rainfall_lag4,raw_environment,0.0,0.0,82.5,
regression,3,maxT_lag4,raw_environment,0.0,0.0,82.5,
regression,3,station_MJ9,station_identity,0.0,0.0,82.5,
regression,3,RWL_rate_lag3,environmental_rates,0.0,0.0,82.5,
classification,3,disp_rate_lag5,displacement_kinematics,0.043192968625825424,0.4360392026986041,1.0,0.2501072422645905
classification,3,disp_rate_lag4,displacement_kinematics,0.008665211374992121,0.08747654952587168,2.0,0.13946739859613205
classification,3,station_MJ9,station_identity,0.006786422111506468,0.06850990290369068,3.0,
classification,3,DP_lag5,raw_environment,0.006095557639529527,0.06153552714028225,4.0,0.5467843341489615
classification,3,station_ATU5,station_identity,0.004804923812724098,0.04850639386418683,5.0,
classification,3,disp_accel_lag5,displacement_kinematics,0.0033427723385945234,0.03374576538025232,6.0,-0.6777693798891896
classification,3,Rain_cum30_lag1,cumulative_rainfall,0.0028834096516841853,0.029108433283793655,7.0,0.8032618628099033
classification,3,GWT_lag1,raw_environment,0.0023344398422728983,0.023566504455632964,8.0,0.009877262430890715
classification,3,Rain_cum30_lag4,cumulative_rainfall,0.002080867858990704,0.02100665897765943,9.0,0.7505844525346633
classification,3,GWT_lag4,raw_environment,0.0018696613591076853,0.018874499120541153,10.0,-0.11516274431157482
classification,3,disp_rate_lag3,displacement_kinematics,0.0017576765665828764,0.017743996605886707,11.0,0.08885522317190125
classification,3,GWT_lag5,raw_environment,0.0015978906547584534,0.016130934947681235,12.0,-0.027211886965753877
classification,3,RWL_lag5,raw_environment,0.001371201822654762,0.013842478730016424,13.0,0.14207785327882205
classification,3,GWT_lag3,raw_environment,0.0012013365151494467,0.012127664129232418,14.0,-0.03395237323784337
classification,3,RWL_lag3,raw_environment,0.0011345109379048426,0.011453050358782082,15.0,-0.012714207138126649
classification,3,GWT_lag2,raw_environment,0.0010089955663890315,0.01018595471188899,16.0,0.025243721637647962
classification,3,disp_lag2,displacement_kinematics,0.0009887885787076484,0.009981962277984768,17.0,0.4940935912311419
classification,3,Rain_cum30_lag5,cumulative_rainfall,0.0007704278444141907,0.007777579400141267,18.0,0.7867305836545007
classification,3,disp_accel_lag2,displacement_kinematics,0.0007459903979283762,0.0075308798788841615,19.0,-0.3703609500591481
classification,3,GWT_rate_lag4,environmental_rates,0.0006396845278711293,0.006457706899654662,20.0,-0.13387376075606178
classification,3,disp_lag3,displacement_kinematics,0.0006136796824690317,0.006195184261915627,21.0,0.5435111762186289
classification,3,disp_accel_lag3,displacement_kinematics,0.0005622134654485169,0.005675625432099035,22.0,-0.6571506905974811
classification,3,disp_accel_lag4,displacement_kinematics,0.0005215483279022633,0.005265105046086586,23.0,-0.6012656385396427
classification,3,disp_accel_lag1,displacement_kinematics,0.0004969727054106495,0.005017010618266729,24.0,0.14524398874399613
classification,3,disp_lag5,displacement_kinematics,0.0004872287509705942,0.004918644003043323,25.0,0.3363673397694466
classification,3,Rain_cum30_lag2,cumulative_rainfall,0.0004840046669171206,0.0048860964128952964,26.0,0.8521026925733098
classification,3,disp_lag1,displacement_kinematics,0.000376143229489789,0.0037972197583367967,27.0,0.3708898238813952
classification,3,disp_lag4,displacement_kinematics,0.00035115101423948856,0.0035449197669697495,28.0,0.5324561884247215
classification,3,disp_rate_lag1,displacement_kinematics,0.00032117777322686683,0.003242335607342844,29.0,-0.12392811501241241
classification,3,RWL_lag4,raw_environment,0.0002705938068055975,0.0027316832236473315,30.0,-0.028786075344931855
classification,3,GWT_rate_lag1,environmental_rates,0.0002600321099790054,0.0026250613819465032,31.0,-0.02044161905580646
classification,3,station_MJ1,station_identity,0.00025170209483698,0.002540968686386228,32.0,
classification,3,Rain_cum30_lag3,cumulative_rainfall,0.00015684635906544343,0.0015833864522148936,33.0,0.6769146594250065
classification,3,GWT_rate_lag2,environmental_rates,0.00014074768570856487,0.001420868039649903,34.0,-0.3554416016333137
classification,3,GWT_rate_lag5,environmental_rates,0.00013702571084652477,0.001383294170500797,35.0,-0.10448574758755053
classification,3,disp_rate_lag2,displacement_kinematics,0.00012497108920242855,0.001261601039008504,36.0,-0.07613448245092973
classification,3,GWT_rate_lag3,environmental_rates,9.442512246555649e-05,0.0009532351311917375,37.0,-0.3380495836879848
classification,3,minT_lag2,raw_environment,4.138494286791245e-05,0.00041778692379718265,38.0,-0.21099357981818775
classification,3,RWL_lag1,raw_environment,2.7989452558923434e-05,0.0002825575311456182,39.0,0.716069227381976
classification,3,Rain_cum15_lag5,cumulative_rainfall,2.745060982759356e-05,0.00027711783662069656,40.0,0.5302474975384365
classification,3,RWL_lag2,raw_environment,1.0550914152430104e-05,0.00010651298906128663,41.0,0.18377456736375336
classification,3,aveT_lag2,raw_environment,9.67075140844111e-06,9.76276201379636e-05,42.0,-0.28542502224486827
classification,3,minT_lag4,raw_environment,5.474426141634729e-06,5.5265115734683664e-05,43.0,-0.3230873132399152
classification,3,RWL_rate_lag5,environmental_rates,4.931716690165415e-06,4.978638611631273e-05,44.0,0.24284083183978605
classification,3,RH_lag5,raw_environment,4.294440361253765e-06,4.335299032996282e-05,45.0,0.1791004266340333
classification,3,aveT_lag3,raw_environment,2.586222346543033e-06,2.6108284886760007e-05,46.0,-0.23053913977744445
classification,3,aveT_lag5,raw_environment,0.0,0.0,67.5,
classification,3,aveT_lag1,raw_environment,0.0,0.0,67.5,
classification,3,Rainfall_lag5,raw_environment,0.0,0.0,67.5,
classification,3,maxT_lag1,raw_environment,0.0,0.0,67.5,
classification,3,DP_lag1,raw_environment,0.0,0.0,67.5,
classification,3,minT_lag1,raw_environment,0.0,0.0,67.5,
classification,3,RWL_rate_lag2,environmental_rates,0.0,0.0,67.5,
classification,3,maxT_lag5,raw_environment,0.0,0.0,67.5,
classification,3,RH_lag1,raw_environment,0.0,0.0,67.5,
classification,3,Rain_cum7_lag5,cumulative_rainfall,0.0,0.0,67.5,
classification,3,Rainfall_lag1,raw_environment,0.0,0.0,67.5,
classification,3,station_MJ3,station_identity,0.0,0.0,67.5,
classification,3,station_ATU1,station_identity,0.0,0.0,67.5,
classification,3,station_ATU2,station_identity,0.0,0.0,67.5,
classification,3,station_ATU3,station_identity,0.0,0.0,67.5,
classification,3,minT_lag5,raw_environment,0.0,0.0,67.5,
classification,3,RWL_rate_lag1,environmental_rates,0.0,0.0,67.5,
classification,3,DP_lag4,raw_environment,0.0,0.0,67.5,
classification,3,Rain_cum7_lag4,cumulative_rainfall,0.0,0.0,67.5,
classification,3,Rain_cum7_lag2,cumulative_rainfall,0.0,0.0,67.5,
classification,3,Rain_cum15_lag2,cumulative_rainfall,0.0,0.0,67.5,
classification,3,DP_lag2,raw_environment,0.0,0.0,67.5,
classification,3,maxT_lag2,raw_environment,0.0,0.0,67.5,
classification,3,Rainfall_lag3,raw_environment,0.0,0.0,67.5,
classification,3,Rainfall_lag2,raw_environment,0.0,0.0,67.5,
classification,3,minT_lag3,raw_environment,0.0,0.0,67.5,
classification,3,maxT_lag3,raw_environment,0.0,0.0,67.5,
classification,3,DP_lag3,raw_environment,0.0,0.0,67.5,
classification,3,RH_lag3,raw_environment,0.0,0.0,67.5,
classification,3,station_ATU4,station_identity,0.0,0.0,67.5,
classification,3,Rain_cum7_lag3,cumulative_rainfall,0.0,0.0,67.5,
classification,3,Rain_cum15_lag3,cumulative_rainfall,0.0,0.0,67.5,
classification,3,Rain_cum15_lag1,cumulative_rainfall,0.0,0.0,67.5,
classification,3,Rainfall_lag4,raw_environment,0.0,0.0,67.5,
classification,3,Rain_cum7_lag1,cumulative_rainfall,0.0,0.0,67.5,
classification,3,aveT_lag4,raw_environment,0.0,0.0,67.5,
classification,3,maxT_lag4,raw_environment,0.0,0.0,67.5,
classification,3,RH_lag2,raw_environment,0.0,0.0,67.5,
classification,3,RH_lag4,raw_environment,0.0,0.0,67.5,
classification,3,RWL_rate_lag4,environmental_rates,0.0,0.0,67.5,
classification,3,Rain_cum15_lag4,cumulative_rainfall,0.0,0.0,67.5,
classification,3,RWL_rate_lag3,environmental_rates,0.0,0.0,67.5,
regression,4,disp_rate_lag1,displacement_kinematics,0.13952294954406158,0.7654984465070778,1.0,0.998005251075336
regression,4,disp_rate_lag2,displacement_kinematics,0.028201765965440745,0.15473015805534854,2.0,0.9870045096292005
regression,4,disp_accel_lag1,displacement_kinematics,0.004683145139766787,0.025694269946081646,3.0,0.9179857436414052
regression,4,disp_rate_lag4,displacement_kinematics,0.0028379165789265063,0.015570346954275557,4.0,0.7237984991868209
regression,4,disp_rate_lag3,displacement_kinematics,0.0019894388169129197,0.010915138539891464,5.0,0.7140522197894229
regression,4,disp_accel_lag5,displacement_kinematics,0.0012159031922594123,0.006671103268811254,6.0,0.45228017037272855
regression,4,disp_accel_lag2,displacement_kinematics,0.0007525335058773888,0.004128806275785793,7.0,0.6744595636509423
regression,4,disp_rate_lag5,displacement_kinematics,0.0004998187497072365,0.0027422762899315745,8.0,-0.9232523746568575
regression,4,disp_accel_lag3,displacement_kinematics,0.000477907028269409,0.002622056721926702,9.0,0.44254019443476794
regression,4,Rain_cum30_lag4,cumulative_rainfall,0.00023946301195149392,0.0013138237418560683,10.0,-0.11542730009126702
regression,4,GWT_lag2,raw_environment,0.00017261730960189034,0.0009470720248696352,11.0,0.07606523952505825
regression,4,GWT_lag3,raw_environment,0.00015246130916443592,0.0008364852929155868,12.0,0.20418074919828313
regression,4,disp_accel_lag4,displacement_kinematics,0.0001508079147722785,0.0008274138760426206,13.0,-0.3598277998670574
regression,4,station_ATU4,station_identity,0.00013841503880731435,0.0007594198483221915,14.0,
regression,4,GWT_lag5,raw_environment,0.0001278330209715163,0.000701361168795384,15.0,0.15654270561381592
regression,4,DP_lag4,raw_environment,7.374922862512284e-05,0.0004046282000782838,16.0,0.6314686856268903
regression,4,RWL_rate_lag3,environmental_rates,6.947753257680618e-05,0.00038119136262879913,17.0,0.4784847792489635
regression,4,Rain_cum30_lag3,cumulative_rainfall,6.531640144525622e-05,0.00035836114417855204,18.0,-0.11680511643970756
regression,4,DP_lag3,raw_environment,5.646023695156695e-05,0.0003097714305573578,19.0,0.29954203395806467
regression,4,RWL_lag4,raw_environment,5.411841087414602e-05,0.0002969229047047033,20.0,-0.49246809806677
regression,4,disp_lag4,displacement_kinematics,4.927218058990338e-05,0.00027033386135286576,21.0,0.7185322698471801
regression,4,Rain_cum15_lag5,cumulative_rainfall,4.069548759380665e-05,0.00022327747968852314,22.0,0.28474883217775976
regression,4,minT_lag4,raw_environment,3.9956013352751456e-05,0.00021922032361054768,23.0,-0.7813070293837846
regression,4,RWL_lag3,raw_environment,3.48807417802516e-05,0.00019137463573592854,24.0,-0.5203377898597911
regression,4,Rain_cum15_lag4,cumulative_rainfall,3.3898186598639155e-05,0.00018598380600082267,25.0,0.4988756704209406
