horizon,substep,coordinate,mask,beta,x,gap,delta_plastic_mm,original_x_tolerance_allows,frozen_plastic_gate_pass
1,11,0,15,0.0012848438919450848,0,1297.1684502989845,0,True,True
1,11,1,15,0.0020616428621014738,0,5.1006678433657342,0,True,True
1,11,2,15,0.00028605975644925379,0,671.05464997962622,0,True,True
1,11,3,15,0.030303030303030297,0,122.90321185531512,0,True,True
1,12,0,15,0.0012848438919450848,0,1297.2653029524411,0,True,True
1,12,1,15,0.0020616428621014738,0,4.9804438292540727,0,True,True
1,12,2,15,0.00028605975644925379,0,671.04398075071356,0,True,True
1,12,3,15,0.030303030303030297,0,122.230480829985,0,True,True
1,13,0,15,0.0012848438919450848,0,1297.3617743388811,0,True,True
1,13,1,15,0.0020616428621014738,0,4.860565422577583,0,True,True
1,13,2,15,0.00028605975644925379,0,671.0333333070962,0,True,True
1,13,3,15,0.030303030303030297,0,121.5577679645765,0,True,True
1,14,0,15,0.0012848438919450848,0,1297.457864723991,0,True,True
1,14,1,15,0.0020616428621014738,0,4.7410324011344276,0,True,True
1,14,2,15,0.00028605975644925379,0,671.02270697985546,0,True,True
1,14,3,15,0.030303030303030297,0,120.88507392580159,0,True,True
1,15,0,15,0.0012848438919450848,0,1297.5535743736668,0,True,True
1,15,1,15,0.0020616428621014738,0,4.6218445424776711,0,True,True
1,15,2,15,0.00028605975644925379,0,671.01210112034573,0,True,True
1,15,3,15,0.030303030303030297,0,120.21239936009491,0,True,True
1,16,0,15,0.0012848438919450848,0,1297.6489035540153,0,True,True
1,16,1,15,0.0020616428621014738,0,4.5030016239149644,0,True,True
1,16,2,15,0.00028605975644925379,0,671.00151509958209,0,True,True
1,16,3,15,0.030303030303030297,0,119.53974489422465,0,True,True
1,17,0,15,0.0012848438919450848,0,1297.7438525313567,0,True,True
1,17,1,15,0.0020616428621014738,0,4.3845034225052064,0,True,True
1,17,2,15,0.00028605975644925379,0,670.99094830764341,0,True,True
1,17,3,15,0.030303030303030297,0,118.86711113589033,0,True,True
1,18,0,15,0.0012848438919450848,0,1297.838421572214,0,True,True
1,18,1,15,0.0020616428621014738,0,4.2663497150688432,0,True,True
1,18,2,15,0.00028605975644925379,0,670.98040015309505,0,True,True
1,18,3,15,0.030303030303030297,0,118.19449867430417,0,True,True
1,19,0,15,0.0012848438919450848,0,1297.9326109433198,0,True,True
1,19,1,15,0.0020616428621014738,0,4.148540278180942,0,True,True
1,19,2,15,0.00028605975644925379,0,670.96987006242853,0,True,True
1,19,3,15,0.030303030303030297,0,117.52190808074424,0,True,True
1,20,0,15,0.0012848438919450848,0,1298.0264209116131,0,True,True
1,20,1,15,0.0020616428621014738,0,4.0310748881761711,0,True,True
1,20,2,15,0.00028605975644925379,0,670.9593574795183,0,True,True
