前缀,d30变化,d90变化,d180变化,d293变化
612,14.477577547249961,26.68462206044176,12.933420165630803,0.0
792,8.136520514324822,12.591514278026084,7.17944346091097,0.0
972,1.2978364042445196,2.414274543064252,2.8486932031369223,0.0
1168,1.545142185776859,2.4491896030878224,3.539854564267489,0.0
