前缀,1—30日,31—90日,91—180日,181—293日,完整293日
792,7.987133792454907,15.311881316954182,23.829565990672624,27.23236060538301,22.907124080471455
972,1.456294359607248,2.2919134095499567,3.7200272854762106,7.9150414616272835,5.5340821410410435
1168,1.423929767699057,1.3707777576835893,3.343828023390625,11.57475057839247,7.540028689640435
