figure,point,model_rmse,bplus_rmse,fitted_days,predicted_days
TCN_DIRECT_COND,ATU1,70.451803617995949,8.0682459891575906,1168,293
TCN_DIRECT_COND,ATU5,68.467254558289369,9.1150067099766563,1168,293
TCN_DIRECT_COND,MJ3,21.31365510166161,13.016273948901418,1168,293
TCN_DIRECT_COND,MJ1,12.78071355235172,6.2971662230627254,1168,293
TCN_BRES_COND,ATU1,11.979383083846123,8.0682459891575906,1168,293
TCN_BRES_COND,ATU5,15.645835078904677,9.1150067099766563,1168,293
TCN_BRES_COND,MJ3,15.132215715187783,13.016273948901418,1168,293
TCN_BRES_COND,MJ1,8.6908037170566104,6.2971662230627254,1168,293
