point,BPLUS_CONTINUOUS,DRIFT1,RR_COND,TCN_BRES_COND,TCN_DIRECT_COND
ATU1,8.0682459891575906,19.244197895113508,12.20026770917112,11.979383083846123,70.451803617995949
ATU5,9.1150067099766563,6.9817034172927084,14.345710269854919,15.645835078904677,68.467254558289369
MJ3,13.016273948901418,12.334873689346734,17.030816367209294,15.132215715187783,21.31365510166161
MJ1,6.2971662230627254,13.350163123557047,5.7760603298007736,8.6908037170566104,12.78071355235172
