origin,seed,point,metric,factor,effect,TiDE_KIN,TiDE_CAL,TiDE_HCAL
792,1,ATU5,rmse,TiDE_HCAL__minus__TiDE_CAL,-0.89335658718501776,34.296334934060567,25.155114781213506,24.261758194028488
792,1,ATU5,crps,TiDE_CAL__minus__TiDE_KIN,-2.2072743317563841,26.454829417029529,24.247555085273145,24.061213623177373
792,1,ATU5,crps,TiDE_HCAL__minus__TiDE_KIN,-2.3936157938521561,26.454829417029529,24.247555085273145,24.061213623177373
792,1,ATU5,crps,TiDE_HCAL__minus__TiDE_CAL,-0.18634146209577196,26.454829417029529,24.247555085273145,24.061213623177373
792,1,ATU5,interval_score90,TiDE_CAL__minus__TiDE_KIN,0,303.23100634932035,303.23100634932035,303.23100634932035
792,1,ATU5,interval_score90,TiDE_HCAL__minus__TiDE_KIN,0,303.23100634932035,303.23100634932035,303.23100634932035
792,1,ATU5,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0,303.23100634932035,303.23100634932035,303.23100634932035
792,1,ATU5,coverage90,TiDE_CAL__minus__TiDE_KIN,0,1,1,1
792,1,ATU5,coverage90,TiDE_HCAL__minus__TiDE_KIN,0,1,1,1
792,1,ATU5,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,1,1
792,1,ATU5,width90,TiDE_CAL__minus__TiDE_KIN,0,303.23100634932035,303.23100634932035,303.23100634932035
792,1,ATU5,width90,TiDE_HCAL__minus__TiDE_KIN,0,303.23100634932035,303.23100634932035,303.23100634932035
792,1,ATU5,width90,TiDE_HCAL__minus__TiDE_CAL,0,303.23100634932035,303.23100634932035,303.23100634932035
792,1,MJ3,mae,TiDE_CAL__minus__TiDE_KIN,-2.3521036330532468,12.441118967673702,10.089015334620456,10.258428955922597
792,1,MJ3,mae,TiDE_HCAL__minus__TiDE_KIN,-2.1826900117511059,12.441118967673702,10.089015334620456,10.258428955922597
792,1,MJ3,mae,TiDE_HCAL__minus__TiDE_CAL,0.16941362130214088,12.441118967673702,10.089015334620456,10.258428955922597
792,1,MJ3,rmse,TiDE_CAL__minus__TiDE_KIN,-5.3639126910470996,17.117788503587931,11.753875812540832,11.786427503280679
792,1,MJ3,rmse,TiDE_HCAL__minus__TiDE_KIN,-5.3313610003072522,17.117788503587931,11.753875812540832,11.786427503280679
792,1,MJ3,rmse,TiDE_HCAL__minus__TiDE_CAL,0.032551690739847317,17.117788503587931,11.753875812540832,11.786427503280679
792,1,MJ3,crps,TiDE_CAL__minus__TiDE_KIN,-1.5127669217325757,11.750793866572021,10.238026944839445,10.246286714797019
792,1,MJ3,crps,TiDE_HCAL__minus__TiDE_KIN,-1.5045071517750017,11.750793866572021,10.238026944839445,10.246286714797019
792,1,MJ3,crps,TiDE_HCAL__minus__TiDE_CAL,0.0082597699575739369,11.750793866572021,10.238026944839445,10.246286714797019
792,1,MJ3,interval_score90,TiDE_CAL__minus__TiDE_KIN,0,123.8417148585545,123.8417148585545,123.8417148585545
792,1,MJ3,interval_score90,TiDE_HCAL__minus__TiDE_KIN,0,123.8417148585545,123.8417148585545,123.8417148585545
792,1,MJ3,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0,123.8417148585545,123.8417148585545,123.8417148585545
792,1,MJ3,coverage90,TiDE_CAL__minus__TiDE_KIN,0,1,1,1
792,1,MJ3,coverage90,TiDE_HCAL__minus__TiDE_KIN,0,1,1,1
792,1,MJ3,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,1,1
792,1,MJ3,width90,TiDE_CAL__minus__TiDE_KIN,0,123.8417148585545,123.8417148585545,123.8417148585545
792,1,MJ3,width90,TiDE_HCAL__minus__TiDE_KIN,0,123.8417148585545,123.8417148585545,123.8417148585545
792,1,MJ3,width90,TiDE_HCAL__minus__TiDE_CAL,0,123.8417148585545,123.8417148585545,123.8417148585545
792,1,MJ1,mae,TiDE_CAL__minus__TiDE_KIN,2.7817214570442648,8.3299010916361276,11.111622548680392,11.170376009993067
792,1,MJ1,mae,TiDE_HCAL__minus__TiDE_KIN,2.8404749183569393,8.3299010916361276,11.111622548680392,11.170376009993067
792,1,MJ1,mae,TiDE_HCAL__minus__TiDE_CAL,0.05875346131267456,8.3299010916361276,11.111622548680392,11.170376009993067
792,1,MJ1,rmse,TiDE_CAL__minus__TiDE_KIN,1.8522882422954847,10.846564787747779,12.698853030043264,12.880808791776621
792,1,MJ1,rmse,TiDE_HCAL__minus__TiDE_KIN,2.0342440040288423,10.846564787747779,12.698853030043264,12.880808791776621
792,1,MJ1,rmse,TiDE_HCAL__minus__TiDE_CAL,0.18195576173335759,10.846564787747779,12.698853030043264,12.880808791776621
792,1,MJ1,crps,TiDE_CAL__minus__TiDE_KIN,0.19943272390377942,20.924244720713915,21.123677444617694,21.144831475431246
792,1,MJ1,crps,TiDE_HCAL__minus__TiDE_KIN,0.22058675471733125,20.924244720713915,21.123677444617694,21.144831475431246
792,1,MJ1,crps,TiDE_HCAL__minus__TiDE_CAL,0.021154030813551827,20.924244720713915,21.123677444617694,21.144831475431246
792,1,MJ1,interval_score90,TiDE_CAL__minus__TiDE_KIN,0,287.00862975206053,287.00862975206053,287.00862975206053
792,1,MJ1,interval_score90,TiDE_HCAL__minus__TiDE_KIN,0,287.00862975206053,287.00862975206053,287.00862975206053
792,1,MJ1,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0,287.00862975206053,287.00862975206053,287.00862975206053
792,1,MJ1,coverage90,TiDE_CAL__minus__TiDE_KIN,0,1,1,1
792,1,MJ1,coverage90,TiDE_HCAL__minus__TiDE_KIN,0,1,1,1
792,1,MJ1,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,1,1
792,1,MJ1,width90,TiDE_CAL__minus__TiDE_KIN,0,287.00862975206053,287.00862975206053,287.00862975206053
792,1,MJ1,width90,TiDE_HCAL__minus__TiDE_KIN,0,287.00862975206053,287.00862975206053,287.00862975206053
792,1,MJ1,width90,TiDE_HCAL__minus__TiDE_CAL,0,287.00862975206053,287.00862975206053,287.00862975206053
792,2,average,mae,TiDE_CAL__minus__TiDE_KIN,21.20828869835907,44.276784302746051,65.485073001105121,64.912867806780213
792,2,average,mae,TiDE_HCAL__minus__TiDE_KIN,20.636083504034161,44.276784302746051,65.485073001105121,64.912867806780213
792,2,average,mae,TiDE_HCAL__minus__TiDE_CAL,-0.57220519432490846,44.276784302746051,65.485073001105121,64.912867806780213
792,2,average,rmse,TiDE_CAL__minus__TiDE_KIN,21.996338694613023,47.13048892371139,69.126827618324413,68.878095125262604
792,2,average,rmse,TiDE_HCAL__minus__TiDE_KIN,21.747606201551214,47.13048892371139,69.126827618324413,68.878095125262604
792,2,average,rmse,TiDE_HCAL__minus__TiDE_CAL,-0.24873249306180867,47.13048892371139,69.126827618324413,68.878095125262604
792,2,average,crps,TiDE_CAL__minus__TiDE_KIN,14.365634937402035,34.118027646372937,48.483662583774972,48.332754215101005
792,2,average,crps,TiDE_HCAL__minus__TiDE_KIN,14.214726568728068,34.118027646372937,48.483662583774972,48.332754215101005
792,2,average,crps,TiDE_HCAL__minus__TiDE_CAL,-0.15090836867396717,34.118027646372937,48.483662583774972,48.332754215101005
792,2,average,interval_score90,TiDE_CAL__minus__TiDE_KIN,96.07814494438648,232.95112996780986,329.02927491219634,329.02769279609538
792,2,average,interval_score90,TiDE_HCAL__minus__TiDE_KIN,96.076562828285518,232.95112996780986,329.02927491219634,329.02769279609538
792,2,average,interval_score90,TiDE_HCAL__minus__TiDE_CAL,-0.0015821161009625939,232.95112996780986,329.02927491219634,329.02769279609538
792,2,average,coverage90,TiDE_CAL__minus__TiDE_KIN,-0.21757679180887368,0.97184300341296925,0.75426621160409557,0.75426621160409557
792,2,average,coverage90,TiDE_HCAL__minus__TiDE_KIN,-0.21757679180887368,0.97184300341296925,0.75426621160409557,0.75426621160409557
792,2,average,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,0.97184300341296925,0.75426621160409557,0.75426621160409557
792,2,average,width90,TiDE_CAL__minus__TiDE_KIN,0,229.41683515656851,229.41683515656851,229.41683515656851
792,2,average,width90,TiDE_HCAL__minus__TiDE_KIN,0,229.41683515656851,229.41683515656851,229.41683515656851
792,2,average,width90,TiDE_HCAL__minus__TiDE_CAL,0,229.41683515656851,229.41683515656851,229.41683515656851
792,2,ATU1,mae,TiDE_CAL__minus__TiDE_KIN,32.367330698987459,74.167407475067989,106.53473817405545,106.37709245146755
792,2,ATU1,mae,TiDE_HCAL__minus__TiDE_KIN,32.209684976399558,74.167407475067989,106.53473817405545,106.37709245146755
792,2,ATU1,mae,TiDE_HCAL__minus__TiDE_CAL,-0.1576457225879011,74.167407475067989,106.53473817405545,106.37709245146755
792,2,ATU1,rmse,TiDE_CAL__minus__TiDE_KIN,34.486263345086769,78.597916040117198,113.08417938520397,113.04303994367244
792,2,ATU1,rmse,TiDE_HCAL__minus__TiDE_KIN,34.445123903555242,78.597916040117198,113.08417938520397,113.04303994367244
792,2,ATU1,rmse,TiDE_HCAL__minus__TiDE_CAL,-0.041139441531527154,78.597916040117198,113.08417938520397,113.04303994367244
792,2,ATU1,crps,TiDE_CAL__minus__TiDE_KIN,28.542603535391372,48.614923065408298,77.15752660079967,77.100330385648846
792,2,ATU1,crps,TiDE_HCAL__minus__TiDE_KIN,28.485407320240547,48.614923065408298,77.15752660079967,77.100330385648846
792,2,ATU1,crps,TiDE_HCAL__minus__TiDE_CAL,-0.057196215150824514,48.614923065408298,77.15752660079967,77.100330385648846
792,2,ATU1,interval_score90,TiDE_CAL__minus__TiDE_KIN,340.52157100793033,217.7231689113041,558.24473991923446,558.23869237137797
792,2,ATU1,interval_score90,TiDE_HCAL__minus__TiDE_KIN,340.51552346007384,217.7231689113041,558.24473991923446,558.23869237137797
792,2,ATU1,interval_score90,TiDE_HCAL__minus__TiDE_CAL,-0.0060475478564967489,217.7231689113041,558.24473991923446,558.23869237137797
792,2,ATU1,coverage90,TiDE_CAL__minus__TiDE_KIN,-0.59385665529010234,0.88737201365187712,0.29351535836177473,0.29351535836177473
792,2,ATU1,coverage90,TiDE_HCAL__minus__TiDE_KIN,-0.59385665529010234,0.88737201365187712,0.29351535836177473,0.29351535836177473
792,2,ATU1,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,0.88737201365187712,0.29351535836177473,0.29351535836177473
792,2,ATU1,width90,TiDE_CAL__minus__TiDE_KIN,0,203.58598966633872,203.58598966633872,203.58598966633872
792,2,ATU1,width90,TiDE_HCAL__minus__TiDE_KIN,0,203.58598966633872,203.58598966633872,203.58598966633872
792,2,ATU1,width90,TiDE_HCAL__minus__TiDE_CAL,0,203.58598966633872,203.58598966633872,203.58598966633872
792,2,ATU5,mae,TiDE_CAL__minus__TiDE_KIN,33.307885022105822,92.140396987051346,125.44828200915717,124.28150839439726
792,2,ATU5,mae,TiDE_HCAL__minus__TiDE_KIN,32.141111407345917,92.140396987051346,125.44828200915717,124.28150839439726
792,2,ATU5,mae,TiDE_HCAL__minus__TiDE_CAL,-1.1667736147599044,92.140396987051346,125.44828200915717,124.28150839439726
792,2,ATU5,rmse,TiDE_CAL__minus__TiDE_KIN,34.608435562110216,96.965722061480975,131.57415762359119,131.16505544832393
792,2,ATU5,rmse,TiDE_HCAL__minus__TiDE_KIN,34.199333386842952,96.965722061480975,131.57415762359119,131.16505544832393
792,2,ATU5,rmse,TiDE_HCAL__minus__TiDE_CAL,-0.40910217526726456,96.965722061480975,131.57415762359119,131.16505544832393
792,2,ATU5,crps,TiDE_CAL__minus__TiDE_KIN,26.122418539392122,58.135280038999333,84.257698578391455,83.815989263248255
792,2,ATU5,crps,TiDE_HCAL__minus__TiDE_KIN,25.680709224248922,58.135280038999333,84.257698578391455,83.815989263248255
792,2,ATU5,crps,TiDE_HCAL__minus__TiDE_CAL,-0.44170931514319989,58.135280038999333,84.257698578391455,83.815989263248255
792,2,ATU5,interval_score90,TiDE_CAL__minus__TiDE_KIN,43.79100876961536,303.23100634932035,347.02201511893571,347.0217342023887
792,2,ATU5,interval_score90,TiDE_HCAL__minus__TiDE_KIN,43.790727853068347,303.23100634932035,347.02201511893571,347.0217342023887
792,2,ATU5,interval_score90,TiDE_HCAL__minus__TiDE_CAL,-0.0002809165470125663,303.23100634932035,347.02201511893571,347.0217342023887
792,2,ATU5,coverage90,TiDE_CAL__minus__TiDE_KIN,-0.2764505119453925,1,0.7235494880546075,0.7235494880546075
792,2,ATU5,coverage90,TiDE_HCAL__minus__TiDE_KIN,-0.2764505119453925,1,0.7235494880546075,0.7235494880546075
792,2,ATU5,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,0.7235494880546075,0.7235494880546075
792,2,ATU5,width90,TiDE_CAL__minus__TiDE_KIN,0,303.23100634932035,303.23100634932035,303.23100634932035
792,2,ATU5,width90,TiDE_HCAL__minus__TiDE_KIN,0,303.23100634932035,303.23100634932035,303.23100634932035
792,2,ATU5,width90,TiDE_HCAL__minus__TiDE_CAL,0,303.23100634932035,303.23100634932035,303.23100634932035
792,2,MJ3,mae,TiDE_CAL__minus__TiDE_KIN,8.737782538022369,2.902501795313202,11.640284333335572,11.451745094084874
792,2,MJ3,mae,TiDE_HCAL__minus__TiDE_KIN,8.5492432987716711,2.902501795313202,11.640284333335572,11.451745094084874
792,2,MJ3,mae,TiDE_HCAL__minus__TiDE_CAL,-0.18853923925069793,2.902501795313202,11.640284333335572,11.451745094084874
792,2,MJ3,rmse,TiDE_CAL__minus__TiDE_KIN,8.2805067855621424,4.1529800412424382,12.433486826804581,12.321413947295714
792,2,MJ3,rmse,TiDE_HCAL__minus__TiDE_KIN,8.1684339060532754,4.1529800412424382,12.433486826804581,12.321413947295714
792,2,MJ3,rmse,TiDE_HCAL__minus__TiDE_CAL,-0.11207287950886702,4.1529800412424382,12.433486826804581,12.321413947295714
792,2,MJ3,crps,TiDE_CAL__minus__TiDE_KIN,1.4371095880768419,8.9792577809064831,10.416367368983325,10.387297205006879
792,2,MJ3,crps,TiDE_HCAL__minus__TiDE_KIN,1.4080394241003962,8.9792577809064831,10.416367368983325,10.387297205006879
792,2,MJ3,crps,TiDE_HCAL__minus__TiDE_CAL,-0.029070163976445684,8.9792577809064831,10.416367368983325,10.387297205006879
792,2,MJ3,interval_score90,TiDE_CAL__minus__TiDE_KIN,0,123.8417148585545,123.8417148585545,123.8417148585545
792,2,MJ3,interval_score90,TiDE_HCAL__minus__TiDE_KIN,0,123.8417148585545,123.8417148585545,123.8417148585545
792,2,MJ3,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0,123.8417148585545,123.8417148585545,123.8417148585545
792,2,MJ3,coverage90,TiDE_CAL__minus__TiDE_KIN,0,1,1,1
792,2,MJ3,coverage90,TiDE_HCAL__minus__TiDE_KIN,0,1,1,1
792,2,MJ3,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,1,1
792,2,MJ3,width90,TiDE_CAL__minus__TiDE_KIN,0,123.8417148585545,123.8417148585545,123.8417148585545
792,2,MJ3,width90,TiDE_HCAL__minus__TiDE_KIN,0,123.8417148585545,123.8417148585545,123.8417148585545
792,2,MJ3,width90,TiDE_HCAL__minus__TiDE_CAL,0,123.8417148585545,123.8417148585545,123.8417148585545
792,2,MJ1,mae,TiDE_CAL__minus__TiDE_KIN,10.420156534320666,7.8968309535516479,18.316987487872314,17.541125287171145
792,2,MJ1,mae,TiDE_HCAL__minus__TiDE_KIN,9.6442943336194968,7.8968309535516479,18.316987487872314,17.541125287171145
792,2,MJ1,mae,TiDE_HCAL__minus__TiDE_CAL,-0.77586220070116951,7.8968309535516479,18.316987487872314,17.541125287171145
792,2,MJ1,rmse,TiDE_CAL__minus__TiDE_KIN,10.610149085692957,8.8053375520049357,19.415486637697892,18.982871161758343
792,2,MJ1,rmse,TiDE_HCAL__minus__TiDE_KIN,10.177533609753407,8.8053375520049357,19.415486637697892,18.982871161758343
792,2,MJ1,rmse,TiDE_HCAL__minus__TiDE_CAL,-0.4326154759395493,8.8053375520049357,19.415486637697892,18.982871161758343
792,2,MJ1,crps,TiDE_CAL__minus__TiDE_KIN,1.3604080867478068,20.742649700177651,22.103057786925458,22.027400006500024
792,2,MJ1,crps,TiDE_HCAL__minus__TiDE_KIN,1.2847503063223726,20.742649700177651,22.103057786925458,22.027400006500024
792,2,MJ1,crps,TiDE_HCAL__minus__TiDE_CAL,-0.07565778042543414,20.742649700177651,22.103057786925458,22.027400006500024
792,2,MJ1,interval_score90,TiDE_CAL__minus__TiDE_KIN,0,287.00862975206053,287.00862975206053,287.00862975206053
792,2,MJ1,interval_score90,TiDE_HCAL__minus__TiDE_KIN,0,287.00862975206053,287.00862975206053,287.00862975206053
792,2,MJ1,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0,287.00862975206053,287.00862975206053,287.00862975206053
792,2,MJ1,coverage90,TiDE_CAL__minus__TiDE_KIN,0,1,1,1
792,2,MJ1,coverage90,TiDE_HCAL__minus__TiDE_KIN,0,1,1,1
792,2,MJ1,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,1,1
792,2,MJ1,width90,TiDE_CAL__minus__TiDE_KIN,0,287.00862975206053,287.00862975206053,287.00862975206053
792,2,MJ1,width90,TiDE_HCAL__minus__TiDE_KIN,0,287.00862975206053,287.00862975206053,287.00862975206053
792,2,MJ1,width90,TiDE_HCAL__minus__TiDE_CAL,0,287.00862975206053,287.00862975206053,287.00862975206053
972,ensemble,average,mae,TiDE_CAL__minus__TiDE_KIN,12.392240019546982,4.5060803398446163,16.898320359391597,18.004682030184338
972,ensemble,average,mae,TiDE_HCAL__minus__TiDE_KIN,13.498601690339722,4.5060803398446163,16.898320359391597,18.004682030184338
972,ensemble,average,mae,TiDE_HCAL__minus__TiDE_CAL,1.1063616707927402,4.5060803398446163,16.898320359391597,18.004682030184338
972,ensemble,average,rmse,TiDE_CAL__minus__TiDE_KIN,12.450133852410261,5.5340821410410443,17.984215993451304,19.006907597075426
972,ensemble,average,rmse,TiDE_HCAL__minus__TiDE_KIN,13.472825456034382,5.5340821410410443,17.984215993451304,19.006907597075426
972,ensemble,average,rmse,TiDE_HCAL__minus__TiDE_CAL,1.0226916036241214,5.5340821410410443,17.984215993451304,19.006907597075426
972,ensemble,average,crps,TiDE_CAL__minus__TiDE_KIN,6.4091310189751995,7.403384298644121,13.81251531761932,14.141273030970563
972,ensemble,average,crps,TiDE_HCAL__minus__TiDE_KIN,6.737888732326442,7.403384298644121,13.81251531761932,14.141273030970563
972,ensemble,average,crps,TiDE_HCAL__minus__TiDE_CAL,0.32875771335124249,7.403384298644121,13.81251531761932,14.141273030970563
972,ensemble,average,interval_score90,TiDE_CAL__minus__TiDE_KIN,54.090911110369504,101.8712640804434,155.9621751908129,156.08287231143848
972,ensemble,average,interval_score90,TiDE_HCAL__minus__TiDE_KIN,54.211608230995083,101.8712640804434,155.9621751908129,156.08287231143848
972,ensemble,average,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0.12069712062557869,101.8712640804434,155.9621751908129,156.08287231143848
972,ensemble,average,coverage90,TiDE_CAL__minus__TiDE_KIN,0.12883959044368598,0.87116040955631402,1,1
972,ensemble,average,coverage90,TiDE_HCAL__minus__TiDE_KIN,0.12883959044368598,0.87116040955631402,1,1
972,ensemble,average,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,0.87116040955631402,1,1
972,ensemble,average,width90,TiDE_CAL__minus__TiDE_KIN,77.569879093938255,78.392296096874645,155.9621751908129,156.08287231143848
972,ensemble,average,width90,TiDE_HCAL__minus__TiDE_KIN,77.690576214563833,78.392296096874645,155.9621751908129,156.08287231143848
972,ensemble,average,width90,TiDE_HCAL__minus__TiDE_CAL,0.12069712062557869,78.392296096874645,155.9621751908129,156.08287231143848
972,ensemble,ATU1,mae,TiDE_CAL__minus__TiDE_KIN,25.608812140983801,2.0190747067655237,27.627886847749323,30.337180630785202
972,ensemble,ATU1,mae,TiDE_HCAL__minus__TiDE_KIN,28.31810592401968,2.0190747067655237,27.627886847749323,30.337180630785202
972,ensemble,ATU1,mae,TiDE_HCAL__minus__TiDE_CAL,2.7092937830358785,2.0190747067655237,27.627886847749323,30.337180630785202
972,ensemble,ATU1,rmse,TiDE_CAL__minus__TiDE_KIN,27.19944886208895,2.3676720935071289,29.567120955596078,32.302794390120319
972,ensemble,ATU1,rmse,TiDE_HCAL__minus__TiDE_KIN,29.935122296613191,2.3676720935071289,29.567120955596078,32.302794390120319
972,ensemble,ATU1,rmse,TiDE_HCAL__minus__TiDE_CAL,2.7356734345242408,2.3676720935071289,29.567120955596078,32.302794390120319
972,ensemble,ATU1,crps,TiDE_CAL__minus__TiDE_KIN,13.322143241940177,8.2315698699106417,21.553713111850819,22.470634388948774
972,ensemble,ATU1,crps,TiDE_HCAL__minus__TiDE_KIN,14.239064519038132,8.2315698699106417,21.553713111850819,22.470634388948774
972,ensemble,ATU1,crps,TiDE_HCAL__minus__TiDE_CAL,0.91692127709795557,8.2315698699106417,21.553713111850819,22.470634388948774
972,ensemble,ATU1,interval_score90,TiDE_CAL__minus__TiDE_KIN,121.23741633154486,114.97513147516409,236.21254780670895,236.37887339595466
972,ensemble,ATU1,interval_score90,TiDE_HCAL__minus__TiDE_KIN,121.40374192079057,114.97513147516409,236.21254780670895,236.37887339595466
972,ensemble,ATU1,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0.16632558924570162,114.97513147516409,236.21254780670895,236.37887339595466
972,ensemble,ATU1,coverage90,TiDE_CAL__minus__TiDE_KIN,0,1,1,1
972,ensemble,ATU1,coverage90,TiDE_HCAL__minus__TiDE_KIN,0,1,1,1
972,ensemble,ATU1,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,1,1
972,ensemble,ATU1,width90,TiDE_CAL__minus__TiDE_KIN,121.23741633154486,114.97513147516409,236.21254780670895,236.37887339595466
972,ensemble,ATU1,width90,TiDE_HCAL__minus__TiDE_KIN,121.40374192079057,114.97513147516409,236.21254780670895,236.37887339595466
972,ensemble,ATU1,width90,TiDE_HCAL__minus__TiDE_CAL,0.16632558924570162,114.97513147516409,236.21254780670895,236.37887339595466
972,ensemble,ATU5,mae,TiDE_CAL__minus__TiDE_KIN,20.031922520781862,5.2435798915656546,25.275502412347517,26.440315739806643
972,ensemble,ATU5,mae,TiDE_HCAL__minus__TiDE_KIN,21.196735848240987,5.2435798915656546,25.275502412347517,26.440315739806643
972,ensemble,ATU5,mae,TiDE_HCAL__minus__TiDE_CAL,1.1648133274591252,5.2435798915656546,25.275502412347517,26.440315739806643
972,ensemble,ATU5,rmse,TiDE_CAL__minus__TiDE_KIN,20.110992001311722,6.4263268603548003,26.53731886166652,27.491968631105205
972,ensemble,ATU5,rmse,TiDE_HCAL__minus__TiDE_KIN,21.065641770750403,6.4263268603548003,26.53731886166652,27.491968631105205
972,ensemble,ATU5,rmse,TiDE_HCAL__minus__TiDE_CAL,0.95464976943868507,6.4263268603548003,26.53731886166652,27.491968631105205
972,ensemble,ATU5,crps,TiDE_CAL__minus__TiDE_KIN,11.702088961529478,11.078593365562304,22.780682327091782,23.012009520192446
972,ensemble,ATU5,crps,TiDE_HCAL__minus__TiDE_KIN,11.933416154630143,11.078593365562304,22.780682327091782,23.012009520192446
972,ensemble,ATU5,crps,TiDE_HCAL__minus__TiDE_CAL,0.23132719310066463,11.078593365562304,22.780682327091782,23.012009520192446
972,ensemble,ATU5,interval_score90,TiDE_CAL__minus__TiDE_KIN,122.6953351777222,150.91466474882327,273.60999992654547,273.42024171733374
972,ensemble,ATU5,interval_score90,TiDE_HCAL__minus__TiDE_KIN,122.50557696851047,150.91466474882327,273.60999992654547,273.42024171733374
972,ensemble,ATU5,interval_score90,TiDE_HCAL__minus__TiDE_CAL,-0.18975820921173181,150.91466474882327,273.60999992654547,273.42024171733374
972,ensemble,ATU5,coverage90,TiDE_CAL__minus__TiDE_KIN,0,1,1,1
972,ensemble,ATU5,coverage90,TiDE_HCAL__minus__TiDE_KIN,0,1,1,1
972,ensemble,ATU5,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,1,1,1
972,ensemble,ATU5,width90,TiDE_CAL__minus__TiDE_KIN,122.6953351777222,150.91466474882327,273.60999992654547,273.42024171733374
972,ensemble,ATU5,width90,TiDE_HCAL__minus__TiDE_KIN,122.50557696851047,150.91466474882327,273.60999992654547,273.42024171733374
972,ensemble,ATU5,width90,TiDE_HCAL__minus__TiDE_CAL,-0.18975820921173181,150.91466474882327,273.60999992654547,273.42024171733374
972,ensemble,MJ3,mae,TiDE_CAL__minus__TiDE_KIN,-4.6387852713129014,9.2374851843013239,4.5986999129884225,4.5891313398902245
972,ensemble,MJ3,mae,TiDE_HCAL__minus__TiDE_KIN,-4.6483538444110994,9.2374851843013239,4.5986999129884225,4.5891313398902245
972,ensemble,MJ3,mae,TiDE_HCAL__minus__TiDE_CAL,-0.0095685730981980299,9.2374851843013239,4.5986999129884225,4.5891313398902245
972,ensemble,MJ3,rmse,TiDE_CAL__minus__TiDE_KIN,-6.2573273678868366,11.494159400279406,5.2368320323925692,5.2900523012725484
972,ensemble,MJ3,rmse,TiDE_HCAL__minus__TiDE_KIN,-6.2041070990068574,11.494159400279406,5.2368320323925692,5.2900523012725484
972,ensemble,MJ3,rmse,TiDE_HCAL__minus__TiDE_CAL,0.053220268879979216,11.494159400279406,5.2368320323925692,5.2900523012725484
972,ensemble,MJ3,crps,TiDE_CAL__minus__TiDE_KIN,-4.0226059620863808,7.6421193768413511,3.6195134147549703,3.6539618334924238
972,ensemble,MJ3,crps,TiDE_HCAL__minus__TiDE_KIN,-3.9881575433489274,7.6421193768413511,3.6195134147549703,3.6539618334924238
972,ensemble,MJ3,crps,TiDE_HCAL__minus__TiDE_CAL,0.034448418737453412,7.6421193768413511,3.6195134147549703,3.6539618334924238
972,ensemble,MJ3,interval_score90,TiDE_CAL__minus__TiDE_KIN,-67.865451538508793,105.89010626197346,38.024654723464664,38.403811360372856
972,ensemble,MJ3,interval_score90,TiDE_HCAL__minus__TiDE_KIN,-67.486294901600601,105.89010626197346,38.024654723464664,38.403811360372856
972,ensemble,MJ3,interval_score90,TiDE_HCAL__minus__TiDE_CAL,0.37915663690819201,105.89010626197346,38.024654723464664,38.403811360372856
972,ensemble,MJ3,coverage90,TiDE_CAL__minus__TiDE_KIN,0.51535836177474403,0.48464163822525597,1,1
972,ensemble,MJ3,coverage90,TiDE_HCAL__minus__TiDE_KIN,0.51535836177474403,0.48464163822525597,1,1
972,ensemble,MJ3,coverage90,TiDE_HCAL__minus__TiDE_CAL,0,0.48464163822525597,1,1
972,ensemble,MJ3,width90,TiDE_CAL__minus__TiDE_KIN,26.050420395766196,11.974234327698468,38.024654723464664,38.403811360372856
972,ensemble,MJ3,width90,TiDE_HCAL__minus__TiDE_KIN,26.429577032674388,11.974234327698468,38.024654723464664,38.403811360372856
972,ensemble,MJ3,width90,TiDE_HCAL__minus__TiDE_CAL,0.37915663690819201,11.974234327698468,38.024654723464664,38.403811360372856
972,ensemble,MJ1,mae,TiDE_CAL__minus__TiDE_KIN,8.5670106877351557,1.5241815767459643,10.091192264481119,10.652100410255281
972,ensemble,MJ1,mae,TiDE_HCAL__minus__TiDE_KIN,9.127918833509316,1.5241815767459643,10.091192264481119,10.652100410255281
972,ensemble,MJ1,mae,TiDE_HCAL__minus__TiDE_CAL,0.56090814577416204,1.5241815767459643,10.091192264481119,10.652100410255281
972,ensemble,MJ1,rmse,TiDE_CAL__minus__TiDE_KIN,8.7474219141272105,1.8481702100228397,10.59559212415005,10.942815065803623
972,ensemble,MJ1,rmse,TiDE_HCAL__minus__TiDE_KIN,9.0946448557807837,1.8481702100228397,10.59559212415005,10.942815065803623
