origin,method,point,n,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
792,TiDE_DATA,ATU1,293,56.57633696107645,64.901452146815004,42.913323722870523,0.35153583617747441,79.903293837829438,310.75385502363184,0.48805460750853241,102.55476736800021,437.28365242631486,0.54948805460750849,122.20154255105285,602.60839354858899
792,TiDE_DATA,ATU5,293,82.005153898210466,94.212783693308324,61.129206340478909,0.41296928327645049,128.77515026911692,430.23532288926299,0.50853242320819114,165.28111601296811,572.5853150384886,0.58020477815699656,196.94459701584196,720.71318263294825
792,TiDE_DATA,MJ3,293,11.569751202418997,12.563859546307244,9.5535757124868166,0.11262798634812286,9.8050535269026113,78.414103341713854,0.19795221843003413,12.584649958525006,126.47931544479987,0.25938566552901021,14.995535330683197,205.6440029789452
792,TiDE_DATA,MJ1,293,28.512759817985174,31.821520345428379,19.738785318259886,1,137.42206089708878,137.42206089708878,1,176.37930565335179,176.37930565335179,1,210.16890563050109,210.16890563050109
792,TiDE_HYD,ATU1,293,29.770266052530072,37.476465188740541,21.683555315175781,0.6348122866894198,79.804197529408469,143.25248961581786,0.726962457337884,102.42757863310565,155.76548096195941,0.86006825938566556,122.04998782572784,145.46842537761572
792,TiDE_HYD,ATU5,293,41.511756708656122,50.775487443110848,29.246946155308393,0.72013651877133111,139.30010476656935,168.39933986690738,0.98976109215017061,178.78974886402077,178.91658111032697,1,213.04112587081886,213.04112587081886
792,TiDE_HYD,MJ3,293,9.4610161547080143,12.376026912415796,8.3562988656053729,0.35153583617747441,6.6116312066728824,74.139574357784241,0.41979522184300339,8.4859367837766513,132.15164032468599,0.45733788395904434,10.111617349266453,239.16456318333178
792,TiDE_HYD,MJ1,293,15.684491117554067,18.015889270810387,15.886215903800949,1,150.34274494090576,150.34274494090576,1,192.962824088004,192.962824088004,1,229.92938664613709,229.92938664613709
792,TiDE_PHYS,ATU1,293,19.437054198656945,20.096112492909594,12.248778071365273,1,79.715421337367431,79.715421337367431,1,102.31363562418458,102.31363562418458,1,121.91421635639085,121.91421635639085
792,TiDE_PHYS,ATU5,293,18.549932770924595,19.531630609470461,15.136903015618726,1,134.71600125160262,134.71600125160262,1,172.90611569963085,172.90611569963085,1,206.03034453958162,206.03034453958162
792,TiDE_PHYS,MJ3,293,12.979564329723807,15.450334430848683,10.420657680853786,0.29351535836177473,14.304120447116018,81.665486861588619,0.39249146757679182,18.359139835150472,126.37358945619532,0.52218430034129693,21.876264413095214,199.54906412050335
792,TiDE_PHYS,MJ1,293,3.1070651922413637,4.3579718620051739,14.167415794702828,1,154.00413596410226,154.00413596410226,1,197.66216859048842,197.66216859048842,1,235.52900099777179,235.52900099777179
792,TiDE_SPLIT,ATU1,293,64.055034489823825,69.817077837114027,50.685614043997127,0.12286689419795221,66.313609310427751,390.87117693065818,0.23890784982935154,85.112596108567516,581.03584970713462,0.3174061433447099,101.41791358825753,857.26246460610457
792,TiDE_SPLIT,ATU5,293,90.408129689544339,99.799568808904695,66.382930760887504,0.30375426621160412,133.11104282880586,448.73749853159643,0.50853242320819114,170.84617386520154,581.92195957174806,0.58361774744027306,203.57577244904746,730.07267826907628
792,TiDE_SPLIT,MJ3,293,13.766622162869199,17.005445469523114,12.013932778518393,0.23208191126279865,9.0619637775998854,105.19209083398529,0.35494880546075086,11.630904590681894,185.69921855648377,0.42320819112627989,13.85907762966599,335.08637037197877
792,TiDE_SPLIT,MJ1,293,21.036284399944584,23.901312844180293,17.138918555255302,1,144.85820844810368,144.85820844810368,1,185.92349770826553,185.92349770826553,1,221.54151191148307,221.54151191148307
792,TiDE_BOUND,ATU1,293,32.6992453059461,33.731121911354933,20.440629143653751,0.75426621160409557,78.726496821298696,83.97125364193262,1,101.04436474912187,101.04436474912187,1,120.40178682406874,120.40178682406874
792,TiDE_BOUND,ATU5,293,49.06201276932137,51.427819913826461,30.533514858271737,0.94539249146757676,136.58507535265394,138.09943859205541,1,175.30504633715753,175.30504633715753,1,208.88884670288712,208.88884670288712
792,TiDE_BOUND,MJ3,293,6.5457217061960273,8.945553402429427,4.9781792408768997,0.70307167235494883,17.737749397840616,36.423968662899206,0.74744027303754268,22.766154882418505,46.096809140314548,0.8122866894197952,27.127546734173393,54.602407429667444
792,TiDE_BOUND,MJ1,293,6.7246029393419091,7.256854478311757,14.724136487128687,1,157.75266671464689,157.75266671464689,1,202.47335572219953,202.47335572219953,1,241.26188406197068,241.26188406197068
792,TiDE_KIN,ATU1,293,31.749748896159151,33.15148037852574,21.346359261274511,1,158.6195510073436,158.6195510073436,1,203.58598966633872,203.58598966633872,1,242.58766917911274,242.58766917911274
792,TiDE_KIN,ATU5,293,40.644592502710168,42.805907220118193,29.29590809160705,1,236.25577652697805,236.25577652697805,1,303.23100634932035,303.23100634932035,1,361.32202993770625,361.32202993770625
792,TiDE_KIN,MJ3,293,5.9082111486301834,7.5636413205133364,9.3981484709476408,1,96.48855129489948,96.48855129489948,1,123.8417148585545,123.8417148585545,1,147.56650496391376,147.56650496391376
792,TiDE_KIN,MJ1,293,7.3228867286724961,8.107467402728556,20.688803627618487,1,223.61646821137805,223.61646821137805,1,287.00862975206047,287.00862975206047,1,341.99187596333513,341.99187596333513
792,TiDE_CAL,ATU1,293,61.550581068428883,66.573934039233833,40.061356607180663,0.88054607508532423,158.61955100734366,161.35071747928532,1,203.58598966633872,203.58598966633872,1,242.58766917911268,242.58766917911268
792,TiDE_CAL,ATU5,293,70.952920505463638,76.363532812850906,45.133230639617608,1,236.25577652697805,236.25577652697805,1,303.23100634932035,303.23100634932035,1,361.32202993770625,361.32202993770625
792,TiDE_CAL,MJ3,293,7.1089345990273269,8.4360148760533029,9.5459294895926288,1,96.48855129489948,96.48855129489948,1,123.8417148585545,123.8417148585545,1,147.56650496391376,147.56650496391376
792,TiDE_CAL,MJ1,293,17.86430042884048,19.035778395267499,22.037174579903311,1,223.61646821137805,223.61646821137805,1,287.00862975206047,287.00862975206047,1,341.99187596333513,341.99187596333513
792,TiDE_HCAL,ATU1,293,62.144776502365993,66.826327890870104,40.256672683080318,0.88054607508532423,158.61955100734366,161.34993602737194,1,203.58598966633872,203.58598966633872,1,242.58766917911268,242.58766917911268
