origin,method,seed,point,cap_mm,base_abs_mean,raw_abs_mean,raw_abs_max,hydro_abs_mean,hydro_abs_max,raw_over_cap_fraction,hydro_over95cap_fraction
972,TiDE_HCAL,2,ATU1,34.647323308614695,476.88859003347415,206.30458947704057,231.50093849941973,32.163773815497109,34.647214390451666,0.91808873720136519,0.91808873720136519
972,TiDE_HCAL,2,ATU5,34.305537799456985,619.61193003176311,244.21526020112188,273.76451593944307,32.081970551603376,34.305529766154514,0.91808873720136519,0.91808873720136519
972,TiDE_HCAL,2,MJ3,13.81743960239789,1225.962565386367,133.30452799603532,149.26524365098004,13.108834872614322,13.817439590959172,0.91808873720136519,0.91808873720136519
972,TiDE_HCAL,2,MJ1,11.389921824744192,963.58007426806705,105.47542268689374,118.14281076009283,10.771257864258136,11.389921802457421,0.91808873720136519,0.91808873720136519
1168,TiDE_CAL,ensemble,ATU1,31.543315755012415,484.23434990175633,15.200863048428589,43.609817402065573,12.510671733824029,27.335694686057831,0.030716723549488054,0
1168,TiDE_CAL,ensemble,ATU5,31.300335512784496,646.50672039477843,36.70387998937565,85.807077241873586,20.966999527377887,30.981562505044419,0.63822525597269619,0.061433447098976107
1168,TiDE_CAL,ensemble,MJ3,12.685239527059514,1248.5570855171093,25.813246707387972,49.831001582429359,8.2801698123186291,12.260172106367385,0.86006825938566556,0.017064846416382253
1168,TiDE_CAL,ensemble,MJ1,10.608808159192689,986.30841537542187,25.148277961287199,49.404824901338372,8.9730306534676458,10.605419716300453,0.86348122866894195,0.52901023890784982
1168,TiDE_CAL,0,ATU1,31.543315755012415,485.06227090700889,20.72525065813949,57.10279740337289,16.50621350642011,29.898713809474131,0.19795221843003413,0
1168,TiDE_CAL,0,ATU5,31.300335512784496,647.92906246363839,46.758561552037698,100.33054076939763,24.8440961348226,31.197609999756278,0.7337883959044369,0.37201365187713309
1168,TiDE_CAL,0,MJ3,12.685239527059514,1249.6839159775684,42.431897010762142,70.54527931888029,12.092065237022611,12.684864625948274,0.93174061433447097,0.9112627986348123
1168,TiDE_CAL,0,MJ1,10.608808159192689,986.14931555156249,34.14510821289678,58.942711411709425,10.029782359614529,10.608491351559442,0.92491467576791808,0.86689419795221845
1168,TiDE_CAL,1,ATU1,31.543315755012415,481.8043263900712,7.3819186269070007,33.290036486957639,6.8871785583305085,24.726407675339729,0.010238907849829351,0
1168,TiDE_CAL,1,ATU5,31.300335512784496,646.37374628561793,21.24603293356104,74.109722724295324,15.764816539485473,30.755548005600122,0.25938566552901021,0.027303754266211604
1168,TiDE_CAL,1,MJ3,12.685239527059514,1249.0903802476769,4.1054767448890708,18.651033685013893,3.642079865460329,11.412067121720634,0.034129692832764506,0
1168,TiDE_CAL,1,MJ1,10.608808159192689,986.23372068067215,16.030512230633672,42.843751460206057,7.9796705217683046,10.602220082203891,0.65187713310580209,0.35153583617747441
1168,TiDE_CAL,2,ATU1,31.543315755012415,485.83645240818913,19.904740661816486,45.891789351805237,16.516049020169429,28.28343777228282,0.11262798634812286,0
1168,TiDE_CAL,2,ATU5,31.300335512784496,645.21735243507919,45.019231772025741,91.363861318310384,25.080561593638926,31.11838464751095,0.78498293515358364,0.29692832764505117
1168,TiDE_CAL,2,MJ3,12.685239527059514,1246.8969603260825,33.483866861552713,64.463854401361942,11.513754900104175,12.684261577974144,0.88395904436860073,0.78839590443686003
1168,TiDE_CAL,2,MJ1,10.608808159192689,986.54220989403063,25.884899244020875,50.867670716924408,9.5058411712455761,10.607356345535772,0.87030716723549484,0.75767918088737196
1168,TiDE_HCAL,ensemble,ATU1,31.543315755012415,484.23434990175633,13.630168749228332,35.054678871900244,9.560295558024853,22.744039387726229,0.020477815699658702,0
1168,TiDE_HCAL,ensemble,ATU5,31.300335512784496,646.50672039477843,9.8157825967197656,29.855151718175716,8.3868384351889738,22.063230199591612,0,0
1168,TiDE_HCAL,ensemble,MJ3,12.685239527059514,1248.5570855171093,5.0007323076909751,15.142695472871081,2.844792027350961,9.1228826807947829,0.0068259385665529011,0
1168,TiDE_HCAL,ensemble,MJ1,10.608808159192689,986.30841537542187,8.2009986004632331,20.055053586379284,3.4338090303852389,8.759861755108485,0.29010238907849828,0
1168,TiDE_HCAL,0,ATU1,31.543315755012415,485.06227090700889,36.953939722309279,80.579882796468652,22.783346807250926,31.164487195734502,0.51877133105802042,0.24573378839590443
1168,TiDE_HCAL,0,ATU5,31.300335512784496,647.92906246363839,33.207971023425856,73.69704558521228,21.411256962167123,30.741121536090709,0.44709897610921501,0.14334470989761092
1168,TiDE_HCAL,0,MJ3,12.685239527059514,1249.6839159775684,9.3460174661796636,21.445580071420363,7.2284484535873004,11.850839072650473,0.34129692832764508,0
1168,TiDE_HCAL,0,MJ1,10.608808159192689,986.14931555156249,27.443411756199186,58.734527818147463,9.4660836497521306,10.608478670687651,0.86348122866894195,0.60750853242320824
1168,TiDE_HCAL,1,ATU1,31.543315755012415,481.8043263900712,31.174133545461462,96.899447431212948,16.904550901531039,31.408187745423064,0.31399317406143346,0.28327645051194539
1168,TiDE_HCAL,1,ATU5,31.300335512784496,646.37374628561793,30.75925789597612,100.09080100854518,15.880257274804398,31.196026909067808,0.31399317406143346,0.28327645051194539
1168,TiDE_HCAL,1,MJ3,12.685239527059514,1249.0903802476769,17.009901520055632,59.875295407946076,6.3272065317214601,12.683223537946686,0.32764505119453924,0.30716723549488056
1168,TiDE_HCAL,1,MJ1,10.608808159192689,986.23372068067215,16.711057535871674,48.726312447259694,7.2418108253769171,10.606634365359323,0.44709897610921501,0.31058020477815701
1168,TiDE_HCAL,2,ATU1,31.543315755012415,485.83645240818913,34.386819500516999,60.227943588236421,22.346326149049222,30.187984556110251,0.6348122866894198,0.0034129692832764505
1168,TiDE_HCAL,2,ATU5,31.300335512784496,645.21735243507919,24.840844996707482,49.857770413944884,18.738421634654546,28.814781772022748,0.42320819112627989,0
1168,TiDE_HCAL,2,MJ3,12.685239527059514,1246.8969603260825,7.6815791483370264,16.727913110654182,6.3993724223517043,10.991228124924911,0.088737201365187715,0
1168,TiDE_HCAL,2,MJ1,10.608808159192689,986.54220989403063,13.67787975221929,25.470344042906781,7.9601011078160866,10.435915677223264,0.68600682593856654,0.21501706484641639
