origin,method,seed,point,cap_mm,base_abs_mean,raw_abs_mean,raw_abs_max,hydro_abs_mean,hydro_abs_max,raw_over_cap_fraction,hydro_over95cap_fraction
612,TiDE_CAL,ensemble,ATU1,43.85148458495329,387.32116540284056,0,0,0,0,0,0
612,TiDE_CAL,ensemble,ATU5,42.895095338832633,481.69196233650251,0,0,0,0,0,0
612,TiDE_CAL,ensemble,MJ3,17.492340010219326,1165.7258858438784,0,0,0,0,0,0
612,TiDE_CAL,ensemble,MJ1,12.616133839116497,841.76124534874134,0,0,0,0,0,0
612,TiDE_CAL,0,ATU1,43.85148458495329,394.21765884422172,0,0,0,0,0,0
612,TiDE_CAL,0,ATU5,42.895095338832633,487.03023182226798,0,0,0,0,0,0
612,TiDE_CAL,0,MJ3,17.492340010219326,1167.6632500324413,0,0,0,0,0,0
612,TiDE_CAL,0,MJ1,12.616133839116497,841.97703686771445,0,0,0,0,0,0
612,TiDE_CAL,1,ATU1,43.85148458495329,397.74345268190996,0,0,0,0,0,0
612,TiDE_CAL,1,ATU5,42.895095338832633,496.55327894753771,0,0,0,0,0,0
612,TiDE_CAL,1,MJ3,17.492340010219326,1164.762400371487,0,0,0,0,0,0
612,TiDE_CAL,1,MJ1,12.616133839116497,842.76789850477542,0,0,0,0,0,0
612,TiDE_CAL,2,ATU1,43.85148458495329,370.00238468239007,0,0,0,0,0,0
612,TiDE_CAL,2,ATU5,42.895095338832633,461.49237623970191,0,0,0,0,0,0
612,TiDE_CAL,2,MJ3,17.492340010219326,1164.7520071277072,0,0,0,0,0,0
612,TiDE_CAL,2,MJ1,12.616133839116497,840.53880067373393,0,0,0,0,0,0
612,TiDE_HCAL,ensemble,ATU1,43.85148458495329,387.32116540284056,0,0,0,0,0,0
612,TiDE_HCAL,ensemble,ATU5,42.895095338832633,481.69196233650251,0,0,0,0,0,0
612,TiDE_HCAL,ensemble,MJ3,17.492340010219326,1165.7258858438784,0,0,0,0,0,0
612,TiDE_HCAL,ensemble,MJ1,12.616133839116497,841.76124534874134,0,0,0,0,0,0
612,TiDE_HCAL,0,ATU1,43.85148458495329,394.21765884422172,0,0,0,0,0,0
612,TiDE_HCAL,0,ATU5,42.895095338832633,487.03023182226798,0,0,0,0,0,0
612,TiDE_HCAL,0,MJ3,17.492340010219326,1167.6632500324413,0,0,0,0,0,0
612,TiDE_HCAL,0,MJ1,12.616133839116497,841.97703686771445,0,0,0,0,0,0
612,TiDE_HCAL,1,ATU1,43.85148458495329,397.74345268190996,0,0,0,0,0,0
612,TiDE_HCAL,1,ATU5,42.895095338832633,496.55327894753771,0,0,0,0,0,0
612,TiDE_HCAL,1,MJ3,17.492340010219326,1164.762400371487,0,0,0,0,0,0
612,TiDE_HCAL,1,MJ1,12.616133839116497,842.76789850477542,0,0,0,0,0,0
612,TiDE_HCAL,2,ATU1,43.85148458495329,370.00238468239007,0,0,0,0,0,0
612,TiDE_HCAL,2,ATU5,42.895095338832633,461.49237623970191,0,0,0,0,0,0
612,TiDE_HCAL,2,MJ3,17.492340010219326,1164.7520071277072,0,0,0,0,0,0
612,TiDE_HCAL,2,MJ1,12.616133839116497,840.53880067373393,0,0,0,0,0,0
792,TiDE_CAL,ensemble,ATU1,38.502937521034106,488.54704287179061,176.56775093608198,222.89224550234644,33.320016684451964,38.501461868078621,0.91467576791808869,0.7235494880546075
792,TiDE_CAL,ensemble,ATU5,38.104295791745415,633.48944238110982,216.00319028981005,273.43296680592624,32.481080380989084,38.104195472102504,0.92150170648464169,0.75085324232081907
792,TiDE_CAL,ensemble,MJ3,15.298991383592597,1205.497862983148,106.31764277598292,136.31944186522961,12.780308065546306,15.298990727675777,0.86689419795221845,0.74061433447098979
792,TiDE_CAL,ensemble,MJ1,12.603121387912342,951.40652550713867,90.624796550545184,115.70875270548645,10.628170881006216,12.603120941235547,0.90102389078498291,0.74402730375426618
792,TiDE_CAL,0,ATU1,38.502937521034106,496.07452640476549,153.98235003437975,191.15586044346813,34.217904751053517,38.499185962672641,0.83276450511945388,0.8122866894197952
792,TiDE_CAL,0,ATU5,38.104295791745415,647.39452616784808,191.54611086311095,239.94341763505489,33.202000215755653,38.104037278647496,0.83959044368600677,0.8122866894197952
792,TiDE_CAL,0,MJ3,15.298991383592597,1207.4826807639802,108.44210397076911,130.89149408310351,14.638880786076827,15.298990250084463,0.94539249146757676,0.92491467576791808
792,TiDE_CAL,0,MJ1,12.603121387912342,961.50745909151965,87.272658239497758,107.11743262365506,11.974138354306033,12.603120342881745,0.93856655290102387,0.89419795221843001
792,TiDE_CAL,1,ATU1,38.502937521034106,438.60190075990698,184.84996913163286,242.75163346803069,33.923010170374383,38.50268031522797,0.83617747440273038,0.83276450511945388
792,TiDE_CAL,1,ATU5,38.104295791745415,568.08855411003026,230.06722395730958,299.93498316494055,35.148439663008439,38.104284700666398,0.86689419795221845,0.83617747440273038
792,TiDE_CAL,1,MJ3,15.298991383592597,1200.0614516405706,107.7986824590777,141.66237416649301,13.638403842185005,15.298991106314304,0.84982935153583616,0.83276450511945388
792,TiDE_CAL,1,MJ1,12.603121387912342,941.74777299321795,93.875612378594028,122.82408618921222,11.60829264847567,12.603121301485409,0.87372013651877134,0.83276450511945388
792,TiDE_CAL,2,ATU1,38.502937521034106,530.96470145069941,194.54111350554476,237.16353586985622,34.15554878267973,38.502593692158605,0.84641638225255977,0.84300341296928327
792,TiDE_CAL,2,ATU5,38.104295791745415,684.9852468654509,232.2553132748437,283.44975280070923,33.606848023762986,38.104269443287329,0.84300341296928327,0.84300341296928327
792,TiDE_CAL,2,MJ3,15.298991383592597,1208.9494565448931,114.05731487485177,138.30594475492634,13.901408978413372,15.298990953586438,0.86689419795221845,0.84982935153583616
792,TiDE_CAL,2,MJ1,12.603121387912342,950.96434443667863,97.786017371003027,118.79757016704812,11.437976044513155,12.603121224173856,0.86006825938566556,0.84300341296928327
792,TiDE_HCAL,ensemble,ATU1,38.502937521034106,488.54704287179061,183.92183249449349,235.67046890041183,33.256674603417686,38.50088096802903,0.87372013651877134,0.73720136518771329
792,TiDE_HCAL,ensemble,ATU5,38.104295791745415,633.48944238110982,223.25672852644686,285.76914030773509,33.590813929300488,38.10412651705068,0.88395904436860073,0.74061433447098979
792,TiDE_HCAL,ensemble,MJ3,15.298991383592597,1205.497862983148,123.28940022888371,158.80764136398594,13.354037731530992,15.29899131986587,0.88395904436860073,0.74402730375426618
792,TiDE_HCAL,ensemble,MJ1,12.603121387912342,951.40652550713867,92.686950488466579,118.45933137472188,11.246624397549475,12.60311869847518,0.90443686006825941,0.75085324232081907
792,TiDE_HCAL,0,ATU1,38.502937521034106,496.07452640476549,150.02029773509832,183.90468923655115,35.246365944526779,38.497470113763349,0.87713310580204773,0.82935153583617749
792,TiDE_HCAL,0,ATU5,38.104295791745415,647.39452616784808,184.76409417673767,230.2508965962231,34.935958423043559,38.103865836764783,0.87030716723549484,0.82935153583617749
792,TiDE_HCAL,0,MJ3,15.298991383592597,1207.4826807639802,113.86949417592717,146.23128336871301,13.950895055954959,15.298991231004935,0.86348122866894195,0.82935153583617749
792,TiDE_HCAL,0,MJ1,12.603121387912342,961.50745909151965,76.72860904986625,94.836320926019297,11.788036790523446,12.60311405079579,0.90102389078498291,0.83959044368600677
792,TiDE_HCAL,1,ATU1,38.502937521034106,438.60190075990698,221.73328688752343,300.89676303136645,33.284525836743853,38.502924972749405,0.80546075085324231,0.78498293515358364
792,TiDE_HCAL,1,ATU5,38.104295791745415,568.08855411003026,272.65795865039604,367.05257463491279,34.26157072473076,38.104295464385388,0.83959044368600677,0.79522184300341292
792,TiDE_HCAL,1,MJ3,15.298991383592597,1200.0614516405706,128.30971738586834,174.40382228901751,13.388191001577505,15.298991379755135,0.82593856655290099,0.79180887372013653
792,TiDE_HCAL,1,MJ1,12.603121387912342,941.74777299321795,113.03076414773317,152.19653625431877,11.51896802294598,12.603121387095117,0.86006825938566556,0.80546075085324231
792,TiDE_HCAL,2,ATU1,38.502937521034106,530.96470145069941,183.83876537797738,224.61921621453652,33.716467925852349,38.502277848712481,0.84300341296928327,0.84300341296928327
792,TiDE_HCAL,2,ATU5,38.104295791745415,684.9852468654509,215.70062139977821,263.81153756906303,33.397942141249843,38.104221931823339,0.84300341296928327,0.84300341296928327
792,TiDE_HCAL,2,MJ3,15.298991383592597,1208.9494565448931,129.39851187899751,158.41448155901864,13.543557333890341,15.298991352559344,0.84641638225255977,0.84300341296928327
792,TiDE_HCAL,2,MJ1,12.603121387912342,950.96434443667863,89.743305452370379,109.75305135616918,11.14598931097998,12.603120700074655,0.84641638225255977,0.84300341296928327
972,TiDE_CAL,ensemble,ATU1,34.647323308614695,471.73013887084755,119.76687672128742,153.34694670861452,25.739638083877093,34.282825391339919,0.9112627986348123,0.2696245733788396
972,TiDE_CAL,ensemble,ATU5,34.305537799456985,614.71142430817065,163.02551145747029,210.83104044160675,29.492942691865963,34.302171803943537,0.9112627986348123,0.68259385665529015
972,TiDE_CAL,ensemble,MJ3,13.81743960239789,1222.23568822367,70.114410037803978,88.399105477852459,10.55903367467865,13.779860041421237,0.9112627986348123,0.31399317406143346
972,TiDE_CAL,ensemble,MJ1,11.389921824744192,967.46572853124314,73.357752479133836,93.833918739204194,10.184129956248873,11.389897053168285,0.9112627986348123,0.77815699658703075
972,TiDE_CAL,0,ATU1,34.647323308614695,472.35478606444576,132.58551241334055,161.64692113619242,30.341252020958844,34.641181963017736,0.85324232081911267,0.85324232081911267
972,TiDE_CAL,0,ATU5,34.305537799456985,618.52874616867371,169.75562800330323,204.42424807245899,31.576093323713799,34.305080151244923,0.87713310580204773,0.85324232081911267
972,TiDE_CAL,0,MJ3,13.81743960239789,1223.0143320331749,84.555621499077034,99.216115964735963,13.342305905503601,13.817423586369266,0.94880546075085326,0.92150170648464169
972,TiDE_CAL,0,MJ1,11.389921824744192,982.96094751255202,75.28253019989198,89.677514512897829,10.853939929305271,11.389918522612449,0.93515358361774747,0.90102389078498291
972,TiDE_CAL,1,ATU1,34.647323308614695,465.94704051462276,28.25488512997849,71.714858080318578,19.196041019539525,33.560933509962538,0.33105802047781568,0.085324232081911269
972,TiDE_CAL,1,ATU5,34.305537799456985,605.99359672407479,75.974759957254378,152.30452246813616,28.286947651600116,34.295985581004246,0.7303754266211604,0.60068259385665534
972,TiDE_CAL,1,MJ3,13.81743960239789,1217.7301672514684,14.10183668462604,37.983083131111044,8.2466739711401686,13.704720380439733,0.39590443686006827,0.23890784982935154
972,TiDE_CAL,1,MJ1,11.389921824744192,955.85616381311036,38.41455166061801,72.2795193444327,9.7565879645903753,11.389851751157906,0.81569965870307171,0.71331058020477811
972,TiDE_CAL,2,ATU1,34.647323308614695,476.88859003347415,203.51082869985387,229.49158497229152,32.255643487051458,34.647200995341002,0.9112627986348123,0.9112627986348123
972,TiDE_CAL,2,ATU5,34.305537799456985,619.61193003176311,247.22616214498927,278.59326508541108,32.161422481925534,34.305531737204227,0.9112627986348123,0.9112627986348123
972,TiDE_CAL,2,MJ3,13.81743960239789,1225.962565386367,115.38624692959743,129.80423710676547,13.096084200068475,13.817439411090792,0.92150170648464169,0.9112627986348123
972,TiDE_CAL,2,MJ1,11.389921824744192,963.58007426806705,107.312197975147,120.86777381806847,10.774474714781727,11.389921810932623,0.92150170648464169,0.9112627986348123
972,TiDE_HCAL,ensemble,ATU1,34.647323308614695,471.73013887084755,130.54795500448569,164.37510024515055,28.440075105440911,34.524752171860804,0.91808873720136519,0.61092150170648463
972,TiDE_HCAL,ensemble,ATU5,34.305537799456985,614.71142430817065,176.31120665687911,224.34128341429263,30.652999828612042,34.305033763790497,0.91808873720136519,0.79180887372013653
972,TiDE_HCAL,ensemble,MJ3,13.81743960239789,1222.23568822367,78.91491713466344,97.78270248684305,10.657645273721593,13.747567790639559,0.91808873720136519,0.33105802047781568
972,TiDE_HCAL,ensemble,MJ1,11.389921824744192,967.46572853124314,80.693023967274499,101.98132725608271,10.745172553605913,11.38992071642611,0.92150170648464169,0.83959044368600677
972,TiDE_HCAL,0,ATU1,34.647323308614695,472.35478606444576,140.08798502514017,173.3454107534954,30.224804382445512,34.644197172653008,0.83276450511945388,0.82935153583617749
972,TiDE_HCAL,0,ATU5,34.305537799456985,618.52874616867371,175.06126177442789,213.23909114735039,31.624093514925249,34.305264053250099,0.88737201365187712,0.83276450511945388
972,TiDE_HCAL,0,MJ3,13.81743960239789,1223.0143320331749,94.733186715831891,111.59295710253562,13.465042502819459,13.817436932315406,0.95904436860068254,0.93174061433447097
972,TiDE_HCAL,0,MJ1,11.389921824744192,982.96094751255202,77.245954357879796,92.138164995382809,11.002803377607183,11.389919681130062,0.94539249146757676,0.9078498293515358
972,TiDE_HCAL,1,ATU1,34.647323308614695,465.94704051462276,48.840200293650433,90.822467345207855,26.259608776346337,34.282954068864868,0.66211604095563137,0.40955631399317405
972,TiDE_HCAL,1,ATU5,34.305537799456985,605.99359672407479,110.44703166366891,187.88426796470966,29.034181606083607,34.30433745407678,0.80887372013651881,0.73720136518771329
972,TiDE_HCAL,1,MJ3,13.81743960239789,1217.7301672514684,14.588267751617501,33.672816318556606,9.5065144389545573,13.607826992502611,0.59385665529010234,0.061433447098976107
972,TiDE_HCAL,1,MJ1,11.389921824744192,955.85616381311036,59.381179876355368,97.170724922235308,10.484609128293531,11.389920938881369,0.85665529010238906,0.83276450511945388
