feature_set,horizon_days,split,evaluation_role,estimator,subset,actual_level,actual_color,predicted_level,predicted_color,count
without_velocity,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,22
without_velocity,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_velocity,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
without_velocity,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_velocity,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_velocity,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
without_velocity,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_velocity,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,507
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,62
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,2
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,79
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,943
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,15
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,3,orange,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,4,red,1
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,0,green,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,1,blue,19
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,2,yellow,157
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,3,orange,1
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,4,red,3
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,0,green,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,1,blue,1
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,2,yellow,54
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,3,orange,13
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,4,red,65
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,0,green,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,1,blue,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,2,yellow,4
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,3,orange,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,4,red,346
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,0,green,19
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,1,blue,49
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,2,yellow,2
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,0,green,60
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,1,blue,27
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,2,yellow,9
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,4,red,1
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,1,blue,19
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,17
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,3,orange,1
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,4,red,3
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,1,blue,1
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,2,yellow,24
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,4,red,16
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,2,yellow,4
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_velocity,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,4,red,29
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,0,green,0,green,435
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,0,green,1,blue,84
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,0,green,2,yellow,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,0,green,3,orange,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,0,green,4,red,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,0,green,129
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,1,blue,689
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,2,yellow,27
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,3,orange,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,4,red,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,0,green,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,1,blue,20
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,2,yellow,265
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,3,orange,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,4,red,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,0,green,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,1,blue,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,2,yellow,104
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,3,orange,12
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,4,red,27
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,4,red,0,green,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,4,red,1,blue,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,4,red,2,yellow,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,4,red,3,orange,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,all,4,red,4,red,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,0,green,16
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,1,blue,83
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,0,green,104
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,1,blue,4
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,2,yellow,24
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,1,blue,19
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,28
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,1,blue,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,22
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_delta_v,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,509
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,60
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,2
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,94
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,923
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,21
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,3,orange,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,4,red,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,0,green,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,1,blue,27
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,2,yellow,153
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,3,orange,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,4,red,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,0,green,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,1,blue,1
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,2,yellow,102
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,3,orange,9
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,4,red,21
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,0,green,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,1,blue,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,2,yellow,36
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,3,orange,46
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,4,red,268
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,0,green,8
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,1,blue,60
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,2,yellow,2
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,0,green,82
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,1,blue,2
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,2,yellow,13
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,1,blue,24
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,16
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,1,blue,1
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,2,yellow,24
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,3,orange,7
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,4,red,9
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,2,yellow,10
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,3,orange,3
without_delta_v,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,4,red,20
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,0,green,0,green,428
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,0,green,1,blue,91
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,0,green,2,yellow,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,0,green,3,orange,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,0,green,4,red,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,0,green,113
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,1,blue,706
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,2,yellow,26
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,3,orange,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,4,red,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,0,green,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,1,blue,20
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,2,yellow,265
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,3,orange,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,4,red,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,0,green,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,1,blue,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,2,yellow,112
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,3,orange,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,4,red,31
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,4,red,0,green,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,4,red,1,blue,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,4,red,2,yellow,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,4,red,3,orange,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,all,4,red,4,red,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,0,green,19
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,1,blue,80
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,0,green,90
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,1,blue,18
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,2,yellow,24
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,1,blue,20
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,27
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,1,blue,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,22
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_tangent,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,504
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,65
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,2
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,76
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,948
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,13
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,3,orange,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,4,red,1
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,0,green,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,1,blue,20
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,2,yellow,157
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,3,orange,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,2,yellow,4,red,3
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,0,green,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,1,blue,1
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,2,yellow,55
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,3,orange,12
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,3,orange,4,red,65
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,0,green,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,1,blue,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,2,yellow,6
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,3,orange,6
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,all,4,red,4,red,338
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,0,green,16
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,1,blue,52
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,2,yellow,2
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,0,green,61
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,1,blue,26
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,2,yellow,9
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,1,blue,4,red,1
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,1,blue,20
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,17
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,2,yellow,4,red,3
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,1,blue,1
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,2,yellow,23
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,3,orange,1
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,3,orange,4,red,16
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,2,yellow,6
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_tangent,3,test,historical_holdout_evaluation_only,ngboost,transition_only,4,red,4,red,27
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,0,green,0,green,430
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,0,green,1,blue,89
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,0,green,2,yellow,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,0,green,3,orange,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,0,green,4,red,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,0,green,115
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,1,blue,704
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,2,yellow,26
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,3,orange,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,1,blue,4,red,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,0,green,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,1,blue,20
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,2,yellow,265
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,3,orange,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,2,yellow,4,red,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,0,green,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,1,blue,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,2,yellow,116
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,3,orange,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,3,orange,4,red,27
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,4,red,0,green,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,4,red,1,blue,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,4,red,2,yellow,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,4,red,3,orange,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,all,4,red,4,red,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,0,green,21
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,1,blue,78
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,2,yellow,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,3,orange,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,0,green,4,red,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,0,green,89
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,1,blue,19
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,2,yellow,24
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,3,orange,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,1,blue,4,red,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,0,green,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,1,blue,20
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,2,yellow,27
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,3,orange,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,2,yellow,4,red,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,0,green,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,1,blue,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,2,yellow,22
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,3,orange,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,3,orange,4,red,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,0,green,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,1,blue,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,2,yellow,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,3,orange,0
without_station_controls,3,calibration,chronological_evaluation_only,ngboost,transition_only,4,red,4,red,0
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,0,green,505
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,1,blue,64
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,2,yellow,2
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,3,orange,0
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,0,green,4,red,0
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,0,green,76
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,1,blue,947
without_station_controls,3,test,historical_holdout_evaluation_only,ngboost,all,1,blue,2,yellow,14
