feature_set,scientific_features,control_features,removed_groups,horizon_days,split,evaluation_role,subset,row_count,metric,metric_direction,full_value,ablation_value,ablation_minus_full,full_status,ablation_status
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,calibration,chronological_evaluation_only,all,1760,false_escalation_vs_proxy_rate,lower_is_better,0.0875,0.08806818181818182,0.0005681818181818288,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,calibration,chronological_evaluation_only,all,1760,false_deescalation_vs_proxy_rate,lower_is_better,0.19772727272727272,0.22045454545454546,0.022727272727272735,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,calibration,chronological_evaluation_only,transition_only,450,accuracy,higher_is_better,0.33555555555555555,0.17555555555555555,-0.16,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,calibration,chronological_evaluation_only,transition_only,450,macro_f1_supported_classes,higher_is_better,0.2808797535269435,0.16061607920510496,-0.12026367432183854,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,calibration,chronological_evaluation_only,transition_only,450,balanced_accuracy_supported_classes,higher_is_better,0.32985802664974617,0.20380710659898477,-0.1260509200507614,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,calibration,chronological_evaluation_only,transition_only,450,ordinal_mae,lower_is_better,0.6733333333333333,0.8444444444444444,0.1711111111111111,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,calibration,chronological_evaluation_only,transition_only,450,quadratic_weighted_kappa,higher_is_better,0.545932371663844,0.45606618316994063,-0.08986618849390338,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,calibration,chronological_evaluation_only,transition_only,450,multiclass_log_loss,lower_is_better,1.6147715188894176,1.4036637939910634,-0.21110772489835417,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,calibration,chronological_evaluation_only,transition_only,450,multiclass_brier,lower_is_better,0.9003946505186443,0.8994328434449533,-0.000961807073690979,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,calibration,chronological_evaluation_only,transition_only,450,top_label_ece,lower_is_better,0.3899266770478111,0.49302245351032753,0.10309577646251644,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,calibration,chronological_evaluation_only,transition_only,450,false_escalation_vs_proxy_rate,lower_is_better,0.26666666666666666,0.3111111111111111,0.04444444444444445,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,calibration,chronological_evaluation_only,transition_only,450,false_deescalation_vs_proxy_rate,lower_is_better,0.3977777777777778,0.5133333333333333,0.11555555555555552,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,all,2240,accuracy,higher_is_better,0.6745535714285714,0.6709821428571429,-0.0035714285714285587,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,all,2240,macro_f1_supported_classes,higher_is_better,0.4591500058863782,0.4727474064815529,0.013597400595174669,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,all,2240,balanced_accuracy_supported_classes,higher_is_better,0.5150249796296511,0.5121940575663786,-0.002830922063272512,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,all,2240,ordinal_mae,lower_is_better,0.4625,0.45401785714285714,-0.008482142857142883,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,all,2240,quadratic_weighted_kappa,higher_is_better,0.7274933231590996,0.7498374370371808,0.022344113878081107,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,all,2240,multiclass_log_loss,lower_is_better,1.1567697409736601,0.9429302996845284,-0.2138394412891318,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,all,2240,multiclass_brier,lower_is_better,0.46848536049432343,0.4488158781352103,-0.019669482359113144,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,all,2240,top_label_ece,lower_is_better,0.09471586577816861,0.10141912124022716,0.006703255462058549,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,all,2240,false_escalation_vs_proxy_rate,lower_is_better,0.04330357142857143,0.04330357142857143,0.0,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,all,2240,false_deescalation_vs_proxy_rate,lower_is_better,0.28214285714285714,0.2857142857142857,0.0035714285714285587,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,transition_only,508,accuracy,higher_is_better,0.2795275590551181,0.15354330708661418,-0.12598425196850394,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,transition_only,508,macro_f1_supported_classes,higher_is_better,0.2098596359415516,0.13822812695920234,-0.07163150898234927,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,transition_only,508,balanced_accuracy_supported_classes,higher_is_better,0.24754575313047736,0.15773881897182437,-0.08980693415865298,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,transition_only,508,ordinal_mae,lower_is_better,0.8917322834645669,1.0374015748031495,0.14566929133858264,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,transition_only,508,quadratic_weighted_kappa,higher_is_better,0.5702575182296217,0.5278205930004087,-0.04243692522921294,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,transition_only,508,multiclass_log_loss,lower_is_better,2.3363361355491277,1.9244574586541712,-0.4118786768949565,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,transition_only,508,multiclass_brier,lower_is_better,0.9594378960449134,0.9742465084476667,0.01480861240275333,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,transition_only,508,top_label_ece,lower_is_better,0.3951859850003183,0.4461576838971752,0.050971698896856876,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,transition_only,508,false_escalation_vs_proxy_rate,lower_is_better,0.14960629921259844,0.1830708661417323,0.033464566929133854,ok,ok
interval_only,interval_z,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,velocity;delta_v;tangent_angle,7,test,historical_holdout_evaluation_only,transition_only,508,false_deescalation_vs_proxy_rate,lower_is_better,0.5708661417322834,0.6633858267716536,0.09251968503937014,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,all,1808,accuracy,higher_is_better,0.9059734513274337,0.478429203539823,-0.4275442477876107,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,all,1808,macro_f1_supported_classes,higher_is_better,0.9048323369006641,0.32339241408354935,-0.5814399228171148,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,all,1808,balanced_accuracy_supported_classes,higher_is_better,0.8951970920665724,0.36587257118844174,-0.5293245208781306,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,all,1808,ordinal_mae,lower_is_better,0.09402654867256637,0.625,0.5309734513274337,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,all,1808,quadratic_weighted_kappa,higher_is_better,0.9387926117807495,0.38766325249777844,-0.551129359282971,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,all,1808,multiclass_log_loss,lower_is_better,0.24831625079996308,1.2834426686997638,1.0351264178998008,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,all,1808,multiclass_brier,lower_is_better,0.1430532991988428,0.6201105239870152,0.47705722478817236,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,all,1808,top_label_ece,lower_is_better,0.017749824293044114,0.15301998209057663,0.13527015779753251,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,all,1808,false_escalation_vs_proxy_rate,lower_is_better,0.03871681415929203,0.023783185840707963,-0.01493362831858407,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,all,1808,false_deescalation_vs_proxy_rate,lower_is_better,0.05530973451327434,0.497787610619469,0.4424778761061947,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,transition_only,151,accuracy,higher_is_better,0.13245033112582782,0.4105960264900662,0.2781456953642384,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,transition_only,151,macro_f1_supported_classes,higher_is_better,0.11934665716704117,0.2680745341614907,0.1487278769944495,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,transition_only,151,balanced_accuracy_supported_classes,higher_is_better,0.1275154288884266,0.2938215102974829,0.16630608140905628,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,transition_only,151,ordinal_mae,lower_is_better,0.8675496688741722,0.6688741721854304,-0.19867549668874174,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,transition_only,151,quadratic_weighted_kappa,higher_is_better,0.32235963139323764,0.3292704594719448,0.006910828078707132,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,transition_only,151,multiclass_log_loss,lower_is_better,1.873743546765287,1.3340189018583324,-0.5397246449069546,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,transition_only,151,multiclass_brier,lower_is_better,1.1801289581685184,0.6984037634866663,-0.48172519468185204,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,transition_only,151,top_label_ece,lower_is_better,0.6395806974581502,0.2305761723924005,-0.4090045250657497,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,transition_only,151,false_escalation_vs_proxy_rate,lower_is_better,0.40397350993377484,0.09271523178807947,-0.3112582781456954,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,calibration,chronological_evaluation_only,transition_only,151,false_deescalation_vs_proxy_rate,lower_is_better,0.46357615894039733,0.4966887417218543,0.033112582781456956,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,all,2288,accuracy,higher_is_better,0.9471153846153846,0.43094405594405594,-0.5161713286713286,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,all,2288,macro_f1_supported_classes,higher_is_better,0.9253936947860399,0.22608956553198029,-0.6993041292540596,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,all,2288,balanced_accuracy_supported_classes,higher_is_better,0.915136570698021,0.2866092952889398,-0.6285272754090812,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,all,2288,ordinal_mae,lower_is_better,0.052884615384615384,0.965472027972028,0.9125874125874126,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,all,2288,quadratic_weighted_kappa,higher_is_better,0.9852790132353182,0.28645983287658994,-0.6988191803587283,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,all,2288,multiclass_log_loss,lower_is_better,0.1367506175857372,2.0538787275651633,1.9171281099794262,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,all,2288,multiclass_brier,lower_is_better,0.07547084120383646,0.7474836504909242,0.6720128092870878,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,all,2288,top_label_ece,lower_is_better,0.020659411169349558,0.21281979822573896,0.1921603870563894,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,all,2288,false_escalation_vs_proxy_rate,lower_is_better,0.026223776223776224,0.005244755244755245,-0.02097902097902098,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,all,2288,false_deescalation_vs_proxy_rate,lower_is_better,0.02666083916083916,0.5638111888111889,0.5371503496503497,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,transition_only,110,accuracy,higher_is_better,0.20909090909090908,0.3,0.09090909090909091,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,transition_only,110,macro_f1_supported_classes,higher_is_better,0.2288503700600475,0.14025974025974025,-0.08859062980030724,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,transition_only,110,balanced_accuracy_supported_classes,higher_is_better,0.26670114601149086,0.22013047530288912,-0.04657067070860174,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,transition_only,110,ordinal_mae,lower_is_better,0.7909090909090909,1.1636363636363636,0.3727272727272727,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,transition_only,110,quadratic_weighted_kappa,higher_is_better,0.7864125340356203,0.2751057342382217,-0.5113067997973986,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,transition_only,110,multiclass_log_loss,lower_is_better,1.3422835389379506,2.7097512002630593,1.3674676613251087,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,transition_only,110,multiclass_brier,lower_is_better,0.9254873257352005,0.912006877657557,-0.013480448077643592,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,transition_only,110,top_label_ece,lower_is_better,0.4990007029922238,0.33953539583820225,-0.15946530715402157,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,transition_only,110,false_escalation_vs_proxy_rate,lower_is_better,0.35454545454545455,0.00909090909090909,-0.34545454545454546,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,1,test,historical_holdout_evaluation_only,transition_only,110,false_deescalation_vs_proxy_rate,lower_is_better,0.43636363636363634,0.6909090909090909,0.2545454545454546,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,3,calibration,chronological_evaluation_only,all,1792,accuracy,higher_is_better,0.78125,0.453125,-0.328125,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,3,calibration,chronological_evaluation_only,all,1792,macro_f1_supported_classes,higher_is_better,0.6074541321010809,0.3049543956289828,-0.3024997364720981,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,3,calibration,chronological_evaluation_only,all,1792,balanced_accuracy_supported_classes,higher_is_better,0.6487226291607187,0.3485560534026519,-0.30016657575806677,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,3,calibration,chronological_evaluation_only,all,1792,ordinal_mae,lower_is_better,0.21875,0.6512276785714286,0.4324776785714286,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,3,calibration,chronological_evaluation_only,all,1792,quadratic_weighted_kappa,higher_is_better,0.8498736523199075,0.39014076348259275,-0.4597328888373148,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,3,calibration,chronological_evaluation_only,all,1792,multiclass_log_loss,lower_is_better,0.6200069377512517,1.2125488846935126,0.5925419469422609,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,3,calibration,chronological_evaluation_only,all,1792,multiclass_brier,lower_is_better,0.3151015404276597,0.6276834222645725,0.3125818818369128,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,3,calibration,chronological_evaluation_only,all,1792,top_label_ece,lower_is_better,0.04487534651300402,0.17381309783008328,0.12893775131707927,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,3,calibration,chronological_evaluation_only,all,1792,false_escalation_vs_proxy_rate,lower_is_better,0.07979910714285714,0.03125,-0.04854910714285714,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,3,calibration,chronological_evaluation_only,all,1792,false_deescalation_vs_proxy_rate,lower_is_better,0.13895089285714285,0.515625,0.37667410714285715,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,3,calibration,chronological_evaluation_only,transition_only,300,accuracy,higher_is_better,0.23,0.42,0.18999999999999997,ok,ok
without_interval,velocity_mm_per_day;delta_v_mm_per_day;tangent_angle_degree,station_ATU1;station_ATU2;station_ATU3;station_ATU4;station_ATU5;station_MJ1;station_MJ3;station_MJ9,interval,3,calibration,chronological_evaluation_only,transition_only,300,macro_f1_supported_classes,higher_is_better,0.20557272204656513,0.24263142712915556,0.03705870508259043,ok,ok
