feature_set,horizon_days,split,evaluation_role,estimator,subset,metric,class_level,class_color,value,numerator,denominator,status
full,1,calibration,chronological_evaluation_only,ngboost,all,row_count,,,1808.0,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,accuracy,,,0.9059734513274337,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,macro_f1_fixed_five,,,0.7238658695205313,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,macro_f1_supported_classes,,,0.9048323369006641,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,precision,0.0,green,0.8745454545454545,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,recall,0.0,green,0.9058380414312618,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,f1,0.0,green,0.8899167437557817,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,support,0.0,green,531.0,531.0,1808.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,precision,1.0,blue,0.9263285024154589,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,recall,1.0,blue,0.9055489964580874,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,f1,1.0,blue,0.9158208955223881,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,support,1.0,blue,847.0,847.0,1808.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,precision,2.0,yellow,0.8980263157894737,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,recall,2.0,yellow,0.9512195121951219,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,f1,2.0,yellow,0.9238578680203046,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,support,2.0,yellow,287.0,287.0,1808.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,precision,3.0,orange,0.975,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,recall,3.0,orange,0.8181818181818182,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,f1,3.0,orange,0.8897338403041825,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,support,3.0,orange,143.0,143.0,1808.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,precision,4.0,red,,,,absent_target_class
full,1,calibration,chronological_evaluation_only,ngboost,all,recall,4.0,red,,,,absent_target_class
full,1,calibration,chronological_evaluation_only,ngboost,all,f1,4.0,red,,,,absent_target_class
full,1,calibration,chronological_evaluation_only,ngboost,all,support,4.0,red,0.0,0.0,1808.0,absent_target_class
full,1,calibration,chronological_evaluation_only,ngboost,all,balanced_accuracy_supported_classes,,,0.8951970920665724,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,ordinal_mae,,,0.09402654867256637,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,quadratic_weighted_kappa,,,0.9387926117807495,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,false_escalation_vs_proxy_count,,,70.0,70.0,1808.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,false_escalation_vs_proxy_rate,,,0.03871681415929203,70.0,1808.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,false_deescalation_vs_proxy_count,,,100.0,100.0,1808.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,false_deescalation_vs_proxy_rate,,,0.05530973451327434,100.0,1808.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,multiclass_log_loss,,,0.24831625079996308,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,multiclass_brier,,,0.1430532991988428,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,top_label_ece,,,0.017749824293044114,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,0.0,green,0.021268871492340954,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,0.0,green,0.9815458783312465,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,0.0,green,0.9609283399285109,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,1.0,blue,0.019374758224158187,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,1.0,blue,0.9738244916562957,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,1.0,blue,0.9665444760957129,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,2.0,yellow,0.01968873431562717,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,2.0,yellow,0.9946841776110069,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,2.0,yellow,0.9692790738207239,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,3.0,orange,0.018047993967704404,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,3.0,orange,0.9965265965265966,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,3.0,orange,0.9800398581239944,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,4.0,red,,,,no_positive_examples
full,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
full,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,row_count,,,151.0,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,accuracy,,,0.13245033112582782,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,macro_f1_fixed_five,,,0.09547732573363293,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,macro_f1_supported_classes,,,0.11934665716704117,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,precision,0.0,green,0.13559322033898305,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,recall,0.0,green,0.14545454545454545,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,f1,0.0,green,0.14035087719298245,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,support,0.0,green,55.0,55.0,151.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,precision,1.0,blue,0.1076923076923077,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,recall,1.0,blue,0.10144927536231885,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,f1,1.0,blue,0.1044776119402985,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,support,1.0,blue,69.0,69.0,151.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,precision,2.0,yellow,0.20833333333333334,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,recall,2.0,yellow,0.2631578947368421,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,f1,2.0,yellow,0.23255813953488372,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,support,2.0,yellow,19.0,19.0,151.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,precision,3.0,orange,0.0,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,recall,3.0,orange,0.0,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,f1,3.0,orange,0.0,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,support,3.0,orange,8.0,8.0,151.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,precision,4.0,red,,,,absent_target_class
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,recall,4.0,red,,,,absent_target_class
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,f1,4.0,red,,,,absent_target_class
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,support,4.0,red,0.0,0.0,151.0,absent_target_class
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,balanced_accuracy_supported_classes,,,0.1275154288884266,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,ordinal_mae,,,0.8675496688741722,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,quadratic_weighted_kappa,,,0.32235963139323764,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_count,,,61.0,61.0,151.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_rate,,,0.40397350993377484,61.0,151.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_count,,,70.0,70.0,151.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_rate,,,0.46357615894039733,70.0,151.0,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,multiclass_log_loss,,,1.873743546765287,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,multiclass_brier,,,1.1801289581685184,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,top_label_ece,,,0.6395806974581502,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,0.0,green,0.49599017699738945,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,0.0,green,0.4240530303030303,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,0.0,green,0.30772584879150644,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,1.0,blue,0.5902912850225517,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,1.0,blue,0.2200424178154825,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,1.0,blue,0.32511966740192766,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,2.0,yellow,0.15509260704593433,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.8742025518341308,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.3528087665172601,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,3.0,orange,0.05009323860559166,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,3.0,orange,0.923513986013986,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,3.0,orange,0.3416666666666667,,,ok
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,4.0,red,,,,no_positive_examples
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
full,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
full,1,test,historical_holdout_evaluation_only,ngboost,all,row_count,,,2288.0,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,accuracy,,,0.9471153846153846,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,macro_f1_fixed_five,,,0.9253936947860399,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,macro_f1_supported_classes,,,0.9253936947860399,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,precision,0.0,green,0.9402730375426621,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,recall,0.0,green,0.9434931506849316,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,f1,0.0,green,0.9418803418803419,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,support,0.0,green,584.0,584.0,2288.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,precision,1.0,blue,0.9587332053742802,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,recall,1.0,blue,0.9615014436958614,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,f1,1.0,blue,0.9601153291686689,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,support,1.0,blue,1039.0,1039.0,2288.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,precision,2.0,yellow,0.9,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,recall,2.0,yellow,0.9395604395604396,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,f1,2.0,yellow,0.9193548387096774,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,support,2.0,yellow,182.0,182.0,2288.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,precision,3.0,orange,0.9702970297029703,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,recall,3.0,orange,0.7368421052631579,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,f1,3.0,orange,0.8376068376068376,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,support,3.0,orange,133.0,133.0,2288.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,precision,4.0,red,0.943089430894309,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,recall,4.0,red,0.9942857142857143,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,f1,4.0,red,0.9680111265646731,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,support,4.0,red,350.0,350.0,2288.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,balanced_accuracy_supported_classes,,,0.915136570698021,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,ordinal_mae,,,0.052884615384615384,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,quadratic_weighted_kappa,,,0.9852790132353182,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,false_escalation_vs_proxy_count,,,60.0,60.0,2288.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,false_escalation_vs_proxy_rate,,,0.026223776223776224,60.0,2288.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,false_deescalation_vs_proxy_count,,,61.0,61.0,2288.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,false_deescalation_vs_proxy_rate,,,0.02666083916083916,61.0,2288.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,multiclass_log_loss,,,0.1367506175857372,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,multiclass_brier,,,0.07547084120383646,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,top_label_ece,,,0.020659411169349558,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,0.0,green,0.017075487364791708,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,0.0,green,0.9960110979805776,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,0.0,green,0.9894882543565239,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,1.0,blue,0.023982656614628377,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,1.0,blue,0.9951345099178476,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,1.0,blue,0.9939438851260061,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,2.0,yellow,0.014152679445376563,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,2.0,yellow,0.9965391920520125,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,2.0,yellow,0.9714396544950377,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,3.0,orange,0.013020961382802088,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,3.0,orange,0.9969767806988469,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,3.0,orange,0.9474774322210212,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,4.0,red,0.006592687479862565,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,4.0,red,0.9993225711337166,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,4.0,red,0.9955718623989988,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,row_count,,,110.0,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,accuracy,,,0.20909090909090908,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,macro_f1_fixed_five,,,0.2288503700600475,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,macro_f1_supported_classes,,,0.2288503700600475,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,0.0,green,0.12903225806451613,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,0.0,green,0.13793103448275862,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,0.0,green,0.13333333333333333,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,support,0.0,green,29.0,29.0,110.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,1.0,blue,0.125,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,1.0,blue,0.13513513513513514,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,1.0,blue,0.12987012987012986,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,support,1.0,blue,37.0,37.0,110.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,2.0,yellow,0.17647058823529413,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,2.0,yellow,0.21428571428571427,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,2.0,yellow,0.1935483870967742,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,support,2.0,yellow,14.0,14.0,110.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,3.0,orange,0.0,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,3.0,orange,0.0,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,3.0,orange,0.0,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,support,3.0,orange,17.0,17.0,110.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,4.0,red,0.5789473684210527,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,4.0,red,0.8461538461538461,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,4.0,red,0.6875,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,support,4.0,red,13.0,13.0,110.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,balanced_accuracy_supported_classes,,,0.26670114601149086,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,ordinal_mae,,,0.7909090909090909,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,quadratic_weighted_kappa,,,0.7864125340356203,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_count,,,39.0,39.0,110.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_rate,,,0.35454545454545455,39.0,110.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_count,,,48.0,48.0,110.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_rate,,,0.43636363636363634,48.0,110.0,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,multiclass_log_loss,,,1.3422835389379506,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,multiclass_brier,,,0.9254873257352005,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label_ece,,,0.4990007029922238,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,0.0,green,0.3031577564038709,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,0.0,green,0.6213282247765007,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,0.0,green,0.3008677904159281,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,1.0,blue,0.37760596692240134,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,1.0,blue,0.4722325064790819,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,1.0,blue,0.3051272511430391,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,2.0,yellow,0.15923606542591148,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.8601190476190476,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.3313737057625872,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,3.0,orange,0.11327180186407444,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,3.0,orange,0.8526249209361164,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,3.0,orange,0.37137625558419907,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,4.0,red,0.07903825774765606,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,4.0,red,0.9286280729579699,,,ok
full,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,4.0,red,0.47298052824368614,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,row_count,,,1808.0,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,accuracy,,,0.9087389380530974,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,macro_f1_fixed_five,,,0.728835483088212,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,macro_f1_supported_classes,,,0.9110443538602649,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,precision,0.0,green,0.8647686832740213,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,recall,0.0,green,0.9152542372881356,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,f1,0.0,green,0.889295516925892,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,support,0.0,green,531.0,531.0,1808.0,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,precision,1.0,blue,0.933579335793358,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,recall,1.0,blue,0.8961038961038961,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,f1,1.0,blue,0.9144578313253012,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,support,1.0,blue,847.0,847.0,1808.0,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,precision,2.0,yellow,0.8957654723127035,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,recall,2.0,yellow,0.9581881533101045,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,f1,2.0,yellow,0.9259259259259259,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,support,2.0,yellow,287.0,287.0,1808.0,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,precision,3.0,orange,0.9761904761904762,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,recall,3.0,orange,0.8601398601398601,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,f1,3.0,orange,0.9144981412639405,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,support,3.0,orange,143.0,143.0,1808.0,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,precision,4.0,red,,,,absent_target_class
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,recall,4.0,red,,,,absent_target_class
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,f1,4.0,red,,,,absent_target_class
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,support,4.0,red,0.0,0.0,1808.0,absent_target_class
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,balanced_accuracy_supported_classes,,,0.9074215367104991,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,ordinal_mae,,,0.09126106194690266,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,quadratic_weighted_kappa,,,0.9402853141746714,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,false_escalation_vs_proxy_count,,,60.0,60.0,1808.0,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,false_escalation_vs_proxy_rate,,,0.033185840707964605,60.0,1808.0,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,false_deescalation_vs_proxy_count,,,105.0,105.0,1808.0,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,false_deescalation_vs_proxy_rate,,,0.05807522123893805,105.0,1808.0,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,multiclass_log_loss,,,0.24431726681095028,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,multiclass_brier,,,0.14036856711619503,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,top_label_ece,,,0.016353216331966177,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,0.0,green,0.01975681534651059,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,0.0,green,0.9810503666933594,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,0.0,green,0.9577327095069411,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,1.0,blue,0.01761114266640975,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,1.0,blue,0.9736322234193769,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,1.0,blue,0.9642776575004669,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,2.0,yellow,0.018043368045067846,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,2.0,yellow,0.9944928950557468,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,2.0,yellow,0.9650352872294377,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,3.0,orange,0.015373029598682133,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,3.0,orange,0.9971565971565971,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,3.0,orange,0.9775484009405059,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,4.0,red,,,,no_positive_examples
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
interval_only,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
interval_only,1,calibration,chronological_evaluation_only,ngboost,transition_only,row_count,,,151.0,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,transition_only,accuracy,,,0.11258278145695365,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,transition_only,macro_f1_fixed_five,,,0.09474254742547425,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,transition_only,macro_f1_supported_classes,,,0.11842818428184282,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,transition_only,precision,0.0,green,0.14705882352941177,,,ok
interval_only,1,calibration,chronological_evaluation_only,ngboost,transition_only,recall,0.0,green,0.18181818181818182,,,ok
