feature_set,horizon_days,split,evaluation_role,estimator,subset,metric,class_level,class_color,value,numerator,denominator,status
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,f1,2.0,yellow,0.23255813953488372,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,support,2.0,yellow,19.0,19.0,151.0,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,precision,3.0,orange,0.0,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,recall,3.0,orange,0.0,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,f1,3.0,orange,0.0,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,support,3.0,orange,8.0,8.0,151.0,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,precision,4.0,red,,,,absent_target_class
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,recall,4.0,red,,,,absent_target_class
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,f1,4.0,red,,,,absent_target_class
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,support,4.0,red,0.0,0.0,151.0,absent_target_class
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,balanced_accuracy_supported_classes,,,0.1275154288884266,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,ordinal_mae,,,0.8675496688741722,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,quadratic_weighted_kappa,,,0.32235963139323764,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_count,,,61.0,61.0,151.0,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_rate,,,0.40397350993377484,61.0,151.0,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_count,,,70.0,70.0,151.0,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_rate,,,0.46357615894039733,70.0,151.0,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,multiclass_log_loss,,,1.8884324443570244,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,multiclass_brier,,,1.1821574438539701,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,top_label_ece,,,0.6405393722498365,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,0.0,green,0.49653284271297793,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,0.0,green,0.4238636363636364,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,0.0,green,0.3076868754039416,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,1.0,blue,0.5912451265972045,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,1.0,blue,0.22066101095793567,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,1.0,blue,0.32512501649942205,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,2.0,yellow,0.15525075755115544,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.8730063795853269,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.3657791881457366,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,3.0,orange,0.04998032404579244,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,3.0,orange,0.9265734265734266,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,3.0,orange,0.3416666666666667,,,ok
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,4.0,red,,,,no_positive_examples
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
without_station_controls,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,row_count,,,2288.0,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,accuracy,,,0.9449300699300699,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,macro_f1_fixed_five,,,0.9206220908246967,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,macro_f1_supported_classes,,,0.9206220908246967,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,precision,0.0,green,0.9401709401709402,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,recall,0.0,green,0.9417808219178082,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,f1,0.0,green,0.9409751924721984,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,support,0.0,green,584.0,584.0,2288.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,precision,1.0,blue,0.9568965517241379,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,recall,1.0,blue,0.9615014436958614,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,f1,1.0,blue,0.9591934709553529,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,support,1.0,blue,1039.0,1039.0,2288.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,precision,2.0,yellow,0.8994708994708994,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,recall,2.0,yellow,0.9340659340659341,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,f1,2.0,yellow,0.9164420485175202,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,support,2.0,yellow,182.0,182.0,2288.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,precision,3.0,orange,0.9693877551020408,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,recall,3.0,orange,0.7142857142857143,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,f1,3.0,orange,0.8225108225108225,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,support,3.0,orange,133.0,133.0,2288.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,precision,4.0,red,0.9354838709677419,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,recall,4.0,red,0.9942857142857143,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,f1,4.0,red,0.96398891966759,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,support,4.0,red,350.0,350.0,2288.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,balanced_accuracy_supported_classes,,,0.9091839256502066,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,ordinal_mae,,,0.05506993006993007,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,quadratic_weighted_kappa,,,0.9846904571535874,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,false_escalation_vs_proxy_count,,,64.0,64.0,2288.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,false_escalation_vs_proxy_rate,,,0.027972027972027972,64.0,2288.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,false_deescalation_vs_proxy_count,,,62.0,62.0,2288.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,false_deescalation_vs_proxy_rate,,,0.027097902097902096,62.0,2288.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,multiclass_log_loss,,,0.13572772561516616,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,multiclass_brier,,,0.07530353507531108,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,top_label_ece,,,0.021787582277963964,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,0.0,green,0.017249843640852896,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,0.0,green,0.996052800823204,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,0.0,green,0.9895756237033425,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,1.0,blue,0.02327492485923167,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,1.0,blue,0.9951441422627997,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,1.0,blue,0.9939666534214244,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,2.0,yellow,0.012791701950961347,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,2.0,yellow,0.9965691952871439,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,2.0,yellow,0.9715590280543093,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,3.0,orange,0.012898688630662243,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,3.0,orange,0.9969104896812797,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,3.0,orange,0.9429193523797614,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,classwise_ece,4.0,red,0.006460200366805738,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_roc_auc,4.0,red,0.9993439481055579,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest_pr_auc,4.0,red,0.995001531637093,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,row_count,,,110.0,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,accuracy,,,0.2,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,macro_f1_fixed_five,,,0.21647435897435896,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,macro_f1_supported_classes,,,0.21647435897435896,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,0.0,green,0.12903225806451613,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,0.0,green,0.13793103448275862,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,0.0,green,0.13333333333333333,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,support,0.0,green,29.0,29.0,110.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,1.0,blue,0.12195121951219512,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,1.0,blue,0.13513513513513514,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,1.0,blue,0.1282051282051282,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,support,1.0,blue,37.0,37.0,110.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,2.0,yellow,0.125,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,2.0,yellow,0.14285714285714285,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,2.0,yellow,0.13333333333333333,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,support,2.0,yellow,14.0,14.0,110.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,3.0,orange,0.0,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,3.0,orange,0.0,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,3.0,orange,0.0,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,support,3.0,orange,17.0,17.0,110.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,precision,4.0,red,0.5789473684210527,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,recall,4.0,red,0.8461538461538461,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,f1,4.0,red,0.6875,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,support,4.0,red,13.0,13.0,110.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,balanced_accuracy_supported_classes,,,0.2524154317257766,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,ordinal_mae,,,0.8,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,quadratic_weighted_kappa,,,0.7839864322056592,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_count,,,39.0,39.0,110.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_rate,,,0.35454545454545455,39.0,110.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_count,,,49.0,49.0,110.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_rate,,,0.44545454545454544,49.0,110.0,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,multiclass_log_loss,,,1.3498747123436892,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,multiclass_brier,,,0.9279436382901235,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,top_label_ece,,,0.5095193965438329,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,0.0,green,0.3050213769929145,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,0.0,green,0.6221796509152832,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,0.0,green,0.30122796073411795,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,1.0,blue,0.3881141771635888,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,1.0,blue,0.4722325064790818,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,1.0,blue,0.3050522702948455,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,2.0,yellow,0.15880209569065737,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.8601190476190477,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.33888452827340965,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,3.0,orange,0.11312369464866442,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,3.0,orange,0.8507273877292852,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,3.0,orange,0.3717665659498376,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,4.0,red,0.07887845689455394,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,4.0,red,0.9310071371927042,,,ok
without_station_controls,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,4.0,red,0.508752650857914,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,row_count,,,1792.0,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,accuracy,,,0.78125,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,macro_f1_fixed_five,,,0.4859633056808647,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,macro_f1_supported_classes,,,0.6074541321010809,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,precision,0.0,green,0.7872727272727272,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,recall,0.0,green,0.8342967244701349,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,f1,0.0,green,0.8101028999064547,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,support,0.0,green,519.0,519.0,1792.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,precision,1.0,blue,0.8688118811881188,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,recall,1.0,blue,0.8307692307692308,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,f1,1.0,blue,0.8493647912885662,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,support,1.0,blue,845.0,845.0,1792.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,precision,2.0,yellow,0.6575682382133995,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,recall,2.0,yellow,0.9298245614035088,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,f1,2.0,yellow,0.7703488372093024,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,support,2.0,yellow,285.0,285.0,1792.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,precision,3.0,orange,0.0,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,recall,3.0,orange,0.0,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,f1,3.0,orange,0.0,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,support,3.0,orange,143.0,143.0,1792.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,precision,4.0,red,,,,absent_target_class
full,3,calibration,chronological_evaluation_only,ngboost,all,recall,4.0,red,,,,absent_target_class
full,3,calibration,chronological_evaluation_only,ngboost,all,f1,4.0,red,,,,absent_target_class
full,3,calibration,chronological_evaluation_only,ngboost,all,support,4.0,red,0.0,0.0,1792.0,absent_target_class
full,3,calibration,chronological_evaluation_only,ngboost,all,balanced_accuracy_supported_classes,,,0.6487226291607187,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,ordinal_mae,,,0.21875,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,quadratic_weighted_kappa,,,0.8498736523199075,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,false_escalation_vs_proxy_count,,,143.0,143.0,1792.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,false_escalation_vs_proxy_rate,,,0.07979910714285714,143.0,1792.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,false_deescalation_vs_proxy_count,,,249.0,249.0,1792.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,false_deescalation_vs_proxy_rate,,,0.13895089285714285,249.0,1792.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,multiclass_log_loss,,,0.6200069377512517,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,multiclass_brier,,,0.3151015404276597,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,top_label_ece,,,0.04487534651300402,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,0.0,green,0.022444410856815263,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,0.0,green,0.945704244218518,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,0.0,green,0.8670804050176633,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,1.0,blue,0.02642038411519975,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,1.0,blue,0.9179551745468406,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,1.0,blue,0.9059025112716697,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,2.0,yellow,0.02604415795710951,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,2.0,yellow,0.967390772884434,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,2.0,yellow,0.8092007366974402,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,3.0,orange,0.06698070637808806,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,3.0,orange,0.9799263804721658,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,3.0,orange,0.7199991976994575,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,all,classwise_ece,4.0,red,,,,no_positive_examples
full,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
full,3,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,row_count,,,300.0,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,accuracy,,,0.23,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,macro_f1_fixed_five,,,0.1644581776372521,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,macro_f1_supported_classes,,,0.20557272204656513,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,0.0,green,0.21052631578947367,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,0.0,green,0.24242424242424243,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,0.0,green,0.22535211267605634,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,support,0.0,green,99.0,99.0,300.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,1.0,blue,0.1592920353982301,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,1.0,blue,0.13636363636363635,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,1.0,blue,0.1469387755102041,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,support,1.0,blue,132.0,132.0,300.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,2.0,yellow,0.3698630136986301,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,2.0,yellow,0.574468085106383,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,2.0,yellow,0.45,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,support,2.0,yellow,47.0,47.0,300.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,3.0,orange,0.0,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,3.0,orange,0.0,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,3.0,orange,0.0,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,support,3.0,orange,22.0,22.0,300.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,precision,4.0,red,,,,absent_target_class
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,recall,4.0,red,,,,absent_target_class
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,f1,4.0,red,,,,absent_target_class
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,support,4.0,red,0.0,0.0,300.0,absent_target_class
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,balanced_accuracy_supported_classes,,,0.23831399097356545,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,ordinal_mae,,,0.77,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,quadratic_weighted_kappa,,,0.44844162872878923,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_count,,,99.0,99.0,300.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_rate,,,0.33,99.0,300.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_count,,,132.0,132.0,300.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_rate,,,0.44,132.0,300.0,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,multiclass_log_loss,,,1.6332773340408784,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,multiclass_brier,,,1.0311053448022487,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,top_label_ece,,,0.519817146859264,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,0.0,green,0.3690535003133304,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,0.0,green,0.5179406000301523,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,0.0,green,0.30649262138787303,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,1.0,blue,0.4552719544908508,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,1.0,blue,0.25525342712842713,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,1.0,blue,0.3126082632368134,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,2.0,yellow,0.1606146679999763,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.8191489361702127,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.34420994349845635,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,3.0,orange,0.06675534229944913,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,3.0,orange,0.9454708960104643,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,3.0,orange,0.4065166970228909,,,ok
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,classwise_ece,4.0,red,,,,no_positive_examples
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,4.0,red,,,,no_positive_examples
full,3,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,4.0,red,,,,no_positive_examples
full,3,test,historical_holdout_evaluation_only,ngboost,all,row_count,,,2272.0,,,ok
full,3,test,historical_holdout_evaluation_only,ngboost,all,accuracy,,,0.860475352112676,,,ok
full,3,test,historical_holdout_evaluation_only,ngboost,all,macro_f1_fixed_five,,,0.716476751726532,,,ok
full,3,test,historical_holdout_evaluation_only,ngboost,all,macro_f1_supported_classes,,,0.716476751726532,,,ok
full,3,test,historical_holdout_evaluation_only,ngboost,all,precision,0.0,green,0.8624787775891342,,,ok
full,3,test,historical_holdout_evaluation_only,ngboost,all,recall,0.0,green,0.8896672504378283,,,ok
full,3,test,historical_holdout_evaluation_only,ngboost,all,f1,0.0,green,0.8758620689655172,,,ok
full,3,test,historical_holdout_evaluation_only,ngboost,all,support,0.0,green,571.0,571.0,2272.0,ok
full,3,test,historical_holdout_evaluation_only,ngboost,all,precision,1.0,blue,0.9190243902439025,,,ok
