feature_set,horizon_days,split,evaluation_role,estimator,subset,reliability_kind,class_level,class_color,bin_index,bin_lower,bin_upper,count,mean_predicted_probability,observed_frequency,class_support,calibration_status
without_interval,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,3,0.30000000000000004,0.4,0,,,13,empty_bin
without_interval,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,4,0.4,0.5,0,,,13,empty_bin
without_interval,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,5,0.5,0.6000000000000001,0,,,13,empty_bin
without_interval,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,6,0.6000000000000001,0.7000000000000001,0,,,13,empty_bin
without_interval,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,7,0.7000000000000001,0.8,0,,,13,empty_bin
without_interval,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,8,0.8,0.9,0,,,13,empty_bin
without_interval,1,test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,9,0.9,1.0,0,,,13,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,top_label,,,0,0.0,0.1,0,,,1808,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,top_label,,,1,0.1,0.2,0,,,1808,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,top_label,,,2,0.2,0.30000000000000004,0,,,1808,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,top_label,,,3,0.30000000000000004,0.4,0,,,1808,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,top_label,,,4,0.4,0.5,0,,,1808,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,top_label,,,5,0.5,0.6000000000000001,83,0.5511975476070914,0.4819277108433735,1808,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,top_label,,,6,0.6000000000000001,0.7000000000000001,78,0.6414153271757482,0.7307692307692307,1808,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,top_label,,,7,0.7000000000000001,0.8,126,0.7383252010207745,0.7142857142857143,1808,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,top_label,,,8,0.8,0.9,147,0.8521303124348389,0.7619047619047619,1808,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,top_label,,,9,0.9,1.0,1374,0.9750114256841613,0.9708879184861717,1808,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,0,0.0,0.1,1172,0.014714765703911555,0.01877133105802048,531,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,1,0.1,0.2,38,0.1646876952741068,0.3684210526315789,531,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,2,0.2,0.30000000000000004,10,0.25759391829897704,0.4,531,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,3,0.30000000000000004,0.4,16,0.34446009021130664,0.1875,531,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,4,0.4,0.5,22,0.4409615387950449,0.3181818181818182,531,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,5,0.5,0.6000000000000001,51,0.5535384880519992,0.45098039215686275,531,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,6,0.6000000000000001,0.7000000000000001,20,0.6531200382266273,0.55,531,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,7,0.7000000000000001,0.8,20,0.7656568222365596,0.7,531,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,8,0.8,0.9,64,0.8581760116885291,0.796875,531,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,0.0,green,9,0.9,1.0,395,0.9848112844595803,0.9670886075949368,531,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,0,0.0,0.1,768,0.022578248004756846,0.020833333333333332,847,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,1,0.1,0.2,78,0.14101637458326463,0.1794871794871795,847,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,2,0.2,0.30000000000000004,29,0.24850051053357183,0.2413793103448276,847,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,3,0.30000000000000004,0.4,54,0.3578700937062986,0.2777777777777778,847,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,4,0.4,0.5,51,0.4450970630310411,0.5490196078431373,847,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,5,0.5,0.6000000000000001,27,0.5543089380154297,0.6296296296296297,847,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,6,0.6000000000000001,0.7000000000000001,18,0.6489188235160861,0.7777777777777778,847,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,7,0.7000000000000001,0.8,25,0.7303459854394867,0.72,847,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,8,0.8,0.9,51,0.8447341018327684,0.6666666666666666,847,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,9,0.9,1.0,707,0.9769022870372647,0.9674681753889675,847,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,0,0.0,0.1,1422,0.001437180855920903,0.0007032348804500703,287,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,1,0.1,0.2,13,0.11631898016571347,0.23076923076923078,287,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,2,0.2,0.30000000000000004,56,0.2535495693308854,0.07142857142857142,287,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,3,0.30000000000000004,0.4,8,0.3530125185565369,0.375,287,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,4,0.4,0.5,5,0.45641098974829264,0.6,287,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,5,0.5,0.6000000000000001,0,,,287,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,6,0.6000000000000001,0.7000000000000001,34,0.6307577533975842,0.8235294117647058,287,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,7,0.7000000000000001,0.8,34,0.7419022761031432,0.5294117647058824,287,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,8,0.8,0.9,25,0.8482902438727219,0.8,287,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,9,0.9,1.0,211,0.9518069478540742,0.981042654028436,287,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,0,0.0,0.1,1646,0.00013063674833517763,0.0006075334143377885,143,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,1,0.1,0.2,11,0.13629174502091146,0.36363636363636365,143,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,2,0.2,0.30000000000000004,31,0.24228779665085673,0.6774193548387096,143,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,3,0.30000000000000004,0.4,0,,,143,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,4,0.4,0.5,5,0.47487246503497926,1.0,143,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,5,0.5,0.6000000000000001,0,,,143,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,6,0.6000000000000001,0.7000000000000001,6,0.6402820527280663,0.6666666666666666,143,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,7,0.7000000000000001,0.8,41,0.7314686025240238,0.975609756097561,143,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,8,0.8,0.9,7,0.8644565556523168,1.0,143,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,9,0.9,1.0,61,0.9699025999335702,1.0,143,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,0,0.0,0.1,1790,9.85742082910209e-05,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,1,0.1,0.2,7,0.1089351107914918,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,2,0.2,0.30000000000000004,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,3,0.30000000000000004,0.4,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,4,0.4,0.5,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,5,0.5,0.6000000000000001,5,0.510518446864004,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,6,0.6000000000000001,0.7000000000000001,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,7,0.7000000000000001,0.8,6,0.7070498594845671,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,8,0.8,0.9,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,all,one_vs_rest,4.0,red,9,0.9,1.0,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,0,0.0,0.1,0,,,151,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,1,0.1,0.2,0,,,151,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,2,0.2,0.30000000000000004,0,,,151,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,3,0.30000000000000004,0.4,0,,,151,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,4,0.4,0.5,0,,,151,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,5,0.5,0.6000000000000001,32,0.5517870227912631,0.34375,151,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,6,0.6000000000000001,0.7000000000000001,20,0.6430586932977874,0.1,151,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,7,0.7000000000000001,0.8,24,0.75141601208064,0.2916666666666667,151,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,8,0.8,0.9,35,0.8551126612278133,0.0,151,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,top_label,,,9,0.9,1.0,40,0.9573127940911987,0.0,151,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,0,0.0,0.1,60,0.02029729703555935,0.36666666666666664,55,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,1,0.1,0.2,14,0.15188808108795643,1.0,55,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,2,0.2,0.30000000000000004,4,0.24881008838144827,1.0,55,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,3,0.30000000000000004,0.4,4,0.3387038110092766,0.75,55,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,4,0.4,0.5,10,0.45027767002704194,0.4,55,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,5,0.5,0.6000000000000001,19,0.5564036274871936,0.2631578947368421,55,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,6,0.6000000000000001,0.7000000000000001,7,0.6506796995618795,0.14285714285714285,55,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,7,0.7000000000000001,0.8,7,0.7742438410475152,0.2857142857142857,55,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,8,0.8,0.9,13,0.863188033648147,0.0,55,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,0.0,green,9,0.9,1.0,13,0.9698890853774897,0.0,55,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,0,0.0,0.1,32,0.024681120083586534,0.5,69,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,1,0.1,0.2,14,0.13615235185831065,1.0,69,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,2,0.2,0.30000000000000004,8,0.23085972519460612,0.75,69,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,3,0.30000000000000004,0.4,13,0.3562785998145669,0.9230769230769231,69,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,4,0.4,0.5,19,0.4422544432171012,0.7368421052631579,69,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,5,0.5,0.6000000000000001,13,0.5450396774664416,0.46153846153846156,69,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,6,0.6000000000000001,0.7000000000000001,5,0.6494118880219877,0.2,69,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,7,0.7000000000000001,0.8,7,0.7360301714370738,0.0,69,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,8,0.8,0.9,17,0.8519368520724977,0.0,69,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,1.0,blue,9,0.9,1.0,23,0.9526671628980601,0.0,69,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,0,0.0,0.1,114,0.0011692617987312133,0.008771929824561403,19,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,1,0.1,0.2,3,0.1171864424233735,1.0,19,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,2,0.2,0.30000000000000004,4,0.27068475780767415,1.0,19,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,3,0.30000000000000004,0.4,3,0.3570525778217808,1.0,19,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,4,0.4,0.5,3,0.46213257351816456,1.0,19,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,5,0.5,0.6000000000000001,0,,,19,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,6,0.6000000000000001,0.7000000000000001,6,0.6297728813812696,0.0,19,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,7,0.7000000000000001,0.8,9,0.7485585335293993,0.5555555555555556,19,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,8,0.8,0.9,5,0.8449144440630171,0.0,19,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,2.0,yellow,9,0.9,1.0,4,0.9431522267713005,0.0,19,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,0,0.0,0.1,136,7.884152941351274e-05,0.007352941176470588,8,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,1,0.1,0.2,4,0.13644197634792252,1.0,8,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,2,0.2,0.30000000000000004,8,0.23220173094947943,0.375,8,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,3,0.30000000000000004,0.4,0,,,8,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,4,0.4,0.5,0,,,8,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,5,0.5,0.6000000000000001,0,,,8,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,6,0.6000000000000001,0.7000000000000001,2,0.6403596203125173,0.0,8,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,7,0.7000000000000001,0.8,1,0.7250394007786464,0.0,8,ok
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,8,0.8,0.9,0,,,8,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,3.0,orange,9,0.9,1.0,0,,,8,empty_bin
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,0,0.0,0.1,151,8.332652611099924e-05,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,1,0.1,0.2,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,2,0.2,0.30000000000000004,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,3,0.30000000000000004,0.4,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,4,0.4,0.5,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,5,0.5,0.6000000000000001,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,6,0.6000000000000001,0.7000000000000001,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,7,0.7000000000000001,0.8,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,8,0.8,0.9,0,,,0,no_positive_examples
without_velocity,1,calibration,chronological_evaluation_only,ngboost,transition_only,one_vs_rest,4.0,red,9,0.9,1.0,0,,,0,no_positive_examples
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,top_label,,,0,0.0,0.1,0,,,2288,empty_bin
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,top_label,,,1,0.1,0.2,0,,,2288,empty_bin
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,top_label,,,2,0.2,0.30000000000000004,0,,,2288,empty_bin
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,top_label,,,3,0.30000000000000004,0.4,0,,,2288,empty_bin
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,top_label,,,4,0.4,0.5,0,,,2288,empty_bin
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,top_label,,,5,0.5,0.6000000000000001,62,0.5510127669743613,0.43548387096774194,2288,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,top_label,,,6,0.6000000000000001,0.7000000000000001,65,0.6403389206794663,0.6307692307692307,2288,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,top_label,,,7,0.7000000000000001,0.8,131,0.7341646080490367,0.732824427480916,2288,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,top_label,,,8,0.8,0.9,257,0.8713711018965885,0.9182879377431906,2288,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,top_label,,,9,0.9,1.0,1773,0.979185848691364,0.9943598420755781,2288,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,0.0,green,0,0.0,0.1,1593,0.011842859163193675,0.0025109855618330196,584,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,0.0,green,1,0.1,0.2,57,0.15128424413412828,0.10526315789473684,584,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,0.0,green,2,0.2,0.30000000000000004,22,0.2393091833767219,0.18181818181818182,584,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,0.0,green,3,0.30000000000000004,0.4,13,0.3484284679999958,0.5384615384615384,584,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,0.0,green,4,0.4,0.5,18,0.4380151878478131,0.7222222222222222,584,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,0.0,green,5,0.5,0.6000000000000001,27,0.5602936851629284,0.5185185185185185,584,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,0.0,green,6,0.6000000000000001,0.7000000000000001,22,0.6532554714781094,0.5454545454545454,584,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,0.0,green,7,0.7000000000000001,0.8,16,0.7385053553272214,0.8125,584,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,0.0,green,8,0.8,0.9,58,0.8678263742113879,0.896551724137931,584,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,0.0,green,9,0.9,1.0,462,0.9840081448680019,0.9935064935064936,584,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,0,0.0,0.1,1077,0.01585222732143113,0.004642525533890436,1039,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,1,0.1,0.2,77,0.13289160818315865,0.07792207792207792,1039,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,2,0.2,0.30000000000000004,27,0.2672646605406436,0.1111111111111111,1039,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,3,0.30000000000000004,0.4,36,0.35465083125135205,0.3611111111111111,1039,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,4,0.4,0.5,28,0.4401353503100278,0.4642857142857143,1039,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,5,0.5,0.6000000000000001,29,0.5504483878037285,0.3793103448275862,1039,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,6,0.6000000000000001,0.7000000000000001,22,0.6345394083873647,0.5454545454545454,1039,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,7,0.7000000000000001,0.8,35,0.7472008467740145,0.8571428571428571,1039,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,8,0.8,0.9,80,0.8553256713817203,0.9125,1039,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,1.0,blue,9,0.9,1.0,877,0.9791055090348348,0.9954389965792474,1039,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,0,0.0,0.1,2012,0.001584155564989984,0.0004970178926441351,182,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,1,0.1,0.2,23,0.117492172464567,0.043478260869565216,182,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,2,0.2,0.30000000000000004,37,0.25207860336023263,0.02702702702702703,182,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,3,0.30000000000000004,0.4,16,0.36814051294965605,0.1875,182,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,4,0.4,0.5,10,0.46866337782273504,0.5,182,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,5,0.5,0.6000000000000001,1,0.5074529565149241,1.0,182,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,6,0.6000000000000001,0.7000000000000001,15,0.6292936243492306,0.7333333333333333,182,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,7,0.7000000000000001,0.8,26,0.7387385103816061,0.5384615384615384,182,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,8,0.8,0.9,26,0.8556424351867669,0.9615384615384616,182,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,2.0,yellow,9,0.9,1.0,122,0.9527930099737155,0.9836065573770492,182,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,0,0.0,0.1,2134,0.0036452401549267118,0.0028116213683223993,133,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,1,0.1,0.2,7,0.13492080103991005,0.14285714285714285,133,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,2,0.2,0.30000000000000004,45,0.2638089104323251,0.6,133,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,3,0.30000000000000004,0.4,1,0.31718340877718026,1.0,133,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,4,0.4,0.5,3,0.47487743007734,1.0,133,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,5,0.5,0.6000000000000001,2,0.5164172481882536,0.5,133,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,6,0.6000000000000001,0.7000000000000001,6,0.6418563536477366,1.0,133,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,7,0.7000000000000001,0.8,24,0.7363822446426328,1.0,133,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,8,0.8,0.9,18,0.8653081833866813,0.9444444444444444,133,ok
without_velocity,1,test,historical_holdout_evaluation_only,ngboost,all,one_vs_rest,3.0,orange,9,0.9,1.0,48,0.9702265713133406,0.9791666666666666,133,ok
