name,fit_days,strategy,origin,teacher,horizon,lead,station,history_gradient_norm,gate_gradient_norm
h612_IN_o342,612,IN,342,612,180,0,ATU1,0.03147831542505445,4.017247504072903
h612_IN_o342,612,IN,342,612,180,0,ATU5,0.06796991978791317,6.212409030310151
h612_IN_o342,612,IN,342,612,180,0,MJ3,0.05533078637473185,6.304038319617546
h612_IN_o342,612,IN,342,612,180,0,MJ1,0.033678703363536934,4.677834191998526
h612_IN_o342,612,IN,342,612,180,29,ATU1,8.890938746361006e-08,9.214116890146906
h612_IN_o342,612,IN,342,612,180,29,ATU5,1.0417984636270346e-07,14.26743619462731
h612_IN_o342,612,IN,342,612,180,29,MJ3,2.086796291209897e-08,14.612582001105547
h612_IN_o342,612,IN,342,612,180,29,MJ1,4.3392816626240586e-08,11.41064970978596
h612_IN_o342,612,IN,342,612,180,179,ATU1,1.1721419608340008e-33,5.231011231101646
h612_IN_o342,612,IN,342,612,180,179,ATU5,2.108533582302833e-33,5.875389155319912
h612_IN_o342,612,IN,342,612,180,179,MJ3,1.8322263771314516e-33,5.6711578660480555
h612_IN_o342,612,IN,342,612,180,179,MJ1,4.781844850193897e-34,5.002819017583471
