name,fit_days,strategy,origin,teacher,horizon,lead,station,history_gradient_norm,gate_gradient_norm
h432_OOF_o342,432,OOF,342,342,90,0,ATU1,0.028266259981565865,3.5627445931465607
h432_OOF_o342,432,OOF,342,342,90,0,ATU5,0.04644273462506197,4.493903133473277
h432_OOF_o342,432,OOF,342,342,90,0,MJ3,0.04323225595909729,5.245338096242721
h432_OOF_o342,432,OOF,342,342,90,0,MJ1,0.025100585158777593,4.508849665898634
h432_OOF_o342,432,OOF,342,342,90,29,ATU1,4.3794760788157135e-08,11.8906264153919
h432_OOF_o342,432,OOF,342,342,90,29,ATU5,1.2267491180191772e-07,10.60561232785441
h432_OOF_o342,432,OOF,342,342,90,29,MJ3,1.0680452788832062e-07,12.636947864418135
h432_OOF_o342,432,OOF,342,342,90,29,MJ1,2.7776116136744583e-08,10.012040007310546
h432_OOF_o342,432,OOF,342,342,90,89,ATU1,3.804160798403242e-18,9.364015207034154
h432_OOF_o342,432,OOF,342,342,90,89,ATU5,7.707100840609462e-18,8.702314392849148
h432_OOF_o342,432,OOF,342,342,90,89,MJ3,1.2389894516919901e-17,7.890931278196935
h432_OOF_o342,432,OOF,342,342,90,89,MJ1,2.840425069288344e-17,11.541391013752804
