outer_days,strategy,part,station,days,rmse_mm,mae_mm,crps_mm,coverage_80,width_80_mm,interval_score_80_mm,coverage_90,width_90_mm,interval_score_90_mm,coverage_95,width_95_mm,interval_score_95_mm
432,P0,train,ATU1,402,9.663759325541799,7.424712228000846,9.876802056175642,1.0,97.89694309558229,97.89694309558229,1.0,125.64936665749913,125.64936665749913,1.0,149.72045475197956,149.72045475197956
432,P0,train,ATU5,402,4.005363489196314,2.893415141871011,12.37086946393099,1.0,134.3449837170556,134.3449837170556,1.0,172.42992052549423,172.42992052549423,1.0,205.46292274035827,205.46292274035827
432,P0,train,MJ3,402,6.545388968296211,5.642903753780936,6.172962837778656,1.0,59.75862724224088,59.75862724224088,1.0,76.69936800762032,76.69936800762032,1.0,91.39293386645171,91.39293386645171
432,P0,train,MJ1,402,8.277645765670897,6.927245936145315,5.3145446776883505,0.3781094527363184,10.537824789370815,38.569799138466614,0.48507462686567165,13.52515174492545,52.60468290791045,0.5895522388059702,16.116212311357582,70.3668259468702
432,P0,prediction,ATU1,180,55.386000418770955,54.513970896972424,36.03956067232512,0.16666666666666666,97.8969430955823,168.29153845489765,0.9444444444444444,125.6493666574992,140.75374258175128,0.9666666666666667,149.72045475197956,159.11091435770655
432,P0,prediction,ATU5,180,140.06419011407704,134.6063919201048,106.70341561410947,0.06666666666666667,134.34498371705558,831.0425103555029,0.13333333333333333,172.42992052549423,1223.9961002212544,0.17222222222222222,205.4629227403582,1748.5565414047974
432,P0,prediction,MJ3,180,14.720515018928182,12.545990697413949,8.931087249357883,1.0,59.75862724224062,59.75862724224062,1.0,76.69936800761951,76.69936800761951,1.0,91.39293386645186,91.39293386645186
432,P0,prediction,MJ1,180,21.877992443612733,18.144087691792183,16.371228819011314,0.23333333333333334,10.537824789370836,148.55283286270986,0.25555555555555554,13.52515174492547,266.9179650094598,0.2722222222222222,16.116212311357604,484.6858662505409
432,U,train,ATU1,402,1.5130414856691854,1.0663929003233754,8.947947604454994,1.0,98.07831005600094,98.07831005600094,1.0,126.22237197669841,126.22237197669841,1.0,150.84974364875455,150.84974364875455
432,U,train,ATU5,402,0.9957104417114145,0.6675617215112905,12.460847123036606,1.0,136.8507665002828,136.8507665002828,1.0,176.08158510721853,176.08158510721853,1.0,210.37746968679906,210.37746968679906
432,U,train,MJ3,402,0.8141093121691884,0.5879406812451304,5.413067873163605,1.0,59.36476888012781,59.36476888012781,1.0,76.3999169243096,76.3999169243096,1.0,91.30262402042034,91.30262402042034
432,U,train,MJ1,402,0.7067007205432205,0.5241547905641255,0.9094157440356808,1.0,9.39501998925392,9.39501998925392,1.0,12.06461977136315,12.06461977136315,1.0,14.383762141442935,14.383762141442935
432,U,prediction,ATU1,180,66.4444231610078,65.69431043634397,45.74636127312131,0.03888888888888889,98.36358116829597,272.43416890242037,0.2388888888888889,126.57031313238824,221.97536618035454,0.9555555555555556,151.23966935639143,169.63299087930343
432,U,prediction,ATU5,180,149.0997529196714,143.95962393048535,115.07337503633015,0.06111111111111111,137.06764684645609,911.1086022847667,0.09444444444444444,176.35276675110694,1364.0650680590136,0.15,210.68908002906497,1995.2288159786983
432,U,prediction,MJ3,180,11.40543785126782,9.745635440590409,7.680310401278247,1.0,60.89277356746387,60.89277356746387,1.0,78.24495776561169,78.24495776561169,1.0,93.35337169488311,93.35337169488311
432,U,prediction,MJ1,180,15.41109132444335,12.039677620060676,9.97678867662891,0.4166666666666667,15.655459424211735,82.32824280148087,0.4666666666666667,18.97342824110131,134.76464976203522,0.5,21.686632560700126,226.2876392103823
432,L,train,ATU1,402,3.272099066899966,1.658437168886923,8.874624125234966,1.0,96.30025553984046,96.30025553984046,1.0,123.94592557826708,123.94592557826708,1.0,148.14467643288765,148.14467643288765
432,L,train,ATU5,402,1.7562460898700716,1.0504731638634772,12.38016653869663,1.0,135.77863379593663,135.77863379593663,1.0,174.69172995360572,174.69172995360572,1.0,208.71251468261488,208.71251468261488
432,L,train,MJ3,402,1.1462168747552925,0.8249650449564824,5.2138280660707705,1.0,57.060669190789675,57.060669190789675,1.0,73.46381925123318,73.46381925123318,1.0,87.8359809820288,87.8359809820288
432,L,train,MJ1,402,1.1774230544330628,0.8434518528315134,1.0070608450014007,0.9900497512437811,9.489830313330192,9.54074569492542,1.0,12.183073894346306,12.183073894346306,1.0,14.520632090948961,14.520632090948961
432,L,prediction,ATU1,180,65.84681103644192,65.09904445196933,45.51744719745584,0.03888888888888889,96.34327218082599,273.7826515274553,0.23333333333333334,123.99907148415227,228.20023864815795,0.9555555555555556,148.20512002113966,168.2014654747944
432,L,prediction,ATU5,180,146.29888162284186,141.06061308398873,112.52765533329257,0.06111111111111111,135.78124806713188,886.5523408333373,0.12222222222222222,174.694597706807,1319.4938690099837,0.16111111111111112,208.71531777714338,1913.6484386024947
432,L,prediction,MJ3,180,11.967894445515121,10.3462688676869,7.697716630160726,1.0,57.697470516512496,57.697470516512496,1.0,74.23409076498488,74.23409076498488,1.0,88.69140546324562,88.69140546324562
432,L,prediction,MJ1,180,13.936992349561093,10.703613240470823,9.132907411973235,0.4,12.546462645864029,77.8793579997565,0.45,15.7443097482138,129.7928209395517,0.5055555555555555,18.424613750559693,221.1516350224551
612,P0,train,ATU1,582,8.205017090481682,6.205121246043955,13.425116522208764,1.0,141.96003093320132,141.96003093320132,1.0,182.2037273819287,182.2037273819287,1.0,217.10913195809985,217.10913195809985
