component,outer_days,strategy,part,station,days,rmse_mm,mae_mm,crps_mm,coverage_80,width_80_mm,interval_score_80_mm,coverage_90,width_90_mm,interval_score_90_mm,coverage_95,width_95_mm,interval_score_95_mm
seed_0,432,U,train,MJ3,402,1.1589576213266606,0.8380961143761588,5.334594744390205,1.0,58.25015244400791,58.25015244400791,1.0,74.7632615570675,74.7632615570675,1.0,89.08592073987393,89.08592073987393
seed_0,432,U,train,MJ1,402,1.0050411052594175,0.7133080984114921,0.9227496836885026,1.0,8.896794996824504,8.896794996824504,1.0,11.418912800384426,11.418912800384426,1.0,13.606473814602957,13.606473814602957
seed_0,432,U,prediction,ATU1,180,69.01783651224511,68.21464724022889,48.68679246319581,0.03888888888888889,94.57600903635543,311.74278839237945,0.12777777777777777,121.38699392083714,302.2707623098029,0.5777777777777777,144.6415243806469,183.20150427995446
seed_0,432,U,prediction,ATU5,180,150.43730912832402,145.3878666945287,116.99939236717594,0.05555555555555555,134.4386562240879,933.2772146965995,0.08888888888888889,172.5501478871425,1415.4129163007892,0.1388888888888889,205.6061824776612,2109.0026113982963
seed_0,432,U,prediction,MJ3,180,10.916258623819648,8.969831355154833,7.308001696108714,1.0,58.25015244400835,58.25015244400835,1.0,74.76326155706808,74.76326155706808,1.0,89.08592073987414,89.08592073987414
seed_0,432,U,prediction,MJ1,180,12.358924945443365,9.771598122966525,8.210656401581597,0.3055555555555556,8.8967949968245,68.65318243632616,0.39444444444444443,11.41891280038442,114.56826207144317,0.4444444444444444,13.606473814602962,194.69399977430004
seed_1,432,U,train,ATU1,402,1.8320864839345108,1.3929529903248223,8.409265365509466,1.0,91.82096000942211,91.82096000942211,1.0,117.85092676288147,117.85092676288147,1.0,140.4280404848962,140.4280404848962
seed_1,432,U,train,ATU5,402,0.9854154914684711,0.7378144009111834,11.578181632398222,1.0,126.90056343322932,126.90056343322932,1.0,162.8751104955043,162.8751104955043,1.0,194.07766437563987,194.07766437563987
seed_1,432,U,train,MJ3,402,1.0698682337364653,0.8193499432660432,5.022118343296378,1.0,54.847380625329336,54.847380625329336,1.0,70.39585119289012,70.39585119289012,1.0,83.88183031580078,83.88183031580078
seed_1,432,U,train,MJ1,402,0.8125659015561304,0.5990661666461259,0.9155299055088572,1.0,9.255328197682394,9.255328197682394,1.0,11.879085183595981,11.879085183595981,1.0,14.154803028761416,14.154803028761416
seed_1,432,U,prediction,ATU1,180,63.02868144115566,62.290507667577224,43.5989449568344,0.03888888888888889,91.82096000942215,262.9564970484006,0.22777777777777777,117.85092676288158,223.6511489806671,0.95,140.42804048489617,164.67170438406464
seed_1,432,U,prediction,ATU5,180,145.09418420537506,140.05371142972513,113.27059342151748,0.05555555555555555,126.90056343322944,910.000567293626,0.08333333333333333,162.87511049550434,1393.6008335515203,0.1388888888888889,194.07766437563987,2101.0307840243718
seed_1,432,U,prediction,MJ3,180,14.46452302092812,12.79076471965471,8.667389917076589,1.0,54.84738062532892,54.84738062532892,1.0,70.39585119288972,70.39585119288972,1.0,83.8818303158007,83.8818303158007
seed_1,432,U,prediction,MJ1,180,20.22921437498009,17.450891622436313,15.569981822432947,0.10555555555555556,9.255328197682399,140.2726641454193,0.11666666666666667,11.879085183595988,250.58840992298823,0.15,14.154803028761409,451.8259853638529
seed_2,432,U,train,ATU1,402,1.702054993001793,1.145225482562417,9.882059498285054,1.0,108.08347332118778,108.08347332118778,1.0,138.72363670937537,138.72363670937537,1.0,165.29940838931,165.29940838931
seed_2,432,U,train,ATU5,402,1.203296858742021,0.90354442259156,13.645510134418751,1.0,149.55169850212587,149.55169850212587,1.0,191.9475277282008,191.9475277282008,1.0,228.71958613465273,228.71958613465273
seed_2,432,U,train,MJ3,402,0.8215146558845422,0.6185192505005064,5.946540960233616,1.0,65.10384308030977,65.10384308030977,1.0,83.55987828979787,83.55987828979787,1.0,99.56773606882193,99.56773606882193
seed_2,432,U,train,MJ1,402,0.8766165695532783,0.6389225503674414,0.9643749681928937,1.0,9.70641064903646,9.70641064903646,1.0,12.458043244294803,12.458043244294803,1.0,14.844674107590325,14.844674107590325
seed_2,432,U,prediction,ATU1,180,67.33559344634757,66.57777640122582,45.22851639702733,0.044444444444444446,108.08347332118775,243.67327307303526,0.6333333333333333,138.72363670937554,160.83008418630936,0.9611111111111111,165.29940838930997,175.83556955016945
seed_2,432,U,prediction,ATU5,180,151.77479269951792,146.43729366720225,115.19966246720465,0.06666666666666667,149.55169850212607,888.5146295864932,0.13333333333333333,191.9475277282008,1285.0343817036896,0.17777777777777778,228.7195861346528,1790.5207466385734
seed_2,432,U,prediction,MJ3,180,11.890254882557647,10.473525608075395,8.091365061191121,1.0,65.10384308030984,65.10384308030984,1.0,83.55987828979801,83.55987828979801,1.0,99.56773606882166,99.56773606882166
seed_2,432,U,prediction,MJ1,180,14.84724593005346,11.998063189859618,10.215602335720215,0.28888888888888886,9.706410649036451,86.91614634186371,0.37777777777777777,12.458043244294794,148.48834833665393,0.4444444444444444,14.844674107590317,258.65185220409603
seed_0,432,L,train,ATU1,402,3.4314927398940354,1.800608492848909,8.598438590250165,1.0,92.90155151739349,92.90155151739349,1.0,119.23785095375753,119.23785095375753,1.0,142.08066258788313,142.08066258788313
seed_0,432,L,train,ATU5,402,1.9901428256905669,1.1804332595446032,11.733823049638804,1.0,128.34787967674242,128.34787967674242,1.0,164.73272079057733,164.73272079057733,1.0,196.2911435640262,196.2911435640262
seed_0,432,L,train,MJ3,402,1.3534069616140383,0.9681401938148795,5.048105459333052,1.0,54.99349290329925,54.99349290329925,1.0,70.58338427213893,70.58338427213893,1.0,84.1052897621404,84.1052897621404
seed_0,432,L,train,MJ1,402,1.1918511539789673,0.8308810597576691,0.9854025578444388,0.9900497512437811,9.16362277814175,9.225087922585512,1.0,11.76138255142029,11.76138255142029,1.0,14.014551692175353,14.014551692175353
seed_0,432,L,prediction,ATU1,180,67.1776801403406,66.43978576593184,47.260470125233354,0.03888888888888889,92.90155151739351,299.7836344815083,0.14444444444444443,119.23785095375771,284.93747986043735,0.85,142.08066258788313,169.9290323071015
seed_0,432,L,prediction,ATU5,180,147.11987152820782,141.87971824600646,114.79515033376705,0.05555555555555555,128.3478796767425,922.0211161088694,0.08888888888888889,164.73272079057736,1413.386373755427,0.14444444444444443,196.2911435640262,2142.254478453204
seed_0,432,L,prediction,MJ3,180,10.527533523255652,8.967453171103624,6.998656822212865,1.0,54.99349290329998,54.99349290329998,1.0,70.58338427213833,70.58338427213833,1.0,84.10528976214003,84.10528976214003
seed_0,432,L,prediction,MJ1,180,13.156607805225896,10.3961529716963,8.782856348502571,0.3055555555555556,9.16362277814175,73.91094975604346,0.4,11.76138255142029,124.44692515622108,0.49444444444444446,14.014551692175353,214.37016260425776
seed_1,432,L,train,ATU1,402,3.2918758531404353,1.8400257890511735,8.325922521321443,1.0,89.98107564574438,89.98107564574438,1.0,115.48946073841716,115.48946073841716,1.0,137.61418016494807,137.61418016494807
seed_1,432,L,train,ATU5,402,1.7543632144402,1.1174958446520586,11.904497978866875,1.0,130.3007515935923,130.3007515935923,1.0,167.2392047701212,167.2392047701212,1.0,199.2778034352916,199.2778034352916
seed_1,432,L,train,MJ3,402,1.1372345526062129,0.8277741025996258,4.863349799284537,1.0,53.067034116850145,53.067034116850145,1.0,68.11080117858131,68.11080117858131,1.0,81.15902528801332,81.15902528801332
seed_1,432,L,train,MJ1,402,1.397712102477934,1.0411813854550456,1.0797086264894102,0.9925373134328358,9.69505095430225,9.733020099744392,1.0,12.443463233891517,12.443463233891517,1.0,14.827300953662299,14.827300953662299
seed_1,432,L,prediction,ATU1,180,64.74334453280335,63.97684984876618,45.45549729094213,0.03888888888888889,89.98107564574438,287.1663915081501,0.18333333333333332,115.48946073841704,270.263841226459,0.8666666666666667,137.61418016494798,165.0152783162918
seed_1,432,L,prediction,ATU5,180,145.4822340047074,140.17314566178496,112.77759727054075,0.06111111111111111,130.30075159359222,898.7435973945879,0.1111111111111111,167.23920477012118,1362.8047883097765,0.15,199.27780343529156,2035.2608434659917
seed_1,432,L,prediction,MJ3,180,14.168899523809012,12.405121913684475,8.454863146315118,1.0,53.067034116849975,53.067034116849975,1.0,68.11080117858114,68.11080117858114,1.0,81.15902528801348,81.15902528801348
seed_1,432,L,prediction,MJ1,180,16.83399177993463,14.141546108807283,12.280004545869978,0.22777777777777777,9.695050954302245,107.21851642806789,0.26666666666666666,12.443463233891523,186.67741004270243,0.2833333333333333,14.827300953662304,328.8316314171932
seed_2,432,L,train,ATU1,402,3.2475973409900103,1.679582353464933,9.791647662314997,1.0,106.28885872124535,106.28885872124535,1.0,136.4202737978603,136.4202737978603,1.0,162.5547821986271,162.5547821986271
seed_2,432,L,train,ATU5,402,1.9670126211162913,1.2756489917740734,13.614023943981747,1.0,149.02403551082313,149.02403551082313,1.0,191.27027960819507,191.27027960819507,1.0,227.9125952265045,227.9125952265045
seed_2,432,L,train,MJ3,402,1.269610076160312,0.9843843677303517,5.795414670998523,1.0,63.277171795352864,63.277171795352864,1.0,81.21537106833952,81.21537106833952,1.0,96.7740834090132,96.7740834090132
seed_2,432,L,train,MJ1,402,1.332484669229667,1.0014478324128362,1.0318783111356955,0.9900497512437811,9.271459960373813,9.327560070875691,1.0,11.89979007693808,11.89979007693808,1.0,14.179474430848023,14.179474430848023
seed_2,432,L,prediction,ATU1,180,65.6314883152045,64.88049774120995,43.95589198213967,0.044444444444444446,106.28885872124543,233.81321350809844,0.7944444444444444,136.42027379786023,155.4751876823076,0.9611111111111111,162.55478219862698,172.2361386792309
seed_2,432,L,prediction,ATU5,180,146.2965196533948,141.12897534417476,110.12360083483651,0.06666666666666667,149.02403551082315,838.0436693141149,0.1388888888888889,191.2702796081951,1192.2537671414266,0.18333333333333332,227.91259522650446,1613.7465366278873
seed_2,432,L,prediction,MJ3,180,12.241743975554042,10.444424181236892,8.104730517120826,1.0,63.27717179535262,63.27717179535262,1.0,81.21537106833989,81.21537106833989,1.0,96.77408340901295,96.77408340901295
seed_2,432,L,prediction,MJ1,180,12.536941617972774,10.071501884827835,8.347571847064748,0.36666666666666664,9.27145996037381,68.50987032200088,0.48333333333333334,11.899790076938082,115.19371258306053,0.5222222222222223,14.179474430848025,198.15740466927454
deterministic,612,P0,train,ATU1,582,8.205017090481682,6.205121246043955,13.425116522208764,1.0,141.96003093320132,141.96003093320132,1.0,182.2037273819287,182.2037273819287,1.0,217.10913195809985,217.10913195809985
deterministic,612,P0,train,ATU5,582,9.456274591068324,7.908746182511195,32.986773456186306,1.0,358.99896383363745,358.99896383363745,1.0,460.770182330531,460.770182330531,1.0,549.041535842251,549.041535842251
deterministic,612,P0,train,MJ3,582,5.607264439348578,4.851707010023789,4.273393725998595,1.0,37.730198094092266,37.730198094092266,1.0,48.4261850494875,48.4261850494875,1.0,57.70335849440606,57.70335849440606
deterministic,612,P0,train,MJ1,582,5.503248859314611,3.9236001083898824,5.654935784285525,1.0,56.075550871498166,56.075550871498166,1.0,71.97219045823945,71.97219045823945,1.0,85.76015441636477,85.76015441636477
deterministic,612,P0,prediction,ATU1,180,4.264416212270162,2.9570455475789585,13.074196178838832,1.0,141.96003093320127,141.96003093320127,1.0,182.20372738192856,182.20372738192856,1.0,217.10913195809977,217.10913195809977
deterministic,612,P0,prediction,ATU5,180,5.021708368573075,4.3470540930039006,32.8041097967054,1.0,358.9989638336374,358.9989638336374,1.0,460.77018233053093,460.77018233053093,1.0,549.0415358422515,549.0415358422515
deterministic,612,P0,prediction,MJ3,180,61.04552849517042,50.59326022797686,43.768373211664326,0.2722222222222222,37.73019809409214,379.95223109758257,0.3333333333333333,48.42618504948785,658.9623214062602,0.38333333333333336,57.703358494405784,1161.1166168322438
deterministic,612,P0,prediction,MJ1,180,18.647526258184858,15.311142958359284,10.809504291196586,0.8222222222222222,56.07555087149819,58.37498572750668,1.0,71.97219045823954,71.97219045823954,1.0,85.76015441636478,85.76015441636478
seed_0,612,U,train,ATU1,582,1.5890714419431178,1.143049796871125,16.143714433115193,1.0,176.89983266783017,176.89983266783017,1.0,227.04847747239978,227.04847747239978,1.0,270.54494748678775,270.54494748678775
seed_0,612,U,train,ATU5,582,1.473096378666042,1.1098801086187555,35.16219798250507,1.0,385.58633762850013,385.58633762850013,1.0,494.8947072047194,494.8947072047194,1.0,589.7034151592843,589.7034151592843
seed_0,612,U,train,MJ3,582,1.1491988828906363,0.8621558532323749,2.5991664670323806,1.0,27.979496627221184,27.979496627221184,1.0,35.91129518807028,35.91129518807028,1.0,42.79094746195808,42.79094746195808
seed_0,612,U,train,MJ1,582,1.2053509145329497,0.9176922350809391,2.9349739732154116,1.0,31.677199189159293,31.677199189159293,1.0,40.65724505230936,40.65724505230936,1.0,48.44609552148029,48.44609552148029
seed_0,612,U,prediction,ATU1,180,7.5927870530970205,5.9691916601695425,16.461597559066764,1.0,176.89983266783003,176.89983266783003,1.0,227.04847747239958,227.04847747239958,1.0,270.54494748678746,270.54494748678746
seed_0,612,U,prediction,ATU5,180,7.493170018714329,5.995967359836419,35.3052639129903,1.0,385.58633762849996,385.58633762849996,1.0,494.8947072047196,494.8947072047196,1.0,589.7034151592842,589.7034151592842
seed_0,612,U,prediction,MJ3,180,59.26553425711787,50.41340690655916,44.80688485884517,0.12222222222222222,27.979496627221362,400.70260633738377,0.2,35.91129518807042,714.7996545698978,0.2777777777777778,42.790947461958005,1295.6857220934246
seed_0,612,U,prediction,MJ1,180,17.684852414324634,14.303836162322925,10.596703098795153,0.5833333333333334,31.677199189159253,72.42835547621077,0.6444444444444445,40.65724505230939,85.78996735038203,0.6888888888888889,48.44609552148033,85.97972148072759
seed_1,612,U,train,ATU1,582,1.638127716588049,1.1139539416381334,14.74646407907552,1.0,161.5490105696986,161.5490105696986,1.0,207.34591058600228,207.34591058600228,1.0,247.06789103181413,247.06789103181413
seed_1,612,U,train,ATU5,582,1.343530199606382,1.0324647107887581,33.91274502883949,1.0,371.89135742399463,371.89135742399463,1.0,477.3173903833616,477.3173903833616,1.0,568.7587503487883,568.7587503487883
seed_1,612,U,train,MJ3,582,1.2091393299239572,0.9842515092735334,3.420540294181324,1.0,37.07406420321819,37.07406420321819,1.0,47.58404631654218,47.58404631654218,1.0,56.699888302411956,56.699888302411956
seed_1,612,U,train,MJ1,582,1.3181936451254301,1.005781392275061,4.761687097128286,1.0,51.84956264603795,51.84956264603795,1.0,66.54819328460269,66.54819328460269,1.0,79.29706315565193,79.29706315565193
seed_1,612,U,prediction,ATU1,180,7.83603550017279,5.89802429001771,15.116297883246915,1.0,161.54901056969868,161.54901056969868,1.0,207.3459105860024,207.3459105860024,1.0,247.06789103181404,247.06789103181404
seed_1,612,U,prediction,ATU5,180,9.025963384807856,7.016122146684315,34.13154859469368,1.0,371.8913574239946,371.8913574239946,1.0,477.3173903833614,477.3173903833614,1.0,568.7587503487885,568.7587503487885
seed_1,612,U,prediction,MJ3,180,59.54137039942235,48.45474338019101,42.018953910074714,0.32222222222222224,37.07406420321812,367.6188473438715,0.4,47.58404631654256,641.6951139726582,0.4222222222222222,56.6998883024119,1138.7577142395583
seed_1,612,U,prediction,MJ1,180,18.633148730662136,16.0138549997705,10.857741241685702,0.7277777777777777,51.849562646037946,55.659904579798464,1.0,66.54819328460269,66.54819328460269,1.0,79.29706315565191,79.29706315565191
seed_2,612,U,train,ATU1,582,1.7391051496034375,1.181287345182754,15.75390101027339,1.0,172.58807020319404,172.58807020319404,1.0,221.51439025448514,221.51439025448514,1.0,263.9506758474194,263.9506758474194
seed_2,612,U,train,ATU5,582,1.6858173865346457,1.2326613276879281,35.47647658776424,1.0,389.01444595377643,389.01444595377643,1.0,499.2946366118089,499.2946366118089,1.0,594.9462544138719,594.9462544138719
seed_2,612,U,train,MJ3,582,1.1911573319607158,0.882427142514537,2.8261064498980124,1.0,30.47594948487137,30.47594948487137,1.0,39.11545774641155,39.11545774641155,1.0,46.60894263521739,46.60894263521739
seed_2,612,U,train,MJ1,582,1.4178110053894173,1.029693705706166,3.523546140487826,1.0,38.055022488840336,38.055022488840336,1.0,48.84309264720002,48.84309264720002,1.0,58.20013453706417,58.20013453706417
seed_2,612,U,prediction,ATU1,180,13.529609784334696,9.405760895898355,16.80825209474889,1.0,172.588070203194,172.588070203194,1.0,221.5143902544853,221.5143902544853,1.0,263.9506758474195,263.9506758474195
seed_2,612,U,prediction,ATU5,180,7.145013224489112,6.158456896811722,35.60314828448391,1.0,389.0144459537764,389.0144459537764,1.0,499.2946366118089,499.2946366118089,1.0,594.9462544138718,594.9462544138718
seed_2,612,U,prediction,MJ3,180,63.454793397596156,53.06756668961254,47.04872710710778,0.16111111111111112,30.475949484871084,419.18016040714366,0.26666666666666666,39.11545774641149,748.0599449685488,0.3111111111111111,46.60894263521663,1358.005252228562
seed_2,612,U,prediction,MJ1,180,19.613097239488983,15.605835342055803,11.598234812777797,0.5666666666666667,38.055022488840336,78.68559999057682,0.6388888888888888,48.843092647200024,85.15751228704816,0.7611111111111111,58.20013453706417,71.49419571810532
seed_0,612,L,train,ATU1,582,2.9353887720222507,1.8255170964488527,15.750174451867597,1.0,172.1833221145793,172.1833221145793,1.0,220.99490170611324,220.99490170611324,1.0,263.3316670630229,263.3316670630229
seed_0,612,L,train,ATU5,582,1.8128698636388387,1.3142545632624816,34.390086375554695,1.0,377.0834029379524,377.0834029379524,1.0,483.98130866487315,483.98130866487315,1.0,576.6992987356277,576.6992987356277
seed_0,612,L,train,MJ3,582,1.2075859574672465,0.958740374643456,2.515257118136973,1.0,26.983154105946067,26.983154105946067,1.0,34.63250340469263,34.63250340469263,1.0,41.267173069229486,41.267173069229486
seed_0,612,L,train,MJ1,582,1.5164009868174317,1.1048325871175022,3.143983723154334,1.0,33.72174262239867,33.72174262239867,1.0,43.28138814302076,43.28138814302076,1.0,51.572954871420166,51.572954871420166
seed_0,612,L,prediction,ATU1,180,8.476781937601846,6.58230111573102,16.124243521401674,1.0,172.18332211457928,172.18332211457928,1.0,220.99490170611324,220.99490170611324,1.0,263.3316670630229,263.3316670630229
seed_0,612,L,prediction,ATU5,180,6.424703814710981,5.275417614736226,34.4930617274452,1.0,377.08340293795254,377.08340293795254,1.0,483.98130866487327,483.98130866487327,1.0,576.699298735628,576.699298735628
seed_0,612,L,prediction,MJ3,180,62.31361481614986,52.61255203279324,47.26949338929733,0.14444444444444443,26.983154105946383,427.8462259857471,0.19444444444444445,34.63250340469291,772.816228801591,0.25,41.2671730692298,1415.7572295846649
seed_0,612,L,prediction,MJ1,180,18.381463068448454,14.842159971930664,10.960499769509662,0.5611111111111111,33.72174262239872,74.81940712586393,0.6444444444444445,43.281388143020706,87.33249946022423,0.6944444444444444,51.57295487142023,83.07074022692193
seed_1,612,L,train,ATU1,582,2.5305999516078423,1.5775733170179453,15.169609342292917,1.0,165.94386890375202,165.94386890375202,1.0,212.98665019782203,212.98665019782203,1.0,253.78924683677417,253.78924683677417
seed_1,612,L,train,ATU5,582,1.8029011325060094,1.3211136912884314,34.007380195133194,1.0,372.88596907857044,372.88596907857044,1.0,478.5939606233787,478.5939606233787,1.0,570.279877609334,570.279877609334
seed_1,612,L,train,MJ3,582,1.3465528121372052,1.0570550098364666,3.3621132094775685,1.0,36.3163506929754,36.3163506929754,1.0,46.61153155343353,46.61153155343353,1.0,55.54106548869234,55.54106548869234
seed_1,612,L,train,MJ1,582,1.6183801233299597,1.2476402902809227,3.995885137559348,1.0,43.147256991658075,43.147256991658075,1.0,55.37890488263736,55.37890488263736,1.0,65.98803515504858,65.98803515504858
seed_1,612,L,prediction,ATU1,180,9.22608652356415,7.9604876114421135,15.652949548737338,1.0,165.94386890375202,165.94386890375202,1.0,212.9866501978218,212.9866501978218,1.0,253.78924683677428,253.78924683677428
seed_1,612,L,prediction,ATU5,180,9.669960240401462,8.388665759256476,34.25469283294091,1.0,372.8859690785703,372.8859690785703,1.0,478.5939606233787,478.5939606233787,1.0,570.279877609334,570.279877609334
seed_1,612,L,prediction,MJ3,180,59.61623248446258,48.032454726423474,41.81242683868344,0.31666666666666665,36.316350692975654,366.7980955897199,0.37777777777777777,46.61153155343321,640.0032807026108,0.4111111111111111,55.54106548869211,1134.4335377450384
seed_1,612,L,prediction,MJ1,180,18.907120918087763,15.756454688450463,11.08365302988466,0.6166666666666667,43.14725699165807,65.32191696599448,0.85,55.37890488263734,61.69113023482934,1.0,65.98803515504856,65.98803515504856
seed_2,612,L,train,ATU1,582,2.5802137397272777,1.688081342617756,15.378174762854092,1.0,168.22027301073766,168.22027301073766,1.0,215.90838324193143,215.90838324193143,1.0,257.27070648710384,257.27070648710384
seed_2,612,L,train,ATU5,582,2.198813058748223,1.6799262549622591,34.20194509016868,1.0,374.97306717198956,374.97306717198956,1.0,481.2727220291972,481.2727220291972,1.0,573.4718186958133,573.4718186958133
seed_2,612,L,train,MJ3,582,1.57281656795337,1.1869515060945475,2.9410701848571326,1.0,31.376852278667126,31.376852278667126,1.0,40.27175396556151,40.27175396556151,1.0,47.986754560545975,47.986754560545975
seed_2,612,L,train,MJ1,582,1.7264887793482435,1.2485846216903649,3.0239172926388114,1.0,32.1334742793955,32.1334742793955,1.0,41.242867791372525,41.242867791372525,1.0,49.14390805451546,49.14390805451546
seed_2,612,L,prediction,ATU1,180,11.523581286775206,8.522189016903704,16.13912335433634,1.0,168.22027301073774,168.22027301073774,1.0,215.9083832419314,215.9083832419314,1.0,257.2707064871038,257.2707064871038
seed_2,612,L,prediction,ATU5,180,6.5720503676365345,5.84546177113069,34.30651032988249,1.0,374.9730671719898,374.9730671719898,1.0,481.27272202919727,481.27272202919727,1.0,573.4718186958135,573.4718186958135
seed_2,612,L,prediction,MJ3,180,66.03059800015392,55.36343122192867,49.21837140630649,0.17222222222222222,31.376852278666572,439.95525991237395,0.24444444444444444,40.27175396556211,787.0991596093928,0.3055555555555556,47.98675456054642,1430.981137410551
seed_2,612,L,prediction,MJ1,180,19.75160279211903,15.33345867933461,11.851334364271404,0.5611111111111111,32.13347427939552,88.16171568196795,0.5833333333333334,41.242867791372554,114.63627861865906,0.6111111111111112,49.14390805451548,131.6050296488437
