model,horizon,n_per_point,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,mae,rmse,pooled_rmse
DRIFT30,2,375,0.0505678503201,0.761333333333,0.22907581421,0.34857508362,0.842,0.294015624482,0.437428116171,0.885333333333,0.350341225162,0.533371424873,0.0668940596748,0.0883478382073,0.0894425768815
DRIFT30,3,374,0.0781652582199,0.75935828877,0.353822344372,0.543099478793,0.842245989305,0.454126062566,0.686559753547,0.883021390374,0.541124579407,0.848556887352,0.102879774364,0.135954716384,0.137621382014
DRIFT30,4,373,0.107267502469,0.756032171582,0.485222421272,0.750934223768,0.841152815013,0.622776235436,0.956453333589,0.883378016086,0.742083655276,1.19607933113,0.140439744599,0.185738037694,0.187988854072
DRIFT30,5,372,0.137840628071,0.758064516129,0.623151916776,0.971938949611,0.83938172043,0.799806826357,1.24793577041,0.878360215054,0.953028615168,1.57568426975,0.179515799761,0.237611543581,0.240455518666
DRIFT30,6,371,0.16984556521,0.754716981132,0.767480567495,1.20579093341,0.838274932615,0.985050644077,1.559656101,0.876684636119,1.17376023842,1.98684603078,0.220061694127,0.291487911862,0.294930776065
DRIFT30,7,370,0.203237809472,0.753378378378,0.918073721231,1.45216286084,0.834459459459,1.17833486437,1.89083048408,0.875,1.40407259227,2.42795581886,0.261952820736,0.347279212605,0.351323375648
DRIFT30,8,369,0.237967406926,0.752032520325,1.07479443173,1.71049159683,0.833333333333,1.37948371863,2.24089007252,0.873983739837,1.64375623549,2.89802673236,0.305201184791,0.404897329559,0.409541855986
DRIFT30,9,368,0.273979382989,0.750679347826,1.23750504852,1.98049139427,0.832880434783,1.58832053439,2.60845975817,0.869565217391,1.89260064987,3.39456900669,0.349628978504,0.464254342056,0.46949494556
DRIFT30,10,367,0.311214717643,0.75068119891,1.40606796958,2.2613099702,0.8310626703,1.80466870134,2.99304777937,0.869209809264,2.15039539124,3.91822001902,0.39518789163,0.525262861391,0.531091918131
DRIFT30,11,366,0.349611956743,0.749316939891,1.58034630919,2.55260959043,0.830601092896,2.0283525286,3.39345634967,0.872267759563,2.41693111099,4.46547124762,0.441911914731,0.587836314734,0.594242895852
DRIFT30,12,365,0.389109335315,0.750684931507,1.76020460785,2.85327303531,0.828767123288,2.25919815577,3.80951764795,0.871232876712,2.69200064169,5.03739292844,0.48962188342,0.651889016986,0.658858944478
DRIFT30,13,364,0.429647046439,0.750686813187,1.94550957795,3.16247830042,0.830357142857,2.49703451004,4.24020019686,0.87293956044,2.97540013753,5.63702439616,0.538246919107,0.717335700102,0.724851639675
DRIFT30,14,363,0.471169906846,0.752066115702,2.13613088001,3.48107127099,0.831267217631,2.74169430251,4.68634993111,0.875344352617,3.26693026144,6.26646998952,0.58781295243,0.784091348193,0.792132931644
DRIFT30,15,362,0.513629822371,0.759668508287,2.33194193357,3.80801777074,0.830801104972,2.99301506892,5.14979668248,0.871546961326,3.56639742537,6.92970419308,0.638200515533,0.85207132574,0.860615300929
DRIFT30,16,361,0.556987262919,0.765235457064,2.53282077467,4.1448786713,0.831717451524,3.25084027022,5.63492679502,0.869113573407,3.87361510151,7.61678274253,0.689318145584,0.921191585295,0.930211994746
DRIFT30,17,360,0.601211362621,0.768055555556,2.73865098924,4.49261781234,0.829861111111,3.51502049056,6.13825110403,0.865277777778,4.18840524989,8.32935154384,0.741221650538,0.991368911254,1.00083730031
DRIFT30,18,359,0.646278790819,0.772284122563,2.94932280002,4.85372882799,0.827298050139,3.78541483237,6.65577911953,0.861420612813,4.51059998071,9.06096420055,0.793767662802,1.06252119715,1.07240685241
DRIFT30,19,358,0.692171847213,0.770251396648,3.16473442433,5.22728335321,0.826815642458,4.06189265899,7.18639333567,0.859636871508,4.84004363077,9.81509034737,0.846844695483,1.13456775353,1.14483797202
DRIFT30,20,357,0.738876201843,0.772408963585,3.38479385738,5.61009300053,0.824229691877,4.34433588354,7.7284474292,0.857142857143,5.17659549091,10.5859977289,0.900586569077,1.20742964303,1.21805003227
DRIFT30,21,356,0.786378642923,0.768960674157,3.60942127281,6.00016764005,0.820224719101,4.63264204999,8.28162407955,0.855337078652,5.52013347722,11.373709383,0.954755060261,1.28103003833,1.29196484707
DRIFT30,22,355,0.834665217528,0.766197183099,3.8385522686,6.39806770373,0.819014084507,4.92672849927,8.84581853304,0.852112676056,5.87055909532,12.1769394584,1.00945741623,1.35529459837,1.36650707735
DRIFT30,23,354,0.883720102159,0.764830508475,4.07214216425,6.80194273665,0.819209039548,5.22653788455,9.41885130413,0.850282485876,6.22780401229,12.9943412261,1.06467391658,1.43015185666,1.44160464837
