model,horizon,point,n,mae,rmse,interpretation
TCN_DIRECT,1,ATU1,910,0.0819114430554688,0.113517475861767,fitting_only_not_issued_forecast
TCN_DIRECT,1,ATU5,910,0.0711750603134777,0.0955119264636648,fitting_only_not_issued_forecast
TCN_DIRECT,1,MJ3,910,0.0250323621432921,0.036042378076999,fitting_only_not_issued_forecast
TCN_DIRECT,1,MJ1,910,0.0172927075374928,0.0225754522465504,fitting_only_not_issued_forecast
TCN_DIRECT,2,ATU1,910,0.153964862313281,0.211676136757387,fitting_only_not_issued_forecast
TCN_DIRECT,2,ATU5,910,0.144828732424831,0.195126521687348,fitting_only_not_issued_forecast
TCN_DIRECT,2,MJ3,910,0.0499331617997345,0.0724711461021203,fitting_only_not_issued_forecast
TCN_DIRECT,2,MJ1,910,0.0347833474358708,0.0459508621251399,fitting_only_not_issued_forecast
TCN_DIRECT,3,ATU1,910,0.216442917922664,0.296841736596768,fitting_only_not_issued_forecast
TCN_DIRECT,3,ATU5,910,0.224026185548513,0.301296941217315,fitting_only_not_issued_forecast
TCN_DIRECT,3,MJ3,910,0.0750567909313533,0.109725513063264,fitting_only_not_issued_forecast
TCN_DIRECT,3,MJ1,910,0.052911646506548,0.0706467276460311,fitting_only_not_issued_forecast
TCN_DIRECT,4,ATU1,910,0.270316221926775,0.373169470597147,fitting_only_not_issued_forecast
TCN_DIRECT,4,ATU5,910,0.31122236453062,0.416629399494901,fitting_only_not_issued_forecast
TCN_DIRECT,4,MJ3,910,0.100979178286611,0.148226522189563,fitting_only_not_issued_forecast
TCN_DIRECT,4,MJ1,910,0.0720818519337389,0.0971138801465181,fitting_only_not_issued_forecast
TCN_DIRECT,5,ATU1,910,0.320335255705101,0.447132011569552,fitting_only_not_issued_forecast
TCN_DIRECT,5,ATU5,910,0.407843598925721,0.543802382753272,fitting_only_not_issued_forecast
TCN_DIRECT,5,MJ3,910,0.127863483335058,0.188367388826252,fitting_only_not_issued_forecast
TCN_DIRECT,5,MJ1,910,0.0926434211149034,0.125772495379718,fitting_only_not_issued_forecast
TCN_DIRECT,6,ATU1,910,0.377943348338231,0.527678581662935,fitting_only_not_issued_forecast
TCN_DIRECT,6,ATU5,910,0.515234802928369,0.685705863567213,fitting_only_not_issued_forecast
TCN_DIRECT,6,MJ3,910,0.156305743342983,0.230524285728832,fitting_only_not_issued_forecast
TCN_DIRECT,6,MJ1,910,0.114745599920438,0.156956377571088,fitting_only_not_issued_forecast
TCN_DIRECT,7,ATU1,910,0.457325320815874,0.625343810292281,fitting_only_not_issued_forecast
TCN_DIRECT,7,ATU5,910,0.633862227945182,0.845028774430006,fitting_only_not_issued_forecast
TCN_DIRECT,7,MJ3,910,0.186352492478099,0.275032210798891,fitting_only_not_issued_forecast
TCN_DIRECT,7,MJ1,910,0.138609430061599,0.190940710667227,fitting_only_not_issued_forecast
