arm,reference,part,station,metric,reference_value,candidate_value,difference,relative_difference
TIME_ONLY,v1.1-e0,train,ATU1,interval_score_95_mm,79.79251607664143,0.06717575259036587,-79.72534032405106,-0.9991581196346052
TIME_ONLY,v1.1-e0,train,ATU5,mae_mm,12.3714561826076,0.00016183451526339854,-12.371294348092338,-0.9999869187173382
TIME_ONLY,v1.1-e0,train,ATU5,rmse_mm,16.622195814887355,0.000557247210105313,-16.621638567677252,-0.9999664757161864
TIME_ONLY,v1.1-e0,train,ATU5,crps_mm,8.891175617286326,0.005492211121467931,-8.885683406164858,-0.9993822851602673
TIME_ONLY,v1.1-e0,train,ATU5,coverage_80,0.7440944881889764,1.0,0.2559055118110236,0.3439153439153439
TIME_ONLY,v1.1-e0,train,ATU5,width_80_mm,33.89350009961386,0.06017945570719882,-33.83332064390666,-0.9982244543782633
TIME_ONLY,v1.1-e0,train,ATU5,interval_score_80_mm,57.584214920748195,0.06017945570719882,-57.524035465040996,-0.9989549313854496
TIME_ONLY,v1.1-e0,train,ATU5,coverage_90,0.8871391076115486,1.0,0.11286089238845143,0.1272189349112426
TIME_ONLY,v1.1-e0,train,ATU5,width_90_mm,43.50183614124876,0.07723949629601815,-43.42459664495274,-0.9982244543415312
TIME_ONLY,v1.1-e0,train,ATU5,interval_score_90_mm,73.11628291612752,0.07723949629601815,-73.0390434198315,-0.9989436074535597
TIME_ONLY,v1.1-e0,train,ATU5,coverage_95,0.9330708661417323,1.0,0.06692913385826771,0.07172995780590716
TIME_ONLY,v1.1-e0,train,ATU5,width_95_mm,51.83563567929657,0.0920365363508297,-51.74359914294574,-0.9982244543711154
TIME_ONLY,v1.1-e0,train,ATU5,interval_score_95_mm,97.45381633592123,0.0920365363508297,-97.3617797995704,-0.9990555881769311
TIME_ONLY,v1.1-e0,train,MJ3,mae_mm,11.418872997231952,0.0009696195787888772,-11.417903377653163,-0.999915086227947
TIME_ONLY,v1.1-e0,train,MJ3,rmse_mm,14.54692253646293,0.004301416791700173,-14.54262111967123,-0.9997043074381596
TIME_ONLY,v1.1-e0,train,MJ3,crps_mm,8.363246865286937,0.004513650313199896,-8.358733214973737,-0.9994602992849662
TIME_ONLY,v1.1-e0,train,MJ3,coverage_80,0.65748031496063,0.994750656167979,0.337270341207349,0.5129740518962074
TIME_ONLY,v1.1-e0,train,MJ3,width_80_mm,33.89350009961379,0.04655634858823614,-33.846943751025556,-0.998626393011893
TIME_ONLY,v1.1-e0,train,MJ3,interval_score_80_mm,53.54590724803453,0.04783611613722584,-53.498071131897305,-0.9991066335674239
TIME_ONLY,v1.1-e0,train,MJ3,coverage_90,0.7545931758530183,0.9960629921259843,0.24146981627296593,0.32000000000000006
TIME_ONLY,v1.1-e0,train,MJ3,width_90_mm,43.50183614124824,0.05975442735550205,-43.44208171389274,-0.9986263929834713
TIME_ONLY,v1.1-e0,train,MJ3,interval_score_90_mm,53.720475699854546,0.06164259159277178,-53.658833108261774,-0.9988525307940834
TIME_ONLY,v1.1-e0,train,MJ3,coverage_95,0.968503937007874,0.9960629921259843,0.0275590551181103,0.028455284552845593
TIME_ONLY,v1.1-e0,train,MJ3,width_95_mm,51.835635679296765,0.07120179168827966,-51.76443388760848,-0.9986263930063711
TIME_ONLY,v1.1-e0,train,MJ3,interval_score_95_mm,52.73928919069255,0.07407702318903166,-52.66521216750352,-0.9985954110431563
TIME_ONLY,v1.1-e0,train,MJ1,mae_mm,6.5435846254109045,0.0009079828784589808,-6.542676642532445,-0.9998612407525176
TIME_ONLY,v1.1-e0,train,MJ1,rmse_mm,8.039703889952268,0.0021786265226440473,-8.037525263429623,-0.9997290165716965
TIME_ONLY,v1.1-e0,train,MJ1,crps_mm,4.905674619629007,0.0025520316485425007,-4.903122587980465,-0.9994797796742714
TIME_ONLY,v1.1-e0,train,MJ1,coverage_80,0.9671916010498688,0.9973753280839895,0.030183727034120755,0.031207598371777497
TIME_ONLY,v1.1-e0,train,MJ1,width_80_mm,33.893500099613995,0.026263658471841485,-33.867236441142154,-0.9992251122370174
TIME_ONLY,v1.1-e0,train,MJ1,interval_score_80_mm,34.24822699097257,0.026541954459702085,-34.221685036512866,-0.9992250123059889
TIME_ONLY,v1.1-e0,train,MJ1,coverage_90,1.0,0.9986876640419947,-0.001312335958005284,-0.001312335958005284
TIME_ONLY,v1.1-e0,train,MJ1,width_90_mm,43.501836141248894,0.033709041190121004,-43.46812710005877,-0.9992251122209952
TIME_ONLY,v1.1-e0,train,MJ1,interval_score_90_mm,43.501836141248894,0.03409021876818071,-43.46774592248072,-0.9992163498879107
TIME_ONLY,v1.1-e0,train,MJ1,coverage_95,1.0,0.9986876640419947,-0.001312335958005284,-0.001312335958005284
TIME_ONLY,v1.1-e0,train,MJ1,width_95_mm,51.835635679296864,0.04016679993578017,-51.79546887936108,-0.9992251122339023
TIME_ONLY,v1.1-e0,train,MJ1,interval_score_95_mm,51.835635679296864,0.04075970454180915,-51.79487597475506,-0.9992136740678945
TIME_ONLY,v1.1-e0,prediction,ATU1,mae_mm,35.97756723316947,35.96055574775981,-0.017011485409653915,-0.00047283590075457353
TIME_ONLY,v1.1-e0,prediction,ATU1,rmse_mm,40.3284428140793,40.327054896045084,-0.0013879180342186714,-3.4415363881447145e-05
TIME_ONLY,v1.1-e0,prediction,ATU1,crps_mm,29.68036479893525,28.66637777667331,-1.01398702226194,-0.0341635633231272
