origin,seed,point,metric,factor,effect,TiDE_DATA,TiDE_KIN,TiDE_HYD,TiDE_PHYS
792,0,MJ3,width90,H_at_K1,-105.48257502340402,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,0,MJ3,width90,K_average,60.565133975701656,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,0,MJ3,width90,H_average,-54.790644099076189,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,0,MJ3,width90,interaction,-101.38386184865567,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,0,MJ1,mae,K_at_H0,4.8310326676476247,12.782901913519472,17.613934581167097,11.973002276503589,2.9917233834982961
792,0,MJ1,mae,K_at_H1,-8.9812788930052925,12.782901913519472,17.613934581167097,11.973002276503589,2.9917233834982961
792,0,MJ1,mae,H_at_K0,-0.8098996370158833,12.782901913519472,17.613934581167097,11.973002276503589,2.9917233834982961
792,0,MJ1,mae,H_at_K1,-14.622211197668801,12.782901913519472,17.613934581167097,11.973002276503589,2.9917233834982961
792,0,MJ1,mae,K_average,-2.075123112678833,12.782901913519472,17.613934581167097,11.973002276503589,2.9917233834982961
792,0,MJ1,mae,H_average,-7.7160554173423419,12.782901913519472,17.613934581167097,11.973002276503589,2.9917233834982961
792,0,MJ1,mae,interaction,-13.812311560652917,12.782901913519472,17.613934581167097,11.973002276503589,2.9917233834982961
792,0,MJ1,rmse,K_at_H0,5.4239904449254972,16.297380259054499,21.721370703979996,14.35897446431184,3.6014932791665339
792,0,MJ1,rmse,K_at_H1,-10.757481185145306,16.297380259054499,21.721370703979996,14.35897446431184,3.6014932791665339
792,0,MJ1,rmse,H_at_K0,-1.9384057947426587,16.297380259054499,21.721370703979996,14.35897446431184,3.6014932791665339
792,0,MJ1,rmse,H_at_K1,-18.119877424813463,16.297380259054499,21.721370703979996,14.35897446431184,3.6014932791665339
792,0,MJ1,rmse,K_average,-2.666745370109906,16.297380259054499,21.721370703979996,14.35897446431184,3.6014932791665339
792,0,MJ1,rmse,H_average,-10.029141609778062,16.297380259054499,21.721370703979996,14.35897446431184,3.6014932791665339
792,0,MJ1,rmse,interaction,-16.181471630070803,16.297380259054499,21.721370703979996,14.35897446431184,3.6014932791665339
792,0,MJ1,crps,K_at_H0,8.0497794971511674,14.475246372406911,22.525025869558078,15.097649625022122,14.127632858347937
792,0,MJ1,crps,K_at_H1,-0.97001676667418479,14.475246372406911,22.525025869558078,15.097649625022122,14.127632858347937
792,0,MJ1,crps,H_at_K0,0.62240325261521079,14.475246372406911,22.525025869558078,15.097649625022122,14.127632858347937
792,0,MJ1,crps,H_at_K1,-8.3973930112101414,14.475246372406911,22.525025869558078,15.097649625022122,14.127632858347937
792,0,MJ1,crps,K_average,3.5398813652384913,14.475246372406911,22.525025869558078,15.097649625022122,14.127632858347937
792,0,MJ1,crps,H_average,-3.8874948792974653,14.475246372406911,22.525025869558078,15.097649625022122,14.127632858347937
792,0,MJ1,crps,interaction,-9.0197962638253522,14.475246372406911,22.525025869558078,15.097649625022122,14.127632858347937
792,0,MJ1,interval_score90,K_at_H0,110.62932409870874,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,interval_score90,K_at_H1,4.6993445024843936,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,interval_score90,H_at_K0,16.583518434652234,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,interval_score90,H_at_K1,-89.346461161572108,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,interval_score90,K_average,57.664334300596551,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,interval_score90,H_average,-36.381471363459937,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,interval_score90,interaction,-105.92997959622434,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,coverage90,K_at_H0,0,1,1,1,1
792,0,MJ1,coverage90,K_at_H1,0,1,1,1,1
792,0,MJ1,coverage90,H_at_K0,0,1,1,1,1
792,0,MJ1,coverage90,H_at_K1,0,1,1,1,1
792,0,MJ1,coverage90,K_average,0,1,1,1,1
792,0,MJ1,coverage90,H_average,0,1,1,1,1
792,0,MJ1,coverage90,interaction,0,1,1,1,1
792,0,MJ1,width90,K_at_H0,110.62932409870874,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,width90,K_at_H1,4.6993445024843936,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,width90,H_at_K0,16.583518434652234,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,width90,H_at_K1,-89.346461161572108,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,width90,K_average,57.664334300596551,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,width90,H_average,-36.381471363459937,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,0,MJ1,width90,interaction,-105.92997959622434,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,1,average,mae,K_at_H0,-20.552423288130949,36.983250868518887,16.430827580387938,20.363355449544716,21.097427113422352
792,1,average,mae,K_at_H1,0.73407166387763567,36.983250868518887,16.430827580387938,20.363355449544716,21.097427113422352
792,1,average,mae,H_at_K0,-16.619895418974171,36.983250868518887,16.430827580387938,20.363355449544716,21.097427113422352
792,1,average,mae,H_at_K1,4.6665995330344145,36.983250868518887,16.430827580387938,20.363355449544716,21.097427113422352
792,1,average,mae,K_average,-9.9091758121266587,36.983250868518887,16.430827580387938,20.363355449544716,21.097427113422352
792,1,average,mae,H_average,-5.976647942969878,36.983250868518887,16.430827580387938,20.363355449544716,21.097427113422352
792,1,average,mae,interaction,21.286494952008585,36.983250868518887,16.430827580387938,20.363355449544716,21.097427113422352
792,1,average,rmse,K_at_H0,-20.787391810034382,42.844776748727867,22.057384938693485,24.1825301467474,22.75740148624396
792,1,average,rmse,K_at_H1,-1.4251286605034394,42.844776748727867,22.057384938693485,24.1825301467474,22.75740148624396
792,1,average,rmse,H_at_K0,-18.662246601980467,42.844776748727867,22.057384938693485,24.1825301467474,22.75740148624396
792,1,average,rmse,H_at_K1,0.70001654755047582,42.844776748727867,22.057384938693485,24.1825301467474,22.75740148624396
792,1,average,rmse,K_average,-11.106260235268909,42.844776748727867,22.057384938693485,24.1825301467474,22.75740148624396
792,1,average,rmse,H_average,-8.9811150272149955,42.844776748727867,22.057384938693485,24.1825301467474,22.75740148624396
792,1,average,rmse,interaction,19.362263149530943,42.844776748727867,22.057384938693485,24.1825301467474,22.75740148624396
792,1,average,crps,K_at_H0,-7.4378922937602105,26.877319756714115,19.439427462953905,15.669798124084565,15.729354311530344
792,1,average,crps,K_at_H1,0.059556187445778619,26.877319756714115,19.439427462953905,15.669798124084565,15.729354311530344
792,1,average,crps,H_at_K0,-11.20752163262955,26.877319756714115,19.439427462953905,15.669798124084565,15.729354311530344
792,1,average,crps,H_at_K1,-3.7100731514235612,26.877319756714115,19.439427462953905,15.669798124084565,15.729354311530344
792,1,average,crps,K_average,-3.6891680531572177,26.877319756714115,19.439427462953905,15.669798124084565,15.729354311530344
792,1,average,crps,H_average,-7.4587973920265558,26.877319756714115,19.439427462953905,15.669798124084565,15.729354311530344
792,1,average,crps,interaction,7.4974484812059892,26.877319756714115,19.439427462953905,15.669798124084565,15.729354311530344
792,1,average,interval_score90,K_at_H0,-0.095309084795985655,229.5121442413645,229.41683515656851,131.76619213602703,137.93798839764909
792,1,average,interval_score90,K_at_H1,6.1717962616220632,229.5121442413645,229.41683515656851,131.76619213602703,137.93798839764909
792,1,average,interval_score90,H_at_K0,-97.745952105337466,229.5121442413645,229.41683515656851,131.76619213602703,137.93798839764909
792,1,average,interval_score90,H_at_K1,-91.478846758919417,229.5121442413645,229.41683515656851,131.76619213602703,137.93798839764909
792,1,average,interval_score90,K_average,3.038243588413053,229.5121442413645,229.41683515656851,131.76619213602703,137.93798839764909
792,1,average,interval_score90,H_average,-94.612399432128441,229.5121442413645,229.41683515656851,131.76619213602703,137.93798839764909
792,1,average,interval_score90,interaction,6.2671053464180488,229.5121442413645,229.41683515656851,131.76619213602703,137.93798839764909
792,1,average,coverage90,K_at_H0,0.27986348122866889,0.72013651877133111,1,0.86433447098976113,0.8950511945392492
792,1,average,coverage90,K_at_H1,0.030716723549488067,0.72013651877133111,1,0.86433447098976113,0.8950511945392492
792,1,average,coverage90,H_at_K0,0.14419795221843001,0.72013651877133111,1,0.86433447098976113,0.8950511945392492
792,1,average,coverage90,H_at_K1,-0.1049488054607508,0.72013651877133111,1,0.86433447098976113,0.8950511945392492
792,1,average,coverage90,K_average,0.15529010238907848,0.72013651877133111,1,0.86433447098976113,0.8950511945392492
792,1,average,coverage90,H_average,0.019624573378839605,0.72013651877133111,1,0.86433447098976113,0.8950511945392492
792,1,average,coverage90,interaction,-0.24914675767918082,0.72013651877133111,1,0.86433447098976113,0.8950511945392492
792,1,average,width90,K_at_H0,115.21687540835723,114.19995974821128,229.41683515656851,120.66652209222677,122.81026493736358
792,1,average,width90,K_at_H1,2.1437428451368135,114.19995974821128,229.41683515656851,120.66652209222677,122.81026493736358
792,1,average,width90,H_at_K0,6.466562344015486,114.19995974821128,229.41683515656851,120.66652209222677,122.81026493736358
792,1,average,width90,H_at_K1,-106.60657021920493,114.19995974821128,229.41683515656851,120.66652209222677,122.81026493736358
792,1,average,width90,K_average,58.680309126747034,114.19995974821128,229.41683515656851,120.66652209222677,122.81026493736358
792,1,average,width90,H_average,-50.07000393759472,114.19995974821128,229.41683515656851,120.66652209222677,122.81026493736358
792,1,average,width90,interaction,-113.07313256322041,114.19995974821128,229.41683515656851,120.66652209222677,122.81026493736358
792,1,ATU1,mae,K_at_H0,-26.987916820073799,46.220772265666909,19.23285544559311,29.044058932317046,30.89608689188972
792,1,ATU1,mae,K_at_H1,1.8520279595726734,46.220772265666909,19.23285544559311,29.044058932317046,30.89608689188972
792,1,ATU1,mae,H_at_K0,-17.176713333349863,46.220772265666909,19.23285544559311,29.044058932317046,30.89608689188972
792,1,ATU1,mae,H_at_K1,11.66323144629661,46.220772265666909,19.23285544559311,29.044058932317046,30.89608689188972
792,1,ATU1,mae,K_average,-12.567944430250563,46.220772265666909,19.23285544559311,29.044058932317046,30.89608689188972
792,1,ATU1,mae,H_average,-2.7567409435266264,46.220772265666909,19.23285544559311,29.044058932317046,30.89608689188972
792,1,ATU1,mae,interaction,28.839944779646473,46.220772265666909,19.23285544559311,29.044058932317046,30.89608689188972
792,1,ATU1,rmse,K_at_H0,-28.346378005710687,54.315229535088349,25.968851529377663,35.286837107076515,32.399442352192068
792,1,ATU1,rmse,K_at_H1,-2.887394754884447,54.315229535088349,25.968851529377663,35.286837107076515,32.399442352192068
792,1,ATU1,rmse,H_at_K0,-19.028392428011834,54.315229535088349,25.968851529377663,35.286837107076515,32.399442352192068
792,1,ATU1,rmse,H_at_K1,6.4305908228144055,54.315229535088349,25.968851529377663,35.286837107076515,32.399442352192068
792,1,ATU1,rmse,K_average,-15.616886380297565,54.315229535088349,25.968851529377663,35.286837107076515,32.399442352192068
792,1,ATU1,rmse,H_average,-6.2989008025987143,54.315229535088349,25.968851529377663,35.286837107076515,32.399442352192068
792,1,ATU1,rmse,interaction,25.45898325082624,54.315229535088349,25.968851529377663,35.286837107076515,32.399442352192068
792,1,ATU1,crps,K_at_H0,-15.614898099133757,34.242739946633904,18.627841847500147,20.483067963622517,19.45515072591078
792,1,ATU1,crps,K_at_H1,-1.0279172377117369,34.242739946633904,18.627841847500147,20.483067963622517,19.45515072591078
792,1,ATU1,crps,H_at_K0,-13.759671983011387,34.242739946633904,18.627841847500147,20.483067963622517,19.45515072591078
792,1,ATU1,crps,H_at_K1,0.8273088784106335,34.242739946633904,18.627841847500147,20.483067963622517,19.45515072591078
792,1,ATU1,crps,K_average,-8.3214076684227472,34.242739946633904,18.627841847500147,20.483067963622517,19.45515072591078
792,1,ATU1,crps,H_average,-6.4661815523003767,34.242739946633904,18.627841847500147,20.483067963622517,19.45515072591078
792,1,ATU1,crps,interaction,14.58698086142202,34.242739946633904,18.627841847500147,20.483067963622517,19.45515072591078
792,1,ATU1,interval_score90,K_at_H0,-105.83374903391586,309.41973870025458,203.58598966633872,130.298209803351,102.31363562418458
792,1,ATU1,interval_score90,K_at_H1,-27.984574179166415,309.41973870025458,203.58598966633872,130.298209803351,102.31363562418458
792,1,ATU1,interval_score90,H_at_K0,-179.12152889690358,309.41973870025458,203.58598966633872,130.298209803351,102.31363562418458
792,1,ATU1,interval_score90,H_at_K1,-101.27235404215413,309.41973870025458,203.58598966633872,130.298209803351,102.31363562418458
792,1,ATU1,interval_score90,K_average,-66.909161606541147,309.41973870025458,203.58598966633872,130.298209803351,102.31363562418458
792,1,ATU1,interval_score90,H_average,-140.19694146952887,309.41973870025458,203.58598966633872,130.298209803351,102.31363562418458
792,1,ATU1,interval_score90,interaction,77.84917485474945,309.41973870025458,203.58598966633872,130.298209803351,102.31363562418458
792,1,ATU1,coverage90,K_at_H0,0.44709897610921501,0.55290102389078499,1,0.79863481228668942,1
792,1,ATU1,coverage90,K_at_H1,0.20136518771331058,0.55290102389078499,1,0.79863481228668942,1
792,1,ATU1,coverage90,H_at_K0,0.24573378839590443,0.55290102389078499,1,0.79863481228668942,1
792,1,ATU1,coverage90,H_at_K1,0,0.55290102389078499,1,0.79863481228668942,1
792,1,ATU1,coverage90,K_average,0.32423208191126274,0.55290102389078499,1,0.79863481228668942,1
792,1,ATU1,coverage90,H_average,0.12286689419795221,0.55290102389078499,1,0.79863481228668942,1
792,1,ATU1,coverage90,interaction,-0.24573378839590443,0.55290102389078499,1,0.79863481228668942,1
792,1,ATU1,width90,K_at_H0,101.03122229833851,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,1,ATU1,width90,K_at_H1,-0.11394300892106912,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,1,ATU1,width90,H_at_K0,-0.12718873489455973,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,1,ATU1,width90,H_at_K1,-101.27235404215413,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,1,ATU1,width90,K_average,50.458639644708725,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,1,ATU1,width90,H_average,-50.699771388524347,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,1,ATU1,width90,interaction,-101.14516530725957,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,1,ATU5,mae,K_at_H0,-44.35477556366137,70.074210380310177,25.719434816648807,34.833249769515803,33.786768932043735
792,1,ATU5,mae,K_at_H1,-1.0464808374720675,70.074210380310177,25.719434816648807,34.833249769515803,33.786768932043735
792,1,ATU5,mae,H_at_K0,-35.240960610794374,70.074210380310177,25.719434816648807,34.833249769515803,33.786768932043735
792,1,ATU5,mae,H_at_K1,8.0673341153949281,70.074210380310177,25.719434816648807,34.833249769515803,33.786768932043735
792,1,ATU5,mae,K_average,-22.700628200566719,70.074210380310177,25.719434816648807,34.833249769515803,33.786768932043735
792,1,ATU5,mae,H_average,-13.586813247699723,70.074210380310177,25.719434816648807,34.833249769515803,33.786768932043735
792,1,ATU5,mae,interaction,43.308294726189303,70.074210380310177,25.719434816648807,34.833249769515803,33.786768932043735
792,1,ATU5,rmse,K_at_H0,-46.826148519192017,81.122483453252585,34.296334934060567,41.309135696998418,35.56640801823054
792,1,ATU5,rmse,K_at_H1,-5.7427276787678778,81.122483453252585,34.296334934060567,41.309135696998418,35.56640801823054
792,1,ATU5,rmse,H_at_K0,-39.813347756254167,81.122483453252585,34.296334934060567,41.309135696998418,35.56640801823054
792,1,ATU5,rmse,H_at_K1,1.2700730841699723,81.122483453252585,34.296334934060567,41.309135696998418,35.56640801823054
792,1,ATU5,rmse,K_average,-26.284438098979948,81.122483453252585,34.296334934060567,41.309135696998418,35.56640801823054
792,1,ATU5,rmse,H_average,-19.271637336042097,81.122483453252585,34.296334934060567,41.309135696998418,35.56640801823054
792,1,ATU5,rmse,interaction,41.083420840424139,81.122483453252585,34.296334934060567,41.309135696998418,35.56640801823054
792,1,ATU5,crps,K_at_H0,-24.505597337363632,50.960426754393161,26.454829417029529,24.183848916172973,21.461025365377555
792,1,ATU5,crps,K_at_H1,-2.7228235507954182,50.960426754393161,26.454829417029529,24.183848916172973,21.461025365377555
792,1,ATU5,crps,H_at_K0,-26.776577838220188,50.960426754393161,26.454829417029529,24.183848916172973,21.461025365377555
792,1,ATU5,crps,H_at_K1,-4.9938040516519742,50.960426754393161,26.454829417029529,24.183848916172973,21.461025365377555
792,1,ATU5,crps,K_average,-13.614210444079525,50.960426754393161,26.454829417029529,24.183848916172973,21.461025365377555
792,1,ATU5,crps,H_average,-15.885190944936081,50.960426754393161,26.454829417029529,24.183848916172973,21.461025365377555
792,1,ATU5,crps,interaction,21.782773786568214,50.960426754393161,26.454829417029529,24.183848916172973,21.461025365377555
792,1,ATU5,interval_score90,K_at_H0,-106.33403265805566,409.56503900737601,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,interval_score90,K_at_H1,-5.88363316438992,409.56503900737601,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,interval_score90,H_at_K0,-230.77529014335525,409.56503900737601,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,interval_score90,H_at_K1,-130.32489064968951,409.56503900737601,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,interval_score90,K_average,-56.108832911222777,409.56503900737601,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,interval_score90,H_average,-180.55009039652236,409.56503900737601,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,interval_score90,interaction,100.45039949366574,409.56503900737601,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,coverage90,K_at_H0,0.44027303754266212,0.55972696245733788,1,1,1
792,1,ATU5,coverage90,K_at_H1,0,0.55972696245733788,1,1,1
792,1,ATU5,coverage90,H_at_K0,0.44027303754266212,0.55972696245733788,1,1,1
792,1,ATU5,coverage90,H_at_K1,0,0.55972696245733788,1,1,1
792,1,ATU5,coverage90,K_average,0.22013651877133111,0.55972696245733788,1,1,1
792,1,ATU5,coverage90,H_average,0.22013651877133106,0.55972696245733788,1,1,1
792,1,ATU5,coverage90,interaction,-0.44027303754266212,0.55972696245733788,1,1,1
792,1,ATU5,width90,K_at_H0,137.94989033635224,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,width90,K_at_H1,-5.88363316438992,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,width90,H_at_K0,13.508632851052653,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,width90,H_at_K1,-130.32489064968951,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,width90,K_average,66.03312858598116,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,width90,H_average,-58.408128899318427,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,1,ATU5,width90,interaction,-143.83352350074216,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,1,MJ3,mae,K_at_H0,8.2570038304506852,4.1841151372230163,12.441118967673702,3.5396732945452589,9.0372171640380863
792,1,MJ3,mae,K_at_H1,5.4975438694928274,4.1841151372230163,12.441118967673702,3.5396732945452589,9.0372171640380863
792,1,MJ3,mae,H_at_K0,-0.64444184267775739,4.1841151372230163,12.441118967673702,3.5396732945452589,9.0372171640380863
792,1,MJ3,mae,H_at_K1,-3.4039018036356161,4.1841151372230163,12.441118967673702,3.5396732945452589,9.0372171640380863
792,1,MJ3,mae,K_average,6.8772738499717567,4.1841151372230163,12.441118967673702,3.5396732945452589,9.0372171640380863
792,1,MJ3,mae,H_average,-2.0241718231566868,4.1841151372230163,12.441118967673702,3.5396732945452589,9.0372171640380863
792,1,MJ3,mae,interaction,-2.7594599609578587,4.1841151372230163,12.441118967673702,3.5396732945452589,9.0372171640380863
792,1,MJ3,rmse,K_at_H0,11.976949028123322,5.1408394754646096,17.117788503587931,4.440566303897989,11.381514978154987
792,1,MJ3,rmse,K_at_H1,6.9409486742569984,5.1408394754646096,17.117788503587931,4.440566303897989,11.381514978154987
792,1,MJ3,rmse,H_at_K0,-0.70027317156662061,5.1408394754646096,17.117788503587931,4.440566303897989,11.381514978154987
792,1,MJ3,rmse,H_at_K1,-5.736273525432944,5.1408394754646096,17.117788503587931,4.440566303897989,11.381514978154987
792,1,MJ3,rmse,K_average,9.4589488511901614,5.1408394754646096,17.117788503587931,4.440566303897989,11.381514978154987
792,1,MJ3,rmse,H_average,-3.2182733484997823,5.1408394754646096,17.117788503587931,4.440566303897989,11.381514978154987
792,1,MJ3,rmse,interaction,-5.0360003538663234,5.1408394754646096,17.117788503587931,4.440566303897989,11.381514978154987
792,1,MJ3,crps,K_at_H0,8.7471494904295888,3.0036443761424332,11.750793866572021,2.6450420542210682,7.0579135434409643
792,1,MJ3,crps,K_at_H1,4.4128714892198957,3.0036443761424332,11.750793866572021,2.6450420542210682,7.0579135434409643
792,1,MJ3,crps,H_at_K0,-0.35860232192136499,3.0036443761424332,11.750793866572021,2.6450420542210682,7.0579135434409643
792,1,MJ3,crps,H_at_K1,-4.6928803231310567,3.0036443761424332,11.750793866572021,2.6450420542210682,7.0579135434409643
792,1,MJ3,crps,K_average,6.5800104898247422,3.0036443761424332,11.750793866572021,2.6450420542210682,7.0579135434409643
792,1,MJ3,crps,H_average,-2.5257413225262111,3.0036443761424332,11.750793866572021,2.6450420542210682,7.0579135434409643
792,1,MJ3,crps,interaction,-4.3342780012096913,3.0036443761424332,11.750793866572021,2.6450420542210682,7.0579135434409643
792,1,MJ3,interval_score90,K_at_H0,101.15722125407899,22.684493604475513,123.8417148585545,25.01398578873226,78.870033676292493
792,1,MJ3,interval_score90,K_at_H1,53.856047887560237,22.684493604475513,123.8417148585545,25.01398578873226,78.870033676292493
792,1,MJ3,interval_score90,H_at_K0,2.3294921842567469,22.684493604475513,123.8417148585545,25.01398578873226,78.870033676292493
792,1,MJ3,interval_score90,H_at_K1,-44.971681182262003,22.684493604475513,123.8417148585545,25.01398578873226,78.870033676292493
792,1,MJ3,interval_score90,K_average,77.506634570819614,22.684493604475513,123.8417148585545,25.01398578873226,78.870033676292493
792,1,MJ3,interval_score90,H_average,-21.321094499002626,22.684493604475513,123.8417148585545,25.01398578873226,78.870033676292493
792,1,MJ3,interval_score90,interaction,-47.301173366518753,22.684493604475513,123.8417148585545,25.01398578873226,78.870033676292493
792,1,MJ3,coverage90,K_at_H0,0.23208191126279865,0.76791808873720135,1,0.65870307167235498,0.58020477815699656
792,1,MJ3,coverage90,K_at_H1,-0.078498293515358419,0.76791808873720135,1,0.65870307167235498,0.58020477815699656
792,1,MJ3,coverage90,H_at_K0,-0.10921501706484638,0.76791808873720135,1,0.65870307167235498,0.58020477815699656
792,1,MJ3,coverage90,H_at_K1,-0.41979522184300344,0.76791808873720135,1,0.65870307167235498,0.58020477815699656
792,1,MJ3,coverage90,K_average,0.076791808873720169,0.76791808873720135,1,0.65870307167235498,0.58020477815699656
792,1,MJ3,coverage90,H_average,-0.26450511945392491,0.76791808873720135,1,0.65870307167235498,0.58020477815699656
792,1,MJ3,coverage90,interaction,-0.31058020477815707,0.76791808873720135,1,0.65870307167235498,0.58020477815699656
792,1,MJ3,width90,K_at_H0,111.25706490002949,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,1,MJ3,width90,K_at_H1,9.8732030513738209,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,1,MJ3,width90,H_at_K0,-4.0987131747483545,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,1,MJ3,width90,H_at_K1,-105.48257502340402,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,1,MJ3,width90,K_average,60.565133975701656,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,1,MJ3,width90,H_average,-54.790644099076189,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,1,MJ3,width90,interaction,-101.38386184865567,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,1,MJ1,mae,K_at_H0,-19.124004599239317,27.453905690875445,8.3299010916361276,14.036439801800773,10.669635465717869
792,1,MJ1,mae,K_at_H1,-3.3668043360829039,27.453905690875445,8.3299010916361276,14.036439801800773,10.669635465717869
792,1,MJ1,mae,H_at_K0,-13.417465889074672,27.453905690875445,8.3299010916361276,14.036439801800773,10.669635465717869
792,1,MJ1,mae,H_at_K1,2.3397343740817416,27.453905690875445,8.3299010916361276,14.036439801800773,10.669635465717869
792,1,MJ1,mae,K_average,-11.24540446766111,27.453905690875445,8.3299010916361276,14.036439801800773,10.669635465717869
792,1,MJ1,mae,H_average,-5.538865757496465,27.453905690875445,8.3299010916361276,14.036439801800773,10.669635465717869
792,1,MJ1,mae,interaction,15.757200263156413,27.453905690875445,8.3299010916361276,14.036439801800773,10.669635465717869
792,1,MJ1,rmse,K_at_H0,-19.95398974335815,30.800554531105931,10.846564787747779,15.693581479016666,11.682240596398259
792,1,MJ1,rmse,K_at_H1,-4.0113408826184074,30.800554531105931,10.846564787747779,15.693581479016666,11.682240596398259
792,1,MJ1,rmse,H_at_K0,-15.106973052089264,30.800554531105931,10.846564787747779,15.693581479016666,11.682240596398259
792,1,MJ1,rmse,H_at_K1,0.83567580865048008,30.800554531105931,10.846564787747779,15.693581479016666,11.682240596398259
792,1,MJ1,rmse,K_average,-11.982665312988278,30.800554531105931,10.846564787747779,15.693581479016666,11.682240596398259
792,1,MJ1,rmse,H_average,-7.1356486217193922,30.800554531105931,10.846564787747779,15.693581479016666,11.682240596398259
792,1,MJ1,rmse,interaction,15.942648860739745,30.800554531105931,10.846564787747779,15.693581479016666,11.682240596398259
792,1,MJ1,crps,K_at_H0,1.6217767710269655,19.30246794968695,20.924244720713915,15.367233562321699,14.943327611392077
792,1,MJ1,crps,K_at_H1,-0.42390595092962258,19.30246794968695,20.924244720713915,15.367233562321699,14.943327611392077
792,1,MJ1,crps,H_at_K0,-3.9352343873652504,19.30246794968695,20.924244720713915,15.367233562321699,14.943327611392077
792,1,MJ1,crps,H_at_K1,-5.9809171093218385,19.30246794968695,20.924244720713915,15.367233562321699,14.943327611392077
792,1,MJ1,crps,K_average,0.59893541004867146,19.30246794968695,20.924244720713915,15.367233562321699,14.943327611392077
792,1,MJ1,crps,H_average,-4.9580757483435445,19.30246794968695,20.924244720713915,15.367233562321699,14.943327611392077
792,1,MJ1,crps,interaction,-2.0456827219565881,19.30246794968695,20.924244720713915,15.367233562321699,14.943327611392077
792,1,MJ1,interval_score90,K_at_H0,110.62932409870874,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,1,MJ1,interval_score90,K_at_H1,4.6993445024843936,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,1,MJ1,interval_score90,H_at_K0,16.583518434652234,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,1,MJ1,interval_score90,H_at_K1,-89.346461161572108,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,1,MJ1,interval_score90,K_average,57.664334300596551,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,1,MJ1,interval_score90,H_average,-36.381471363459937,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
792,1,MJ1,interval_score90,interaction,-105.92997959622434,176.37930565335179,287.00862975206053,192.96282408800403,197.66216859048842
