origin,seed,point,metric,factor,effect,TiDE_DATA,TiDE_KIN,TiDE_HYD,TiDE_PHYS
792,ensemble,average,coverage90,K_average,0.25767918088737196,0.54863481228668942,1,0.78412969283276446,0.84812286689419791
792,ensemble,average,coverage90,H_average,0.041808873720136475,0.54863481228668942,1,0.78412969283276446,0.84812286689419791
792,ensemble,average,coverage90,interaction,-0.38737201365187712,0.54863481228668942,1,0.78412969283276446,0.84812286689419791
792,ensemble,average,width90,K_at_H0,115.2168754083572,114.19995974821128,229.41683515656848,120.66652209222676,122.81026493736358
792,ensemble,average,width90,K_at_H1,2.1437428451368277,114.19995974821128,229.41683515656848,120.66652209222676,122.81026493736358
792,ensemble,average,width90,H_at_K0,6.4665623440154718,114.19995974821128,229.41683515656848,120.66652209222676,122.81026493736358
792,ensemble,average,width90,H_at_K1,-106.6065702192049,114.19995974821128,229.41683515656848,120.66652209222676,122.81026493736358
792,ensemble,average,width90,K_average,58.680309126747005,114.19995974821128,229.41683515656848,120.66652209222676,122.81026493736358
792,ensemble,average,width90,H_average,-50.070003937594713,114.19995974821128,229.41683515656848,120.66652209222676,122.81026493736358
792,ensemble,average,width90,interaction,-113.07313256322037,114.19995974821128,229.41683515656848,120.66652209222676,122.81026493736358
792,ensemble,ATU1,mae,K_at_H0,-24.826588064917299,56.57633696107645,31.749748896159151,29.770266052530072,19.437054198656945
792,ensemble,ATU1,mae,K_at_H1,-10.333211853873127,56.57633696107645,31.749748896159151,29.770266052530072,19.437054198656945
792,ensemble,ATU1,mae,H_at_K0,-26.806070908546378,56.57633696107645,31.749748896159151,29.770266052530072,19.437054198656945
792,ensemble,ATU1,mae,H_at_K1,-12.312694697502206,56.57633696107645,31.749748896159151,29.770266052530072,19.437054198656945
792,ensemble,ATU1,mae,K_average,-17.579899959395213,56.57633696107645,31.749748896159151,29.770266052530072,19.437054198656945
792,ensemble,ATU1,mae,H_average,-19.559382803024292,56.57633696107645,31.749748896159151,29.770266052530072,19.437054198656945
792,ensemble,ATU1,mae,interaction,14.493376211044172,56.57633696107645,31.749748896159151,29.770266052530072,19.437054198656945
792,ensemble,ATU1,rmse,K_at_H0,-31.749971768289264,64.901452146815004,33.15148037852574,37.476465188740541,20.096112492909594
792,ensemble,ATU1,rmse,K_at_H1,-17.380352695830947,64.901452146815004,33.15148037852574,37.476465188740541,20.096112492909594
792,ensemble,ATU1,rmse,H_at_K0,-27.424986958074463,64.901452146815004,33.15148037852574,37.476465188740541,20.096112492909594
792,ensemble,ATU1,rmse,H_at_K1,-13.055367885616146,64.901452146815004,33.15148037852574,37.476465188740541,20.096112492909594
792,ensemble,ATU1,rmse,K_average,-24.565162232060104,64.901452146815004,33.15148037852574,37.476465188740541,20.096112492909594
792,ensemble,ATU1,rmse,H_average,-20.240177421845303,64.901452146815004,33.15148037852574,37.476465188740541,20.096112492909594
792,ensemble,ATU1,rmse,interaction,14.369619072458317,64.901452146815004,33.15148037852574,37.476465188740541,20.096112492909594
792,ensemble,ATU1,crps,K_at_H0,-21.566964461596012,42.913323722870523,21.346359261274511,21.683555315175781,12.248778071365273
792,ensemble,ATU1,crps,K_at_H1,-9.4347772438105082,42.913323722870523,21.346359261274511,21.683555315175781,12.248778071365273
792,ensemble,ATU1,crps,H_at_K0,-21.229768407694742,42.913323722870523,21.346359261274511,21.683555315175781,12.248778071365273
792,ensemble,ATU1,crps,H_at_K1,-9.0975811899092385,42.913323722870523,21.346359261274511,21.683555315175781,12.248778071365273
792,ensemble,ATU1,crps,K_average,-15.500870852703258,42.913323722870523,21.346359261274511,21.683555315175781,12.248778071365273
792,ensemble,ATU1,crps,H_average,-15.16367479880199,42.913323722870523,21.346359261274511,21.683555315175781,12.248778071365273
792,ensemble,ATU1,crps,interaction,12.132187217785503,42.913323722870523,21.346359261274511,21.683555315175781,12.248778071365273
792,ensemble,ATU1,interval_score90,K_at_H0,-233.69766275997614,437.28365242631486,203.58598966633872,155.76548096195941,102.31363562418458
792,ensemble,ATU1,interval_score90,K_at_H1,-53.451845337774827,437.28365242631486,203.58598966633872,155.76548096195941,102.31363562418458
792,ensemble,ATU1,interval_score90,H_at_K0,-281.51817146435542,437.28365242631486,203.58598966633872,155.76548096195941,102.31363562418458
792,ensemble,ATU1,interval_score90,H_at_K1,-101.27235404215413,437.28365242631486,203.58598966633872,155.76548096195941,102.31363562418458
792,ensemble,ATU1,interval_score90,K_average,-143.57475404887549,437.28365242631486,203.58598966633872,155.76548096195941,102.31363562418458
792,ensemble,ATU1,interval_score90,H_average,-191.39526275325477,437.28365242631486,203.58598966633872,155.76548096195941,102.31363562418458
792,ensemble,ATU1,interval_score90,interaction,180.2458174222013,437.28365242631486,203.58598966633872,155.76548096195941,102.31363562418458
792,ensemble,ATU1,coverage90,K_at_H0,0.51194539249146764,0.48805460750853241,1,0.726962457337884,1
792,ensemble,ATU1,coverage90,K_at_H1,0.273037542662116,0.48805460750853241,1,0.726962457337884,1
792,ensemble,ATU1,coverage90,H_at_K0,0.23890784982935159,0.48805460750853241,1,0.726962457337884,1
792,ensemble,ATU1,coverage90,H_at_K1,0,0.48805460750853241,1,0.726962457337884,1
792,ensemble,ATU1,coverage90,K_average,0.39249146757679176,0.48805460750853241,1,0.726962457337884,1
792,ensemble,ATU1,coverage90,H_average,0.1194539249146758,0.48805460750853241,1,0.726962457337884,1
792,ensemble,ATU1,coverage90,interaction,-0.23890784982935159,0.48805460750853241,1,0.726962457337884,1
792,ensemble,ATU1,width90,K_at_H0,101.03122229833851,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,ensemble,ATU1,width90,K_at_H1,-0.11394300892106912,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,ensemble,ATU1,width90,H_at_K0,-0.12718873489455973,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,ensemble,ATU1,width90,H_at_K1,-101.27235404215413,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,ensemble,ATU1,width90,K_average,50.458639644708725,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,ensemble,ATU1,width90,H_average,-50.699771388524347,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,ensemble,ATU1,width90,interaction,-101.14516530725957,102.55476736800021,203.58598966633872,102.42757863310565,102.31363562418458
792,ensemble,ATU5,mae,K_at_H0,-41.360561395500298,82.005153898210466,40.644592502710168,41.511756708656122,18.549932770924595
792,ensemble,ATU5,mae,K_at_H1,-22.961823937731527,82.005153898210466,40.644592502710168,41.511756708656122,18.549932770924595
792,ensemble,ATU5,mae,H_at_K0,-40.493397189554344,82.005153898210466,40.644592502710168,41.511756708656122,18.549932770924595
792,ensemble,ATU5,mae,H_at_K1,-22.094659731785573,82.005153898210466,40.644592502710168,41.511756708656122,18.549932770924595
792,ensemble,ATU5,mae,K_average,-32.161192666615911,82.005153898210466,40.644592502710168,41.511756708656122,18.549932770924595
792,ensemble,ATU5,mae,H_average,-31.294028460669956,82.005153898210466,40.644592502710168,41.511756708656122,18.549932770924595
792,ensemble,ATU5,mae,interaction,18.398737457768771,82.005153898210466,40.644592502710168,41.511756708656122,18.549932770924595
792,ensemble,ATU5,rmse,K_at_H0,-51.406876473190131,94.212783693308324,42.805907220118193,50.775487443110848,19.531630609470461
792,ensemble,ATU5,rmse,K_at_H1,-31.243856833640386,94.212783693308324,42.805907220118193,50.775487443110848,19.531630609470461
792,ensemble,ATU5,rmse,H_at_K0,-43.437296250197477,94.212783693308324,42.805907220118193,50.775487443110848,19.531630609470461
792,ensemble,ATU5,rmse,H_at_K1,-23.274276610647732,94.212783693308324,42.805907220118193,50.775487443110848,19.531630609470461
792,ensemble,ATU5,rmse,K_average,-41.325366653415259,94.212783693308324,42.805907220118193,50.775487443110848,19.531630609470461
792,ensemble,ATU5,rmse,H_average,-33.355786430422604,94.212783693308324,42.805907220118193,50.775487443110848,19.531630609470461
792,ensemble,ATU5,rmse,interaction,20.163019639549745,94.212783693308324,42.805907220118193,50.775487443110848,19.531630609470461
792,ensemble,ATU5,crps,K_at_H0,-31.833298248871859,61.129206340478909,29.29590809160705,29.246946155308393,15.136903015618726
792,ensemble,ATU5,crps,K_at_H1,-14.110043139689667,61.129206340478909,29.29590809160705,29.246946155308393,15.136903015618726
792,ensemble,ATU5,crps,H_at_K0,-31.882260185170516,61.129206340478909,29.29590809160705,29.246946155308393,15.136903015618726
792,ensemble,ATU5,crps,H_at_K1,-14.159005075988324,61.129206340478909,29.29590809160705,29.246946155308393,15.136903015618726
792,ensemble,ATU5,crps,K_average,-22.97167069428076,61.129206340478909,29.29590809160705,29.246946155308393,15.136903015618726
792,ensemble,ATU5,crps,H_average,-23.020632630579421,61.129206340478909,29.29590809160705,29.246946155308393,15.136903015618726
792,ensemble,ATU5,crps,interaction,17.72325510918219,61.129206340478909,29.29590809160705,29.246946155308393,15.136903015618726
792,ensemble,ATU5,interval_score90,K_at_H0,-269.35430868916825,572.5853150384886,303.23100634932035,178.91658111032697,172.90611569963085
792,ensemble,ATU5,interval_score90,K_at_H1,-6.0104654106961277,572.5853150384886,303.23100634932035,178.91658111032697,172.90611569963085
792,ensemble,ATU5,interval_score90,H_at_K0,-393.6687339281616,572.5853150384886,303.23100634932035,178.91658111032697,172.90611569963085
792,ensemble,ATU5,interval_score90,H_at_K1,-130.32489064968951,572.5853150384886,303.23100634932035,178.91658111032697,172.90611569963085
792,ensemble,ATU5,interval_score90,K_average,-137.6823870499322,572.5853150384886,303.23100634932035,178.91658111032697,172.90611569963085
792,ensemble,ATU5,interval_score90,H_average,-261.99681228892553,572.5853150384886,303.23100634932035,178.91658111032697,172.90611569963085
792,ensemble,ATU5,interval_score90,interaction,263.34384327847209,572.5853150384886,303.23100634932035,178.91658111032697,172.90611569963085
792,ensemble,ATU5,coverage90,K_at_H0,0.49146757679180886,0.50853242320819114,1,0.98976109215017061,1
792,ensemble,ATU5,coverage90,K_at_H1,0.010238907849829393,0.50853242320819114,1,0.98976109215017061,1
792,ensemble,ATU5,coverage90,H_at_K0,0.48122866894197946,0.50853242320819114,1,0.98976109215017061,1
792,ensemble,ATU5,coverage90,H_at_K1,0,0.50853242320819114,1,0.98976109215017061,1
792,ensemble,ATU5,coverage90,K_average,0.25085324232081918,0.50853242320819114,1,0.98976109215017061,1
792,ensemble,ATU5,coverage90,H_average,0.24061433447098973,0.50853242320819114,1,0.98976109215017061,1
792,ensemble,ATU5,coverage90,interaction,-0.48122866894197946,0.50853242320819114,1,0.98976109215017061,1
792,ensemble,ATU5,width90,K_at_H0,137.94989033635224,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,ensemble,ATU5,width90,K_at_H1,-5.88363316438992,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,ensemble,ATU5,width90,H_at_K0,13.508632851052653,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,ensemble,ATU5,width90,H_at_K1,-130.32489064968951,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,ensemble,ATU5,width90,K_average,66.03312858598116,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,ensemble,ATU5,width90,H_average,-58.408128899318427,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,ensemble,ATU5,width90,interaction,-143.83352350074216,165.28111601296811,303.23100634932035,178.78974886402077,172.90611569963085
792,ensemble,MJ3,mae,K_at_H0,-5.6615400537888139,11.569751202418997,5.9082111486301834,9.4610161547080143,12.979564329723807
792,ensemble,MJ3,mae,K_at_H1,3.518548175015793,11.569751202418997,5.9082111486301834,9.4610161547080143,12.979564329723807
792,ensemble,MJ3,mae,H_at_K0,-2.108735047710983,11.569751202418997,5.9082111486301834,9.4610161547080143,12.979564329723807
792,ensemble,MJ3,mae,H_at_K1,7.0713531810936239,11.569751202418997,5.9082111486301834,9.4610161547080143,12.979564329723807
792,ensemble,MJ3,mae,K_average,-1.0714959393865104,11.569751202418997,5.9082111486301834,9.4610161547080143,12.979564329723807
792,ensemble,MJ3,mae,H_average,2.4813090666913205,11.569751202418997,5.9082111486301834,9.4610161547080143,12.979564329723807
792,ensemble,MJ3,mae,interaction,9.1800882288046068,11.569751202418997,5.9082111486301834,9.4610161547080143,12.979564329723807
792,ensemble,MJ3,rmse,K_at_H0,-5.0002182257939074,12.563859546307244,7.5636413205133364,12.376026912415796,15.450334430848683
792,ensemble,MJ3,rmse,K_at_H1,3.074307518432887,12.563859546307244,7.5636413205133364,12.376026912415796,15.450334430848683
792,ensemble,MJ3,rmse,H_at_K0,-0.187832633891448,12.563859546307244,7.5636413205133364,12.376026912415796,15.450334430848683
792,ensemble,MJ3,rmse,H_at_K1,7.8866931103353464,12.563859546307244,7.5636413205133364,12.376026912415796,15.450334430848683
792,ensemble,MJ3,rmse,K_average,-0.96295535368050977,12.563859546307244,7.5636413205133364,12.376026912415796,15.450334430848683
792,ensemble,MJ3,rmse,H_average,3.8494302382219492,12.563859546307244,7.5636413205133364,12.376026912415796,15.450334430848683
792,ensemble,MJ3,rmse,interaction,8.0745257442267935,12.563859546307244,7.5636413205133364,12.376026912415796,15.450334430848683
792,ensemble,MJ3,crps,K_at_H0,-0.15542724153917575,9.5535757124868166,9.3981484709476408,8.3562988656053729,10.420657680853786
792,ensemble,MJ3,crps,K_at_H1,2.0643588152484131,9.5535757124868166,9.3981484709476408,8.3562988656053729,10.420657680853786
792,ensemble,MJ3,crps,H_at_K0,-1.1972768468814436,9.5535757124868166,9.3981484709476408,8.3562988656053729,10.420657680853786
792,ensemble,MJ3,crps,H_at_K1,1.0225092099061452,9.5535757124868166,9.3981484709476408,8.3562988656053729,10.420657680853786
792,ensemble,MJ3,crps,K_average,0.9544657868546178,9.5535757124868166,9.3981484709476408,8.3562988656053729,10.420657680853786
792,ensemble,MJ3,crps,H_average,-0.087383818487649201,9.5535757124868166,9.3981484709476408,8.3562988656053729,10.420657680853786
792,ensemble,MJ3,crps,interaction,2.2197860567875889,9.5535757124868166,9.3981484709476408,8.3562988656053729,10.420657680853786
792,ensemble,MJ3,interval_score90,K_at_H0,-2.6376005862453695,126.47931544479987,123.8417148585545,132.15164032468599,126.37358945619532
792,ensemble,MJ3,interval_score90,K_at_H1,-5.7780508684906664,126.47931544479987,123.8417148585545,132.15164032468599,126.37358945619532
792,ensemble,MJ3,interval_score90,H_at_K0,5.6723248798861192,126.47931544479987,123.8417148585545,132.15164032468599,126.37358945619532
792,ensemble,MJ3,interval_score90,H_at_K1,2.5318745976408223,126.47931544479987,123.8417148585545,132.15164032468599,126.37358945619532
792,ensemble,MJ3,interval_score90,K_average,-4.2078257273680322,126.47931544479987,123.8417148585545,132.15164032468599,126.37358945619532
792,ensemble,MJ3,interval_score90,H_average,4.1020997387634708,126.47931544479987,123.8417148585545,132.15164032468599,126.37358945619532
792,ensemble,MJ3,interval_score90,interaction,-3.1404502822452969,126.47931544479987,123.8417148585545,132.15164032468599,126.37358945619532
792,ensemble,MJ3,coverage90,K_at_H0,0.80204778156996581,0.19795221843003413,1,0.41979522184300339,0.39249146757679182
792,ensemble,MJ3,coverage90,K_at_H1,-0.027303754266211566,0.19795221843003413,1,0.41979522184300339,0.39249146757679182
792,ensemble,MJ3,coverage90,H_at_K0,0.22184300341296925,0.19795221843003413,1,0.41979522184300339,0.39249146757679182
792,ensemble,MJ3,coverage90,H_at_K1,-0.60750853242320813,0.19795221843003413,1,0.41979522184300339,0.39249146757679182
792,ensemble,MJ3,coverage90,K_average,0.38737201365187718,0.19795221843003413,1,0.41979522184300339,0.39249146757679182
792,ensemble,MJ3,coverage90,H_average,-0.19283276450511944,0.19795221843003413,1,0.41979522184300339,0.39249146757679182
792,ensemble,MJ3,coverage90,interaction,-0.82935153583617738,0.19795221843003413,1,0.41979522184300339,0.39249146757679182
792,ensemble,MJ3,width90,K_at_H0,111.25706490002949,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,ensemble,MJ3,width90,K_at_H1,9.8732030513738209,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,ensemble,MJ3,width90,H_at_K0,-4.0987131747483545,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,ensemble,MJ3,width90,H_at_K1,-105.48257502340402,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,ensemble,MJ3,width90,K_average,60.565133975701656,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,ensemble,MJ3,width90,H_average,-54.790644099076189,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,ensemble,MJ3,width90,interaction,-101.38386184865567,12.584649958525006,123.8417148585545,8.4859367837766513,18.359139835150472
792,ensemble,MJ1,mae,K_at_H0,-21.189873089312677,28.512759817985174,7.3228867286724961,15.684491117554067,3.1070651922413637
792,ensemble,MJ1,mae,K_at_H1,-12.577425925312703,28.512759817985174,7.3228867286724961,15.684491117554067,3.1070651922413637
792,ensemble,MJ1,mae,H_at_K0,-12.828268700431106,28.512759817985174,7.3228867286724961,15.684491117554067,3.1070651922413637
792,ensemble,MJ1,mae,H_at_K1,-4.2158215364311324,28.512759817985174,7.3228867286724961,15.684491117554067,3.1070651922413637
792,ensemble,MJ1,mae,K_average,-16.883649507312693,28.512759817985174,7.3228867286724961,15.684491117554067,3.1070651922413637
792,ensemble,MJ1,mae,H_average,-8.5220451184311194,28.512759817985174,7.3228867286724961,15.684491117554067,3.1070651922413637
792,ensemble,MJ1,mae,interaction,8.612447163999974,28.512759817985174,7.3228867286724961,15.684491117554067,3.1070651922413637
792,ensemble,MJ1,rmse,K_at_H0,-23.714052942699823,31.821520345428379,8.107467402728556,18.015889270810387,4.3579718620051739
792,ensemble,MJ1,rmse,K_at_H1,-13.657917408805213,31.821520345428379,8.107467402728556,18.015889270810387,4.3579718620051739
792,ensemble,MJ1,rmse,H_at_K0,-13.805631074617992,31.821520345428379,8.107467402728556,18.015889270810387,4.3579718620051739
792,ensemble,MJ1,rmse,H_at_K1,-3.7494955407233821,31.821520345428379,8.107467402728556,18.015889270810387,4.3579718620051739
792,ensemble,MJ1,rmse,K_average,-18.685985175752517,31.821520345428379,8.107467402728556,18.015889270810387,4.3579718620051739
792,ensemble,MJ1,rmse,H_average,-8.777563307670686,31.821520345428379,8.107467402728556,18.015889270810387,4.3579718620051739
792,ensemble,MJ1,rmse,interaction,10.05613553389461,31.821520345428379,8.107467402728556,18.015889270810387,4.3579718620051739
792,ensemble,MJ1,crps,K_at_H0,0.95001830935860099,19.738785318259886,20.688803627618487,15.886215903800949,14.167415794702828
792,ensemble,MJ1,crps,K_at_H1,-1.7188001090981206,19.738785318259886,20.688803627618487,15.886215903800949,14.167415794702828
792,ensemble,MJ1,crps,H_at_K0,-3.8525694144589373,19.738785318259886,20.688803627618487,15.886215903800949,14.167415794702828
792,ensemble,MJ1,crps,H_at_K1,-6.5213878329156589,19.738785318259886,20.688803627618487,15.886215903800949,14.167415794702828
792,ensemble,MJ1,crps,K_average,-0.38439089986975716,19.738785318259886,20.688803627618487,15.886215903800949,14.167415794702828
792,ensemble,MJ1,crps,H_average,-5.1869786236872981,19.738785318259886,20.688803627618487,15.886215903800949,14.167415794702828
792,ensemble,MJ1,crps,interaction,-2.6688184184567216,19.738785318259886,20.688803627618487,15.886215903800949,14.167415794702828
792,ensemble,MJ1,interval_score90,K_at_H0,110.62932409870868,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,interval_score90,K_at_H1,4.699344502484422,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,interval_score90,H_at_K0,16.583518434652206,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,interval_score90,H_at_K1,-89.346461161572051,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,interval_score90,K_average,57.664334300596551,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,interval_score90,H_average,-36.381471363459923,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,interval_score90,interaction,-105.92997959622426,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,coverage90,K_at_H0,0,1,1,1,1
792,ensemble,MJ1,coverage90,K_at_H1,0,1,1,1,1
792,ensemble,MJ1,coverage90,H_at_K0,0,1,1,1,1
792,ensemble,MJ1,coverage90,H_at_K1,0,1,1,1,1
792,ensemble,MJ1,coverage90,K_average,0,1,1,1,1
792,ensemble,MJ1,coverage90,H_average,0,1,1,1,1
792,ensemble,MJ1,coverage90,interaction,0,1,1,1,1
792,ensemble,MJ1,width90,K_at_H0,110.62932409870868,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,width90,K_at_H1,4.699344502484422,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,width90,H_at_K0,16.583518434652206,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,width90,H_at_K1,-89.346461161572051,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,width90,K_average,57.664334300596551,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,width90,H_average,-36.381471363459923,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,ensemble,MJ1,width90,interaction,-105.92997959622426,176.37930565335179,287.00862975206047,192.962824088004,197.66216859048842
792,0,average,mae,K_at_H0,6.949155084808929,21.898923617600616,28.848078702409545,11.862511703406188,8.7042717974729946
792,0,average,mae,K_at_H1,-3.1582399059331934,21.898923617600616,28.848078702409545,11.862511703406188,8.7042717974729946
792,0,average,mae,H_at_K0,-10.036411914194428,21.898923617600616,28.848078702409545,11.862511703406188,8.7042717974729946
792,0,average,mae,H_at_K1,-20.14380690493655,21.898923617600616,28.848078702409545,11.862511703406188,8.7042717974729946
792,0,average,mae,K_average,1.8954575894378678,21.898923617600616,28.848078702409545,11.862511703406188,8.7042717974729946
792,0,average,mae,H_average,-15.090109409565489,21.898923617600616,28.848078702409545,11.862511703406188,8.7042717974729946
792,0,average,mae,interaction,-10.107394990742122,21.898923617600616,28.848078702409545,11.862511703406188,8.7042717974729946
792,0,average,rmse,K_at_H0,4.5330478840610908,28.03872596657645,32.571773850637541,15.189320178085431,10.859667726163888
792,0,average,rmse,K_at_H1,-4.3296524519215431,28.03872596657645,32.571773850637541,15.189320178085431,10.859667726163888
792,0,average,rmse,H_at_K0,-12.849405788491019,28.03872596657645,32.571773850637541,15.189320178085431,10.859667726163888
792,0,average,rmse,H_at_K1,-21.712106124473653,28.03872596657645,32.571773850637541,15.189320178085431,10.859667726163888
792,0,average,rmse,K_average,0.10169771606977562,28.03872596657645,32.571773850637541,15.189320178085431,10.859667726163888
792,0,average,rmse,H_average,-17.280755956482338,28.03872596657645,32.571773850637541,15.189320178085431,10.859667726163888
792,0,average,rmse,interaction,-8.862700335982634,28.03872596657645,32.571773850637541,15.189320178085431,10.859667726163888
792,0,average,crps,K_at_H0,6.0846223240498638,17.4461525225408,23.530774846590663,11.391417050271452,13.226991821992293
792,0,average,crps,K_at_H1,1.8355747717208413,17.4461525225408,23.530774846590663,11.391417050271452,13.226991821992293
792,0,average,crps,H_at_K0,-6.0547354722693481,17.4461525225408,23.530774846590663,11.391417050271452,13.226991821992293
792,0,average,crps,H_at_K1,-10.303783024598371,17.4461525225408,23.530774846590663,11.391417050271452,13.226991821992293
792,0,average,crps,K_average,3.9600985478853552,17.4461525225408,23.530774846590663,11.391417050271452,13.226991821992293
792,0,average,crps,H_average,-8.1792592484338584,17.4461525225408,23.530774846590663,11.391417050271452,13.226991821992293
792,0,average,crps,interaction,-4.2490475523290225,17.4461525225408,23.530774846590663,11.391417050271452,13.226991821992293
