mean_source,scale_source,role,original_model,phase,days,station,metric,value,unit
neural,e0,cross_diagnostic,,prediction,376,MJ1,rmse,106.06055368175431,mm
neural,e0,cross_diagnostic,,prediction,376,point_mean,rmse,190.1728057108677,mm
neural,e0,cross_diagnostic,,prediction,376,ATU1,crps,203.46597663115435,mm
neural,e0,cross_diagnostic,,prediction,376,ATU5,crps,236.17173639627842,mm
neural,e0,cross_diagnostic,,prediction,376,MJ3,crps,144.0998489879893,mm
neural,e0,cross_diagnostic,,prediction,376,MJ1,crps,92.73773198655293,mm
neural,e0,cross_diagnostic,,prediction,376,point_mean,crps,169.11882350049376,mm
neural,e0,cross_diagnostic,,prediction,376,ATU1,coverage_80,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,ATU5,coverage_80,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,MJ3,coverage_80,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,MJ1,coverage_80,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,point_mean,coverage_80,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,ATU1,width_80,40.027839858132374,mm
neural,e0,cross_diagnostic,,prediction,376,ATU5,width_80,43.38015165574954,mm
neural,e0,cross_diagnostic,,prediction,376,MJ3,width_80,35.880103506990544,mm
neural,e0,cross_diagnostic,,prediction,376,MJ1,width_80,34.247299918547036,mm
neural,e0,cross_diagnostic,,prediction,376,point_mean,width_80,38.38384873485487,mm
neural,e0,cross_diagnostic,,prediction,376,ATU1,interval_score_80,1962.339461425219,mm
neural,e0,cross_diagnostic,,prediction,376,ATU5,interval_score_80,2279.1098449324477,mm
neural,e0,cross_diagnostic,,prediction,376,MJ3,interval_score_80,1375.964090129775,mm
neural,e0,cross_diagnostic,,prediction,376,MJ1,interval_score_80,865.7644680849494,mm
neural,e0,cross_diagnostic,,prediction,376,point_mean,interval_score_80,1620.794466143098,mm
neural,e0,cross_diagnostic,,prediction,376,ATU1,coverage_90,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,ATU5,coverage_90,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,MJ3,coverage_90,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,MJ1,coverage_90,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,point_mean,coverage_90,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,ATU1,width_90,50.94757363716518,mm
neural,e0,cross_diagnostic,,prediction,376,ATU5,width_90,54.74887109219549,mm
neural,e0,cross_diagnostic,,prediction,376,MJ3,width_90,45.99854485721972,mm
neural,e0,cross_diagnostic,,prediction,376,MJ1,width_90,43.95414672752468,mm
neural,e0,cross_diagnostic,,prediction,376,point_mean,width_90,48.91228407852627,mm
neural,e0,cross_diagnostic,,prediction,376,ATU1,interval_score_90,3786.431592922151,mm
neural,e0,cross_diagnostic,,prediction,376,ATU5,interval_score_90,4408.347710769079,mm
neural,e0,cross_diagnostic,,prediction,376,MJ3,interval_score_90,2623.945484900534,mm
neural,e0,cross_diagnostic,,prediction,376,MJ1,interval_score_90,1609.9172463269888,mm
neural,e0,cross_diagnostic,,prediction,376,point_mean,interval_score_90,3107.1605087296884,mm
neural,e0,cross_diagnostic,,prediction,376,ATU1,coverage_95,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,ATU5,coverage_95,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,MJ3,coverage_95,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,MJ1,coverage_95,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,point_mean,coverage_95,0.0,fraction
neural,e0,cross_diagnostic,,prediction,376,ATU1,width_95,60.25836811108208,mm
neural,e0,cross_diagnostic,,prediction,376,ATU5,width_95,64.31715255562378,mm
neural,e0,cross_diagnostic,,prediction,376,MJ3,width_95,54.74766424179524,mm
neural,e0,cross_diagnostic,,prediction,376,MJ1,width_95,52.372362477105064,mm
neural,e0,cross_diagnostic,,prediction,376,point_mean,width_95,57.923886846401544,mm
neural,e0,cross_diagnostic,,prediction,376,ATU1,interval_score_95,7345.085332552985,mm
neural,e0,cross_diagnostic,,prediction,376,ATU5,interval_score_95,8574.754904331769,mm
neural,e0,cross_diagnostic,,prediction,376,MJ3,interval_score_95,5033.751902072509,mm
neural,e0,cross_diagnostic,,prediction,376,MJ1,interval_score_95,3015.9284974712873,mm
neural,e0,cross_diagnostic,,prediction,376,point_mean,interval_score_95,5992.380159107137,mm
neural,e0,cross_diagnostic,,prediction,376,pooled,rmse,200.0194695962421,mm
neural,v23,frozen_original,PINN,train,762,ATU1,mae,48.83310034276472,mm
neural,v23,frozen_original,PINN,train,762,ATU5,mae,47.36001623074856,mm
neural,v23,frozen_original,PINN,train,762,MJ3,mae,27.881615432439325,mm
neural,v23,frozen_original,PINN,train,762,MJ1,mae,12.672155544676624,mm
neural,v23,frozen_original,PINN,train,762,point_mean,mae,34.18672188765731,mm
neural,v23,frozen_original,PINN,train,762,ATU1,rmse,57.09020415640713,mm
neural,v23,frozen_original,PINN,train,762,ATU5,rmse,56.02795655853323,mm
neural,v23,frozen_original,PINN,train,762,MJ3,rmse,35.22006736171718,mm
neural,v23,frozen_original,PINN,train,762,MJ1,rmse,15.366943104329229,mm
neural,v23,frozen_original,PINN,train,762,point_mean,rmse,40.926292795246695,mm
neural,v23,frozen_original,PINN,train,762,ATU1,crps,40.14847569693212,mm
neural,v23,frozen_original,PINN,train,762,ATU5,crps,39.15728380080156,mm
neural,v23,frozen_original,PINN,train,762,MJ3,crps,21.268517649884583,mm
neural,v23,frozen_original,PINN,train,762,MJ1,crps,8.74137256182584,mm
neural,v23,frozen_original,PINN,train,762,point_mean,crps,27.328912427361026,mm
neural,v23,frozen_original,PINN,train,762,ATU1,coverage_80,0.25984251968503935,fraction
neural,v23,frozen_original,PINN,train,762,ATU5,coverage_80,0.30183727034120733,fraction
neural,v23,frozen_original,PINN,train,762,MJ3,coverage_80,0.5131233595800525,fraction
neural,v23,frozen_original,PINN,train,762,MJ1,coverage_80,0.800524934383202,fraction
neural,v23,frozen_original,PINN,train,762,point_mean,coverage_80,0.4688320209973753,fraction
neural,v23,frozen_original,PINN,train,762,ATU1,width_80,48.358876275627345,mm
neural,v23,frozen_original,PINN,train,762,ATU5,width_80,48.55504672029857,mm
neural,v23,frozen_original,PINN,train,762,MJ3,width_80,47.44717585969396,mm
neural,v23,frozen_original,PINN,train,762,MJ1,width_80,42.50732707638159,mm
neural,v23,frozen_original,PINN,train,762,point_mean,width_80,46.717106483000364,mm
neural,v23,frozen_original,PINN,train,762,ATU1,interval_score_80,326.81494958763375,mm
neural,v23,frozen_original,PINN,train,762,ATU5,interval_score_80,320.8263508311489,mm
neural,v23,frozen_original,PINN,train,762,MJ3,interval_score_80,153.44836419095358,mm
neural,v23,frozen_original,PINN,train,762,MJ1,interval_score_80,51.32779041257596,mm
neural,v23,frozen_original,PINN,train,762,point_mean,interval_score_80,213.10436375557805,mm
neural,v23,frozen_original,PINN,train,762,ATU1,coverage_90,0.3241469816272966,fraction
neural,v23,frozen_original,PINN,train,762,ATU5,coverage_90,0.35958005249343833,fraction
neural,v23,frozen_original,PINN,train,762,MJ3,coverage_90,0.5866141732283464,fraction
neural,v23,frozen_original,PINN,train,762,MJ1,coverage_90,0.952755905511811,fraction
neural,v23,frozen_original,PINN,train,762,point_mean,coverage_90,0.5557742782152231,fraction
neural,v23,frozen_original,PINN,train,762,ATU1,width_90,62.06680928817917,mm
neural,v23,frozen_original,PINN,train,762,ATU5,width_90,62.3191041275581,mm
neural,v23,frozen_original,PINN,train,762,MJ3,width_90,60.897661553931435,mm
neural,v23,frozen_original,PINN,train,762,MJ1,width_90,54.56095919349747,mm
neural,v23,frozen_original,PINN,train,762,point_mean,width_90,59.96113354079154,mm
neural,v23,frozen_original,PINN,train,762,ATU1,interval_score_90,522.2298855203179,mm
neural,v23,frozen_original,PINN,train,762,ATU5,interval_score_90,515.0191175365486,mm
neural,v23,frozen_original,PINN,train,762,MJ3,interval_score_90,211.3882402394663,mm
neural,v23,frozen_original,PINN,train,762,MJ1,interval_score_90,59.090670135261774,mm
neural,v23,frozen_original,PINN,train,762,point_mean,interval_score_90,326.93197835789863,mm
neural,v23,frozen_original,PINN,train,762,ATU1,coverage_95,0.39763779527559057,fraction
neural,v23,frozen_original,PINN,train,762,ATU5,coverage_95,0.4041994750656168,fraction
neural,v23,frozen_original,PINN,train,762,MJ3,coverage_95,0.6404199475065617,fraction
neural,v23,frozen_original,PINN,train,762,MJ1,coverage_95,0.9816272965879265,fraction
neural,v23,frozen_original,PINN,train,762,point_mean,coverage_95,0.6059711286089239,fraction
neural,v23,frozen_original,PINN,train,762,ATU1,width_95,73.95573605687532,mm
neural,v23,frozen_original,PINN,train,762,ATU5,width_95,74.25691280277779,mm
neural,v23,frozen_original,PINN,train,762,MJ3,width_95,72.56388190889511,mm
neural,v23,frozen_original,PINN,train,762,MJ1,width_95,65.01772449751324,mm
neural,v23,frozen_original,PINN,train,762,point_mean,width_95,71.44856381651537,mm
neural,v23,frozen_original,PINN,train,762,ATU1,interval_score_95,841.9148134577089,mm
neural,v23,frozen_original,PINN,train,762,ATU5,interval_score_95,832.5546805316815,mm
neural,v23,frozen_original,PINN,train,762,MJ3,interval_score_95,276.8101111951408,mm
neural,v23,frozen_original,PINN,train,762,MJ1,interval_score_95,67.76642596809612,mm
neural,v23,frozen_original,PINN,train,762,point_mean,interval_score_95,504.7615077881568,mm
neural,v23,frozen_original,PINN,train,762,pooled,rmse,44.37065306055546,mm
neural,v23,frozen_original,PINN,prediction,376,ATU1,mae,212.2379856597198,mm
neural,v23,frozen_original,PINN,prediction,376,ATU5,mae,245.6443672891367,mm
neural,v23,frozen_original,PINN,prediction,376,MJ3,mae,151.99147102149962,mm
neural,v23,frozen_original,PINN,prediction,376,MJ1,mae,100.27545575839703,mm
neural,v23,frozen_original,PINN,prediction,376,point_mean,mae,177.5373199321883,mm
neural,v23,frozen_original,PINN,prediction,376,ATU1,rmse,229.70530445731288,mm
neural,v23,frozen_original,PINN,prediction,376,ATU5,rmse,266.02107171631445,mm
neural,v23,frozen_original,PINN,prediction,376,MJ3,rmse,158.90429298808908,mm
neural,v23,frozen_original,PINN,prediction,376,MJ1,rmse,106.06055368175431,mm
neural,v23,frozen_original,PINN,prediction,376,point_mean,rmse,190.1728057108677,mm
neural,v23,frozen_original,PINN,prediction,376,ATU1,crps,200.70846255978446,mm
neural,v23,frozen_original,PINN,prediction,376,ATU5,crps,233.5356210432987,mm
neural,v23,frozen_original,PINN,prediction,376,MJ3,crps,141.37960517566836,mm
neural,v23,frozen_original,PINN,prediction,376,MJ1,crps,90.91617576118021,mm
neural,v23,frozen_original,PINN,prediction,376,point_mean,crps,166.63496613498293,mm
neural,v23,frozen_original,PINN,prediction,376,ATU1,coverage_80,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,ATU5,coverage_80,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,MJ3,coverage_80,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,MJ1,coverage_80,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,point_mean,coverage_80,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,ATU1,width_80,52.4741169350135,mm
neural,v23,frozen_original,PINN,prediction,376,ATU5,width_80,55.20576695111356,mm
neural,v23,frozen_original,PINN,prediction,376,MJ3,width_80,48.22826896184041,mm
neural,v23,frozen_original,PINN,prediction,376,MJ1,width_80,42.589344038996295,mm
neural,v23,frozen_original,PINN,prediction,376,point_mean,width_80,49.62437422174094,mm
neural,v23,frozen_original,PINN,prediction,376,ATU1,interval_score_80,1912.4631235853292,mm
neural,v23,frozen_original,PINN,prediction,376,ATU5,interval_score_80,2233.6160290273087,mm
neural,v23,frozen_original,PINN,prediction,376,MJ3,interval_score_80,1326.736352826045,mm
neural,v23,frozen_original,PINN,prediction,376,MJ1,interval_score_80,832.402849119891,mm
neural,v23,frozen_original,PINN,prediction,376,point_mean,interval_score_80,1576.3045886396435,mm
neural,v23,frozen_original,PINN,prediction,376,ATU1,coverage_90,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,ATU5,coverage_90,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,MJ3,coverage_90,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,MJ1,coverage_90,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,point_mean,coverage_90,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,ATU1,width_90,67.15175281400326,mm
neural,v23,frozen_original,PINN,prediction,376,ATU5,width_90,70.42008839624205,mm
neural,v23,frozen_original,PINN,prediction,376,MJ3,width_90,61.87397321884251,mm
neural,v23,frozen_original,PINN,prediction,376,MJ1,width_90,54.66249879655773,mm
neural,v23,frozen_original,PINN,prediction,376,point_mean,width_90,63.52707830641138,mm
neural,v23,frozen_original,PINN,prediction,376,ATU1,interval_score_90,3640.290516267824,mm
neural,v23,frozen_original,PINN,prediction,376,ATU5,interval_score_90,4271.70127850475,mm
neural,v23,frozen_original,PINN,prediction,376,MJ3,interval_score_90,2481.7220259636133,mm
neural,v23,frozen_original,PINN,prediction,376,MJ1,interval_score_90,1513.575860247866,mm
neural,v23,frozen_original,PINN,prediction,376,point_mean,interval_score_90,2976.822420246013,mm
neural,v23,frozen_original,PINN,prediction,376,ATU1,coverage_95,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,ATU5,coverage_95,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,MJ3,coverage_95,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,MJ1,coverage_95,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,point_mean,coverage_95,0.0,fraction
neural,v23,frozen_original,PINN,prediction,376,ATU1,width_95,79.7931070848358,mm
neural,v23,frozen_original,PINN,prediction,376,ATU5,width_95,83.43809796239985,mm
neural,v23,frozen_original,PINN,prediction,376,MJ3,width_95,73.69509415098346,mm
neural,v23,frozen_original,PINN,prediction,376,MJ1,width_95,65.13401400956705,mm
neural,v23,frozen_original,PINN,prediction,376,point_mean,width_95,75.51507830194655,mm
neural,v23,frozen_original,PINN,prediction,376,ATU1,interval_score_95,6973.122119524442,mm
neural,v23,frozen_original,PINN,prediction,376,ATU5,interval_score_95,8220.339784327425,mm
neural,v23,frozen_original,PINN,prediction,376,MJ3,interval_score_95,4675.594711947203,mm
neural,v23,frozen_original,PINN,prediction,376,MJ1,interval_score_95,2773.567893754817,mm
neural,v23,frozen_original,PINN,prediction,376,point_mean,interval_score_95,5660.656127388472,mm
neural,v23,frozen_original,PINN,prediction,376,pooled,rmse,200.0194695962421,mm
replay,e0,cross_diagnostic,,train,762,ATU1,mae,6.997249967414754,mm
replay,e0,cross_diagnostic,,train,762,ATU5,mae,11.749490786800296,mm
replay,e0,cross_diagnostic,,train,762,MJ3,mae,12.668040323760176,mm
replay,e0,cross_diagnostic,,train,762,MJ1,mae,6.666739661265131,mm
replay,e0,cross_diagnostic,,train,762,point_mean,mae,9.52038018481009,mm
replay,e0,cross_diagnostic,,train,762,ATU1,rmse,11.586747191739645,mm
replay,e0,cross_diagnostic,,train,762,ATU5,rmse,16.297824261540764,mm
replay,e0,cross_diagnostic,,train,762,MJ3,rmse,16.476008772545256,mm
replay,e0,cross_diagnostic,,train,762,MJ1,rmse,8.142343691589723,mm
replay,e0,cross_diagnostic,,train,762,point_mean,rmse,13.125730979353847,mm
replay,e0,cross_diagnostic,,train,762,ATU1,crps,5.796880308973246,mm
replay,e0,cross_diagnostic,,train,762,ATU5,crps,8.598081074377516,mm
replay,e0,cross_diagnostic,,train,762,MJ3,crps,9.57707558741632,mm
replay,e0,cross_diagnostic,,train,762,MJ1,crps,4.926083836656613,mm
replay,e0,cross_diagnostic,,train,762,point_mean,crps,7.224530201855924,mm
replay,e0,cross_diagnostic,,train,762,ATU1,coverage_80,0.9199475065616798,fraction
replay,e0,cross_diagnostic,,train,762,ATU5,coverage_80,0.800524934383202,fraction
replay,e0,cross_diagnostic,,train,762,MJ3,coverage_80,0.5971128608923885,fraction
replay,e0,cross_diagnostic,,train,762,MJ1,coverage_80,0.9501312335958005,fraction
replay,e0,cross_diagnostic,,train,762,point_mean,coverage_80,0.8169291338582678,fraction
replay,e0,cross_diagnostic,,train,762,ATU1,width_80,33.899226910000436,mm
replay,e0,cross_diagnostic,,train,762,ATU5,width_80,33.89829833687467,mm
replay,e0,cross_diagnostic,,train,762,MJ3,width_80,33.89596269016216,mm
replay,e0,cross_diagnostic,,train,762,MJ1,width_80,33.89872685457309,mm
replay,e0,cross_diagnostic,,train,762,point_mean,width_80,33.89805369790258,mm
replay,e0,cross_diagnostic,,train,762,ATU1,interval_score_80,46.36136673088121,mm
replay,e0,cross_diagnostic,,train,762,ATU5,interval_score_80,56.39026427749394,mm
replay,e0,cross_diagnostic,,train,762,MJ3,interval_score_80,64.06550656538921,mm
replay,e0,cross_diagnostic,,train,762,MJ1,interval_score_80,35.490838840463304,mm
replay,e0,cross_diagnostic,,train,762,point_mean,interval_score_80,50.57699410355691,mm
replay,e0,cross_diagnostic,,train,762,ATU1,coverage_90,0.9383202099737533,fraction
replay,e0,cross_diagnostic,,train,762,ATU5,coverage_90,0.89501312335958,fraction
replay,e0,cross_diagnostic,,train,762,MJ3,coverage_90,0.6863517060367454,fraction
replay,e0,cross_diagnostic,,train,762,MJ1,coverage_90,0.9868766404199475,fraction
replay,e0,cross_diagnostic,,train,762,point_mean,coverage_90,0.8766404199475065,fraction
replay,e0,cross_diagnostic,,train,762,ATU1,width_90,43.50918598671507,mm
replay,e0,cross_diagnostic,,train,762,ATU5,width_90,43.507994526067215,mm
replay,e0,cross_diagnostic,,train,762,MJ3,width_90,43.504996987264875,mm
replay,e0,cross_diagnostic,,train,762,MJ1,width_90,43.50854441502436,mm
replay,e0,cross_diagnostic,,train,762,point_mean,width_90,43.50768047876788,mm
replay,e0,cross_diagnostic,,train,762,ATU1,interval_score_90,61.81544962903762,mm
replay,e0,cross_diagnostic,,train,762,ATU5,interval_score_90,74.45667952651014,mm
replay,e0,cross_diagnostic,,train,762,MJ3,interval_score_90,69.52945653928148,mm
replay,e0,cross_diagnostic,,train,762,MJ1,interval_score_90,43.69271583715095,mm
replay,e0,cross_diagnostic,,train,762,point_mean,interval_score_90,62.37357538299505,mm
replay,e0,cross_diagnostic,,train,762,ATU1,coverage_95,0.9514435695538058,fraction
replay,e0,cross_diagnostic,,train,762,ATU5,coverage_95,0.9291338582677166,fraction
replay,e0,cross_diagnostic,,train,762,MJ3,coverage_95,0.8766404199475065,fraction
replay,e0,cross_diagnostic,,train,762,MJ1,coverage_95,1.0,fraction
replay,e0,cross_diagnostic,,train,762,point_mean,coverage_95,0.9393044619422573,fraction
replay,e0,cross_diagnostic,,train,762,ATU1,width_95,51.84439191823601,mm
replay,e0,cross_diagnostic,,train,762,ATU5,width_95,51.84297263745586,mm
replay,e0,cross_diagnostic,,train,762,MJ3,width_95,51.83940110108573,mm
replay,e0,cross_diagnostic,,train,762,MJ1,width_95,51.843627693862125,mm
replay,e0,cross_diagnostic,,train,762,point_mean,width_95,51.84259833765993,mm
replay,e0,cross_diagnostic,,train,762,ATU1,interval_score_95,79.3833706099991,mm
replay,e0,cross_diagnostic,,train,762,ATU5,interval_score_95,99.71877124836405,mm
replay,e0,cross_diagnostic,,train,762,MJ3,interval_score_95,62.50747939240791,mm
replay,e0,cross_diagnostic,,train,762,MJ1,interval_score_95,51.843627693862125,mm
replay,e0,cross_diagnostic,,train,762,point_mean,interval_score_95,73.3633122361583,mm
replay,e0,cross_diagnostic,,train,762,pooled,rmse,13.579657690920564,mm
replay,e0,cross_diagnostic,,prediction,376,ATU1,mae,45.14449399191146,mm
replay,e0,cross_diagnostic,,prediction,376,ATU5,mae,49.752781006934605,mm
replay,e0,cross_diagnostic,,prediction,376,MJ3,mae,28.24620650369935,mm
replay,e0,cross_diagnostic,,prediction,376,MJ1,mae,41.29473227204567,mm
replay,e0,cross_diagnostic,,prediction,376,point_mean,mae,41.10955344364777,mm
replay,e0,cross_diagnostic,,prediction,376,ATU1,rmse,49.43829190099685,mm
replay,e0,cross_diagnostic,,prediction,376,ATU5,rmse,54.82245382268107,mm
replay,e0,cross_diagnostic,,prediction,376,MJ3,rmse,41.58404186751531,mm
replay,e0,cross_diagnostic,,prediction,376,MJ1,rmse,48.22318629807229,mm
replay,e0,cross_diagnostic,,prediction,376,point_mean,rmse,48.516993472316386,mm
replay,e0,cross_diagnostic,,prediction,376,ATU1,crps,38.08441147695763,mm
replay,e0,cross_diagnostic,,prediction,376,ATU5,crps,42.97987048849821,mm
replay,e0,cross_diagnostic,,prediction,376,MJ3,crps,23.1414560154791,mm
replay,e0,cross_diagnostic,,prediction,376,MJ1,crps,34.28146769358018,mm
replay,e0,cross_diagnostic,,prediction,376,point_mean,crps,34.62180141862878,mm
replay,e0,cross_diagnostic,,prediction,376,ATU1,coverage_80,0.17553191489361702,fraction
replay,e0,cross_diagnostic,,prediction,376,ATU5,coverage_80,0.19946808510638298,fraction
replay,e0,cross_diagnostic,,prediction,376,MJ3,coverage_80,0.7047872340425532,fraction
replay,e0,cross_diagnostic,,prediction,376,MJ1,coverage_80,0.15159574468085107,fraction
replay,e0,cross_diagnostic,,prediction,376,point_mean,coverage_80,0.3078457446808511,fraction
replay,e0,cross_diagnostic,,prediction,376,ATU1,width_80,33.93375676775714,mm
replay,e0,cross_diagnostic,,prediction,376,ATU5,width_80,33.91828043377883,mm
replay,e0,cross_diagnostic,,prediction,376,MJ3,width_80,33.9193720927392,mm
replay,e0,cross_diagnostic,,prediction,376,MJ1,width_80,33.93148378072528,mm
replay,e0,cross_diagnostic,,prediction,376,point_mean,width_80,33.92572326875011,mm
replay,e0,cross_diagnostic,,prediction,376,ATU1,interval_score_80,321.581146711951,mm
replay,e0,cross_diagnostic,,prediction,376,ATU5,interval_score_80,375.235927210171,mm
replay,e0,cross_diagnostic,,prediction,376,MJ3,interval_score_80,191.07051388878833,mm
replay,e0,cross_diagnostic,,prediction,376,MJ1,interval_score_80,282.98771364399266,mm
replay,e0,cross_diagnostic,,prediction,376,point_mean,interval_score_80,292.7188253637258,mm
replay,e0,cross_diagnostic,,prediction,376,ATU1,coverage_90,0.19680851063829788,fraction
replay,e0,cross_diagnostic,,prediction,376,ATU5,coverage_90,0.21010638297872342,fraction
replay,e0,cross_diagnostic,,prediction,376,MJ3,coverage_90,0.7180851063829787,fraction
replay,e0,cross_diagnostic,,prediction,376,MJ1,coverage_90,0.21010638297872342,fraction
replay,e0,cross_diagnostic,,prediction,376,point_mean,coverage_90,0.3337765957446809,fraction
replay,e0,cross_diagnostic,,prediction,376,ATU1,width_90,43.55348691015546,mm
replay,e0,cross_diagnostic,,prediction,376,ATU5,width_90,43.53363257215814,mm
replay,e0,cross_diagnostic,,prediction,376,MJ3,width_90,43.53503516004449,mm
replay,e0,cross_diagnostic,,prediction,376,MJ1,width_90,43.55056987579474,mm
replay,e0,cross_diagnostic,,prediction,376,point_mean,width_90,43.543181129538205,mm
replay,e0,cross_diagnostic,,prediction,376,ATU1,interval_score_90,540.8194754717373,mm
replay,e0,cross_diagnostic,,prediction,376,ATU5,interval_score_90,649.7952122990146,mm
replay,e0,cross_diagnostic,,prediction,376,MJ3,interval_score_90,330.1853549452002,mm
replay,e0,cross_diagnostic,,prediction,376,MJ1,interval_score_90,463.78349747851144,mm
replay,e0,cross_diagnostic,,prediction,376,point_mean,interval_score_90,496.1458850486159,mm
replay,e0,cross_diagnostic,,prediction,376,ATU1,coverage_95,0.2074468085106383,fraction
replay,e0,cross_diagnostic,,prediction,376,ATU5,coverage_95,0.2127659574468085,fraction
replay,e0,cross_diagnostic,,prediction,376,MJ3,coverage_95,0.7313829787234043,fraction
replay,e0,cross_diagnostic,,prediction,376,MJ1,coverage_95,0.24202127659574468,fraction
replay,e0,cross_diagnostic,,prediction,376,point_mean,coverage_95,0.348404255319149,fraction
replay,e0,cross_diagnostic,,prediction,376,ATU1,width_95,51.89715722591497,mm
replay,e0,cross_diagnostic,,prediction,376,ATU5,width_95,51.87351119408255,mm
replay,e0,cross_diagnostic,,prediction,376,MJ3,width_95,51.87518433942278,mm
replay,e0,cross_diagnostic,,prediction,376,MJ1,width_95,51.89368171639399,mm
replay,e0,cross_diagnostic,,prediction,376,point_mean,width_95,51.88488361895357,mm
replay,e0,cross_diagnostic,,prediction,376,ATU1,interval_score_95,913.4614343773104,mm
replay,e0,cross_diagnostic,,prediction,376,ATU5,interval_score_95,1132.9164579233875,mm
replay,e0,cross_diagnostic,,prediction,376,MJ3,interval_score_95,579.3807559721894,mm
replay,e0,cross_diagnostic,,prediction,376,MJ1,interval_score_95,762.9608329105723,mm
replay,e0,cross_diagnostic,,prediction,376,point_mean,interval_score_95,847.1798702958649,mm
replay,e0,cross_diagnostic,,prediction,376,pooled,rmse,48.7451392038376,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU1,mae,6.997249967414754,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU5,mae,11.749490786800296,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ3,mae,12.668040323760176,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ1,mae,6.666739661265131,mm
replay,v23,frozen_original,replay_diagnostic,train,762,point_mean,mae,9.52038018481009,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU1,rmse,11.586747191739645,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU5,rmse,16.297824261540764,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ3,rmse,16.476008772545256,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ1,rmse,8.142343691589723,mm
replay,v23,frozen_original,replay_diagnostic,train,762,point_mean,rmse,13.125730979353847,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU1,crps,6.6105729642451845,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU5,crps,8.85433378356303,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ3,crps,9.588191070317594,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ1,crps,5.478461203549575,mm
replay,v23,frozen_original,replay_diagnostic,train,762,point_mean,crps,7.632889755418845,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU1,coverage_80,0.9409448818897638,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,ATU5,coverage_80,0.9120734908136483,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,MJ3,coverage_80,0.7795275590551181,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,MJ1,coverage_80,0.9645669291338582,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,point_mean,coverage_80,0.8992782152230971,fraction
replay,v23,frozen_original,replay_diagnostic,train,762,ATU1,width_80,48.034234116298286,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU5,width_80,48.133972493378316,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ3,width_80,47.26726085273251,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ1,width_80,42.47075274502659,mm
replay,v23,frozen_original,replay_diagnostic,train,762,point_mean,width_80,46.476555051858924,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU1,interval_score_80,56.830130409455705,mm
replay,v23,frozen_original,replay_diagnostic,train,762,ATU5,interval_score_80,62.527596309423785,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ3,interval_score_80,57.95292681290167,mm
replay,v23,frozen_original,replay_diagnostic,train,762,MJ1,interval_score_80,43.42424349735655,mm
replay,v23,frozen_original,replay_diagnostic,train,762,point_mean,interval_score_80,55.183724257284425,mm
