seed,phase,quantity,axis,unit,samples,signed_mean,mean_absolute,rms,max_absolute
2,train,basal_reaction,O2,original_generalized_reaction,48768,1.196616323969399,8.499895506940966,10.06746014613785,22.183831771395276
2,train,basal_reaction,O1_up,original_generalized_reaction,48768,81.04302907444261,306.14300997349216,359.6744586473024,714.4050943716451
2,train,basal_reaction,O1_down,original_generalized_reaction,48768,41.46364644072219,102.42716028175309,137.8700071799752,336.0972320185201
2,train,contact_reaction,O3,original_generalized_reaction,48768,-0.000619003395800128,0.001063750998781255,0.0013939280425602097,0.006668016146527695
2,train,contact_reaction,O2,original_generalized_reaction,48768,0.03285762122453938,7.298833755429436,9.473811072293698,23.74477000645913
2,train,contact_reaction,O1_up,original_generalized_reaction,48768,-0.02712526123621519,6.643709229287965,8.627494259098967,21.629729488372043
2,train,contact_reaction,O1_down,original_generalized_reaction,48768,-0.004796875895817952,0.6328174316618854,0.8174944852169083,2.0419305491429567
2,train,bulk_reaction,O3,original_generalized_reaction,48768,1.2005774145999319e-27,4.103817382528943e-26,4.896143013581572e-26,1.0843053344599402e-25
2,train,bulk_reaction,O2,original_generalized_reaction,48768,1.416066146713722e-27,1.2667653600263214e-26,1.5124842145803696e-26,3.4367238060646713e-26
2,train,bulk_reaction,O1_up,original_generalized_reaction,48768,52.66458293089295,316.3871941825383,376.8066065908319,766.4832648830294
2,train,bulk_reaction,O1_down,original_generalized_reaction,48768,-52.66458293089295,316.3871941825383,376.8066065908319,766.4832648830294
2,train,background,O3,mm,48768,0.0,0.0,0.0,0.0
2,train,background,O2,mm,48768,0.0,0.0,0.0,0.0
2,train,background,O1_up,mm,48768,0.0,3.642463991552351e-20,5.6878448570891744e-18,8.881784197001252e-16
2,train,background,O1_down,mm,48768,-9.106159978880877e-21,9.106159978880877e-21,1.4219612142722936e-18,2.220446049250313e-16
2,train,observed_mean,ATU1,mm,762,3.23188671918658,47.12739204768818,55.422067978537854,116.57914208963206
2,train,observed_mean,ATU5,mm,762,7.367427709536487,46.755305503635945,55.163334097358835,118.71798142610567
2,train,observed_mean,MJ3,mm,762,5.569466727593971,25.51449711352151,29.97626478019857,59.48718513844551
2,train,observed_mean,MJ1,mm,762,3.1156841067093644,12.07686687422344,14.0398093297201,26.35086880484664
2,prediction,motion,O3,mm,24064,175.2250381818082,175.2250381818082,188.37272764706933,304.61721858114106
2,prediction,motion,O2,mm,24064,204.81813130528266,204.81813130528266,220.3711521001347,360.17056803426857
2,prediction,motion,O1_up,mm,24064,138.80822674175565,138.80822674175565,142.52295651811943,190.27091208570386
2,prediction,motion,O1_down,mm,24064,-0.02008546244243561,2.24200526413295,2.6487365905467284,5.367805644550073
2,prediction,plastic,O3,mm,24064,175.5464173160448,175.5464173160448,188.68722262495737,305.086765667139
2,prediction,plastic,O2,mm,24064,205.2056788116603,205.2056788116603,220.7543978615724,360.708337491143
2,prediction,plastic,O1_up,mm,24064,148.78579766142536,148.78579766142536,152.2640600206294,212.546364701086
2,prediction,plastic,O1_down,mm,24064,0.27703805362664696,2.294059764003348,2.745628586702903,5.7740756911342075
2,prediction,basal_reaction,O3,original_generalized_reaction,24064,118.84309311302461,118.84309311302461,127.54864801043692,205.24829521926813
2,prediction,basal_reaction,O2,original_generalized_reaction,24064,36.62269379769296,36.62269379769296,39.324085112809726,63.872687770198105
2,prediction,basal_reaction,O1_up,original_generalized_reaction,24064,1048.3462250711123,1048.3462250711123,1073.7171514684464,1499.3637994879223
2,prediction,basal_reaction,O1_down,original_generalized_reaction,24064,13.478552274876039,119.5469159989959,142.89718596817264,299.00503499665933
2,prediction,contact_reaction,O3,original_generalized_reaction,24064,-0.0025824583767409546,0.0025824583767409546,0.0028333932119109207,0.0051713878448795235
2,prediction,contact_reaction,O2,original_generalized_reaction,24064,14.741064897325982,14.741064897325982,19.15602936841986,43.24752810812705
2,prediction,contact_reaction,O1_up,original_generalized_reaction,24064,-13.362651850818938,13.362651850818938,17.39369912174814,39.3192370223482
2,prediction,contact_reaction,O1_down,original_generalized_reaction,24064,-1.3240683169474181,1.3240683169474181,1.6956812105238979,3.7832975307768955
2,prediction,bulk_reaction,O3,original_generalized_reaction,24064,1.4614747089883245e-25,1.4614747089883245e-25,1.5612181010178686e-25,2.47397895829658e-25
2,prediction,bulk_reaction,O2,original_generalized_reaction,24064,5.283395454858217e-26,5.283395454858217e-26,5.652990479347571e-26,9.076819047104234e-26
2,prediction,bulk_reaction,O1_up,original_generalized_reaction,24064,1334.011761621561,1334.011761621561,1363.786121627274,1811.2878687241327
2,prediction,bulk_reaction,O1_down,original_generalized_reaction,24064,-1334.011761621561,1334.011761621561,1363.786121627274,1811.2878687241327
2,prediction,background,O3,mm,24064,0.0,0.0,0.0,0.0
2,prediction,background,O2,mm,24064,0.0,0.0,0.0,0.0
2,prediction,background,O1_up,mm,24064,0.0,0.0,0.0,0.0
2,prediction,background,O1_down,mm,24064,0.0,0.0,0.0,0.0
2,prediction,observed_mean,ATU1,mm,376,175.54017477382405,175.54017477382405,188.68097216162758,304.61721858114106
2,prediction,observed_mean,ATU5,mm,376,205.1908494834159,205.1908494834159,220.73952499787129,360.1705680342685
2,prediction,observed_mean,MJ3,mm,376,117.03925556677251,117.03925556677251,120.20983213552842,160.5432084014742
2,prediction,observed_mean,MJ1,mm,376,55.899876761909965,55.899876761909965,57.63185410899191,77.40924022997183
