contrast,left_mean,left_scale,right_mean,right_scale,phase,station,metric,delta,unit,days
scale_v23_minus_e0,replay,v23,replay,e0,train,ATU5,coverage_90,0.044619422572178435,fraction,762
scale_v23_minus_e0,replay,v23,replay,e0,train,MJ3,coverage_90,0.23359580052493434,fraction,762
scale_v23_minus_e0,replay,v23,replay,e0,train,MJ1,coverage_90,0.011811023622047223,fraction,762
scale_v23_minus_e0,replay,v23,replay,e0,train,point_mean,coverage_90,0.07677165354330706,fraction,762
scale_v23_minus_e0,replay,v23,replay,e0,train,ATU1,width_90,18.143004411462805,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,ATU5,width_90,18.273380818916543,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,MJ3,width_90,17.162810771807614,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,MJ1,width_90,11.005723485845273,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,point_mean,width_90,16.146229872008064,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,ATU1,interval_score_90,10.778059789030614,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,ATU5,interval_score_90,6.697666693308079,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,MJ3,interval_score_90,-3.77722464452323,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,MJ1,interval_score_90,10.971522466088778,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,point_mean,interval_score_90,6.167506075976071,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,ATU1,coverage_95,0.01837270341207342,fraction,762
scale_v23_minus_e0,replay,v23,replay,e0,train,ATU5,coverage_95,0.030183727034120755,fraction,762
scale_v23_minus_e0,replay,v23,replay,e0,train,MJ3,coverage_95,0.1010498687664042,fraction,762
scale_v23_minus_e0,replay,v23,replay,e0,train,MJ1,coverage_95,-0.001312335958005284,fraction,762
scale_v23_minus_e0,replay,v23,replay,e0,train,point_mean,coverage_95,0.03707349081364819,fraction,762
scale_v23_minus_e0,replay,v23,replay,e0,train,ATU1,width_95,21.61989402009985,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,ATU5,width_95,21.776740296064702,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,MJ3,width_95,20.451941220347294,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,MJ1,width_95,13.118783462602217,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,point_mean,width_95,19.241839749778514,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,ATU1,interval_score_95,7.906287767489317,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,ATU5,interval_score_95,1.9169537720498226,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,MJ3,interval_score_95,12.467724388068412,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,MJ1,interval_score_95,13.290261157635207,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,point_mean,interval_score_95,8.895306771310686,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,train,pooled,rmse,0.0,mm,762
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU1,mae,0.0,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU5,mae,0.0,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ3,mae,0.0,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ1,mae,0.0,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,point_mean,mae,0.0,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU1,rmse,0.0,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU5,rmse,0.0,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ3,rmse,0.0,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ1,rmse,0.0,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,point_mean,rmse,0.0,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU1,crps,-2.3088515160388994,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU5,crps,-2.3629242946354267,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ3,crps,-0.13757683359860096,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ1,crps,-1.1182023649060966,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,point_mean,crps,-1.4818887522947506,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU1,coverage_80,0.03457446808510639,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU5,coverage_80,0.013297872340425537,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ3,coverage_80,0.0026595744680851796,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ1,coverage_80,0.06914893617021275,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,point_mean,coverage_80,0.02992021276595741,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU1,width_80,13.99396990254413,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU5,width_80,14.215742530007994,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ3,width_80,12.803849621959529,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ1,width_80,8.399071754055548,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,point_mean,width_80,12.353158452141805,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU1,interval_score_80,-40.24224557902829,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU5,interval_score_80,-42.05801625324534,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ3,interval_score_80,-0.11201361610062577,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ1,interval_score_80,-19.346315442570926,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,point_mean,interval_score_80,-25.43964772273631,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU1,coverage_90,0.01861702127659573,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU5,coverage_90,0.005319148936170193,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ3,coverage_90,0.005319148936170248,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ1,coverage_90,0.06117021276595741,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,point_mean,coverage_90,0.02260638297872336,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU1,width_90,17.96188372255306,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU5,width_90,18.247694762666725,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ3,width_90,16.43448644539543,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ1,width_90,10.783506866897277,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,point_mean,width_90,15.856892949378128,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU1,interval_score_90,-118.14751501593543,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU5,interval_score_90,-125.03382966321908,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ3,interval_score_90,-16.38626875535624,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ1,interval_score_90,-54.05175792142546,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,point_mean,interval_score_90,-78.40484283898405,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU1,coverage_95,0.04255319148936171,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU5,coverage_95,0.007978723404255317,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ3,coverage_95,-0.0026595744680851796,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ1,coverage_95,0.09308510638297873,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,point_mean,coverage_95,0.0352393617021276,fraction,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU1,width_95,21.403943172263,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU5,width_95,21.745995287426126,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ3,width_95,19.584072182212317,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ1,width_95,12.853695535632248,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,point_mean,width_95,18.896926544383426,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU1,interval_score_95,-298.217742936185,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,ATU5,interval_score_95,-318.4285820043534,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ3,interval_score_95,-58.48043890660756,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,MJ1,interval_score_95,-124.67691530773811,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,point_mean,interval_score_95,-199.95091978872108,mm,376
scale_v23_minus_e0,replay,v23,replay,e0,prediction,pooled,rmse,0.0,mm,376
neural_minus_replay,neural,e0,replay,e0,train,ATU1,mae,41.83585037534997,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU5,mae,35.61052544394827,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ3,mae,15.21357510867915,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ1,mae,6.005415883411493,mm,762
neural_minus_replay,neural,e0,replay,e0,train,point_mean,mae,24.666341702847223,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU1,rmse,45.503456964667485,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU5,rmse,39.730132296992466,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ3,rmse,18.74405858917192,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ1,rmse,7.224599412739506,mm,762
neural_minus_replay,neural,e0,replay,e0,train,point_mean,rmse,27.80056181589285,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU1,crps,36.48897743483477,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU5,crps,32.528470724599856,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ3,crps,12.962465346815733,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ1,crps,3.939403317344153,mm,762
neural_minus_replay,neural,e0,replay,e0,train,point_mean,crps,21.479829205898625,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU1,coverage_80,-0.7401574803149606,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,ATU5,coverage_80,-0.5879265091863517,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,MJ3,coverage_80,-0.18110236220472442,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,MJ1,coverage_80,-0.2585301837270342,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,point_mean,coverage_80,-0.4419291338582678,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,ATU1,width_80,0.4517803955931825,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU5,width_80,0.581613699357888,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ3,width_80,0.22754082894190475,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ1,width_80,0.04343853345564952,mm,762
neural_minus_replay,neural,e0,replay,e0,train,point_mean,width_80,0.3260933643371615,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU1,interval_score_80,321.9698609941237,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU5,interval_score_80,301.9411973366956,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ3,interval_score_80,113.2859651617761,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ1,interval_score_80,20.04202779037366,mm,762
neural_minus_replay,neural,e0,replay,e0,train,point_mean,interval_score_80,189.30976282074226,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU1,coverage_90,-0.7440944881889764,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,ATU5,coverage_90,-0.6259842519685039,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,MJ3,coverage_90,-0.14041994750656173,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,MJ1,coverage_90,-0.1902887139107612,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,point_mean,coverage_90,-0.4251968503937007,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,ATU1,width_90,0.5753353418081488,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU5,width_90,0.7394451683528516,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ3,width_90,0.2907820695623968,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ1,width_90,0.05569702873555826,mm,762
neural_minus_replay,neural,e0,replay,e0,train,point_mean,width_90,0.4153149021147371,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU1,interval_score_90,570.9891796687452,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU5,interval_score_90,542.8903337328188,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ3,interval_score_90,210.33309116309553,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ1,interval_score_90,18.060375802194848,mm,762
neural_minus_replay,neural,e0,replay,e0,train,point_mean,interval_score_90,335.56824509171355,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU1,coverage_95,-0.6771653543307088,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,ATU5,coverage_95,-0.6128608923884515,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,MJ3,coverage_95,-0.2979002624671916,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,MJ1,coverage_95,-0.09580052493438318,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,point_mean,coverage_95,-0.4209317585301837,fraction,762
neural_minus_replay,neural,e0,replay,e0,train,ATU1,width_95,0.679934643647087,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU5,width_95,0.8724208109711782,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ3,width_95,0.3449012933659432,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ1,width_95,0.06629641815844423,mm,762
neural_minus_replay,neural,e0,replay,e0,train,point_mean,width_95,0.4908882915356685,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU1,interval_score_95,1020.5447100411287,mm,762
neural_minus_replay,neural,e0,replay,e0,train,ATU5,interval_score_95,979.4403065248504,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ3,interval_score_95,388.1883610903958,mm,762
neural_minus_replay,neural,e0,replay,e0,train,MJ1,interval_score_95,12.344371417376003,mm,762
neural_minus_replay,neural,e0,replay,e0,train,point_mean,interval_score_95,600.1294372684378,mm,762
neural_minus_replay,neural,e0,replay,e0,train,pooled,rmse,30.7909953696349,mm,762
neural_minus_replay,neural,e0,replay,e0,prediction,ATU1,mae,167.09349166780834,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU5,mae,195.8915862822021,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ3,mae,123.74526451780027,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ1,mae,58.98072348635136,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,point_mean,mae,136.42776648854053,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU1,rmse,180.26701255631602,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU5,rmse,211.19861789363338,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ3,rmse,117.32025112057377,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ1,rmse,57.83736738368202,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,point_mean,rmse,141.6558122385513,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU1,crps,165.38156515419672,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU5,crps,193.1918659077802,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ3,crps,120.95839297251021,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ1,crps,58.45626429297275,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,point_mean,crps,134.497022081865,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU1,coverage_80,-0.17553191489361702,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU5,coverage_80,-0.19946808510638298,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ3,coverage_80,-0.7047872340425532,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ1,coverage_80,-0.15159574468085107,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,point_mean,coverage_80,-0.3078457446808511,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU1,width_80,6.094083090375236,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU5,width_80,9.46187122197071,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ3,width_80,1.9607314142513417,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ1,width_80,0.31581613782175566,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,point_mean,width_80,4.458125466104761,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU1,interval_score_80,1640.758314713268,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU5,interval_score_80,1903.8739177222767,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ3,interval_score_80,1184.8935762409867,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ1,interval_score_80,582.7767544409567,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,point_mean,interval_score_80,1328.0756407793722,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU1,coverage_90,-0.19680851063829788,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU5,coverage_90,-0.21010638297872342,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ3,coverage_90,-0.7180851063829787,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ1,coverage_90,-0.21010638297872342,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,point_mean,coverage_90,-0.3337765957446809,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU1,width_90,7.394086727009714,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU5,width_90,11.215238520037353,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ3,width_90,2.4635096971752333,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ1,width_90,0.4035768517299374,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,point_mean,width_90,5.369102948988065,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU1,interval_score_90,3245.6121174504137,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU5,interval_score_90,3758.552498470064,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ3,interval_score_90,2293.760129955334,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ1,interval_score_90,1146.1337488484774,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,point_mean,interval_score_90,2611.0146236810724,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU1,coverage_95,-0.2074468085106383,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU5,coverage_95,-0.2127659574468085,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ3,coverage_95,-0.7313829787234043,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ1,coverage_95,-0.24202127659574468,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,point_mean,coverage_95,-0.348404255319149,fraction,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU1,width_95,8.361210885167111,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU5,width_95,12.443641361541225,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ3,width_95,2.8724799023724614,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ1,width_95,0.4786807607110717,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,point_mean,width_95,6.039003227447971,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU1,interval_score_95,6431.623898175675,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,ATU5,interval_score_95,7441.838446408381,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ3,interval_score_95,4454.37114610032,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,MJ1,interval_score_95,2252.967664560715,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,point_mean,interval_score_95,5145.200288811272,mm,376
neural_minus_replay,neural,e0,replay,e0,prediction,pooled,rmse,151.2743303924045,mm,376
replay_minus_bplus,replay,e0,bplus,e0,train,ATU1,mae,-0.994216337934188,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU5,mae,-0.6219653958073064,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ3,mae,1.2491673265282248,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ1,mae,0.12315503585422771,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,point_mean,mae,-0.060964842839759115,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU1,rmse,-0.5338650116398078,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU5,rmse,-0.3243715533465874,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ3,rmse,1.9290862360823269,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ1,rmse,0.1026398016374479,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,point_mean,rmse,0.2933723681833449,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU1,crps,-0.3019313382614186,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU5,crps,-0.29309454290879877,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ3,crps,1.2138287221293815,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ1,crps,0.02040921702759846,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,point_mean,crps,0.1598030144966902,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU1,coverage_80,-0.005249343832021025,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU5,coverage_80,0.05643044619422566,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ3,coverage_80,-0.06036745406824151,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ1,coverage_80,-0.017060367454068248,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,point_mean,coverage_80,-0.006561679790026198,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU1,width_80,0.005726810386917691,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU5,width_80,0.004798237261148586,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ3,width_80,0.0024625905485251565,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ1,width_80,0.005226754959466007,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,point_mean,width_80,0.004553598289007255,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU1,interval_score_80,0.18258021261816992,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU5,interval_score_80,-1.19395064325402,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ3,interval_score_80,10.519599317354704,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ1,interval_score_80,1.2426118494911051,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,point_mean,interval_score_80,2.6877101840524844,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU1,coverage_90,-0.003937007874015741,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU5,coverage_90,0.007874015748031482,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ3,coverage_90,-0.06824146981627288,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ1,coverage_90,-0.013123359580052507,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,point_mean,coverage_90,-0.019356955380577467,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU1,width_90,0.0073498454667202395,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU5,width_90,0.006158384818867546,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ3,width_90,0.0031608460166481223,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ1,width_90,0.006708273775942075,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,point_mean,width_90,0.0058443375195480485,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU1,interval_score_90,-0.008472436842581033,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU5,interval_score_90,1.3403966103816458,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ3,interval_score_90,15.808980839426212,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ1,interval_score_90,0.19087969590253095,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,point_mean,interval_score_90,4.332946177216947,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU1,coverage_95,-0.003937007874015741,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU5,coverage_95,-0.003937007874015741,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ3,coverage_95,-0.09186351706036744,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ1,coverage_95,0.0,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,point_mean,coverage_95,-0.02493438320209973,fraction,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU1,width_95,0.008756238939660932,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU5,width_95,0.007336958159392282,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ3,width_95,0.003765421789061918,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ1,width_95,0.007992014565459726,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,point_mean,width_95,0.006962658363391938,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU1,interval_score_95,-0.4091454666410925,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,ATU5,interval_score_95,2.264954912443926,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ3,interval_score_95,9.768190201715548,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,MJ1,interval_score_95,0.007992014565459726,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,point_mean,interval_score_95,2.9079979155209514,mm,762
replay_minus_bplus,replay,e0,bplus,e0,train,pooled,rmse,0.35603840748367155,mm,762
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU1,mae,9.166926758742008,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU5,mae,6.197790157865924,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ3,mae,7.720320162541736,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ1,mae,8.292629287593428,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,point_mean,mae,7.844416591685771,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU1,rmse,9.109849086917556,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,ATU5,rmse,6.304433465117455,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ3,rmse,5.206886774984646,mm,376
replay_minus_bplus,replay,e0,bplus,e0,prediction,MJ1,rmse,7.9733170744868715,mm,376
