model,horizon,n_per_point,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,mae,rmse,pooled_rmse
B_ANCHOR,1,293,0.151503518534,0.768771331058,0.572053384662,1.10391622522,0.832764505119,0.734222570413,1.44555517171,0.869453924915,0.874880154117,1.82403521193,0.193827074323,0.330649785313,0.342727412022
B_ANCHOR,2,292,0.29157041934,0.759417808219,1.07642197767,2.12468438559,0.823630136986,1.38157265123,2.78620358521,0.856164383562,1.64624535222,3.48275038113,0.373122988091,0.619099500118,0.64444350208
B_ANCHOR,3,291,0.425047241601,0.753436426117,1.54563136925,3.0931582548,0.820446735395,1.98379638556,4.07743089249,0.853092783505,2.36383919192,5.17134273406,0.544464275265,0.886136598744,0.928147956113
B_ANCHOR,4,290,0.553799702088,0.736206896552,1.98951116313,4.03033854567,0.818965517241,2.55350993321,5.33834322253,0.851724137931,3.04269475487,6.83584867333,0.708441776255,1.14022503085,1.20103864888
B_ANCHOR,5,289,0.678249802739,0.725778546713,2.41499562286,4.95775747742,0.811418685121,3.09961332507,6.57574092153,0.849480968858,3.69341708198,8.53680808459,0.864286345773,1.38408977423,1.46458718978
B_ANCHOR,6,288,0.799123179734,0.71875,2.82072707626,5.86581387414,0.797743055556,3.6203640078,7.85122859454,0.847222222222,4.31392979286,10.2979627486,1.01355154838,1.6140105167,1.71550907631
B_ANCHOR,7,287,0.916436204724,0.710801393728,3.21372102235,6.76922434183,0.784843205575,4.12476627686,9.16161765355,0.83362369338,4.91496216735,12.1439772975,1.15718181693,1.8323077725,1.95552667615
B_ANCHOR,8,286,1.03159127186,0.699300699301,3.60357099183,7.68318846466,0.783216783217,4.62513329565,10.5117822604,0.821678321678,5.51118624456,14.1561428985,1.29456881022,2.04267967546,2.18752250454
B_ANCHOR,9,285,1.14696074893,0.690350877193,3.99277604746,8.61085956157,0.781578947368,5.12467257647,11.9070344076,0.823684210526,6.10642401114,16.2788115334,1.42949032383,2.24962077547,2.41616120283
B_ANCHOR,10,284,1.26226436496,0.6875,4.38352239052,9.55299730047,0.779049295775,5.62619007828,13.3330093975,0.816901408451,6.70401897343,18.4867115854,1.56235880583,2.45316473339,2.64140715493
