model,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
BPLUS_CONTINUOUS,293,6.9016892503619642,9.1241732177745973,16.154436020259663,1,171.46866018184943,171.46866018184943,1,220.07764275077767,220.07764275077767,1,262.23868587835307,262.23868587835307
DRIFT1,293,9.109845279087784,12.977734531327499,7.2775867206034039,0.55802047781569963,18.47638823828197,54.775680212727842,0.68088737201365179,23.714187570584983,78.313588319779612,0.7960750853242321,28.257197357504115,118.5121179321772
RR_COND,293,11.318236548369157,12.338213669009026,18.572699509267117,1,194.25307811229553,194.25307811229553,1,249.32112657028864,249.32112657028864,1,297.08444609043329,297.08444609043329
TCN_DIRECT_COND,293,39.487995835886409,43.25335670757466,37.436021735390682,1,347.80465934349786,347.80465934349786,1,446.40244744944204,446.40244744944204,1,531.92132435091958,531.92132435091958
TCN_BRES_COND,293,11.495659945329464,12.862059398748798,18.814220063409955,1,196.54374569854511,196.54374569854511,1,252.26116658793842,252.26116658793842,1,300.58771984882827,300.58771984882827
