model,n_per_point,mean_complete,probability_complete,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,pooled_rmse
B_ANCHOR,293,True,True,6.57128780488494,10.1696854845548,7.79025120602797,0.944539249146758,66.1311812481071,71.8017085488579,0.958191126279863,84.8784522254548,91.2463092915607,0.966723549488055,101.138913943194,107.587500858006,10.6994008984361
DRIFT1,293,True,True,9.10984527908778,12.9777345313275,6.88697356033289,0.726109215017065,25.2259403294881,49.0772610601464,0.75938566552901,32.3771438932208,67.205205256447,0.781569965870307,38.5797464973192,88.8369099740663,13.6881271508473
RR_DIRECT,293,True,True,113.212111047982,137.895650028584,77.5783053831678,0.533276450511945,231.363107106766,483.820077601387,0.699658703071672,296.951333133135,672.4378350687,0.796928327645051,353.839337777909,960.732334397031,154.735979119238
TCN_DIRECT,293,True,True,79.1037043352229,90.7314553192169,59.769467241146,0.417235494880546,109.491160006835,435.016939719961,0.494027303754266,140.530382466377,618.206302519938,0.616040955631399,167.452278947289,888.059360967219,102.768422482743
TCN_BRES,293,True,True,182.137059376955,211.82786437295,145.694156055739,0.184300341296928,176.376154274691,1129.57385763568,0.301194539249147,226.376343228291,1739.48949145301,0.362627986348123,269.744050418426,2726.75372678841,231.934087291892
