month,column,role,precision_group,d4_tolerance,cubic_residual_tolerance,n_days,median_abs_d4,max_abs_d4,cubic_rmse,max_abs_cubic_residual,quadratic_rmse,month_passes_cubic_fingerprint
2016-08,aveT/℃,negative_control,negative_control,1e-09,1e-09,31,5.666666666666714,16.777777777777764,1.9996632141048905,6.108842217238834,2.9047652009593037,False
2016-08,minT/℃,negative_control,negative_control,1e-09,1e-09,31,1.8333333333333357,8.055555555555546,1.333870476706573,3.9696224910229176,1.9132272272911957,False
2016-08,maxT/℃,negative_control,negative_control,1e-09,1e-09,31,9.666666666666657,36.66666666666665,3.0554772175102363,9.330139507685637,4.187474893699525,False
2016-09,MJ9/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,30,1.0000000145282684e-05,3.0000000208474376e-05,2.49492411529126e-06,4.935177685183589e-06,0.0693358784805336,True
2016-09,MJ1/mm,fingerprint_target,high_precision,1e-09,1e-09,30,3.410605131648481e-13,1.5916157281026244e-12,2.482090302663712e-13,4.547473508864641e-13,0.03589659242051279,True
2016-09,MJ3/mm,fingerprint_target,high_precision,1e-09,1e-09,30,3.979039320256561e-13,1.4779288903810084e-12,3.1065158103227676e-13,5.684341886080801e-13,0.03006899980859043,True
2016-09,ATU4/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,30,1.9999999995690132e-05,4.0000000012696546e-05,2.740824991121049e-06,5.780507141395219e-06,0.0009765181881104371,True
2016-09,ATU5/mm,fingerprint_target,high_precision,1e-09,1e-09,30,2.842170943040401e-14,1.2789769243681803e-13,1.512861011356043e-14,2.842170943040401e-14,0.005672404629529971,True
2016-09,ATU3/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,30,1.9999999967268423e-05,3.999999999848569e-05,2.7745895311123105e-06,6.1656364565010335e-06,0.05759366966661045,True
2016-09,ATU2/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,30,1.9999999981479277e-05,5.000000001231797e-05,2.1719059208891828e-06,4.5783197464288605e-06,0.03154773447560708,True
2016-09,ATU1/mm,fingerprint_target,high_precision,1e-09,1e-09,30,2.1316282072803006e-14,7.105427357601002e-14,9.173067274558417e-15,2.1316282072803006e-14,0.04725507112506449,True
2016-09,GWT/m,fingerprint_target,high_precision,1e-09,1e-09,30,3.126388037344441e-13,8.526512829121202e-13,8.302512734874443e-14,1.1368683772161603e-13,0.02720019523521532,True
2016-09,Rainfall/mm,negative_control,negative_control,1e-09,1e-09,30,3.556,101.85399999999998,7.5925423658681215,17.93080605579071,7.6626223274858924,False
2016-09,RWL/m,negative_control,negative_control,1e-09,1e-09,30,0.4000000000000057,1.0200000000000102,0.761189090031236,1.5803924378056422,0.7613248124504425,False
2016-09,aveT/℃,negative_control,negative_control,1e-09,1e-09,30,9.888888888888882,31.77777777777777,2.1035973703031705,4.605074797328534,2.123370763579206,False
2016-09,minT/℃,negative_control,negative_control,1e-09,1e-09,30,4.583333333333336,19.444444444444454,1.1516711783641556,2.501163672942493,1.1545981577324929,False
2016-09,maxT/℃,negative_control,negative_control,1e-09,1e-09,30,15.999999999999988,59.00000000000002,3.3546805765357863,8.082252685883258,3.4048605476292115,False
2016-10,MJ9/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.9999999949504854e-05,5.000000010113581e-05,2.5537357677317006e-06,5.646455292662722e-06,0.06556377489880881,True
2016-10,MJ1/mm,fingerprint_target,high_precision,1e-09,1e-09,31,3.410605131648481e-13,1.1368683772161603e-12,1.3848676020011962e-13,3.410605131648481e-13,0.010051411704531133,True
2016-10,MJ3/mm,fingerprint_target,high_precision,1e-09,1e-09,31,5.684341886080801e-13,1.4779288903810084e-12,3.9803488609601925e-13,6.821210263296962e-13,0.009286768787487281,True
2016-10,ATU4/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.9999999995690132e-05,5.999999999772854e-05,2.7592374801644546e-06,5.156888523316638e-06,0.00015162973052174926,True
2016-10,ATU5/mm,fingerprint_target,high_precision,1e-09,1e-09,31,4.263256414560601e-14,1.4210854715202004e-13,4.6993652556523366e-14,5.684341886080802e-14,0.02906498520616857,True
2016-10,ATU3/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.0000000024490419e-05,4.00000000269074e-05,2.591793347950475e-06,4.700811345514921e-06,0.0037637072691575494,True
2016-10,ATU2/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.0000000010279564e-05,4.0000000002038405e-05,2.376919204016551e-06,4.409415105044445e-06,0.00023732696469017656,True
2016-10,ATU1/mm,fingerprint_target,high_precision,1e-09,1e-09,31,2.1316282072803006e-14,1.0658141036401503e-13,6.5072281058977736e-15,1.4210854715202004e-14,0.03977803711728049,True
2016-10,GWT/m,fingerprint_target,high_precision,1e-09,1e-09,31,2.2737367544323206e-13,1.0231815394945443e-12,7.502331045499088e-14,1.7053025658242404e-13,0.03699856812382751,True
2016-10,Rainfall/mm,negative_control,negative_control,1e-09,1e-09,31,10.159999999999922,32.51200000000001,3.9555839255882153,7.566187817123037,3.9701999576532288,False
2016-10,RWL/m,negative_control,negative_control,1e-09,1e-09,31,0.1199999999999477,0.6000000000000512,0.23868566570660837,0.42235143177509826,0.27373745846665587,False
2016-10,aveT/℃,negative_control,negative_control,1e-09,1e-09,31,5.722222222222225,25.61111111111114,2.256511734208123,4.184689431777677,3.058268179831275,False
2016-10,minT/℃,negative_control,negative_control,1e-09,1e-09,31,2.777777777777775,10.277777777777782,1.7419075416708791,3.7754570008136152,2.4057528519417692,False
2016-10,maxT/℃,negative_control,negative_control,1e-09,1e-09,31,14.833333333333332,58.55555555555556,3.2860224409423777,6.056167908225781,4.298185952462534,False
2016-11,MJ9/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,30,1.9999999992137418e-05,4.9999999930605554e-05,2.5743100843634506e-06,4.530960211468482e-06,0.010862081921728037,True
2016-11,MJ1/mm,fingerprint_target,high_precision,1e-09,1e-09,30,3.979039320256561e-13,7.958078640513122e-13,2.0016633313456406e-13,3.410605131648481e-13,0.008647876269054413,True
2016-11,MJ3/mm,fingerprint_target,high_precision,1e-09,1e-09,30,5.684341886080801e-13,1.3642420526593924e-12,3.781974540553665e-13,6.821210263296962e-13,0.007133878561754362,True
2016-11,ATU4/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,30,1.999999999746649e-05,3.9999999991380264e-05,2.429781669371968e-06,4.923119650612762e-06,0.021546954320641944,True
2016-11,ATU5/mm,fingerprint_target,high_precision,1e-09,1e-09,30,2.842170943040401e-14,8.526512829121202e-14,3.490590155657579e-14,5.684341886080802e-14,0.004495919524630418,True
2016-11,ATU3/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,30,1.4999999994103064e-05,4.00000000269074e-05,2.631795878156989e-06,4.840945607043068e-06,8.359977516235244e-05,True
2016-11,ATU2/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,30,1.5000000006537562e-05,4.0000000002038405e-05,2.7232685746832947e-06,5.093214188178763e-06,0.002582582264739368,True
2016-11,ATU1/mm,fingerprint_target,high_precision,1e-09,1e-09,30,3.907985046680551e-14,7.105427357601002e-14,1.1889654083092801e-14,3.552713678800501e-14,0.020684430113179407,True
2016-11,GWT/m,fingerprint_target,high_precision,1e-09,1e-09,30,1.7053025658242404e-13,4.547473508864641e-13,1.4566414918728826e-13,2.8421709430404007e-13,0.017459043455156236,True
2016-11,Rainfall/mm,negative_control,negative_control,1e-09,1e-09,30,9.271,172.72,13.969342391273868,40.70054932847198,14.838041452491977,False
2016-11,RWL/m,negative_control,negative_control,1e-09,1e-09,30,0.13000000000003809,0.5,0.23156813308283142,0.4695439641930079,0.27659955829382393,False
2016-11,aveT/℃,negative_control,negative_control,1e-09,1e-09,30,6.333333333333308,32.77777777777779,2.975624268622016,6.194880581866126,2.987422902605406,False
2016-11,minT/℃,negative_control,negative_control,1e-09,1e-09,30,3.5833333333333273,26.44444444444445,2.970338898781028,5.282344476362521,3.028009671774748,False
2016-11,maxT/℃,negative_control,negative_control,1e-09,1e-09,30,10.361111111111104,33.0,3.6298899608413544,7.5271078310813815,3.6305581867196635,False
2016-12,MJ9/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.0000000145282684e-05,3.0000000094787538e-05,2.7708201787710612e-06,4.632620459688042e-06,2.7847741752749702e-06,True
2016-12,MJ1/mm,fingerprint_target,high_precision,1e-09,1e-09,31,3.410605131648481e-13,6.821210263296962e-13,4.3983352572893254e-13,6.821210263296962e-13,0.03360851574462016,True
2016-12,MJ3/mm,fingerprint_target,high_precision,1e-09,1e-09,31,7.958078640513122e-13,1.9326762412674725e-12,7.412881277745389e-13,1.0231815394945443e-12,0.023165882222565087,True
2016-12,ATU4/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,2.0000000009900987e-05,5.999999999772854e-05,2.6536733822896932e-06,4.660169064862885e-06,2.947871321561942e-05,True
2016-12,ATU5/mm,fingerprint_target,high_precision,1e-09,1e-09,31,2.842170943040401e-14,1.1368683772161603e-13,5.6325341450710804e-14,8.526512829121202e-14,0.00920087734686343,True
2016-12,ATU3/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.9999999949504854e-05,5.000000004429239e-05,2.694424944388095e-06,5.299895022403689e-06,0.051657210941890144,True
2016-12,ATU2/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.0000000010279564e-05,4.000000000914383e-05,2.6560553309116914e-06,4.745721621901566e-06,6.658710894177142e-06,True
2016-12,ATU1/mm,fingerprint_target,high_precision,1e-09,1e-09,31,2.1316282072803006e-14,6.394884621840902e-14,2.275741434874757e-14,2.842170943040401e-14,0.024293431421423966,True
2016-12,GWT/m,fingerprint_target,high_precision,1e-09,1e-09,31,2.8421709430404007e-13,9.663381206337363e-13,7.775231715902901e-14,1.7053025658242404e-13,0.019804465494557506,True
2016-12,Rainfall/mm,negative_control,negative_control,1e-09,1e-09,31,1.778,39.116,2.6962256591324887,6.474483804048479,3.2648869742071396,False
2016-12,RWL/m,negative_control,negative_control,1e-09,1e-09,31,0.08000000000004093,0.38999999999998636,0.041275061846406176,0.11873059341047565,0.08648307786378812,False
2016-12,aveT/℃,negative_control,negative_control,1e-09,1e-09,31,2.055555555555614,15.000000000000057,0.9110263835274444,2.1781215941394017,0.960074940587981,False
2016-12,minT/℃,negative_control,negative_control,1e-09,1e-09,31,4.388888888888898,14.277777777777775,1.71422471179214,3.3816825091852944,1.7144723620606617,False
2016-12,maxT/℃,negative_control,negative_control,1e-09,1e-09,31,4.055555555555571,26.94444444444442,1.492399423977054,4.426517390419264,1.6120555826620342,False
2017-01,MJ9/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.0000000031595846e-05,3.0000000094787538e-05,2.9167454829954234e-06,4.90039423084454e-06,2.9285337526163008e-06,True
2017-01,MJ1/mm,fingerprint_target,high_precision,1e-09,1e-09,31,3.410605131648481e-13,7.958078640513122e-13,3.858010875750719e-13,7.958078640513122e-13,0.12554575228860385,True
2017-01,MJ3/mm,fingerprint_target,high_precision,1e-09,1e-09,31,5.684341886080801e-13,1.4779288903810084e-12,2.0823129938872875e-13,4.547473508864641e-13,0.08591252954052117,True
2017-01,ATU4/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,2.000000000279556e-05,5.999999998351768e-05,2.8055053703177897e-06,4.94429341557634e-06,0.0008561483299987664,True
2017-01,ATU5/mm,fingerprint_target,high_precision,1e-09,1e-09,31,4.263256414560601e-14,1.1368683772161603e-13,3.8708226223897485e-14,7.105427357601002e-14,0.008264697870025319,True
2017-01,ATU3/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.0000000003174137e-05,4.0000000012696546e-05,2.442449732873546e-06,4.918507187312571e-06,0.018830742749520235,True
2017-01,ATU2/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.0658141036401503e-14,3.000000000952241e-05,2.127598170268762e-06,4.76826599893343e-06,7.155525616374115e-06,True
2017-01,ATU1/mm,fingerprint_target,high_precision,1e-09,1e-09,31,4.263256414560601e-14,9.237055564881302e-14,1.386278093898293e-14,2.1316282072803006e-14,0.024274778166192754,True
2017-01,GWT/m,fingerprint_target,high_precision,1e-09,1e-09,31,1.7053025658242404e-13,9.094947017729282e-13,1.283299093076339e-13,2.2737367544323206e-13,0.030738437023965292,True
2017-01,Rainfall/mm,negative_control,negative_control,1e-09,1e-09,31,1.016,14.732,1.0344583545059614,3.12597884458667,1.7110727723405035,False
2017-01,RWL/m,negative_control,negative_control,1e-09,1e-09,31,0.06999999999987949,0.2300000000000466,0.056678718238288656,0.12632247357439041,0.070675410284704,False
2017-01,aveT/℃,negative_control,negative_control,1e-09,1e-09,31,6.1666666666666545,14.83333333333333,1.7439894904053177,4.073954679623561,1.7656665214295906,False
2017-01,minT/℃,negative_control,negative_control,1e-09,1e-09,31,3.0555555555555536,12.111111111111093,1.8571842454767518,3.8514880781247,1.8692630315690373,False
2017-01,maxT/℃,negative_control,negative_control,1e-09,1e-09,31,14.611111111111079,43.27777777777777,2.3227368628762886,5.789605098620836,2.3816963806414235,False
2017-02,MJ9/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,28,1.0000000145282684e-05,3.999999989900971e-05,1.9993291430905694e-06,3.739851933914906e-06,0.18362586878882708,True
2017-02,MJ1/mm,fingerprint_target,high_precision,1e-09,1e-09,28,3.410605131648481e-13,7.958078640513122e-13,2.969257447210342e-13,7.958078640513122e-13,0.10716246771817929,True
2017-02,MJ3/mm,fingerprint_target,high_precision,1e-09,1e-09,28,6.252776074688882e-13,2.0463630789890885e-12,5.328055360458766e-13,1.1368683772161603e-12,0.06915530501216048,True
2017-02,ATU4/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,28,1.9999999993913775e-05,4.000000001624926e-05,2.484948628953296e-06,5.736467457495564e-06,0.016560530879084198,True
2017-02,ATU5/mm,fingerprint_target,high_precision,1e-09,1e-09,28,4.973799150320701e-14,1.2789769243681803e-13,5.883852844667281e-14,1.2789769243681803e-13,0.002423731676648158,True
2017-02,ATU3/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,28,1.9999999992137418e-05,4.0000000012696546e-05,2.5001298493332725e-06,4.211951676325043e-06,0.00013965086451737306,True
2017-02,ATU2/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,28,1.9999999993913775e-05,4.9999999998107114e-05,3.1629089518704566e-06,5.569857162157632e-06,0.004957586123396336,True
2017-02,ATU1/mm,fingerprint_target,high_precision,1e-09,1e-09,28,3.552713678800501e-14,1.2079226507921703e-13,3.620582046642858e-14,7.815970093361102e-14,0.008621686502871144,True
2017-02,GWT/m,fingerprint_target,high_precision,1e-09,1e-09,28,3.979039320256561e-13,7.958078640513122e-13,1.1669229433469478e-13,2.8421709430404007e-13,0.009560775357664107,True
2017-02,Rainfall/mm,negative_control,negative_control,1e-09,1e-09,28,8.636000000000001,53.84799999999999,4.401178453249553,10.921374901701942,4.560753251198602,False
2017-02,RWL/m,negative_control,negative_control,1e-09,1e-09,28,0.13999999999997215,6.099999999999852,0.19019408782830277,0.8887256577311007,0.19861343494940228,False
2017-02,aveT/℃,negative_control,negative_control,1e-09,1e-09,28,5.027777777777789,25.277777777777743,2.114698972460481,4.323214838416908,2.2137361012604426,False
2017-02,minT/℃,negative_control,negative_control,1e-09,1e-09,28,4.944444444444445,20.44444444444447,2.043048060245877,3.4903284962610144,2.0956398620245555,False
2017-02,maxT/℃,negative_control,negative_control,1e-09,1e-09,28,14.444444444444457,45.55555555555554,2.6794070153388247,6.054632523301413,3.3100969468424415,False
2017-03,MJ9/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.0000000202126103e-05,4.9999999930605554e-05,3.0721549697846032e-06,6.182039896884817e-06,0.0016797154612697217,True
2017-03,MJ1/mm,fingerprint_target,high_precision,1e-09,1e-09,31,2.2737367544323206e-13,5.684341886080801e-13,3.19604129249313e-13,5.684341886080801e-13,0.033826696447545386,True
2017-03,MJ3/mm,fingerprint_target,high_precision,1e-09,1e-09,31,5.684341886080801e-13,1.4779288903810084e-12,5.742719200605956e-13,7.958078640513122e-13,0.003525528189159003,True
2017-03,ATU4/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.9999999999242846e-05,6.000000000128125e-05,2.9124616733257103e-06,5.098363878630607e-06,5.2819807848646014e-05,True
2017-03,ATU5/mm,fingerprint_target,high_precision,1e-09,1e-09,31,4.263256414560601e-14,8.526512829121202e-14,5.718619635263974e-14,9.947598300641403e-14,0.031663982648177026,True
2017-03,ATU3/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.9999999977926564e-05,6.000000004746653e-05,2.533570755139732e-06,4.912893416531006e-06,0.002939797093468929,True
2017-03,ATU2/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.000000000672685e-05,4.999999999100169e-05,2.3982106302715892e-06,5.054591262876329e-06,0.00389375426467433,True
2017-03,ATU1/mm,fingerprint_target,high_precision,1e-09,1e-09,31,3.552713678800501e-14,8.526512829121202e-14,2.890467159486466e-14,4.263256414560601e-14,0.11560909634575384,True
2017-03,GWT/m,fingerprint_target,high_precision,1e-09,1e-09,31,3.979039320256561e-13,9.663381206337363e-13,2.2737367544323206e-13,3.410605131648481e-13,0.009280334059736467,True
2017-03,Rainfall/mm,negative_control,negative_control,1e-09,1e-09,31,12.5,75.0,3.8876995570447574,11.61311588038997,4.2012939186611575,False
2017-03,RWL/m,negative_control,negative_control,1e-09,1e-09,31,0.12000000000000455,0.3600000000000705,0.1679765832696093,0.31515914890570684,0.3460534392296333,False
2017-03,aveT/℃,negative_control,negative_control,1e-09,1e-09,31,6.611111111111066,20.38888888888887,2.1868053304675246,5.2491398394730435,2.1965880708003183,False
2017-03,minT/℃,negative_control,negative_control,1e-09,1e-09,31,4.555555555555557,28.055555555555564,1.5857156579759684,5.1443429336881135,1.5985275131453835,False
2017-03,maxT/℃,negative_control,negative_control,1e-09,1e-09,31,14.333333333333327,40.83333333333334,3.405485388860195,7.213540189898719,3.408299458741419,False
2017-04,MJ9/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,30,1.4999999933706931e-05,2.999999992425728e-05,2.585537880501526e-06,4.6103518798190635e-06,0.05627251948626358,True
2017-04,MJ1/mm,fingerprint_target,high_precision,1e-09,1e-09,30,3.410605131648481e-13,1.0231815394945443e-12,1.797546735911271e-13,5.684341886080801e-13,0.035444131974918774,True
2017-04,MJ3/mm,fingerprint_target,high_precision,1e-09,1e-09,30,7.958078640513122e-13,2.0463630789890885e-12,4.509418668216772e-13,1.0231815394945443e-12,0.12228900863854983,True
2017-04,ATU4/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,30,1.4999999999432134e-05,5.000000000165983e-05,2.65177990862079e-06,4.936154290646755e-06,0.00791105581128473,True
2017-04,ATU5/mm,fingerprint_target,high_precision,1e-09,1e-09,30,2.842170943040401e-14,1.1368683772161603e-13,3.926244248968582e-14,7.105427357601002e-14,0.05820979303223359,True
2017-04,ATU3/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,30,1.999999998503199e-05,4.999999997323812e-05,2.863428946868694e-06,5.2262986685036594e-06,0.10617733968075047,True
2017-04,ATU2/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,30,2.000000000279556e-05,5.0000000008765255e-05,2.9829407268343342e-06,5.344977665799888e-06,0.08048202867535244,True
2017-04,ATU1/mm,fingerprint_target,high_precision,1e-09,1e-09,30,2.842170943040401e-14,8.526512829121202e-14,1.2776604269278075e-14,3.552713678800501e-14,0.10123798984470726,True
2017-04,GWT/m,fingerprint_target,high_precision,1e-09,1e-09,30,3.410605131648481e-13,9.663381206337363e-13,1.249693654232726e-13,2.2737367544323206e-13,0.00343029301306107,True
2017-04,Rainfall/mm,negative_control,negative_control,1e-09,1e-09,30,21.0,82.0,9.03379741060527,22.075982793933285,9.12326729056034,False
2017-04,RWL/m,negative_control,negative_control,1e-09,1e-09,30,0.19499999999996476,0.7099999999999511,0.2557044056756557,0.6176077712611345,0.3500190856240971,False
2017-04,aveT/℃,negative_control,negative_control,1e-09,1e-09,30,6.694444444444434,31.55555555555553,2.635627699735425,6.577956385841691,2.635954207914953,False
2017-04,minT/℃,negative_control,negative_control,1e-09,1e-09,30,2.9166666666666545,18.555555555555543,1.4694444427634323,4.5233343612036006,1.4781886103328643,False
2017-04,maxT/℃,negative_control,negative_control,1e-09,1e-09,30,14.0,24.611111111111104,4.4299738889435,8.446536379651874,4.4307976101616156,False
2017-05,MJ9/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.9999999949504854e-05,2.999999992425728e-05,2.1004206877002053e-06,4.805421099263185e-06,0.03285145216121752,True
2017-05,MJ1/mm,fingerprint_target,high_precision,1e-09,1e-09,31,2.2737367544323206e-13,5.684341886080801e-13,1.5415824850594487e-13,3.410605131648481e-13,0.03317743867917723,True
2017-05,MJ3/mm,fingerprint_target,high_precision,1e-09,1e-09,31,1.7053025658242404e-12,5.229594535194337e-12,2.9163820950339756e-13,6.821210263296962e-13,0.1318384721541015,True
2017-05,ATU4/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.9999999970821136e-05,4.0000000012696546e-05,2.8380019696887945e-06,4.706677970034434e-06,0.0008134735432211535,True
2017-05,ATU5/mm,fingerprint_target,high_precision,1e-09,1e-09,31,1.2789769243681803e-13,3.979039320256561e-13,4.594220735728453e-14,1.1368683772161603e-13,0.05570074252433015,True
2017-05,ATU3/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.999999996371571e-05,2.99999999811007e-05,2.19029012507374e-06,4.341112898487154e-06,0.09440035264560917,True
2017-05,ATU2/mm,fingerprint_target,five_decimal_rounded,8e-05,1e-05,31,1.9999999992137418e-05,5.000000002297611e-05,2.746314107272816e-06,4.6521535921328905e-06,0.12148426658636093,True
2017-05,ATU1/mm,fingerprint_target,high_precision,1e-09,1e-09,31,4.263256414560601e-14,9.947598300641403e-14,3.366774093141192e-14,4.263256414560601e-14,0.0699528708007074,True
2017-05,GWT/m,fingerprint_target,high_precision,1e-09,1e-09,31,2.8421709430404007e-13,6.821210263296962e-13,2.008421336107523e-13,3.410605131648481e-13,0.06893108238155762,True
2017-05,Rainfall/mm,negative_control,negative_control,1e-09,1e-09,31,11.0,193.0,23.329171177548233,88.00898093841633,23.9524445920731,False
2017-05,RWL/m,negative_control,negative_control,1e-09,1e-09,31,0.35000000000005116,4.4399999999999125,0.45695576420244327,1.5998701914782316,0.7524144201548995,False
2017-05,aveT/℃,negative_control,negative_control,1e-09,1e-09,31,14.333333333333321,29.66666666666667,2.354661363479456,4.187093692602261,2.478730769034416,False
2017-05,minT/℃,negative_control,negative_control,1e-09,1e-09,31,1.6111111111111214,17.611111111111114,1.4974039266504457,3.514858020432033,1.551846741641901,False
