artifact_status,formal_warning_output,vajont_used,decision_input_split,station,block,n,start_date,end_date,raw_coverage_80,normal_implied_coverage_80,published_same_split_conformal_coverage_80,published_qhat_mm,raw_width_mean_mm,lower_spread_mean_mm,upper_spread_mean_mm,midpoint_error_mean_mm,midpoint_error_abs_mean_mm,p50_bias_prediction_minus_actual_mean_mm,residual_actual_minus_p50_mean_mm,residual_actual_minus_p50_median_mm,positive_residual_n,positive_residual_rate,lower_tail_miss_n,upper_tail_miss_n,z_q10,z_median,z_q90,z_max,z_lag1_autocorrelation,z_gt_0_n,z_gt_1_n,z_gt_2_n,z_gt_3_n,actual_increment_median_mm_per_day,predicted_increment_median_mm_per_day,interval_green_n,interval_blue_n,interval_yellow_n,interval_orange_n,interval_red_n
calibration_only_expert_review_not_formal,False,False,calibration,MJ9,O1,227,2019-02-03,2019-09-17,0.5991189427,0.5330396476,0.8105726872,0.030821065,0.08591084002,0.0347348964,0.05117594362,-0.008220523607,0.008220523607,-0.04551577196,0.04551577196,0.03872530538,214,0.9427312775,0,91,0.2598201239,1.126996587,3.192554188,3.527300452,0.9883157209,214,123,78,29,0.0641,0.02293678723,13,91,45,49,29
calibration_only_expert_review_not_formal,False,False,calibration,MJ1,O1,227,2019-02-03,2019-09-17,0.704845815,0.6167400881,0.8105726872,0.01156138651,0.2078876277,0.07725038869,0.130637239,-0.02669342516,0.02669342516,-0.03078995705,0.03078995705,0.03661292642,140,0.6167400881,23,44,-0.8896610516,0.3857865595,1.868930009,2.235548885,0.9901973612,140,96,17,0,0.1813360439,0.09594459293,87,44,79,17,0
calibration_only_expert_review_not_formal,False,False,calibration,MJ3,O1,227,2019-02-03,2019-09-17,0.5682819383,0.3303964758,0.8105726872,0.02817130171,0.2133987935,0.08657702695,0.1268217666,-0.0201223698,0.02018032592,-0.1127597145,0.1127597145,0.1086452617,227,1,0,98,0.7223290706,1.441933456,1.978101631,2.25537999,0.9845313149,227,189,21,0,0.1420081072,0.0238348063,0,38,168,21,0
calibration_only_expert_review_not_formal,False,False,calibration,ATU4,O2,227,2019-02-03,2019-09-17,1,1,1,0,0.452655289,0.1966928578,0.2559624312,-0.0296347867,0.03030036488,-0.004770164726,0.004770164726,0.003838002634,127,0.5594713656,0,0,-0.3886738113,0.02699011056,0.4479130557,1.014406725,0.9850395505,127,1,0,0,0.03583,0.0291363692,100,126,1,0,0
calibration_only_expert_review_not_formal,False,False,calibration,ATU5,O2,227,2019-02-03,2019-09-17,1,1,1,0,0.669168616,0.2788071054,0.3903615106,-0.05577720258,0.05579125232,-0.01264912928,0.01264912928,0.003691097572,116,0.5110132159,0,0,-0.2586972232,0.01212406108,0.3247145828,0.693954606,0.9706046366,116,0,0,0,0.151367048,0.1312980627,111,116,0,0,0
calibration_only_expert_review_not_formal,False,False,calibration,ATU3,O2,227,2019-02-03,2019-09-17,1,1,1,0,0.7851760767,0.3378840844,0.4472919922,-0.05470395389,0.0551378283,-0.0115251744,0.0115251744,0.00378592533,122,0.5374449339,0,0,-0.2845903367,0.01277348206,0.196719766,1.065221288,0.9790917524,122,5,0,0,0.09851,0.08272666518,105,117,5,0,0
calibration_only_expert_review_not_formal,False,False,calibration,ATU2,O3,227,2019-02-03,2019-09-17,1,1,1,0,0.5384049385,0.2326448677,0.3057600708,-0.03655760156,0.03677041337,0.01431130551,-0.01431130551,-0.029210801,60,0.2643171806,0,0,-0.2669418754,-0.1368381671,0.2498635716,0.7507813983,0.9763530818,60,0,0,0,0.02504,0.06182200788,167,60,0,0,0
calibration_only_expert_review_not_formal,False,False,calibration,ATU1,O3,227,2019-02-03,2019-09-17,1,1,1,0,0.7764499341,0.3603460059,0.4161039282,-0.02787896116,0.02979364715,0.01582497017,-0.01582497017,-0.01603300624,75,0.3303964758,0,0,-0.321863379,-0.05717592534,0.1574243981,0.5560751291,0.9403342531,75,0,0,0,0.04494907156,0.09128104752,152,75,0,0,0
