fit_days,strategy,seed,epoch,loss_before_update,gradient_norm,elapsed_seconds
342,C,0,1,0.01335883304087881,0.12117524163168222,1.8519887910224497
342,C,0,2,0.013078930545883997,0.11743232184998198,1.919616207946092
342,C,0,3,0.012776156586550876,0.11485273925089663,1.9864399158395827
342,C,0,4,0.012445867660202701,0.11210697540439386,2.0526257078163326
342,C,0,5,0.012087585719887281,0.10906552855605518,2.1186795411631465
342,C,0,6,0.011701853923032177,0.10563474648199889,2.1854112911969423
342,C,0,7,0.011290173245399979,0.10171680813002326,2.2608592910692096
342,C,0,8,0.010855239998289433,0.09720085639225357,2.3350802077911794
342,C,0,9,0.010401147400792923,0.09196866879940539,2.410079332999885
342,C,0,10,0.009933662634573074,0.08590108358956025,2.4862346248701215
342,C,0,11,0.009460650692301207,0.07889663103529233,2.564168707933277
342,C,0,12,0.008992251831427784,0.07091975402981399,2.640837375074625
342,C,0,13,0.008540010121390456,0.062107914381268434,2.717913208063692
342,C,0,14,0.008114691367876428,0.05293659570367551,2.7939663329161704
342,C,0,15,0.007723394703484236,0.04441842306499427,2.869154832791537
342,C,0,16,0.00736668371315744,0.038216015570366045,2.9454007078893483
342,C,0,17,0.007036674165752526,0.03603234978180878,3.0219722911715508
342,C,0,18,0.0067184610750179,0.03791043939009505,3.098416790831834
342,C,0,19,0.0063950723163437185,0.04192712162577289,3.174308625049889
342,C,0,20,0.0060538842219771205,0.04602414314054486,3.2523289578966796
342,C,0,21,0.0056913509311595015,0.04903007446444848,3.328724541235715
342,C,0,22,0.005314139422544038,0.050559281010758995,3.4063557079061866
342,C,0,23,0.004936648166080561,0.05069462365804903,3.4932306250557303
342,C,0,24,0.004575995679942432,0.04972970975141259,3.577628083061427
342,C,0,25,0.004246460568043764,0.04798818500171241,3.653470416087657
342,C,0,26,0.003955630356189902,0.045730764453163195,3.729799082968384
342,C,0,27,0.0037033665952925753,0.043147560894044014,3.8061079578474164
342,C,0,28,0.0034832176400535447,0.0403848033260252,3.882553583011031
342,C,0,29,0.0032851566710045917,0.03756093705057182,3.959865457843989
342,C,0,30,0.0030986621299878975,0.03477079350797691,4.035668833181262
342,C,0,31,0.0029154970146136705,0.03209819294213824,4.111655415967107
342,C,0,32,0.002731463780779239,0.029647486956062428,4.187713124789298
342,C,0,33,0.0025468000046053093,0.027572805331054485,4.264840832911432
342,C,0,34,0.0023654707959512734,0.02605139969012084,4.345572958234698
342,C,0,35,0.002193374724864925,0.02514376427633152,4.42271270789206
342,C,0,36,0.002035807895719316,0.02458770884750794,4.499230249784887
342,C,0,37,0.001895965868888976,0.023769581861329298,4.575640166178346
342,C,0,38,0.001774085084461206,0.0219851875175788,4.651482707820833
342,C,0,39,0.0016674267189847663,0.01880602373662719,4.7289782501757145
342,C,0,40,0.001574059179998905,0.014374752571447443,4.805704250000417
342,C,0,41,0.001495116388742842,0.009563502171376975,4.882102082949132
342,C,0,42,0.0014322567680320707,0.006541460295697542,4.958769333083183
342,C,0,43,0.0013843843378253415,0.007825067600153342,5.035360999871045
342,C,0,44,0.0013470959942073334,0.010843808946114291,5.112394500058144
342,C,0,45,0.0013147974436775716,0.013140248912904114,5.188212540932
342,C,0,46,0.0012833517418148128,0.014055465120354271,5.260482790879905
342,C,0,47,0.0012513351312605564,0.013554810941784045,5.327016333118081
342,C,0,48,0.0012195172899339833,0.011892693952778153,5.394785750191659
342,C,0,49,0.0011893961341868198,0.009521600360483207,5.460610082838684
342,C,0,50,0.001161823884491122,0.007090178092246028,5.52645720820874
342,C,0,51,0.0011363715475223024,0.005464725880803044,5.592960875015706
342,C,0,52,0.0011115811955126865,0.005236567734922333,5.658955750055611
342,C,0,53,0.0010858200835972488,0.005759374740151011,5.725150540936738
342,C,0,54,0.001058173274918187,0.006067088423862152,5.794684375170618
342,C,0,55,0.0010288557568607255,0.005787183593720288,5.868654457852244
342,C,0,56,0.0009989813485155846,0.00501800096092061,5.945554915815592
342,C,0,57,0.0009699162618569744,0.004170104964162722,6.021568915806711
342,C,0,58,0.0009426482277925097,0.0037797340136465425,6.097568666096777
342,C,0,59,0.0009175412663715895,0.003984829570913359,6.172750582918525
342,C,0,60,0.0008945094483393135,0.004356003755469818,6.248490875121206
342,C,0,61,0.0008732919840890915,0.004515726221159864,6.324727291241288
342,C,0,62,0.0008535542284133502,0.004401259579701674,6.400050458032638
342,C,0,63,0.0008348668481161706,0.004169301866192058,6.475845249835402
342,C,0,64,0.0008167317304083463,0.00400246145058227,6.5513671659864485
342,C,0,65,0.000798726413483,0.003905337406345957,6.627325207926333
342,C,0,66,0.0007807574107305884,0.0037102978037885648,6.703407207969576
342,C,0,67,0.0007632623300980216,0.0032936635669449147,6.779691583011299
342,C,0,68,0.000747073929715218,0.0027461467972237385,6.8518028748221695
342,C,0,69,0.0007328730585000107,0.0023806505524854196,6.9264371250756085
342,C,0,70,0.0007206227913616562,0.0024186331169276085,6.996833832934499
342,C,0,71,0.0007095437086319709,0.0026279839208950386,7.0687732910737395
342,C,0,72,0.0006987223736816236,0.002701400579706521,7.143408915959299
342,C,0,73,0.0006877631324413925,0.0026025823255126025,7.213035750202835
342,C,0,74,0.0006768398608808253,0.002491204238026696,7.290967000182718
342,C,0,75,0.0006662056817971704,0.002455454450291847,7.364900832995772
342,C,0,76,0.0006558169620620536,0.00236488943981367,7.435050250031054
342,C,0,77,0.000645505700209142,0.0021242235827596233,7.506689750123769
342,C,0,78,0.0006353640377573339,0.0020021344490212633,7.576802665833384
342,C,0,79,0.0006257050836286209,0.0023945066333196483,7.647656875196844
342,C,0,80,0.000616613288132787,0.003033893330747184,7.722810875158757
342,C,0,81,0.0006077636563773883,0.0034005071274986823,7.796370666008443
342,C,0,82,0.0005988268937633704,0.0032512056847086106,7.8737907079048455
342,C,0,83,0.0005898897181795773,0.0026711666290777708,7.950646541081369
342,C,0,84,0.0005812855662604391,0.002022977203357574,8.024971791077405
342,C,0,85,0.0005731294154745259,0.001725206301630306,8.098913040943444
342,C,0,86,0.0005652601438788249,0.0017454044061203462,8.167377207893878
342,C,0,87,0.000557578843979429,0.0017853541945615308,8.237553415820003
