phase,scenario,model,probability_model,horizon,point,n,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,4,ATU1,177,0.818361940156219,1.27003700125179,0.696669592689559,0.700564971751412,2.73466224681686,5.72799564264603,0.706214689265537,3.50990099508987,8.51725231588357,0.72316384180791,4.18230499477775,12.6535421594144
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,4,ATU5,177,0.838724554735111,0.988018380847396,0.601535499848036,0.655367231638418,2.09684465352325,4.02464494043122,0.717514124293785,2.69127097670538,5.44653315447315,0.76271186440678,3.20684716290326,7.07486411757389
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,4,MJ3,177,2.1378718554652,2.34276347177285,1.47012629274402,0.418079096045198,4.45194648149219,8.56056755306852,0.593220338983051,5.71401144827475,9.96186314848093,0.76271186440678,6.80866459018878,11.5040590868771
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,4,MJ1,177,1.02884872634806,1.16224611278313,0.733583896061587,0.621468926553672,2.5964341889136,4.55013315802815,0.790960451977401,3.33248720347859,5.96147059390107,0.847457627118644,3.97090342309914,8.33056817494597
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,5,ATU1,176,1.00017821129457,1.53571474144504,0.856702383066007,0.698863636363636,3.31730265424531,7.08984669872487,0.710227272727273,4.25771186211488,10.6171517607477,0.721590909090909,5.07337660297499,15.901223953021
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,5,ATU5,176,1.04699584802928,1.23866533881934,0.754592520113108,0.659090909090909,2.62704211953493,5.11705852511722,0.715909090909091,3.37177205712753,6.9456957557849,0.75,4.01771421345048,9.04288276507759
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,5,MJ3,176,2.66139437889587,2.92075032193352,1.83947496191744,0.409090909090909,5.47900809342068,10.8205825073828,0.573863636363636,7.03223075595068,12.723978002441,0.761363636363636,8.37941977742002,14.7614306842347
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,5,MJ1,176,1.2916111699034,1.45745671453141,0.923207222718364,0.647727272727273,3.24597833741761,5.755816125864,0.789772727272727,4.16616809253271,7.62031019939627,0.846590909090909,4.96429547353574,10.7811236345567
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,6,ATU1,175,1.17495857246352,1.78565515867756,1.01214862185708,0.697142857142857,3.87235372234494,8.41892819134486,0.708571428571429,4.97011219547096,12.6752785770941,0.72,5.92225395781904,19.0764159702738
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,6,ATU5,175,1.25502402759787,1.49117533020404,0.908183081670989,0.662857142857143,3.16696434888401,6.23519221611389,0.714285714285714,4.06475473616562,8.4619345376275,0.742857142857143,4.84345400607993,11.0095197574667
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,6,MJ3,175,3.17819128381823,3.49359320490174,2.20781591250546,0.4,6.47410406743835,13.1185226065914,0.565714285714286,8.30942261153726,15.5667289764548,0.737142857142857,9.90128774018644,18.1263635497995
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,6,MJ1,175,1.55410832854582,1.7522981648441,1.11335983475629,0.668571428571429,3.89505057016435,6.98888575582467,0.8,4.99924328426976,9.34474053499006,0.845714285714286,5.9569657911035,13.3572657108899
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,7,ATU1,174,1.34399890633028,2.02190214854593,1.16325973174136,0.701149425287356,4.40494625408383,9.71190982383959,0.706896551724138,5.65368730947403,14.670663068956,0.718390804597701,6.73678394530311,22.1324731369333
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,7,ATU5,174,1.46493698611955,1.7460586677728,1.06269538443246,0.660919540229885,3.71709171636396,7.3681477612207,0.695402298850575,4.77083556819217,9.98991437310001,0.741379310344828,5.68480121064001,12.9507970205285
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,7,MJ3,174,3.68968919970151,4.06247225218011,2.5757115323224,0.385057471264368,7.43651314257032,15.4483047246117,0.563218390804598,9.54466128659522,18.4871841281069,0.729885057471264,11.3731654050165,21.6131490682006
inner,past_only_main,B_ANCHOR,B_ANCHOR_G,7,MJ1,174,1.81736032679002,2.0478113543843,1.30489799172326,0.666666666666667,4.54271950625394,8.25042797468589,0.798850574712644,5.83051736424644,11.1320113148611,0.844827586206897,6.94748995163663,16.0507446312907
inner,past_only_main,DRIFT1,DRIFT1_G,1,ATU1,180,0.0050592495042707,0.0064580544576913,0.0036885071611481,0.777777777777778,0.0169927493317383,0.0246034712803331,0.866666666666667,0.021809957649508,0.0291020436609023,0.916666666666667,0.0259881674557259,0.0330909014939247
inner,past_only_main,DRIFT1,DRIFT1_G,1,ATU5,180,0.009498681506293,0.0116250632745621,0.0070852892784153,0.661111111111111,0.0280687757656602,0.0452711060647611,0.766666666666667,0.036025883673764,0.0583475803240143,0.783333333333333,0.0429274881088746,0.0708573552515506
inner,past_only_main,DRIFT1,DRIFT1_G,1,MJ3,180,0.0015904152591221,0.0022695853432811,0.0012535810978318,0.85,0.0066581474876026,0.0092555699016202,0.883333333333333,0.0085456397840036,0.0117787915800944,0.905555555555556,0.0101827578618819,0.0141474732138199
inner,past_only_main,DRIFT1,DRIFT1_G,1,MJ1,180,0.0058350502438031,0.0079481650929456,0.0044600689085876,0.844444444444444,0.0244070063300683,0.031562574821314,0.905555555555556,0.0313260534842129,0.0371661172357209,0.955555555555556,0.037327295025428,0.0408073332790587
inner,past_only_main,DRIFT1,DRIFT1_G,2,ATU1,179,0.0151996110915069,0.019402673922343,0.0111144118386676,0.776536312849162,0.0515626071137471,0.0743296850776285,0.871508379888268,0.0661798897573686,0.0885068690190069,0.916201117318436,0.0788582025171815,0.102017214165487
inner,past_only_main,DRIFT1,DRIFT1_G,2,ATU5,179,0.0286054455903086,0.0349570765131455,0.0214720816435358,0.653631284916201,0.0851096741796063,0.138369907216753,0.770949720670391,0.10923708419294,0.179578184332791,0.787709497206704,0.130164014162848,0.222004943439742
inner,past_only_main,DRIFT1,DRIFT1_G,2,MJ3,179,0.004690398543458,0.0066666469797622,0.0036925893971972,0.854748603351955,0.0197100162791461,0.0273925021230915,0.88268156424581,0.0252975320194914,0.0350219396921313,0.910614525139665,0.0301438686357905,0.0422662210324172
inner,past_only_main,DRIFT1,DRIFT1_G,2,MJ1,179,0.0173943753522632,0.023696213700092,0.0132855448876906,0.843575418994413,0.0724114757100723,0.0940551004992348,0.905027932960894,0.092939122901394,0.110684633711818,0.955307262569832,0.110743795470159,0.121784714450963
inner,past_only_main,DRIFT1,DRIFT1_G,3,ATU1,178,0.0304445046296714,0.0388568106035556,0.0223154718523143,0.780898876404494,0.10438065474666,0.149428505623815,0.882022471910112,0.133971119976477,0.179116279661112,0.915730337078652,0.159636435619527,0.209092394771217
