phase,scenario,model,probability_model,horizon,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,pooled_rmse
inner,past_only_main,DRIFT1,DRIFT1_G,4,177,0.0548097676085118,0.0702837108868292,0.0414361959903595,0.779661016949152,0.191174236302424,0.281260082810684,0.865819209039548,0.245369475888468,0.351279453217836,0.896892655367232,0.292375763877651,0.422614622067439,0.0781561680525794
inner,past_only_main,DRIFT1,DRIFT1_G,5,176,0.082131978943229,0.105173198867022,0.0622224499175587,0.78125,0.28709230885284,0.423670465369763,0.867897727272727,0.368478989205404,0.530681926115924,0.896306818181818,0.439069796891787,0.64322725144099,0.117147610067424
inner,past_only_main,DRIFT1,DRIFT1_G,6,175,0.114878254294361,0.146876886871581,0.0871713359678666,0.781428571428571,0.402397887597104,0.595229066760219,0.865714285714286,0.516472097328707,0.747490162981597,0.897142857142857,0.615414461930108,0.910292430494207,0.1638717301192
inner,past_only_main,DRIFT1,DRIFT1_G,7,174,0.153010131356864,0.195332377092496,0.116254103188393,0.783045977011494,0.537147884465778,0.795811172966128,0.867816091954023,0.689421845930471,1.00093030706498,0.89367816091954,0.821496798279366,1.22194816071846,0.218297729944144
inner,past_only_main,B_RAW,B_RAW_G,1,180,18.2936188402506,22.2559802461476,12.7532337954472,0.325,30.8974983090763,71.8804543827465,0.481944444444444,39.6565097525468,74.7186736623712,0.636111111111111,47.2536459135317,80.4829182428548,32.083259319078
inner,past_only_main,B_RAW,B_RAW_G,2,179,18.3903313684701,22.3391210731149,12.8927014191723,0.315642458100559,30.6639700152317,74.0131616511068,0.476256983240223,39.3567794323214,78.2618737724328,0.627094972067039,46.8964952083925,85.6037334526184,32.1730333878983
inner,past_only_main,B_RAW,B_RAW_G,3,178,18.4929162736017,22.4305176224944,13.0380176817505,0.308988764044944,30.4480757136368,76.2015886324882,0.473314606741573,39.0796820961205,81.8780201908219,0.623595505617977,46.5663133671229,90.8739199557838,32.2652036492798
inner,past_only_main,B_RAW,B_RAW_G,4,177,18.6003004704406,22.5257915666817,13.1872568626144,0.309322033898305,30.2494946940836,78.4088904877768,0.470338983050847,38.8248061168484,85.5586768374854,0.610169491525424,46.262609905786,96.2860219393306,32.3557406858385
inner,past_only_main,B_RAW,B_RAW_G,5,176,18.7122296195182,22.6224270876611,13.3388611493294,0.309659090909091,30.0675772982596,80.6140923637948,0.475852272727273,38.5913176670884,89.3039198196871,0.607954545454545,45.9843912577329,102.054126671232,32.4426355731687
inner,past_only_main,B_RAW,B_RAW_G,6,175,18.8267584329827,22.7190887803021,13.492345298779,0.315714285714286,29.9007271691279,82.7958357393917,0.484285714285714,38.377167844765,93.1437405987307,0.602857142857143,45.7292160055572,108.024949917332,32.5252073835082
inner,past_only_main,B_RAW,B_RAW_G,7,174,18.949202382888,22.8165134320404,13.6481281246624,0.324712643678161,29.7461818033834,84.9645924920283,0.494252873563218,38.1788110152718,97.1399225624591,0.599137931034483,45.4928592650399,114.229552768669,32.6050588271847
inner,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,1,180,0.371283188429078,0.477040557452761,0.275357652505081,0.619444444444444,1.01901510279031,1.88507185037457,0.716666666666667,1.30789172500499,2.48685404817064,0.776388888888889,1.5584491134562,3.31779041262327,0.502051702252246
inner,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,2,179,0.737611396243071,0.940467551596538,0.548556774183745,0.606145251396648,1.99649514389421,3.77718410371595,0.699720670391061,2.56247377547376,5.04037630561584,0.766759776536313,3.05337583172386,6.77204581100241,0.990547107647291
inner,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,3,178,1.09815600170645,1.39091283043673,0.818456377039913,0.603932584269663,2.93507917670127,5.67227090275304,0.695224719101124,3.76713333976166,7.62662370202779,0.769662921348315,4.48881623866875,10.3388777471404,1.46646834594177
inner,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,4,177,1.45215125049231,1.82975628827068,1.08577674642777,0.601694915254237,3.83934486101552,7.56759742197282,0.693502824858757,4.92774578061962,10.2338964652552,0.768361581920904,5.87177126081664,13.9900053177872,1.93160059037765
inner,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,5,176,1.80163669175794,2.25786044864299,1.35055260225465,0.595170454545455,4.71172596560145,9.4742286646495,0.6875,6.04743480643912,12.8686512968992,0.768465909090909,7.20596302629201,17.693851676915,2.38700745316625
inner,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,6,175,2.14536689991596,2.67545025662767,1.61237562878899,0.587142857142857,5.5541168875788,11.3614736965783,0.677142857142857,7.12863184960035,15.530148400086,0.76,8.49428876547326,21.4313956012044,2.83289070602712
inner,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,7,174,2.48871281373816,3.08234746199165,1.87126454141243,0.583333333333333,6.36773961103056,13.2260195998602,0.673850574712644,8.17290530969405,18.1863090379819,0.755747126436782,9.7386173417418,25.1488616880832,3.26902366616372
inner,past_only_main,CL_DIRECT,CL_DIRECT_G,1,180,0.305708179538087,0.37401518518613,0.214144140048361,0.468055555555556,0.598818519637498,1.29861769001954,0.627777777777778,0.768575249247096,1.57277397165994,0.7375,0.915813895686931,1.9434496058377,0.392853889402919
inner,past_only_main,CL_DIRECT,CL_DIRECT_G,2,179,0.619922879201244,0.765083282919225,0.43876626742173,0.473463687150838,1.19961106782807,2.70284480355229,0.631284916201117,1.53968413671253,3.34407580640427,0.733240223463687,1.83464680752,4.18088177212678,0.803473962000249
inner,past_only_main,CL_DIRECT,CL_DIRECT_G,3,178,0.935607447879991,1.15796796901298,0.666037851865696,0.476123595505618,1.78514681212051,4.15265650164058,0.629213483146067,2.29121112837117,5.22278291343566,0.724719101123595,2.73014645133367,6.60206293004304,1.21694897078687
inner,past_only_main,CL_DIRECT,CL_DIRECT_G,4,177,1.24534391128464,1.53514537855063,0.887589903990146,0.474576271186441,2.3481401731683,5.56530732206138,0.638418079096045,3.01380528436639,7.0846771656797,0.721751412429379,3.59117049504423,9.11189648652371,1.61447233656364
inner,past_only_main,CL_DIRECT,CL_DIRECT_G,5,176,1.54586592595652,1.88950187676801,1.10039872576669,0.473011363636364,2.88517525276355,6.90275000766951,0.640625,3.70308234681299,8.85265739130626,0.727272727272727,4.41249477316175,11.5496853479753,1.98798073480023
inner,past_only_main,CL_DIRECT,CL_DIRECT_G,6,175,1.83443110605014,2.22066595758633,1.30391924288512,0.472857142857143,3.39411423312159,8.15728536953558,0.651428571428571,4.35629845628976,10.5233049498239,0.722857142857143,5.19084977552672,13.8764676091321,2.3363376883565
inner,past_only_main,CL_DIRECT,CL_DIRECT_G,7,174,2.11110451176415,2.53510638932926,1.50016742292391,0.487068965517241,3.87596577249437,9.36959032674893,0.649425287356322,4.97474821164756,12.1478766633076,0.724137931034483,5.9277781118161,16.0821313299629,2.66538664803386
inner,past_only_main,CL_BRES,CL_BRES_G,1,180,0.260062615739052,0.314175977338558,0.186221003886168,0.526388888888889,0.614721575406307,1.19034777403448,0.651388888888889,0.788986600350101,1.46924332548564,0.741666666666667,0.940135520652329,1.83503928971845,0.332093301064315
inner,past_only_main,CL_BRES,CL_BRES_G,2,179,0.520268774612577,0.627452026874385,0.373167499860503,0.534916201117318,1.20489829616046,2.41060918679034,0.635474860335196,1.54647022081001,2.99694181984125,0.743016759776536,1.84273292546338,3.79511343854993,0.663393935156915
inner,past_only_main,CL_BRES,CL_BRES_G,3,178,0.783646213864784,0.943618674689941,0.562669346491804,0.547752808988764,1.78280659951648,3.65793459897258,0.629213483146067,2.28820749801164,4.60341673601887,0.74438202247191,2.72656740500936,5.88685039280766,0.997797788366107
inner,past_only_main,CL_BRES,CL_BRES_G,4,177,1.04727862690116,1.25862905945943,0.752559254484556,0.562146892655367,2.35139782730484,4.90733478396709,0.64406779661017,3.01798643818487,6.24424313952903,0.745762711864407,3.5961526471116,8.06320229056864,1.33203221999871
inner,past_only_main,CL_BRES,CL_BRES_G,5,176,1.30997796812487,1.57115292363418,0.942638342706678,0.572443181818182,2.91508375790262,6.15266683227124,0.650568181818182,3.74146949757411,7.89461760353449,0.754261363636364,4.45823588454583,10.3240583493073,1.66482605715287
inner,past_only_main,CL_BRES,CL_BRES_G,6,175,1.57365911951184,1.88276840184748,1.13418250944385,0.581428571428571,3.47860177133328,7.40082546267206,0.661428571428571,4.46473703761258,9.57835414433145,0.754285714285714,5.3200623148341,12.7012469722857,1.9973134225138
inner,past_only_main,CL_BRES,CL_BRES_G,7,174,1.84173650775271,2.1977220965254,1.32960798620754,0.574712643678161,4.04638810841781,8.6767667002187,0.665229885057471,5.19348291175156,11.3073536551947,0.748563218390805,6.18841658283164,15.1721441013569,2.33300966555373
inner,past_only_main,PINN_EQ,PINN_EQ_G,1,180,0.301432872206547,0.35601392005386,0.211474642938132,0.580555555555555,0.677220168209228,1.31395080412877,0.694444444444444,0.869202675781726,1.66662793285531,0.751388888888889,1.03571886998568,2.08151324451452,0.371706958990735
inner,past_only_main,PINN_EQ,PINN_EQ_G,2,179,0.585173477766646,0.677947946642424,0.411424603293235,0.57122905027933,1.35746565218947,2.48428897933049,0.722067039106145,1.74228830231817,3.14154190218152,0.787709497206704,2.07606456117192,4.044605612928,0.720742113945714
inner,past_only_main,PINN_EQ,PINN_EQ_G,3,178,0.893536545438259,1.03633821821204,0.630905162317551,0.566011235955056,2.08253621854409,3.86406162709967,0.716292134831461,2.6729062992283,4.87868498249888,0.787921348314607,3.18496429998283,6.43695039139883,1.10507241097166
inner,past_only_main,PINN_EQ,PINN_EQ_G,4,177,1.2077176431975,1.40146434321473,0.855317369650184,0.559322033898305,2.80277812918973,5.27939925263384,0.707627118644068,3.59732678363113,6.7236040238495,0.785310734463277,4.28647924715695,8.94834856472498,1.49520914910915
inner,past_only_main,PINN_EQ,PINN_EQ_G,5,176,1.5188915240246,1.76212822532078,1.07909429287217,0.551136363636364,3.5077387586506,6.7168686183842,0.708806818181818,4.50213395596987,8.62812949726901,0.788352272727273,5.36462349153219,11.5457137011359,1.88120872799859
inner,past_only_main,PINN_EQ,PINN_EQ_G,6,175,1.82226066671585,2.11236245908903,1.29869346841393,0.548571428571428,4.19431350136603,8.15342907370258,0.71,5.38334309814656,10.5651349396892,0.787142857142857,6.41464894863913,14.1960077380147,2.25781940008489
inner,past_only_main,PINN_EQ,PINN_EQ_G,7,174,2.11683643902316,2.45174137236917,1.51357163455635,0.576149425287356,4.86236221929655,9.58304017367433,0.709770114942529,6.24077434493477,12.5157693291778,0.777298850574713,7.43634129584138,16.8401810551386,2.62489197232213
inner,past_only_main,PINN_NOEQ,PINN_NOEQ_G,1,180,0.505257443656646,0.611081288804033,0.362850751234554,0.575,1.15859415111409,2.29902538480048,0.693055555555556,1.4870394940487,2.78374909311174,0.776388888888889,1.77191684668371,3.32784395074055,0.695277019378536
inner,past_only_main,PINN_NOEQ,PINN_NOEQ_G,2,179,0.708365797023103,0.83744536585834,0.495966871104137,0.541899441340782,1.51862849097966,3.04780264408067,0.670391061452514,1.94913856651427,3.77687551704504,0.754189944134078,2.32254185336012,4.7019900217314,0.858639359629238
inner,past_only_main,PINN_NOEQ,PINN_NOEQ_G,3,178,0.968006126065409,1.13927290850643,0.676527439725819,0.530898876404494,2.06050323057565,4.05462922761159,0.705056179775281,2.64462726532375,5.00367606311744,0.783707865168539,3.15126775272638,6.40721306883224,1.16973684744702
inner,past_only_main,PINN_NOEQ,PINN_NOEQ_G,4,177,1.26311958488611,1.49954157186206,0.889810101741889,0.522598870056497,2.71059550971332,5.42899521890636,0.709039548022599,3.47901167242978,6.53437072255344,0.806497175141243,4.14549809662669,8.42253104928935,1.55445306790949
inner,past_only_main,PINN_NOEQ,PINN_NOEQ_G,5,176,1.61998166592473,1.90099379551484,1.14628128294301,0.5,3.47745313606494,7.07577636473609,0.683238636363636,4.46326278020618,8.6137846289573,0.791193181818182,5.31830562878426,11.1069010098532,1.97894359652282
inner,past_only_main,PINN_NOEQ,PINN_NOEQ_G,6,175,1.99892257005188,2.31842199694994,1.41726782665665,0.505714285714286,4.29567976405952,8.80800295235382,0.69,5.5134452878084,10.8504452566684,0.791428571428571,6.56967526944289,14.2397193580426,2.41900614737511
inner,past_only_main,PINN_NOEQ,PINN_NOEQ_G,7,174,2.3662988391219,2.7288176783733,1.68213963046662,0.512931034482759,5.10772775660156,10.5028823638882,0.692528735632184,6.5556976026607,13.1200170201544,0.791666666666667,7.81159550261284,17.4395047984329,2.85317025722348
inner,past_only_main,RR_DIRECT,RR_DIRECT_G,1,180,0.0020137558209182,0.0022587669863449,0.0015983120035305,0.798611111111111,0.0090680216260767,0.0107997703564537,0.911111111111111,0.0116386797550356,0.0131133717198627,0.945833333333333,0.0138683423094251,0.0151600717580605,0.0024690182155219
inner,past_only_main,RR_DIRECT,RR_DIRECT_G,2,179,0.0061899256725287,0.0071459853768275,0.0049625740840185,0.810055865921788,0.0280514156200306,0.0346167202443585,0.921787709497207,0.0360036021680687,0.0429136609971639,0.941340782122905,0.0429009380572745,0.050789071183461,0.0079573285312657
inner,past_only_main,RR_DIRECT,RR_DIRECT_G,3,178,0.0141206450346576,0.0164605381921321,0.0111022260405869,0.823033707865168,0.0602950577080738,0.0764855585956632,0.917134831460674,0.077387868755979,0.0948743605164245,0.943820224719101,0.0922133332211036,0.11227548084537,0.0187918009596036
inner,past_only_main,RR_DIRECT,RR_DIRECT_G,4,177,0.0274337357533751,0.0321198981437371,0.0210794146261205,0.826271186440678,0.109238805554287,0.142764154540509,0.903954802259887,0.140206489033047,0.17620106328667,0.94774011299435,0.16706633611703,0.206540157439496,0.0373823233564093
inner,past_only_main,RR_DIRECT,RR_DIRECT_G,5,176,0.0477565295699545,0.0560148373968522,0.0359545818780819,0.8125,0.178152942611963,0.239975005566278,0.899147727272727,0.228656826370339,0.295167732807687,0.944602272727273,0.272461413685604,0.344999474172026,0.0660286417705646
inner,past_only_main,RR_DIRECT,RR_DIRECT_G,6,175,0.0765381249267987,0.08987308031107,0.0566976952226277,0.814285714285714,0.269741664124417,0.374546487407761,0.892857142857143,0.346209677787278,0.45864453995632,0.938571428571429,0.412534275660682,0.538045067970128,0.106742179585997
inner,past_only_main,RR_DIRECT,RR_DIRECT_G,7,174,0.115346724190453,0.135629557627718,0.0843699917992409,0.808908045977011,0.386350032370322,0.551514352935351,0.89367816091954,0.495874898133415,0.675153440589294,0.936781609195402,0.590871385303898,0.79649887479486,0.161761338892957
inner,past_only_main,RR_BRES,RR_BRES_G,1,180,0.0035743484350912,0.0044783363981555,0.0026620204496712,0.827777777777778,0.012996658768823,0.0178793898696591,0.916666666666667,0.0166810309385214,0.0223851475326623,0.944444444444444,0.0198766743306507,0.0273034595096891,0.0050729198443896
inner,past_only_main,RR_BRES,RR_BRES_G,2,179,0.0081621331338625,0.0096751553526827,0.0062535378865064,0.817039106145251,0.0326645729164735,0.042522870611845,0.912011173184357,0.0419245254572703,0.0517110712129061,0.946927374301676,0.0499561533128525,0.0601329328173895,0.0110169757328173
inner,past_only_main,RR_BRES,RR_BRES_G,3,178,0.0160892748106324,0.0188306715345789,0.0123797203762853,0.804775280898877,0.0649806228514789,0.084102253049207,0.905898876404494,0.0834017265106288,0.0999887963394193,0.950842696629213,0.0993792867224659,0.115053344936631,0.0217526897066112
inner,past_only_main,RR_BRES,RR_BRES_G,4,177,0.0293790349986939,0.0343890086905195,0.0223234193546447,0.812146892655367,0.114289978933467,0.150506620272793,0.902542372881356,0.146689599878122,0.180895130955628,0.944915254237288,0.174791439163223,0.208139805513709,0.0402663256365358
inner,past_only_main,RR_BRES,RR_BRES_G,5,176,0.0496533485387758,0.0582997695950876,0.0372279005155659,0.819602272727273,0.183915543256501,0.247669692369123,0.894886363636364,0.236053044225078,0.300603572234592,0.941761363636364,0.281274550842347,0.346380010643297,0.0689577447592486
inner,past_only_main,RR_BRES,RR_BRES_G,6,175,0.0784258445437052,0.092256076506833,0.05805663361707,0.811428571428571,0.276484669801513,0.381323459918885,0.89,0.354864231878359,0.464818444574349,0.937142857142857,0.42284681292409,0.539555951150301,0.109817949699025
inner,past_only_main,RR_BRES,RR_BRES_G,7,174,0.117448018981249,0.138150920267496,0.085853150666661,0.804597701149425,0.394233037281184,0.55802273144536,0.890804597701149,0.50599262540051,0.679903169341436,0.936781609195402,0.602927400941995,0.796012551685052,0.165022921708315
development,past_only_main,B_ANCHOR,B_ANCHOR_G,1,376,0.220092749099401,0.465829533648836,0.186439190153941,0.81781914893617,0.875127550516105,1.43732749542164,0.898271276595745,1.12321405100846,2.01122115156576,0.93218085106383,1.33839209205869,2.84506333229192,0.479452257022598
development,past_only_main,B_ANCHOR,B_ANCHOR_G,2,375,0.441125870468915,0.949962461457055,0.379391474549557,0.822666666666667,1.77370388449101,2.96553035356821,0.904,2.27652428976055,4.21843515466001,0.932666666666667,2.71264600372428,6.10070225333399,0.986164535010977
development,past_only_main,B_ANCHOR,B_ANCHOR_G,3,374,0.66372893157366,1.44958076194871,0.579381005965086,0.828208556149733,2.69231107910006,4.58735132805443,0.904411764705882,3.45554385980363,6.61058522109992,0.929812834224599,4.11753447312272,9.72802164721301,1.51900233949889
development,past_only_main,B_ANCHOR,B_ANCHOR_G,4,373,0.887475157853584,1.96217121845656,0.785404953842402,0.827747989276139,3.62473954336541,6.28868172581815,0.901474530831099,4.65230283740114,9.16279225763927,0.92828418230563,5.54356075037476,13.6668826556328,2.07592680988729
development,past_only_main,B_ANCHOR,B_ANCHOR_G,5,372,1.1126314983555,2.48569124901913,0.996776851042793,0.82997311827957,4.56627517303557,8.05665349733647,0.899865591397849,5.86075073524978,11.8466256416412,0.926075268817204,6.98351523517971,17.8634185330196,2.65458900769919
development,past_only_main,B_ANCHOR,B_ANCHOR_G,6,371,1.33875519237471,3.01799936955298,1.21274023965756,0.825471698113208,5.51313892802878,9.88536287970697,0.894878706199461,7.07603720791513,14.638095486798,0.923854447439353,8.43161838447781,22.2661905588281,3.25213043847806
development,past_only_main,B_ANCHOR,B_ANCHOR_G,7,370,1.5656945771687,3.55703560971604,1.43230546149746,0.817567567567568,6.46381499311425,11.7618395294814,0.893918918918919,8.29621672761108,17.5160817399976,0.921621621621622,9.88555195892587,26.8453277509284,3.86545130971596
development,past_only_main,DRIFT1,DRIFT1_G,1,376,0.0024454796338849,0.0032156636508074,0.0018187956192182,0.779255319148936,0.0083754840441825,0.0123494439781401,0.860372340425532,0.010749817391618,0.0153496718007097,0.90093085106383,0.0128091974767432,0.0183509184090344,0.0032754302856007
development,past_only_main,DRIFT1,DRIFT1_G,2,375,0.007331805838563,0.0096394483402233,0.0054735760187775,0.779333333333333,0.0251563896713433,0.0374235864374696,0.856666666666667,0.0322878765899149,0.0468135777156586,0.9,0.0384733779447519,0.056654701927719,0.0098192552552009
development,past_only_main,DRIFT1,DRIFT1_G,3,374,0.0146478441978454,0.019254971200131,0.0109781958063372,0.774064171122995,0.0503616652503636,0.0755842389429959,0.853609625668449,0.0646384975630439,0.0951621627122133,0.895053475935829,0.077021520433497,0.116500501517592,0.0196152287870836
development,past_only_main,DRIFT1,DRIFT1_G,4,373,0.0243833981178174,0.0320385218401438,0.0183437500030579,0.773458445040214,0.0840018903674773,0.127159839293597,0.851206434316354,0.107815259062953,0.161184853027369,0.89343163538874,0.128469805023861,0.199407364756314,0.0326394047151099
development,past_only_main,DRIFT1,DRIFT1_G,5,372,0.0365066949287708,0.0479595194903097,0.0275780267978448,0.771505376344086,0.126079388185474,0.192414534832263,0.850134408602151,0.161821142836783,0.245627635273822,0.889112903225806,0.192821784686724,0.306577102587861,0.0488606087007092
development,past_only_main,DRIFT1,DRIFT1_G,6,371,0.0509911440253607,0.0669805715601617,0.0386842811029426,0.768867924528302,0.176587360744635,0.271647502927867,0.849056603773585,0.226647423797705,0.34919395731026,0.887466307277628,0.270067062839869,0.439266607040392,0.0682405171145062
development,past_only_main,DRIFT1,DRIFT1_G,7,370,0.0678147081251103,0.0890575090641191,0.0516596146640934,0.768243243243243,0.235508035039766,0.365002379016515,0.844594594594595,0.30227129054051,0.472209718065959,0.883108108108108,0.360178458017478,0.597724746345551,0.0907337126636265
development,past_only_main,B_RAW,B_RAW_G,1,376,33.2658949130828,41.3754930545939,22.3866015186648,0.605053191489362,78.3139470867064,107.073836926002,0.803856382978723,100.514862897237,123.4450168288,0.880984042553192,119.770846451967,145.735479958281,41.6122150461343
development,past_only_main,B_RAW,B_RAW_G,2,375,33.3564677807899,41.4429479711123,22.5032036780379,0.603333333333333,78.300802804371,108.442673124089,0.803333333333333,100.497992393502,125.212897491436,0.878666666666667,119.750744006874,149.013918653084,41.6815359629594
development,past_only_main,B_RAW,B_RAW_G,3,374,33.4483937264669,41.5154291812607,22.6196641818768,0.605614973262032,78.3110128316062,109.794159960966,0.804812834224599,100.511096821588,126.988971766319,0.877673796791444,119.766358896044,152.430815065981,41.756966616122
development,past_only_main,B_RAW,B_RAW_G,4,373,33.5414075801413,41.5934759831761,22.7357352942543,0.60656836461126,78.3408243295701,111.143259235961,0.805630026809651,100.549359464988,128.800112507325,0.876675603217158,119.811951647757,156.021960787967,41.8391874793476
development,past_only_main,B_RAW,B_RAW_G,5,372,33.6354670775025,41.6780703440458,22.8515843694769,0.609543010752688,78.3882992764181,112.493419610181,0.807795698924731,100.610292899593,130.676317766875,0.877016129032258,119.884558313373,159.874001782691,41.9293634962723
development,past_only_main,B_RAW,B_RAW_G,6,371,33.7300663485913,41.7692424425263,22.967309964162,0.613207547169811,78.4517150392745,113.841272064285,0.807951482479784,100.691686150044,132.678222899646,0.880727762803235,119.981544353258,164.123853296351,42.0276533148285
development,past_only_main,B_RAW,B_RAW_G,7,370,33.8249609180351,41.8673476477231,23.0833697234834,0.615540540540541,78.5306626689289,115.204609163419,0.797297297297297,100.793014335711,134.995123257004,0.881756756756757,120.102284333566,168.917048061806,42.134486329029
development,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,1,376,0.247416595157307,0.470868978984971,0.206764468584223,0.805186170212766,0.930925166070061,1.58524456852799,0.876329787234043,1.1948295152525,2.19295322476862,0.896276595744681,1.42372718106268,3.02054714911375,0.479988080503254
development,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,2,375,0.491008081316651,0.919298046850401,0.410154738573578,0.800666666666667,1.80891618782875,3.1550642775489,0.870666666666667,2.32171879181229,4.40315349361933,0.887333333333333,2.76649857447539,6.14268533064797,0.935042160378391
development,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,3,374,0.727465225212967,1.34368635254511,0.606997493310903,0.797459893048128,2.6375042191141,4.67232463595351,0.864304812834225,3.38520001656435,6.56176254153443,0.890374331550802,4.03371461400332,9.27486384448681,1.36387459902501
development,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,4,373,0.957891456127106,1.74477177016923,0.798204472364316,0.795576407506702,3.4204804768894,6.16056320405376,0.855898123324397,4.39013916380131,8.71409843317691,0.882037533512064,5.23117346563946,12.4009224772329,1.76792766324937
development,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,5,372,1.18443301673842,2.12500285161939,0.984731011208564,0.793682795698925,4.16327941287216,7.61411667717242,0.849462365591398,5.34351127678978,10.8268875320866,0.881048387096774,6.36718640606468,15.5136609911408,2.15055280845673
development,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,6,371,1.40657522239334,2.48850801589868,1.16759311122778,0.794474393530997,4.87396461687757,9.03258115114137,0.847035040431267,6.25566586101229,12.9037746891242,0.879380053908356,7.45408563169529,18.6250928985977,2.51672697657413
development,known_future_drivers_secondary,B_ORACLE,B_ORACLE_G,7,370,1.62669667355746,2.84011743374142,1.34809255765289,0.787837837837838,5.56088437457963,10.4329954151177,0.845945945945946,7.13731782513027,14.9656513773821,0.880405405405405,8.50463874369034,21.777997993182,2.8718208983992
development,past_only_main,CL_DIRECT,CL_DIRECT_G,1,376,0.168946659637313,0.228968554949258,0.128006852081533,0.757978723404255,0.640986640649478,0.877729561244178,0.843085106382979,0.82269744663118,1.09217767517303,0.913563829787234,0.980304471564842,1.31390309089947,0.246643874901482
development,past_only_main,CL_DIRECT,CL_DIRECT_G,2,375,0.340797190453587,0.464534076006189,0.260544825163823,0.761333333333333,1.30840303748306,1.81716530158094,0.835333333333333,1.67931711807772,2.26772165743151,0.911333333333333,2.00102976710099,2.75159143101872,0.499981889080393
development,past_only_main,CL_DIRECT,CL_DIRECT_G,3,374,0.513653390695582,0.700701840987422,0.394818986473008,0.755347593582888,1.98356622032336,2.77337609779531,0.830882352941176,2.54587968172067,3.4674556879351,0.912433155080214,3.03360274943906,4.20262673649796,0.753052362172629
development,past_only_main,CL_DIRECT,CL_DIRECT_G,4,373,0.68537075711314,0.93461481399677,0.528474325610333,0.75201072386059,2.64412659017786,3.71808931839575,0.82372654155496,3.39369973780546,4.65441361540566,0.904825737265416,4.04384265654658,5.63208085167404,1.00338993244701
