phase,source_family,model,horizon,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,pooled_rmse,comparison_status
development,c16_fast_feedback_run3,C16_FAST_PHYS,4,373,0.00115691622768,0.00198460715418,0.00365735626876,0.999329758713,0.0388708137084,0.0388791206173,1,0.0498901492768,0.0498901492768,1,0.0594477795249,0.0594477795249,0.00204959831066,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_PHYS,5,372,0.00217090873332,0.00357272050847,0.00473917426829,0.992607526882,0.0486133174924,0.0488880421707,0.996639784946,0.0623945175094,0.0626039017597,0.999327956989,0.0743476532789,0.0744777155669,0.0036868661791,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_PHYS,6,371,0.0036789662347,0.00587145176973,0.00631670141587,0.983827493261,0.0621698996776,0.0632836195932,0.991239892183,0.0797942023725,0.0808482525398,0.995956873315,0.095080656578,0.0962255201696,0.00605481640662,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_PHYS,7,370,0.00581432168576,0.00903349193974,0.00840181137995,0.974324324324,0.079336743418,0.0818010103559,0.987837837838,0.101827607776,0.104305537246,0.991216216216,0.121335078455,0.124106813421,0.00931053453396,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_TREND,1,376,4.35219192196e-05,8.40797643042e-05,0.00236752138262,1,0.0259630899202,0.0259630899202,1,0.0333232651501,0.0333232651501,1,0.0397071195098,0.0397071195098,8.70097128555e-05,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_TREND,2,375,0.000201323377526,0.000368414620685,0.0025482808906,1,0.0278918866268,0.0278918866268,1,0.0357988489221,0.0357988489221,1,0.0426569595163,0.0426569595163,0.00038125872925,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_TREND,3,374,0.000558061754127,0.000977390665333,0.00297489923677,1,0.0322829425362,0.0322829425362,1,0.0414347081671,0.0414347081671,1,0.0493725000126,0.0493725000126,0.00101056479263,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_TREND,4,373,0.00121240798424,0.0020358850053,0.00366109252711,0.999329758713,0.0388708137084,0.0388710194103,1,0.0498901492768,0.0498901492768,1,0.0594477795249,0.0594477795249,0.00210258588563,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_TREND,5,372,0.00226135129351,0.00367523228163,0.00475064543634,0.993951612903,0.0486133174924,0.0488416030141,0.997311827957,0.0623945175094,0.0625530154651,0.999327956989,0.0743476532789,0.0744093048187,0.00379173084001,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_TREND,6,371,0.00380865067763,0.00602663339558,0.00634083112246,0.983827493261,0.0621698996776,0.0631531377234,0.991239892183,0.0797942023725,0.0806556733695,0.99730458221,0.095080656578,0.0958937138601,0.00621182456317,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_TREND,7,370,0.00596971526148,0.00921475761341,0.00843567165851,0.977702702703,0.079336743418,0.0815522087755,0.987837837838,0.101827607776,0.103961655875,0.991216216216,0.121335078455,0.123417774671,0.00948925941852,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_CORE,1,376,4.03709730684e-05,8.34242765866e-05,0.00236751620562,1,0.0259630899202,0.0259630899202,1,0.0333232651501,0.0333232651501,1,0.0397071195098,0.0397071195098,8.63101780267e-05,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_CORE,2,375,0.00018504926221,0.00036098351173,0.00254806791734,1,0.0278918866268,0.0278918866268,1,0.0357988489221,0.0357988489221,1,0.0426569595163,0.0426569595163,0.000373509753271,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_CORE,3,374,0.000512059378484,0.000946528014374,0.00297326161989,1,0.0322829425362,0.0322829425362,1,0.0414347081671,0.0414347081671,1,0.0493725000126,0.0493725000126,0.000978843895747,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_CORE,4,373,0.00111484224077,0.00195314158828,0.00365459473629,0.999329758713,0.0388708137084,0.0388745532999,1,0.0498901492768,0.0498901492768,1,0.0594477795249,0.0594477795249,0.00201855197798,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_CORE,5,372,0.00208883033392,0.00350952738061,0.00473213345121,0.992607526882,0.0486133174924,0.048871510968,0.997311827957,0.0623945175094,0.0625808725303,0.999327956989,0.0743476532789,0.0744406638716,0.00362422353037,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_CORE,6,371,0.00353590081532,0.00575471040314,0.00630194813907,0.983153638814,0.0621698996776,0.0632304116476,0.991239892183,0.0797942023725,0.0807829379451,0.995956873315,0.095080656578,0.0960819711061,0.00593628141988,historical_native_scale_not_main_ranking
development,c16_fast_feedback_run3,C16_FAST_CORE,7,370,0.00559263323226,0.00882702833207,0.00837125536873,0.977027027027,0.079336743418,0.0816958506322,0.987837837838,0.101827607776,0.104194918012,0.991216216216,0.121335078455,0.12382657695,0.00909341701578,historical_native_scale_not_main_ranking
development,c18_information,B_ANCHOR,1,376,0.247416595157,0.470868978985,0.210715843174,0.890957446809,1.12721099782,1.62343853407,0.93085106383,1.44675965287,2.20579092537,0.946143617021,1.72392045556,2.97309477062,0.479988080503,historical_native_scale_not_main_ranking
development,c18_information,B_ANCHOR,2,375,0.491008081317,0.91929804685,0.418786942121,0.889333333333,2.23791477088,3.23875753077,0.928666666667,2.87233251213,4.42011907381,0.944,3.42259528943,5.98168441404,0.935042160378,historical_native_scale_not_main_ranking
development,c18_information,B_ANCHOR,3,374,0.727465225213,1.34368635255,0.619825083157,0.891711229947,3.29917665058,4.80278100058,0.929812834225,4.23444738827,6.59355361075,0.943181818182,5.04565527257,9.01515953929,1.36387459903,historical_native_scale_not_main_ranking
development,c18_information,B_ANCHOR,4,373,0.957891456127,1.74477177017,0.819472324909,0.887399463807,4.39393313483,6.39846491402,0.929624664879,5.63955212394,8.78703914972,0.943029490617,6.71994083288,12.0272789516,1.76792766325,historical_native_scale_not_main_ranking
development,c18_information,B_ANCHOR,5,372,1.18443301674,2.12500285162,1.01846631631,0.891801075269,5.53239515296,8.0152191157,0.926075268817,7.10075230505,11.0058693441,0.941532258065,8.46106823914,15.0595209258,2.15055280846,historical_native_scale_not_main_ranking
development,c18_information,B_ANCHOR,6,371,1.40657522239,2.4885080159,1.21124581054,0.890835579515,6.581209064,9.5856323524,0.925202156334,8.44689038638,13.1948418603,0.940026954178,10.0650906971,18.0985500911,2.51672697657,historical_native_scale_not_main_ranking
development,c18_information,B_ANCHOR,7,370,1.62669667356,2.84011743374,1.40437584409,0.891891891892,7.64931072177,11.1799493352,0.925,9.81778402263,15.4346498148,0.937837837838,11.6986112181,21.2226955805,2.8718208984,historical_native_scale_not_main_ranking
development,c18_information,B_RAW,1,376,33.265136852,41.3683718719,,,,,,,,,,,41.6044798801,historical_native_scale_not_main_ranking
development,c18_information,B_RAW,2,375,33.3535737912,41.4234925988,,,,,,,,,,,41.6599152291,historical_native_scale_not_main_ranking
development,c18_information,B_RAW,3,374,33.4422844787,41.4788335383,,,,,,,,,,,41.7155720636,historical_native_scale_not_main_ranking
development,c18_information,B_RAW,4,373,33.5312708629,41.5343957076,,,,,,,,,,,41.7714514104,historical_native_scale_not_main_ranking
development,c18_information,B_RAW,5,372,33.6205367556,41.5901801236,,,,,,,,,,,41.8275542939,historical_native_scale_not_main_ranking
development,c18_information,B_RAW,6,371,33.7100823187,41.6461877496,,,,,,,,,,,41.8838816846,historical_native_scale_not_main_ranking
development,c18_information,B_RAW,7,370,33.7997669552,41.7024172558,,,,,,,,,,,41.9404322634,historical_native_scale_not_main_ranking
development,c18_information,B_TREND14,1,376,0.144352792056,0.306691533288,0.139325608207,0.920212765957,0.80829949476,1.14975150251,0.947473404255,1.03744117004,1.5631656669,0.956781914894,1.23618740053,2.09514239884,0.370021926972,historical_native_scale_not_main_ranking
development,c18_information,B_TREND14,2,375,0.290911066584,0.610343515522,0.280594144971,0.917333333333,1.6210935128,2.32121190946,0.946666666667,2.08065099825,3.17632640571,0.956666666667,2.47924858124,4.31269047262,0.730638868227,historical_native_scale_not_main_ranking
development,c18_information,B_TREND14,3,374,0.440190105674,0.905547681415,0.423922357757,0.918449197861,2.46060979263,3.50506861923,0.945187165775,3.15815847815,4.79915786827,0.954545454545,3.76317793464,6.50706281426,1.07483077551,historical_native_scale_not_main_ranking
development,c18_information,B_TREND14,4,373,0.590888300969,1.18984642947,0.568456403192,0.911528150134,3.31418747731,4.69797885379,0.94235924933,4.25371357581,6.40302759428,0.953753351206,5.06861235099,8.64462412607,1.39956388556,historical_native_scale_not_main_ranking
development,c18_information,B_TREND14,5,372,0.741653406045,1.46338141487,0.716943139224,0.916666666667,4.23773698473,5.94324991393,0.938844086022,5.43907653567,8.09499144788,0.950940860215,6.48105943556,10.8465963554,1.70540048281,historical_native_scale_not_main_ranking
development,c18_information,B_TREND14,6,371,0.895092872758,1.72862166944,0.866525371413,0.915094339623,5.13813819464,7.20070104846,0.937331536388,6.59472897732,9.8025371026,0.949460916442,7.85810425412,13.1091325879,1.99610935195,historical_native_scale_not_main_ranking
development,c18_information,B_TREND14,7,370,1.04867041901,1.98978368334,1.01855562262,0.912837837838,6.06027065787,8.46738377489,0.935810810811,7.77827318066,11.4972920779,0.946621621622,9.26838415663,15.3390907042,2.2777467943,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_CORE,1,376,4.03709730684e-05,8.34242765866e-05,0.00236751620562,1,0.0259630899202,0.0259630899202,1,0.0333232651501,0.0333232651501,1,0.0397071195098,0.0397071195098,8.63101780267e-05,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_CORE,2,375,0.00018504926221,0.00036098351173,0.00254806791734,1,0.0278918866268,0.0278918866268,1,0.0357988489221,0.0357988489221,1,0.0426569595163,0.0426569595163,0.000373509753271,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_CORE,3,374,0.000512059378484,0.000946528014374,0.00297326161989,1,0.0322829425362,0.0322829425362,1,0.0414347081671,0.0414347081671,1,0.0493725000126,0.0493725000126,0.000978843895747,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_CORE,4,373,0.00111484224077,0.00195314158828,0.00365459473629,0.999329758713,0.0388708137084,0.0388745532999,1,0.0498901492768,0.0498901492768,1,0.0594477795249,0.0594477795249,0.00201855197798,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_CORE,5,372,0.00208883033392,0.00350952738061,0.00473213345121,0.992607526882,0.0486133174924,0.048871510968,0.997311827957,0.0623945175094,0.0625808725303,0.999327956989,0.0743476532789,0.0744406638716,0.00362422353037,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_CORE,6,371,0.00353590081532,0.00575471040314,0.00630194813907,0.983153638814,0.0621698996776,0.0632304116476,0.991239892183,0.0797942023725,0.0807829379451,0.995956873315,0.095080656578,0.0960819711061,0.00593628141988,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_CORE,7,370,0.00559263323226,0.00882702833207,0.00837125536873,0.977027027027,0.079336743418,0.0816958506322,0.987837837838,0.101827607776,0.104194918012,0.991216216216,0.121335078455,0.12382657695,0.00909341701578,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_PHYS,1,376,4.0987699252e-05,8.3672608773e-05,0.00236751795025,1,0.0259630899202,0.0259630899202,1,0.0333232651501,0.0333232651501,1,0.0397071195098,0.0397071195098,8.6543832885e-05,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_PHYS,2,375,0.00018985917416,0.00036397171041,0.00254815336934,1,0.0278918866268,0.0278918866268,1,0.0357988489221,0.0357988489221,1,0.0426569595163,0.0426569595163,0.000376398603883,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_PHYS,3,374,0.000529914272521,0.000959249479262,0.00297397596873,1,0.0322829425362,0.0322829425362,1,0.0414347081671,0.0414347081671,1,0.0493725000126,0.0493725000126,0.000991520358712,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_PHYS,4,373,0.00115691622768,0.00198460715418,0.00365735626876,0.999329758713,0.0388708137084,0.0388791206173,1,0.0498901492768,0.0498901492768,1,0.0594477795249,0.0594477795249,0.00204959831066,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_PHYS,5,372,0.00217090873332,0.00357272050847,0.00473917426829,0.992607526882,0.0486133174924,0.0488880421707,0.996639784946,0.0623945175094,0.0626039017597,0.999327956989,0.0743476532789,0.0744777155669,0.0036868661791,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_PHYS,6,371,0.0036789662347,0.00587145176973,0.00631670141587,0.983827493261,0.0621698996776,0.0632836195932,0.991239892183,0.0797942023725,0.0808482525398,0.995956873315,0.095080656578,0.0962255201696,0.00605481640662,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_PHYS,7,370,0.00581432168576,0.00903349193974,0.00840181137995,0.974324324324,0.079336743418,0.0818010103559,0.987837837838,0.101827607776,0.104305537246,0.991216216216,0.121335078455,0.124106813421,0.00931053453396,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_TREND,1,376,4.35219192196e-05,8.40797643042e-05,0.00236752138262,1,0.0259630899202,0.0259630899202,1,0.0333232651501,0.0333232651501,1,0.0397071195098,0.0397071195098,8.70097128555e-05,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_TREND,2,375,0.000201323377526,0.000368414620685,0.0025482808906,1,0.0278918866268,0.0278918866268,1,0.0357988489221,0.0357988489221,1,0.0426569595163,0.0426569595163,0.00038125872925,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_TREND,3,374,0.000558061754127,0.000977390665333,0.00297489923677,1,0.0322829425362,0.0322829425362,1,0.0414347081671,0.0414347081671,1,0.0493725000126,0.0493725000126,0.00101056479263,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_TREND,4,373,0.00121240798424,0.0020358850053,0.00366109252711,0.999329758713,0.0388708137084,0.0388710194103,1,0.0498901492768,0.0498901492768,1,0.0594477795249,0.0594477795249,0.00210258588563,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_TREND,5,372,0.00226135129351,0.00367523228163,0.00475064543634,0.993951612903,0.0486133174924,0.0488416030141,0.997311827957,0.0623945175094,0.0625530154651,0.999327956989,0.0743476532789,0.0744093048187,0.00379173084001,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_TREND,6,371,0.00380865067763,0.00602663339558,0.00634083112246,0.983827493261,0.0621698996776,0.0631531377234,0.991239892183,0.0797942023725,0.0806556733695,0.99730458221,0.095080656578,0.0958937138601,0.00621182456317,historical_native_scale_not_main_ranking
development,c18_information,C16_FAST_TREND,7,370,0.00596971526148,0.00921475761341,0.00843567165851,0.977702702703,0.079336743418,0.0815522087755,0.987837837838,0.101827607776,0.103961655875,0.991216216216,0.121335078455,0.123417774671,0.00948925941852,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_DATA,1,376,0.00010843179722,0.000158493134648,0.00236827533783,1,0.0259630899202,0.0259630899202,1,0.0333232651501,0.0333232651501,1,0.0397071195098,0.0397071195098,0.00016308955982,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_DATA,2,375,0.00040827078988,0.000594347779709,0.00255705871814,1,0.0278918866268,0.0278918866268,1,0.0357988489221,0.0357988489221,1,0.0426569595163,0.0426569595163,0.000611203594552,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_DATA,3,374,0.000997591634248,0.00143360371458,0.00301624845226,1,0.0322829425362,0.0322829425362,1,0.0414347081671,0.0414347081671,1,0.0493725000126,0.0493725000126,0.0014731836425,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_DATA,4,373,0.0019722430295,0.00280601225065,0.00378879522579,1,0.0388708137084,0.0388708137084,1,0.0498901492768,0.0498901492768,1,0.0594477795249,0.0594477795249,0.00288120715603,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_DATA,5,372,0.00343043544617,0.00484158489453,0.00504139452683,0.987903225806,0.0486133174924,0.0490822015291,0.994623655914,0.0623945175094,0.0626792456067,0.997983870968,0.0743476532789,0.0744098000533,0.00496738545934,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_DATA,6,371,0.00547503954017,0.00766657579883,0.00686035958131,0.967654986523,0.0621698996776,0.0639486936198,0.985175202156,0.0797942023725,0.0814438104928,0.993261455526,0.095080656578,0.0966821117249,0.00785994275361,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_DATA,7,370,0.0082095916683,0.0113980517804,0.00922887266575,0.954054054054,0.079336743418,0.0829931126973,0.977702702703,0.101827607776,0.105348882367,0.988513513514,0.121335078455,0.125006342877,0.0116781767599,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_FULL,1,376,0.000218796317842,0.000494514221943,0.00237844157425,0.999335106383,0.0259322706506,0.0259540853652,1,0.0332837090458,0.0332837090458,1,0.0396599855044,0.0396599855044,0.000619467583074,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_FULL,2,375,0.000853631501687,0.0019535375091,0.00269386409121,0.996,0.0278531128918,0.0284374776548,0.996666666667,0.0357490833719,0.0366511172398,0.998,0.0425976602058,0.0440590989918,0.00250281557946,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_FULL,3,374,0.00213349066973,0.00478538587743,0.00359764692117,0.989304812834,0.0334418949365,0.0357346952193,0.991978609626,0.042922207469,0.0464410154366,0.995989304813,0.0511449647541,0.0568470519914,0.00617500725363,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_FULL,4,373,0.00429210467896,0.00954677003997,0.00541025474551,0.980563002681,0.0442048262922,0.050490614842,0.985924932976,0.0567362803109,0.0667839160229,0.989946380697,0.0676054478064,0.0842648301112,0.0124079721582,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_FULL,5,372,0.00756292661068,0.0168219274607,0.00834274124808,0.966397849462,0.060741598112,0.0747568499267,0.974462365591,0.0779609971597,0.100650966811,0.983198924731,0.092896257836,0.130971049499,0.0220344655246,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_FULL,6,371,0.0121664345659,0.0268309150427,0.0126550285139,0.94474393531,0.0846150800248,0.110653330424,0.960916442049,0.108602279468,0.151508802553,0.973045822102,0.129407597678,0.201974677339,0.0352711197176,historical_native_scale_not_main_ranking
development,c18_information,C8_ONLINE_FULL,7,370,0.0181542521009,0.0394356059483,0.0182946251612,0.929054054054,0.11509563203,0.157739538219,0.953378378378,0.147723644433,0.218425436541,0.965540540541,0.176023579247,0.296853903398,0.0517417889159,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_DATA,1,376,0.000108666512563,0.000158985941686,0.00236828185938,1,0.025963089932,0.025963089932,1,0.0333232651653,0.0333232651653,1,0.0397071195278,0.0397071195278,0.000163590169975,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_DATA,2,375,0.00040884499726,0.00059570616515,0.00255712600603,1,0.0278918895488,0.0278918895488,1,0.0357988526724,0.0357988526724,1,0.0426569639851,0.0426569639851,0.000612582197402,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_DATA,3,374,0.000998478458959,0.00143609254197,0.00301653998797,1,0.0322829539099,0.0322829539099,1,0.0414347227651,0.0414347227651,1,0.0493725174072,0.0493725174072,0.00147571094156,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_DATA,4,373,0.00197332444184,0.00280990853345,0.00378962116408,1,0.0388708449548,0.0388708449548,1,0.0498901893811,0.0498901893811,1,0.0594478273122,0.0594478273122,0.00288517202754,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_DATA,5,372,0.00343137738939,0.00484725774555,0.00504307116603,0.987903225806,0.0486133885252,0.0490918341652,0.993951612903,0.062394608679,0.0626871920313,0.997983870968,0.0743477619142,0.0744181890892,0.00497318022068,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_DATA,6,371,0.00547541748849,0.00767449635334,0.00686309136224,0.966981132075,0.062174386265,0.0639814312766,0.985175202156,0.0797999608452,0.0814870388822,0.993261455526,0.0950875182214,0.0967335518524,0.00786808266114,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_DATA,7,370,0.00820897339685,0.0114087857465,0.00923247088508,0.955405405405,0.0793436496033,0.083037485624,0.977702702703,0.101836471769,0.105419777259,0.988513513514,0.121345640554,0.125093081133,0.011689302128,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_FULL,1,376,0.0002685657188,0.000615907600603,0.00238796272137,0.998670212766,0.0259322782447,0.0259784426083,0.999335106383,0.0332837187928,0.0333137412717,1,0.0396599971186,0.0396599971186,0.000812872517848,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_FULL,2,375,0.00101581150238,0.00228478366855,0.00275612536389,0.995333333333,0.0278761128785,0.0286828822398,0.995333333333,0.0357786035352,0.0370313177257,0.998,0.04263283565,0.0447215689369,0.00303705852814,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_FULL,3,374,0.00250413110663,0.00553570071126,0.00382569650639,0.980614973262,0.0339223057143,0.0370799065807,0.989973262032,0.0435388080269,0.0484087116856,0.993983957219,0.0518796896358,0.0599444005521,0.00740619440105,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_FULL,4,373,0.0049864638053,0.0108815189159,0.00591001907628,0.968498659517,0.0454324699275,0.053927517513,0.982573726542,0.0583119438584,0.0716173508637,0.985254691689,0.0694829667262,0.0917114261588,0.014617161338,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_FULL,5,372,0.00867391660936,0.0186736532968,0.00918504481916,0.952956989247,0.0632582095951,0.0809389016983,0.970430107527,0.0811910330294,0.109265502157,0.980510752688,0.0967450829653,0.1444844392,0.0250885959804,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_FULL,6,371,0.0137471401924,0.0290205354272,0.013829520281,0.933962264151,0.0879617156051,0.119036562311,0.958221024259,0.112897639733,0.163314250715,0.969002695418,0.13452583512,0.220716532354,0.0388333008541,historical_native_scale_not_main_ranking
development,c18_information,C8_STATIC_FULL,7,370,0.0202373564865,0.0418920685768,0.0197927533334,0.916216216216,0.119202674449,0.168132502248,0.949324324324,0.152994976309,0.233043176543,0.961486486486,0.182304758593,0.320185617605,0.0556644081743,historical_native_scale_not_main_ranking
development,c18_information,DRIFT1,1,376,0.00244547963388,0.00321566365081,0.00420134685932,1,0.0428220993976,0.0428220993976,1,0.0549615695549,0.0549615695549,1,0.0654907495088,0.0654907495088,0.0032754302856,historical_native_scale_not_main_ranking
development,c18_information,DRIFT1,2,375,0.00733180583856,0.00963944834022,0.0111881458725,0.960666666667,0.106823629354,0.10965161913,0.973333333333,0.137106643939,0.140164389672,0.984666666667,0.163372642865,0.166553726994,0.0098192552552,historical_native_scale_not_main_ranking
development,c18_information,DRIFT1,3,374,0.0146478441978,0.0192549712001,0.0224925403697,0.951203208556,0.214373870964,0.220628883568,0.969251336898,0.275145884613,0.282031153804,0.979278074866,0.327856543282,0.335173573779,0.0196152287871,historical_native_scale_not_main_ranking
development,c18_information,DRIFT1,4,373,0.0243833981178,0.0320385218401,0.0377303263981,0.950402144772,0.359899401027,0.370767218668,0.968498659517,0.461925880342,0.474277625904,0.977211796247,0.550418635532,0.564179923985,0.0326394047151,historical_native_scale_not_main_ranking
development,c18_information,DRIFT1,5,372,0.0365066949288,0.0479595194903,0.0569405167161,0.950940860215,0.543816939717,0.56056977067,0.967741935484,0.697981485678,0.717379324153,0.976478494624,0.831696238126,0.853900327769,0.0488606087007,historical_native_scale_not_main_ranking
development,c18_information,DRIFT1,6,371,0.0509911440254,0.0669805715602,0.080175215276,0.951482479784,0.766366106763,0.790670714625,0.966981132075,0.983620249214,1.01272588844,0.975741239892,1.17205581782,1.20695584633,0.0682405171145,historical_native_scale_not_main_ranking
development,c18_information,DRIFT1,7,370,0.0678147081251,0.0890575090641,0.107445374995,0.949324324324,1.02781157759,1.06122895415,0.966216216216,1.31918187818,1.35991472604,0.975675675676,1.57190216073,1.62192189644,0.0907337126636,historical_native_scale_not_main_ranking
development,c18_information,DRIFT14,1,376,0.0178719318958,0.0233872433271,0.0266089885078,0.947473404255,0.252192052235,0.259153628049,0.970744680851,0.323684994783,0.330233056962,0.981382978723,0.385694460417,0.391409891331,0.0237772904398,historical_native_scale_not_main_ranking
development,c18_information,DRIFT14,2,375,0.0380115210778,0.0497470928867,0.0570447024929,0.949333333333,0.541291365587,0.556649647303,0.97,0.694739946375,0.710165854978,0.980666666667,0.827833705811,0.842693440294,0.0505751132277,historical_native_scale_not_main_ranking
development,c18_information,DRIFT14,3,374,0.060356663775,0.0790193081498,0.0913296616394,0.94986631016,0.867692115478,0.893103128707,0.969251336898,1.11367077345,1.14041529049,0.979946524064,1.32702057547,1.35443064332,0.0803312953839,historical_native_scale_not_main_ranking
development,c18_information,DRIFT14,4,373,0.084858195436,0.111138231743,0.129508425385,0.949061662198,1.23286361455,1.26909486059,0.967158176944,1.58236331838,1.6212452599,0.979222520107,1.88550218917,1.92578237744,0.112978011998,historical_native_scale_not_main_ranking
development,c18_information,DRIFT14,5,372,0.111471211498,0.146033660691,0.171464118892,0.949596774194,1.63322828358,1.68323801694,0.967069892473,2.09622580793,2.15215714706,0.978494623656,2.49780711164,2.55986056373,0.148442665148,historical_native_scale_not_main_ranking
development,c18_information,DRIFT14,6,371,0.140092666342,0.183631455814,0.21731287232,0.948787061995,2.07164259749,2.13740369254,0.966307277628,2.65892448798,2.73529891872,0.977762803235,3.16830394429,3.2571613767,0.186648502705,historical_native_scale_not_main_ranking
development,c18_information,DRIFT14,7,370,0.170693186056,0.223854156626,0.266976962017,0.947297297297,2.5489832423,2.63024938885,0.964864864865,3.27158457284,3.3664452981,0.977027027027,3.89833346267,4.00916243914,0.227515241182,historical_native_scale_not_main_ranking
development,c18_information,DRIFT3,1,376,0.00489381890332,0.00642996510468,0.00752882978135,0.977393617021,0.0732668661587,0.0740976131665,0.991356382979,0.0940370046565,0.0945953265071,0.995345744681,0.11205200227,0.112330298233,0.00654819209496,historical_native_scale_not_main_ranking
development,c18_information,DRIFT3,2,375,0.0122224404857,0.0160567234827,0.0185738507681,0.950666666667,0.176750908492,0.181750730849,0.97,0.226857335059,0.232081099502,0.98,0.270317187536,0.275495706235,0.0163527373359,historical_native_scale_not_main_ranking
development,c18_information,DRIFT3,3,374,0.0219745111525,0.0288561340249,0.0336435248453,0.951203208556,0.320393581262,0.329797165482,0.969919786096,0.411220709614,0.421455632129,0.980614973262,0.489999698049,0.500725749573,0.0293892314256,historical_native_scale_not_main_ranking
development,c18_information,DRIFT3,4,373,0.0341189655559,0.0447968225926,0.0526715961327,0.951072386059,0.502412587711,0.517415855997,0.968498659517,0.6448395752,0.661645844307,0.977882037534,0.768373746144,0.786628822737,0.0456256901524,historical_native_scale_not_main_ranking
development,c18_information,DRIFT3,5,372,0.0486280432568,0.0638406204539,0.0756731744201,0.950940860215,0.722295111271,0.744680800147,0.967741935484,0.927055738876,0.953049225575,0.977150537634,1.10465504656,1.13460526245,0.0650230028098,historical_native_scale_not_main_ranking
development,c18_information,DRIFT3,6,371,0.0654784192882,0.0859426165272,0.102680983649,0.949460916442,0.981489659394,1.01211397956,0.966981132075,1.25972833983,1.29551171507,0.97641509434,1.50105890027,1.54249409555,0.0875350046745,historical_native_scale_not_main_ranking
development,c18_information,DRIFT3,7,370,0.08460540563,0.111051181207,0.133714881297,0.949324324324,1.27875334561,1.32010761972,0.966891891892,1.64126215055,1.6908921826,0.975675675676,1.95568447645,2.01549624438,0.113108520938,historical_native_scale_not_main_ranking
