figure,point,model_rmse,bplus_rmse,fitted_days,predicted_days
TRANSFORMER_BRES_REG1,ATU1,7.5760138654794815,8.0682459891575906,1168,293
TRANSFORMER_BRES_REG1,ATU5,6.8741770303150043,9.1150067099766563,1168,293
TRANSFORMER_BRES_REG1,MJ3,15.272657164200396,13.016273948901418,1168,293
TRANSFORMER_BRES_REG1,MJ1,5.9064857982094363,6.2971662230627254,1168,293
