model,horizon,point,n,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
RR_DIRECT,1,MJ3,174,0.218254579556225,0.22399975364016,0.143101117209874,0.419540229885057,0.446242736979616,0.725444212796334,0.798850574712644,0.572746352277826,0.803794244709777,0.844827586206897,0.682469372561622,1.01801606852109
RR_DIRECT,1,MJ1,174,0.0642875747335578,0.0721916448116318,0.0431058322802076,0.390804597701149,0.125658600847543,0.240362272536443,0.609195402298851,0.16128106813548,0.264355470111462,0.752873563218391,0.192178245987489,0.286525719370825
RR_DIRECT,2,ATU1,174,0.562841203931887,0.613390384754851,0.380238052882585,0.477011494252874,1.16084311662896,2.20298670296742,0.632183908045977,1.4899260100372,2.56229507436527,0.770114942528736,1.77535634262764,2.85747233684223
RR_DIRECT,2,ATU5,174,0.657489416113635,0.693665357986645,0.437628528899696,0.551724137931034,1.34427090898791,2.38073458945414,0.71264367816092,1.72535303276265,2.77879780563156,0.85632183908046,2.05588494284392,3.37069008670223
RR_DIRECT,2,MJ3,174,0.438474660423724,0.449785180372466,0.288417038281928,0.413793103448276,0.88918074556495,1.47697581737222,0.78735632183908,1.14125113158158,1.63959420235686,0.844827586206897,1.35988459919142,2.1010356155306
RR_DIRECT,2,MJ1,174,0.128917811338935,0.14463469759298,0.0861230247797255,0.442528735632184,0.253379879540217,0.474656056844168,0.620689655172414,0.325209554623842,0.517231608159814,0.764367816091954,0.387511085513661,0.539529263290433
RR_DIRECT,3,ATU1,174,0.874959910991023,0.951350213057008,0.592130676311707,0.46551724137931,1.78074042343641,3.43415909409406,0.632183908045977,2.2855555897228,4.01062688409402,0.764367816091954,2.723407461382,4.48652021279452
RR_DIRECT,3,ATU5,174,1.00846476963182,1.06387570207331,0.672745130139472,0.540229885057471,2.04229511776543,3.67734814392479,0.706896551724138,2.62125740553733,4.30880737926218,0.833333333333333,3.12342084722998,5.23196750842383
RR_DIRECT,3,MJ3,174,0.660390742913453,0.676973932394493,0.435699047167245,0.396551724137931,1.32859747767255,2.25190147366372,0.775862068965517,1.705236401455,2.50624029895881,0.833333333333333,2.03191449817501,3.2461376367327
RR_DIRECT,3,MJ1,174,0.193902287722232,0.217555530411868,0.129075281544806,0.459770114942529,0.384207195458219,0.702661358247131,0.632183908045977,0.493124596731888,0.755552840758145,0.867816091954023,0.587594199051401,0.77433432545308
RR_DIRECT,4,ATU1,174,1.21035506562472,1.31305071856806,0.820196764922974,0.459770114942529,2.43157666241045,4.75498560698653,0.609195402298851,3.12089485894135,5.55962073357979,0.770114942528736,3.71877559366669,6.21882905927912
RR_DIRECT,4,ATU5,174,1.37496956514601,1.45053851317531,0.918838883305594,0.528735632183908,2.75900226523903,5.03963064398056,0.701149425287356,3.5411410705251,5.90389301192128,0.833333333333333,4.21952984063888,7.16529462525727
RR_DIRECT,4,MJ3,174,0.883999420801488,0.905510836011562,0.584900414758543,0.390804597701149,1.76464668980057,3.04895612263245,0.770114942528736,2.26489950622698,3.40366184201553,0.833333333333333,2.69879421978403,4.45105194853637
RR_DIRECT,4,MJ1,174,0.259234558889787,0.291061869651378,0.17209038245327,0.482758620689655,0.518375441461104,0.925495165053564,0.706896551724138,0.665327676180968,0.992122870313782,0.913793103448276,0.792786824228999,1.05842986703371
RR_DIRECT,5,ATU1,174,1.5710126886124,1.70059705675101,1.0656708380069,0.454022988505747,3.11648860370059,6.16458378715087,0.614942528735632,3.99996981859364,7.20803907754533,0.770114942528736,4.76625801544471,8.04959762121952
RR_DIRECT,5,ATU5,174,1.75703995385791,1.85393015189759,1.17570703101248,0.517241379310345,3.49461779824357,6.46055021287903,0.695402298850575,4.48529338560594,7.54428280109377,0.82183908045977,5.34455671425084,9.12415312770628
RR_DIRECT,5,MJ3,174,1.10929265944025,1.13534233055164,0.735979934506378,0.373563218390805,2.19744220285585,3.86764957142471,0.752873563218391,2.82038653344996,4.33279900425243,0.827586206896552,3.36069783807379,5.71445590706285
RR_DIRECT,5,MJ1,174,0.324979732422457,0.365282223877498,0.215357099434674,0.540229885057471,0.655761719158838,1.14756697165364,0.729885057471264,0.841661054595147,1.24268479742239,0.913793103448276,1.00290100417863,1.35863788652544
RR_DIRECT,6,ATU1,174,1.95885865880451,2.11605535088582,1.32978260101417,0.442528735632184,3.83844203508622,7.66618685995982,0.609195402298851,4.92658701608431,8.94896556384066,0.747126436781609,5.87039050770977,9.96433702384985
RR_DIRECT,6,ATU5,174,2.1555425961639,2.2751881329387,1.4436912895867,0.505747126436782,4.25133816362039,7.9406466211314,0.689655172413793,5.45653345978051,9.20951297088576,0.810344827586207,6.50186064362982,11.0707786838463
RR_DIRECT,6,MJ3,174,1.33624653326389,1.36640577501504,0.888894481436668,0.362068965517241,2.62705660918507,4.70832704934987,0.747126436781609,3.37179065439211,5.29398806185408,0.827586206896552,4.01773637345806,7.03586969562734
RR_DIRECT,6,MJ1,174,0.391087326053868,0.440364012527822,0.259072018180693,0.540229885057471,0.796026175710544,1.38011681666906,0.764367816091954,1.02168853557553,1.49700715114475,0.902298850574713,1.21741697883284,1.66199569976299
RR_DIRECT,7,ATU1,174,2.37577239263108,2.56147170469963,1.61379684511219,0.431034482758621,4.60009336522568,9.27400586787405,0.603448275862069,5.90415591501498,10.7810708806583,0.718390804597701,7.03523569692071,11.9692295669589
RR_DIRECT,7,ATU5,174,2.5724187045814,2.71651092710918,1.72386085113504,0.488505747126437,5.03354029538683,9.48676091250414,0.689655172413793,6.46047902704175,10.8926426712586,0.810344827586207,7.69813557170202,12.9718806102255
RR_DIRECT,7,MJ3,174,1.56481096646068,1.59861934982702,1.04359168157134,0.35632183908046,3.05351393440439,5.57004040744274,0.741379310344828,3.91914270559807,6.28745701214224,0.82183908045977,4.66994656994588,8.41692806356007
RR_DIRECT,7,MJ1,174,0.457548453155413,0.516472167544372,0.303417950368572,0.545977011494253,0.938684832184233,1.61319610680875,0.810344827586207,1.20478893888788,1.76058806440675,0.896551724137931,1.4355945662891,1.96577681036841
RR_BRES,1,ATU1,174,0.226568123083546,0.295425318871804,0.165867956038755,0.683908045977011,0.631537281106404,1.15874437234249,0.758620689655172,0.810569324958452,1.59335809089279,0.810344827586207,0.965852923239102,2.21140401596834
