protocol_id,protocol_version,protocol_status,diagnostic_status,source_split,calibration_input_sha256,station,n_rows,n_valid_quantile_rows,n_valid_observation_rows,n_nonfinite_input,n_quantile_order_invalid,coverage_80,mean_abs_midpoint_error,max_abs_midpoint_error,n_standardized_residuals,max_abs_z
ootang-five-level-rule-v1,1.0-draft,draft,diagnostic_only_no_gate_decision,calibration,79110dd72527875eaa671a04581c29b34ab871fb204a4ac9d204269d3204b198,ATU1,227,227,227,0,0,1.0,0.02979364715111759,0.11046181108804376,227,0.556075129070081
ootang-five-level-rule-v1,1.0-draft,draft,diagnostic_only_no_gate_decision,calibration,79110dd72527875eaa671a04581c29b34ab871fb204a4ac9d204269d3204b198,ATU2,227,227,227,0,0,1.0,0.03677041337181759,0.09116339119498207,227,0.7507813982965176
ootang-five-level-rule-v1,1.0-draft,draft,diagnostic_only_no_gate_decision,calibration,79110dd72527875eaa671a04581c29b34ab871fb204a4ac9d204269d3204b198,ATU3,227,227,227,0,0,1.0,0.05513782830431131,0.12958837289136227,227,1.0652212879123448
ootang-five-level-rule-v1,1.0-draft,draft,diagnostic_only_no_gate_decision,calibration,79110dd72527875eaa671a04581c29b34ab871fb204a4ac9d204269d3204b198,ATU4,227,227,227,0,0,1.0,0.030300364881759828,0.07183642542349844,227,1.0144067245219799
ootang-five-level-rule-v1,1.0-draft,draft,diagnostic_only_no_gate_decision,calibration,79110dd72527875eaa671a04581c29b34ab871fb204a4ac9d204269d3204b198,ATU5,227,227,227,0,0,1.0,0.05579125232412933,0.12882744088949494,227,0.6939546060025372
ootang-five-level-rule-v1,1.0-draft,draft,diagnostic_only_no_gate_decision,calibration,79110dd72527875eaa671a04581c29b34ab871fb204a4ac9d204269d3204b198,MJ1,227,227,227,0,0,0.7048458149779736,0.02669342516375237,0.05670920664192636,227,2.3574958451000514
ootang-five-level-rule-v1,1.0-draft,draft,diagnostic_only_no_gate_decision,calibration,79110dd72527875eaa671a04581c29b34ab871fb204a4ac9d204269d3204b198,MJ3,227,227,227,0,0,0.5682819383259912,0.020180325919402758,0.050727465175896214,227,2.255379989913885
ootang-five-level-rule-v1,1.0-draft,draft,diagnostic_only_no_gate_decision,calibration,79110dd72527875eaa671a04581c29b34ab871fb204a4ac9d204269d3204b198,MJ9,227,227,227,0,0,0.5991189427312775,0.00822052360667354,0.017003055688007862,227,3.527300452001867
