fold,scope,interval_variant,model_input_schema,model_input_channels,station_geometry_sha256,test_start_date,test_end_date,n_dates,n_stations,seed_count,seeds,baseline_rmse,baseline_mae,mean_actual_increment,actual_increment_std,rmse_skill_positive_seeds,mae_skill_positive_seeds,rmse_skill_sign,mae_skill_sign,best_seed_selected,confirmatory_external_validation,model_rmse_mean,model_rmse_std,model_rmse_min,model_rmse_max,model_mae_mean,model_mae_std,model_mae_min,model_mae_max,rmse_skill_vs_baseline_mean,rmse_skill_vs_baseline_std,rmse_skill_vs_baseline_min,rmse_skill_vs_baseline_max,mae_skill_vs_baseline_mean,mae_skill_vs_baseline_std,mae_skill_vs_baseline_min,mae_skill_vs_baseline_max,model_mean_error_mean,model_mean_error_std,model_mean_error_min,model_mean_error_max,mean_predicted_increment_mean,mean_predicted_increment_std,mean_predicted_increment_min,mean_predicted_increment_max,predicted_increment_std_mean,predicted_increment_std_std,predicted_increment_std_min,predicted_increment_std_max,increment_std_ratio_mean,increment_std_ratio_std,increment_std_ratio_min,increment_std_ratio_max,increment_correlation_mean,increment_correlation_std,increment_correlation_min,increment_correlation_max,coverage_mean,coverage_std,coverage_min,coverage_max,mean_width_mean,mean_width_std,mean_width_min,mean_width_max,mean_pinball_mean,mean_pinball_std,mean_pinball_min,mean_pinball_max,interval_score_80_mean,interval_score_80_std,interval_score_80_min,interval_score_80_max
1,ATU1,calibrated,displacement_elevation_exog_v1,7,17dac7c5985891f27905e7056b45626a0d6f4dbf34f336534c17bb76ecd32f09,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.2134247600873727,0.1597519356373974,0.1597519356373974,0.14177263597358836,0,0,all_nonpositive,all_nonpositive,False,False,2.588664075569748,0.39940449954861196,2.0078306373328005,2.997476088539807,2.0640985730133217,0.6559838398571997,1.2462679080537407,2.9054553570971278,-11.129164744099933,1.871406576186859,-13.044650148898786,-8.4076743322135,-11.920648283713962,4.1062653622309915,-17.187293603076508,-6.801269531296956,1.9901971886869076,0.7437739710284846,1.016375808130578,2.9054553570971278,2.149949124324305,0.7437739710284846,1.1761277437679756,3.065207292734525,1.5042487281352948,0.4459823024979263,0.7528947233232994,1.8934260127979987,10.610289621867015,3.1457572854962708,5.310578576415554,13.355370024655082,0.03877283018532884,0.09077021471267699,-0.036412090278105984,0.1960776355069789,0.3958188153310105,0.2639312449718328,0.017421602787456445,0.6585365853658537,3.27887838053748,0.7547641261491012,2.4722876648095813,4.394808796411395,0.8622426641324992,0.24743386135239392,0.5273156822802807,1.1623880694900368,15.546787058908365,4.204439209207277,9.588130928139718,20.34436529921547
1,ATU1,raw,displacement_elevation_exog_v1,7,17dac7c5985891f27905e7056b45626a0d6f4dbf34f336534c17bb76ecd32f09,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.2134247600873727,0.1597519356373974,0.1597519356373974,0.14177263597358836,0,0,all_nonpositive,all_nonpositive,False,False,2.588664075569748,0.39940449954861196,2.0078306373328005,2.997476088539807,2.0640985730133217,0.6559838398571997,1.2462679080537407,2.9054553570971278,-11.129164744099933,1.871406576186859,-13.044650148898786,-8.4076743322135,-11.920648283713962,4.1062653622309915,-17.187293603076508,-6.801269531296956,1.9901971886869076,0.7437739710284846,1.016375808130578,2.9054553570971278,2.149949124324305,0.7437739710284846,1.1761277437679756,3.065207292734525,1.5042487281352948,0.4459823024979263,0.7528947233232994,1.8934260127979987,10.610289621867015,3.1457572854962708,5.310578576415554,13.355370024655082,0.03877283018532884,0.09077021471267699,-0.036412090278105984,0.1960776355069789,0.3797909407665505,0.2789633296341198,0.010452961672473868,0.6585365853658537,3.093284211472541,0.5212376784210291,2.4722876648095813,3.6452768563713804,0.8854918523816202,0.2817793254971541,0.5273156822802807,1.2608346223648799,16.244262706382003,5.215145801868823,9.588130928139718,23.297761885460762
1,ATU2,calibrated,displacement_elevation_exog_v1,7,17dac7c5985891f27905e7056b45626a0d6f4dbf34f336534c17bb76ecd32f09,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.1584239443009627,0.10696860627177686,0.10696860627177686,0.11706242426276037,0,0,all_nonpositive,all_nonpositive,False,False,2.221372469861506,0.41460350102041954,1.621647433811644,2.628338480710194,1.9565568732271195,0.6402502178843062,0.991321935068221,2.5681907336611642,-13.021696528660453,2.617050742233667,-15.590538080008038,-9.236125864477605,-17.290944805395185,5.985403009342875,-23.008826731238518,-8.26741003383323,1.943816055404459,0.6644005275699042,0.927728891084519,2.5681907336611642,2.0507846616762357,0.664400527569904,1.034697497356296,2.6751593399329403,0.9104288150539708,0.3690193130616044,0.3956990762080953,1.326754363163681,7.77729336110797,3.152329326729961,3.3802398908116085,11.333733873353117,0.046162395305483016,0.04253230037276997,-0.004070087372530896,0.10754051816078984,0.2857142857142857,0.23884756922109918,0.07317073170731707,0.6655052264808362,3.504651018710333,1.7927934964902643,1.686685392792985,5.9485822038308225,0.7168169515453088,0.16295650027560896,0.42788038496220043,0.8202294629890065,11.72172418022367,2.818498162747574,7.879801873524909,14.873885289748946
1,ATU2,raw,displacement_elevation_exog_v1,7,17dac7c5985891f27905e7056b45626a0d6f4dbf34f336534c17bb76ecd32f09,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.1584239443009627,0.10696860627177686,0.10696860627177686,0.11706242426276037,0,0,all_nonpositive,all_nonpositive,False,False,2.221372469861506,0.41460350102041954,1.621647433811644,2.628338480710194,1.9565568732271195,0.6402502178843062,0.991321935068221,2.5681907336611642,-13.021696528660453,2.617050742233667,-15.590538080008038,-9.236125864477605,-17.290944805395185,5.985403009342875,-23.008826731238518,-8.26741003383323,1.943816055404459,0.6644005275699042,0.927728891084519,2.5681907336611642,2.0507846616762357,0.664400527569904,1.034697497356296,2.6751593399329403,0.9104288150539708,0.3690193130616044,0.3956990762080953,1.326754363163681,7.77729336110797,3.152329326729961,3.3802398908116085,11.333733873353117,0.046162395305483016,0.04253230037276997,-0.004070087372530896,0.10754051816078984,0.21742160278745642,0.2825803305527249,0.006968641114982578,0.6655052264808362,2.387694994283688,0.4489244185350834,1.686685392792985,2.7916725663732205,0.8594825561444956,0.3020119441540749,0.42788038496220043,1.1706609470578833,16.00169231819928,5.89132720522566,7.879801873524909,22.27887474343068
1,ATU3,calibrated,displacement_elevation_exog_v1,7,17dac7c5985891f27905e7056b45626a0d6f4dbf34f336534c17bb76ecd32f09,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.3191695530913898,0.23802623693379796,0.23802623693379796,0.21300422663602417,0,0,all_nonpositive,all_nonpositive,False,False,2.993830808364554,0.7224818746903895,1.8539501309650057,3.665978223565953,2.7570253314743223,0.9307464632555689,1.2520071356205844,3.5480753933057767,-8.38006391702191,2.2636303108884475,-10.485989775836327,-4.808668505526756,-10.582863162438397,3.9102683605187467,-13.906236551950363,-4.259954330029609,2.7511992602122803,0.9425388864889274,1.2228767793103732,3.5480753933057767,2.9892254971460783,0.9425388864889276,1.4609030162441712,3.7861016302395747,1.015788185343763,0.34464955651077883,0.5335148150839684,1.404063657457316,4.768863986344806,1.6180409278906311,2.5047146881062785,6.591717355245452,0.16342438946242338,0.047748658893951926,0.11414145536573038,0.2268984845659556,0.3031358885017422,0.2585685151728488,0.013937282229965157,0.7038327526132404,5.569306192791918,2.4837709326661006,2.3252216043416287,8.339434074537573,0.9174436408391987,0.24738132520432182,0.4801100625119279,1.0611428897551696,13.73818256780435,3.62677494427359,8.143266197254915,17.87940815266382
1,ATU3,raw,displacement_elevation_exog_v1,7,17dac7c5985891f27905e7056b45626a0d6f4dbf34f336534c17bb76ecd32f09,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.3191695530913898,0.23802623693379796,0.23802623693379796,0.21300422663602417,0,0,all_nonpositive,all_nonpositive,False,False,2.993830808364554,0.7224818746903895,1.8539501309650057,3.665978223565953,2.7570253314743223,0.9307464632555689,1.2520071356205844,3.5480753933057767,-8.38006391702191,2.2636303108884475,-10.485989775836327,-4.808668505526756,-10.582863162438397,3.9102683605187467,-13.906236551950363,-4.259954330029609,2.7511992602122803,0.9425388864889274,1.2228767793103732,3.5480753933057767,2.9892254971460783,0.9425388864889276,1.4609030162441712,3.7861016302395747,1.015788185343763,0.34464955651077883,0.5335148150839684,1.404063657457316,4.768863986344806,1.6180409278906311,2.5047146881062785,6.591717355245452,0.16342438946242338,0.047748658893951926,0.11414145536573038,0.2268984845659556,0.15331010452961674,0.3081605276537243,0.0,0.7038327526132404,3.3724588103963002,0.6428775797931442,2.3252216043416287,3.9603464352745608,1.1920660450292966,0.4622911422488669,0.4801100625119279,1.6048373191461032,21.97685469350729,9.252762181671448,8.143266197254915,30.404742607854214
1,ATU4,calibrated,displacement_elevation_exog_v1,7,17dac7c5985891f27905e7056b45626a0d6f4dbf34f336534c17bb76ecd32f09,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.1401208085467853,0.09670212543553999,0.09670212543553999,0.1015799825794991,0,0,all_nonpositive,all_nonpositive,False,False,1.7371285663451819,0.45232313922722295,1.0140676264388717,2.1578648949633426,1.6238937891280287,0.548943411807689,0.7265900868529815,2.097846659176502,-11.397363277882938,3.2280939848858745,-14.40003171079938,-6.237095167776469,-15.792741439902363,5.676642672901802,-20.69390434520378,-6.51369304015261,1.6217194847889729,0.5533895876298439,0.7157185651577033,2.097846659176502,1.7184216102245131,0.553389587629844,0.8124206905932433,2.194548784612042,0.5410434637171966,0.17122498005693573,0.31056619779682515,0.726768265645267,5.326280335732112,1.685617340236603,3.0573562813300157,7.1546405816370315,0.17369543022706546,0.045859312886173655,0.12008226794983314,0.23328755770676549,0.3142857142857142,0.245878012020007,0.03484320557491289,0.6445993031358885,3.4391395936110287,1.423655823727066,1.3981785992403857,4.804018571711939,0.515767211335928,0.1461937536640945,0.26234621503927835,0.606467862324645,7.353547394437695,1.9835014165794975,4.237436016913443,9.769763286836001
1,ATU4,raw,displacement_elevation_exog_v1,7,17dac7c5985891f27905e7056b45626a0d6f4dbf34f336534c17bb76ecd32f09,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.1401208085467853,0.09670212543553999,0.09670212543553999,0.1015799825794991,0,0,all_nonpositive,all_nonpositive,False,False,1.7371285663451819,0.45232313922722295,1.0140676264388717,2.1578648949633426,1.6238937891280287,0.548943411807689,0.7265900868529815,2.097846659176502,-11.397363277882938,3.2280939848858745,-14.40003171079938,-6.237095167776469,-15.792741439902363,5.676642672901802,-20.69390434520378,-6.51369304015261,1.6217194847889729,0.5533895876298439,0.7157185651577033,2.097846659176502,1.7184216102245131,0.553389587629844,0.8124206905932433,2.194548784612042,0.5410434637171966,0.17122498005693573,0.31056619779682515,0.726768265645267,5.326280335732112,1.685617340236603,3.0573562813300157,7.1546405816370315,0.17369543022706546,0.045859312886173655,0.12008226794983314,0.23328755770676549,0.13519163763066205,0.2771009843091595,0.0,0.6306620209059234,1.9325321482375704,0.37670283280061556,1.3126479109453058,2.2818537812738815,0.7009771909871982,0.2785740298280757,0.2646613177688331,0.9529780800858599,12.909846783975803,5.630860137584024,4.306889098800085,18.100109106693292
1,ATU5,calibrated,displacement_elevation_exog_v1,7,17dac7c5985891f27905e7056b45626a0d6f4dbf34f336534c17bb76ecd32f09,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.387436908234515,0.2876198040183912,0.2876198040183912,0.26003424451083024,0,0,all_nonpositive,all_nonpositive,False,False,2.515323121426409,0.5939776332794066,1.5583769294113647,3.066716762457813,2.2951557747549365,0.8088013219174573,0.9715401562441269,2.9847100184682467,-5.492213488096203,1.5330951198894884,-6.915396538838612,-3.0222727785863954,-6.979825250865472,2.812050180889979,-9.377275753506167,-2.377862520836722,2.279858741952657,0.8402071490014359,0.8950549922327279,2.9847100184682467,2.5674785459710483,0.8402071490014359,1.182674796251119,3.272329822486638,0.8958550170761352,0.3447640292074608,0.4164173068353262,1.299852138305184,3.445142460991608,1.3258408709053768,1.6013941072210691,4.998772914507597,0.2612664009799775,0.05567255990305401,0.1836178744362193,0.32407238457978477,0.2857142857142857,0.265037494853472,0.003484320557491289,0.7142857142857143,4.519498297086695,2.190202317180305,1.9997225268776406,7.0498035603465725,0.7948281889123161,0.22442981801706616,0.3969617963703361,0.918318534393257,12.369066793594802,3.8102621893948796,7.051153109889449,16.055250661423166
1,ATU5,raw,displacement_elevation_exog_v1,7,17dac7c5985891f27905e7056b45626a0d6f4dbf34f336534c17bb76ecd32f09,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.387436908234515,0.2876198040183912,0.2876198040183912,0.26003424451083024,0,0,all_nonpositive,all_nonpositive,False,False,2.515323121426409,0.5939776332794066,1.5583769294113647,3.066716762457813,2.2951557747549365,0.8088013219174573,0.9715401562441269,2.9847100184682467,-5.492213488096203,1.5330951198894884,-6.915396538838612,-3.0222727785863954,-6.979825250865472,2.812050180889979,-9.377275753506167,-2.377862520836722,2.279858741952657,0.8402071490014359,0.8950549922327279,2.9847100184682467,2.5674785459710483,0.8402071490014359,1.182674796251119,3.272329822486638,0.8958550170761352,0.3447640292074608,0.4164173068353262,1.299852138305184,3.445142460991608,1.3258408709053768,1.6013941072210691,4.998772914507597,0.2612664009799775,0.05567255990305401,0.1836178744362193,0.32407238457978477,0.156794425087108,0.31274567247138196,0.0,0.7142857142857143,2.843653360265399,0.5185050296111169,1.9997225268776406,3.3003459698468003,1.006133249499113,0.38909186664934114,0.3969617963703361,1.3562384029898018,18.70821861119871,7.666149743469869,7.051153109889449,25.763601997352826
1,MJ1,calibrated,displacement_elevation_exog_v1,7,17dac7c5985891f27905e7056b45626a0d6f4dbf34f336534c17bb76ecd32f09,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.34170452501504067,0.26700872006361237,0.26700872006361237,0.21360549146961538,1,1,mixed,mixed,False,False,0.4220031398051053,0.1277305856096884,0.20034503306138687,0.5212576199635602,0.3663712344912239,0.12740740909909673,0.14866652674149736,0.4685076032189277,-0.23499429744610528,0.3738041970736738,-0.5254630296178144,0.4136892595947672,-0.37213209517628976,0.4771657235342092,-0.7546528184821457,0.44321471333940354,0.3391248844029563,0.18598569873885898,0.013475050484357258,0.4685076032189277,0.6061336044665686,0.18598569873885898,0.28048377054796964,0.73551632328254,0.13007330889241206,0.032408884127000485,0.09542964476801383,0.17933686473624386,0.6089417832729948,0.15172308494517583,0.4467565141301077,0.839570478747518,0.2475721556690663,0.17625874815783937,0.05263846740064502,0.49197822627161636,0.6682926829268293,0.11690401750410083,0.5435540069686411,0.7909407665505227,1.2130738702710828,0.4947872659316671,0.4186193650945816,1.6416501019471388,0.11368589151051975,0.03668054059561156,0.049470253763747286,0.13699895503416407,1.5787205728594738,0.48064935280500765,0.7407749792049318,1.9693842905026628
