name,fit_days,strategy,origin,teacher,horizon,lead,station,history_gradient_norm,gate_gradient_norm
h612_OOF_o252,612,OOF,252,252,180,0,ATU1,0.04500793806218702,5.294130223391598
h612_OOF_o252,612,OOF,252,252,180,0,ATU5,0.06983232747879921,7.494375289694504
h612_OOF_o252,612,OOF,252,252,180,0,MJ3,0.07636153914552203,8.572224525784572
h612_OOF_o252,612,OOF,252,252,180,0,MJ1,0.035356888242564465,6.552122030649913
h612_OOF_o252,612,OOF,252,252,180,29,ATU1,1.1093723509143844e-07,5.318370113328084
h612_OOF_o252,612,OOF,252,252,180,29,ATU5,2.3344405842256397e-07,7.9544757649814
h612_OOF_o252,612,OOF,252,252,180,29,MJ3,2.9329899474361776e-07,8.982274645519775
h612_OOF_o252,612,OOF,252,252,180,29,MJ1,1.9539456126153903e-07,6.795749665931136
h612_OOF_o252,612,OOF,252,252,180,179,ATU1,2.2401652152685638e-29,7.7974167721609104
h612_OOF_o252,612,OOF,252,252,180,179,ATU5,1.1472546609001465e-28,10.084945523958334
h612_OOF_o252,612,OOF,252,252,180,179,MJ3,1.5947768106257023e-29,11.454341489566723
h612_OOF_o252,612,OOF,252,252,180,179,MJ1,7.484554939673729e-31,10.125945779834987
