model,point,n,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,phase
TCN_DIRECT_COND,ATU5,376,110.07676660229926,131.93308107226073,84.549668588521783,0.34042553191489361,181.67828459232396,612.03211695708001,0.39627659574468083,233.1815538167713,760.92529452540373,0.59042553191489355,277.85295898152526,895.17222373719835,development
TCN_DIRECT_COND,MJ3,376,72.572833784411173,80.003154491475385,46.842338129254166,0.8936170212765957,227.29841496685643,244.36858200443345,1,291.73435725130275,291.73435725130275,1,347.62292759461707,347.62292759461707,development
TCN_DIRECT_COND,MJ1,376,27.060436713171946,31.90585170305431,19.562810049042906,0.44414893617021273,47.878197909940106,125.02269641740378,0.70478723404255306,61.451001739909749,155.10088564816004,0.81382978723404253,73.223384896171424,207.38462564502623,development
TCN_BRES_COND,ATU1,376,45.159007670076917,49.186254843972925,39.643855153774595,0.0531914893617021,26.592901340009583,350.42541761627524,0.1063829787234042,34.131619356018135,612.12333163869937,0.13563829787234041,40.670332955893699,1081.4520492676384,development
TCN_BRES_COND,ATU5,376,55.729772168394,60.960914513731979,48.245612650779449,0.079787234042553098,36.596595915031685,418.96718816801769,0.14893617021276589,46.971222339646374,720.49302734443449,0.18351063829787231,55.969663553683709,1253.0633637498008,development
TCN_BRES_COND,MJ3,376,37.039579641945664,43.647554828336595,28.164876974589525,1,214.34211211398457,214.34211211398457,1,275.10512257015898,275.10512257015898,1,327.80797231138467,327.80797231138467,development
TCN_BRES_COND,MJ1,376,36.038317520187498,44.598191396677542,27.328138844739737,0.56914893617021267,55.996305046260211,196.22475309327049,0.68882978723404253,71.870479446592796,290.93158005441592,0.70744680851063835,85.638958360094861,440.16665613670114,development
TRANSFORMER_DIRECT_COND,ATU1,376,17.646158055963333,21.882505859649768,16.370626822577183,1,143.11252347094594,143.11252347094594,1,183.6829352967388,183.6829352967388,1,218.87171712868184,218.87171712868184,development
TRANSFORMER_DIRECT_COND,ATU5,376,54.537611536332427,58.577379012578746,36.720907394506419,1,261.58701240997334,261.58701240997334,1,335.74329562236397,335.74329562236397,1,400.06281208755365,400.06281208755365,development
TRANSFORMER_DIRECT_COND,MJ3,376,11.406617943733355,14.891702891547018,8.5525864176355526,0.84042553191489355,47.745375451465861,53.71504238326046,0.98138297872340441,61.280525960053637,61.791404616503371,1,73.020250475406556,73.020250475406556,development
TRANSFORMER_DIRECT_COND,MJ1,376,49.366807297481209,52.07557883170297,31.120499641079963,1,189.46058230516039,189.46058230516039,1,243.17002479455471,243.17002479455471,1,289.75495625125325,289.75495625125325,development
TRANSFORMER_BRES_COND,ATU1,376,43.629134155800898,49.667692611174459,39.91568857367939,0.085106382978723402,18.034696701390427,368.49108929941247,0.098404255319148898,23.147282620380334,677.64927860266937,0.1728723404255319,27.581688444824682,1258.8668355195373,development
TRANSFORMER_BRES_COND,ATU5,376,47.44688126682189,55.108665433207285,45.849885526471923,0.1037234042553191,7.7167875500110767,445.19825965248231,0.13829787234042551,9.9043895940744715,865.69341191132901,0.18351063829787231,11.801808121502743,1691.4269428148086,development
TRANSFORMER_BRES_COND,MJ3,376,32.063809179020957,43.35515017871947,28.124153559513431,1,218.28333905400629,218.28333905400629,1,280.16363258351021,280.16363258351021,1,333.83555876597939,333.83555876597939,development
TRANSFORMER_BRES_COND,MJ1,376,36.209234378645192,44.614959314268674,26.758833270534016,0.68351063829787218,64.583353808052109,186.7032192702807,0.7021276595744681,82.891837213527666,270.88069259194873,0.72872340425531912,98.771716150803982,383.95464982285949,development
CNN_MAMBA_DIRECT_COND,ATU1,376,36.874066444294641,44.263136010070895,25.673576106680859,0.9042553191489362,151.69304722799598,164.45040120302514,0.97340425531914876,194.69591831075368,200.52435309785375,1,231.99449578578697,231.99449578578697,development
CNN_MAMBA_DIRECT_COND,ATU5,376,69.129337245312328,75.79121487926848,44.578332608588347,0.96010638297872342,258.90165922188334,266.01168211101009,1,332.29668211899059,332.29668211899059,1,395.95591879045151,395.95591879045151,development
CNN_MAMBA_DIRECT_COND,MJ3,376,14.740563634019308,16.713002575408684,10.65058982853504,0.44946808510638292,24.567808075965331,68.093210345886618,0.66223404255319152,31.532440290708564,84.990743410865363,0.71808510638297873,37.573220073686109,108.1461280236159,development
CNN_MAMBA_DIRECT_COND,MJ1,376,51.771641570102915,53.44818353051442,31.631120091452352,1,164.41180798369919,164.41180798369919,1,211.02027101087808,211.02027101087808,1,251.44616178142451,251.44616178142451,development
CNN_MAMBA_BRES_COND,ATU1,376,47.184730033012301,53.349238901413081,42.49907739962228,0.11170212765957439,23.849861005303421,385.48137614288584,0.1648936170212765,30.610965201537574,694.83645330587842,0.18085106382978719,36.475214781401753,1267.8846691533984,development
CNN_MAMBA_BRES_COND,ATU5,376,54.185631050186863,61.293835789324078,46.674305112514446,0.22606382978723399,41.453717662740701,404.11124304626566,0.25,53.205270612116017,689.32841397531513,0.26063829787234039,63.397990239851879,1183.6208215845163,development
CNN_MAMBA_BRES_COND,MJ3,376,32.615791740496071,41.630198996185491,27.559414213648413,1,218.20849370968608,218.20849370968608,1,280.06756962406735,280.06756962406735,1,333.72109268968461,333.72109268968461,development
CNN_MAMBA_BRES_COND,MJ1,376,36.141111771202304,44.143241089625199,26.758088702075938,0.56648936170212771,62.092017743392901,183.60171508131316,0.71276595744680837,79.694241992169466,259.12691953346842,0.74734042553191493,94.961546438247325,371.96075786461898,development
BPLUS_CONTINUOUS,ATU1,293,5.4317941274103108,8.0682459891575906,14.246442103166371,1,151.49741639183378,151.49741639183378,1,194.44482885087064,194.44482885087064,1,231.69530424059127,231.69530424059127,final_exploratory
BPLUS_CONTINUOUS,ATU5,293,8.1080330697934144,9.1150067099766563,15.60442473690447,1,165.53001893032206,165.53001893032206,1,212.45547922309515,212.45547922309515,1,253.15631784648124,253.15631784648124,final_exploratory
BPLUS_CONTINUOUS,MJ3,293,8.7790588990733696,13.016273948901418,18.050633046245405,1,187.9635881634531,187.9635881634531,1,241.2486536147176,241.2486536147176,1,287.46550127987484,287.46550127987484,final_exploratory
BPLUS_CONTINUOUS,MJ1,293,5.287870905170764,6.2971662230627254,16.71624419472241,1,180.88361724178881,180.88361724178881,1,232.16160931442732,232.16160931442732,1,276.637620146465,276.637620146465,final_exploratory
DRIFT1,ATU1,293,12.87236415119731,19.244197895113508,10.144178050900338,0.68600682593856654,38.289396635217145,73.501630441727301,0.88737201365187712,49.143908542186985,93.633659699003843,0.9078498293515358,58.558578844936065,128.30017385213512,final_exploratory
DRIFT1,ATU5,293,4.2142148646442621,6.9817034172927084,3.433033021589559,0.55631399317406127,8.0863111134146948,26.169530294153962,0.63822525597269608,10.378667953096285,37.273960641231405,0.91808873720136519,12.3669456432242,55.705765614106674,final_exploratory
DRIFT1,MJ3,293,10.867921588627034,12.334873689346734,7.77691981055768,0.42320819112627978,20.366558779386196,48.688272029376179,0.60409556313993173,26.140195195780052,54.510132840803962,0.75085324232081896,31.147963741631884,55.873541209348325,final_exploratory
DRIFT1,MJ1,293,8.4848805118825315,13.350163123557047,7.7562159993660371,0.56655290102389066,7.1632864251098445,70.743288085653916,0.59385665529010234,9.1939785912766183,127.83660009807922,0.60750853242320824,10.955301200224312,234.1689910531187,final_exploratory
RR_COND,ATU1,293,11.605648621437904,12.20026770917112,18.400352540932001,1,193.19364026125001,193.19364026125001,1,247.96135280958055,247.96135280958055,1,295.46417571838197,295.46417571838197,final_exploratory
RR_COND,ATU5,293,13.912059377385877,14.345710269854919,20.256275686255591,1,211.27488414299819,211.27488414299819,1,271.16837808916739,271.16837808916739,1,323.11705193242028,323.11705193242028,final_exploratory
RR_COND,MJ3,293,14.611218165582468,17.030816367209294,19.689335538131377,1,199.82918474785765,199.82918474785765,1,256.47798195587353,256.47798195587353,1,305.61236527331266,305.61236527331266,final_exploratory
RR_COND,MJ1,293,5.1440200290703739,5.7760603298007736,15.9448342717495,1,172.7146032970762,172.7146032970762,1,221.6767934265331,221.6767934265331,1,264.14419143761819,264.14419143761819,final_exploratory
TCN_DIRECT_COND,ATU1,293,66.111689504645895,70.451803617995949,53.316596345363656,1,467.67456182441794,467.67456182441794,1,600.25380166652576,600.25380166652576,1,715.24652016002699,715.24652016002699,final_exploratory
TCN_DIRECT_COND,ATU5,293,62.94767624188222,68.467254558289369,55.416320757226266,1,505.21997201291833,505.21997201291833,1,648.44281394219797,648.44281394219797,1,772.66726992359395,772.66726992359395,final_exploratory
TCN_DIRECT_COND,MJ3,293,18.207695532645602,21.31365510166161,27.87270121701356,1,288.11339065951915,288.11339065951915,1,369.78953351612427,369.78953351612427,1,440.63140675608162,440.63140675608162,final_exploratory
TCN_DIRECT_COND,MJ1,293,10.684922064371939,12.78071355235172,13.138468621959255,1,130.21071287713613,130.21071287713613,1,167.12364067292012,167.12364067292012,1,199.14010056397601,199.14010056397601,final_exploratory
TCN_BRES_COND,ATU1,293,10.293784116591546,11.979383083846123,17.341583903356629,1,181.38354816322493,181.38354816322493,1,232.8032637054466,232.8032637054466,1,277.40219851156252,277.40219851156252,final_exploratory
TCN_BRES_COND,ATU5,293,15.057564815112896,15.645835078904677,20.630825298433027,1,213.45646622851015,213.45646622851015,1,273.96840838238603,273.96840838238603,1,326.45349381418259,326.45349381418259,final_exploratory
TCN_BRES_COND,MJ3,293,12.311587512767336,15.132215715187783,18.528094940862829,1,189.81780381453152,189.81780381453152,1,243.62851363816571,243.62851363816571,1,290.3012794049169,290.3012794049169,final_exploratory
TCN_BRES_COND,MJ1,293,8.3197033368460787,8.6908037170566104,18.756376110987333,1,201.51716458791384,201.51716458791384,1,258.64448062575531,258.64448062575531,1,308.19390766465102,308.19390766465102,final_exploratory
TRANSFORMER_DIRECT_COND,ATU1,293,12.378578166160674,18.210930183476453,11.378903637974666,0.94880546075085315,86.190587549991434,91.546402185276847,0.97610921501706482,110.62442148430888,113.15076919024268,1,131.81712850746038,131.81712850746038,final_exploratory
TRANSFORMER_DIRECT_COND,ATU5,293,39.840771645468045,42.695039161162498,27.964682662936703,1,214.76112576742756,214.76112576742756,1,275.64292077207153,275.64292077207153,1,328.44879839428205,328.44879839428205,final_exploratory
TRANSFORMER_DIRECT_COND,MJ3,293,34.243629543230348,37.559807047329194,23.282677469394429,0.60068259385665534,65.495016151222003,136.88135397156719,0.69965870307167233,84.061943163248543,163.21210240123443,0.78839590443686003,100.1659833864851,173.67823719286702,final_exploratory
TRANSFORMER_DIRECT_COND,MJ1,293,44.928641501894631,47.201657372104449,28.665109701409033,1,186.75468490885072,186.75468490885072,1,239.69704308539735,239.69704308539735,1,285.61664329903596,285.61664329903596,final_exploratory
TRANSFORMER_BRES_COND,ATU1,293,4.1213251295538962,7.483541191338646,18.24692673656866,1,196.96833483645747,196.96833483645747,1,252.80612084669477,252.80612084669477,1,301.23707289938739,301.23707289938739,final_exploratory
TRANSFORMER_BRES_COND,ATU5,293,5.5383521892462735,6.6469539925140575,19.310059482398309,1,209.42528739868271,209.42528739868271,1,268.79444636836911,268.79444636836911,1,320.2883378156842,320.2883378156842,final_exploratory
TRANSFORMER_BRES_COND,MJ3,293,11.936891338898093,16.488313314109192,20.514613629871519,1,210.66579437950031,210.66579437950031,1,270.38661984114651,270.38661984114651,1,322.18552952481377,322.18552952481377,final_exploratory
TRANSFORMER_BRES_COND,MJ1,293,5.9387738088495015,6.4975194208905505,18.636066772415724,1,202.05399596712363,202.05399596712363,1,259.33349624158762,259.33349624158762,1,309.01492040991275,309.01492040991275,final_exploratory
CNN_MAMBA_DIRECT_COND,ATU1,293,24.694029054421684,29.763502599030009,21.052312851347057,1,177.18502850411571,177.18502850411571,1,227.41452206228203,227.41452206228203,1,270.98111679977012,270.98111679977012,final_exploratory
CNN_MAMBA_DIRECT_COND,ATU5,293,46.120122526545856,48.999201589632669,34.380335799833141,1,284.90563648818716,284.90563648818716,1,365.6724256096295,365.6724256096295,1,435.7255700998744,435.7255700998744,final_exploratory
CNN_MAMBA_DIRECT_COND,MJ3,293,35.828926392389398,39.065893314989736,24.792950143488039,0.53583617747440271,62.366019139893069,147.39603659545614,0.66211604095563126,80.04591897727127,182.27610320886961,0.74402730375426607,95.380595412391344,208.15476855717395,final_exploratory
CNN_MAMBA_DIRECT_COND,MJ1,293,38.356862193608343,40.611879216941311,24.951844948690844,1,169.10297406643679,169.10297406643679,1,217.04131749334533,217.04131749334533,1,258.62068118030191,258.62068118030191,final_exploratory
CNN_MAMBA_BRES_COND,ATU1,293,7.9767846522988526,10.62737746701765,19.03901130808384,1,202.60822965279019,202.60822965279019,1,260.04484747594864,260.04484747594864,1,309.86254768620074,309.86254768620074,final_exploratory
CNN_MAMBA_BRES_COND,ATU5,293,11.483569322923604,12.398621538401034,20.189504193834392,1,213.37315080456435,213.37315080456435,1,273.86147419343683,273.86147419343683,1,326.32607386895324,326.32607386895324,final_exploratory
CNN_MAMBA_BRES_COND,MJ3,293,9.2262050340372905,12.255235998234539,18.468190569125639,1,193.93581033607737,193.93581033607737,1,248.91391778801423,248.91391778801423,1,296.59922689866522,296.59922689866522,final_exploratory
CNN_MAMBA_BRES_COND,MJ1,293,5.3087403597412104,6.221222735264349,18.265253610109404,1,198.13965984514263,198.13965984514263,1,254.30950021953791,254.30950021953791,1,303.02845991254924,303.02845991254924,final_exploratory
