point,BPLUS_CONTINUOUS,DRIFT1,RR_COND,TCN_DIRECT_COND,TCN_BRES_COND,TRANSFORMER_DIRECT_COND,TRANSFORMER_BRES_COND,CNN_MAMBA_DIRECT_COND,CNN_MAMBA_BRES_COND
ATU1,8.0682459891575906,19.244197895113508,12.20026770917112,70.451803617995949,11.979383083846123,18.210930183476453,7.483541191338646,29.763502599030009,10.62737746701765
ATU5,9.1150067099766563,6.9817034172927084,14.345710269854919,68.467254558289369,15.645835078904677,42.695039161162498,6.6469539925140575,48.999201589632669,12.398621538401034
MJ3,13.016273948901418,12.334873689346734,17.030816367209294,21.31365510166161,15.132215715187783,37.559807047329194,16.488313314109192,39.065893314989736,12.255235998234539
MJ1,6.2971662230627254,13.350163123557047,5.7760603298007736,12.78071355235172,8.6908037170566104,47.201657372104449,6.4975194208905505,40.611879216941311,6.221222735264349
