fit_days,comparison,C0_start,C1_start,phase,station,days,C0_rmse_mm,C1_rmse_mm,change_rmse_mm,C0_mae_mm,C1_mae_mm,change_mae_mm,C0_bias_mm,C1_bias_mm,change_bias_mm,C0_delta30_rmse_mm,C1_delta30_rmse_mm,change_delta30_rmse_mm,C0_delta30_mae_mm,C1_delta30_mae_mm,change_delta30_mae_mm
432,selected,B,B,train,ATU1,402,9.663759325541797,9.329135572954732,-0.3346237525870652,7.424712228000846,8.173027463982054,0.7483152359812077,0.0284168980845774,-0.1459056881972633,-0.1743225862818407,10.571812360541973,9.289881826562407,-1.2819305339795655,7.546917591554376,6.516208186007232,-1.0307094055471442
432,selected,B,B,prediction,ATU1,180,55.38600041877093,99.82680915457654,44.44080873580561,54.51397089697244,97.34507533674967,42.831104439777235,-54.51397089697244,-97.34507533674967,-42.831104439777235,26.690535376066713,39.21849134972384,12.527955973657129,15.311644910411486,22.423337208902883,7.111692298491397
432,selected,B,B,train,ATU5,402,4.005363489196313,3.663056189373532,-0.34230729982278074,2.8934151418710097,2.76904724663012,-0.12436789524088976,0.2736030300361978,0.7825471242069701,0.5089440941707724,5.649542533898259,4.522104997966691,-1.127437535931568,3.943431694198313,3.4894864001808448,-0.4539452940174682
432,selected,B,B,prediction,ATU5,180,140.06419011407704,134.87780697352144,-5.186383140555591,134.60639192010478,129.64662156888645,-4.959770351218339,-134.60639192010478,-129.64662156888645,4.959770351218339,40.6211787313608,39.763564939633326,-0.8576137917274735,28.53551950411617,27.98161156341804,-0.5539079406981315
432,selected,B,B,train,MJ3,402,6.545388968296212,6.513673765546791,-0.03171520274942097,5.642903753780939,5.684936643632533,0.042032889851594035,0.2836226039307987,0.2761349022720049,-0.0074877016587938106,5.951803906354714,5.660612448913385,-0.2911914574413288,4.925141499559735,4.746570003890062,-0.17857149566967312
432,selected,B,B,prediction,MJ3,180,14.720515018928182,15.882526386840532,1.1620113679123492,12.545990697413943,13.49458732741388,0.9485966299999369,9.369023589531562,10.972008928028744,1.6029853384971826,7.970082675636008,7.727231635427395,-0.24285104020861326,7.406286148053127,7.187094458668725,-0.21919168938440148
432,selected,B,B,train,MJ1,402,8.277645765670895,8.503064819390806,0.22541905371991078,6.927245936145315,7.281645167467757,0.354399231322442,-1.4748320227623013,-1.432092696982766,0.04273932577953521,5.967370603630318,5.773004126981565,-0.19436647664875295,5.459995339784676,5.284370872476214,-0.17562446730846215
432,selected,B,B,prediction,MJ1,180,21.87799244361273,24.79225596526957,2.914263521656842,18.14408769179218,20.981292924401544,2.8372052326093637,17.989047984031647,20.967768446310135,2.9787204622784884,6.71936393330992,7.227674230466717,0.5083102971567968,6.0516548156389645,6.6431580660932825,0.5915032504543181
432,selected,B,B,train,four_point_mean,402,7.123039387176304,7.002232586816465,-0.12080680035983882,5.7220692649495275,5.9771641304281165,0.25509486547858895,-0.2222973726776818,-0.1298290896752635,0.0924682830024183,7.0351323511063155,6.311400850106012,-0.7237315010003034,5.468871531274275,5.009158865638588,-0.4597126656356876
432,selected,B,B,prediction,four_point_mean,180,58.012174498847216,68.84484962005203,10.832675121204815,54.95261030157083,65.36689428936288,10.414283987792047,-40.4405728108785,-48.762979882824304,-8.322407071945804,20.50029017909336,23.48424053881282,2.9839503597194614,14.326276344554936,16.05880032427073,1.7325239797157952
432,paired_A,A,A,train,ATU1,402,9.695007569910576,10.299824882824405,0.6048173129138288,7.418216714017685,8.335974572502153,0.9177578584844674,0.3018022997985782,1.6947994036385272,1.392997103839949,11.132413881619524,10.477029122228307,-0.6553847593912163,7.808451591401449,7.66840341794909,-0.14004817345235931
432,paired_A,A,A,prediction,ATU1,180,32.24916617743078,33.851814924593775,1.6026487471629949,30.036039166704107,31.458944380199288,1.4229052134951807,-30.036039166704107,-31.458944380199288,-1.4229052134951807,24.211522396132253,25.64228347204896,1.4307610759167062,13.83390731291152,14.537012726699322,0.7031054137878012
432,paired_A,A,A,train,ATU5,402,12.199440504581291,15.781299422953545,3.5818589183722533,9.275025933986708,12.323200973471216,3.0481750394845086,0.0214799693704364,-1.50088827297829,-1.5223682423487264,15.486356366382116,9.984390041653068,-5.5019663247290485,10.210299670602389,8.306827886477354,-1.9034717841250348
432,paired_A,A,A,prediction,ATU5,180,41.92488797849843,131.00885196104525,89.08396398254682,38.28745603372779,126.679445022916,88.3919889891882,30.966172725263217,-126.679445022916,-157.6456177481792,40.66391892690768,44.01559562769972,3.3516767007920407,25.54215521667085,26.94581450272777,1.4036592860569215
432,paired_A,A,A,train,MJ3,402,7.027264679667978,8.52031948840824,1.493054808740263,6.070756035663442,6.8475704260582795,0.7768143903948372,0.5769553734784995,4.567554892926244,3.990599519447745,6.6748189424571365,7.126564374607156,0.4517454321500196,5.378473443995479,5.559972650661333,0.18149920666585384
432,paired_A,A,A,prediction,MJ3,180,9.755932127576576,38.903316833284066,29.147384705707488,8.284583044686128,36.7636275622013,28.47904451751517,4.136412259083191,34.76333941417699,30.6269271550938,7.164954209781576,18.140812853681258,10.97585864389968,6.523994267436843,10.61968264837402,4.095688380937177
432,paired_A,A,A,train,MJ1,402,8.298742988369813,8.92409214460693,0.6253491562371174,6.86083847466137,7.615567057374757,0.7547285827133869,-1.609079229423123,-2.144201342072593,-0.5351221126494701,6.173619592423054,6.740748859182444,0.5671292667593901,5.567908762043636,5.779182916826267,0.21127415478263067
432,paired_A,A,A,prediction,MJ1,180,17.93523281468258,27.541260860921508,9.60602804623893,14.543174903401733,25.568579096726257,11.025404193324524,14.366793629725034,24.878020442375323,10.511226812650289,5.674934287167466,9.86679371408623,4.1918594269187635,5.206466854209824,6.8119781625952704,1.6055113083854469
432,paired_A,A,A,train,four_point_mean,402,9.305113935632416,10.88138398469828,1.5762700490658634,7.406209289582302,8.780578257351602,1.3743689677692998,-0.1772103966939023,0.6543161703784721,0.8315265670723744,9.866802195720457,8.582183099417744,-1.2846190963027126,7.241283367010738,6.828596717978511,-0.41268664903222696
