fit_days,comparison,C0_start,C1_start,phase,station,days,C0_rmse_mm,C1_rmse_mm,change_rmse_mm,C0_mae_mm,C1_mae_mm,change_mae_mm,C0_bias_mm,C1_bias_mm,change_bias_mm,C0_delta30_rmse_mm,C1_delta30_rmse_mm,change_delta30_rmse_mm,C0_delta30_mae_mm,C1_delta30_mae_mm,change_delta30_mae_mm
432,paired_A,A,A,prediction,four_point_mean,180,25.46630477454709,57.82631114496115,32.36000637041406,22.78781328712994,55.117649015510715,32.32983572838077,4.858334861841834,-24.62425738664075,-29.482592248482582,19.42883245499724,24.41637141687904,4.9875389618818,12.776630912807258,14.728622010099096,1.9519910972918382
432,paired_B,B,B,train,ATU1,402,9.663759325541797,9.329135572954732,-0.3346237525870652,7.424712228000846,8.173027463982054,0.7483152359812077,0.0284168980845774,-0.1459056881972633,-0.1743225862818407,10.571812360541973,9.289881826562407,-1.2819305339795655,7.546917591554376,6.516208186007232,-1.0307094055471442
432,paired_B,B,B,prediction,ATU1,180,55.38600041877093,99.82680915457654,44.44080873580561,54.51397089697244,97.34507533674967,42.831104439777235,-54.51397089697244,-97.34507533674967,-42.831104439777235,26.690535376066713,39.21849134972384,12.527955973657129,15.311644910411486,22.423337208902883,7.111692298491397
432,paired_B,B,B,train,ATU5,402,4.005363489196313,3.663056189373532,-0.34230729982278074,2.8934151418710097,2.76904724663012,-0.12436789524088976,0.2736030300361978,0.7825471242069701,0.5089440941707724,5.649542533898259,4.522104997966691,-1.127437535931568,3.943431694198313,3.4894864001808448,-0.4539452940174682
432,paired_B,B,B,prediction,ATU5,180,140.06419011407704,134.87780697352144,-5.186383140555591,134.60639192010478,129.64662156888645,-4.959770351218339,-134.60639192010478,-129.64662156888645,4.959770351218339,40.6211787313608,39.763564939633326,-0.8576137917274735,28.53551950411617,27.98161156341804,-0.5539079406981315
432,paired_B,B,B,train,MJ3,402,6.545388968296212,6.513673765546791,-0.03171520274942097,5.642903753780939,5.684936643632533,0.042032889851594035,0.2836226039307987,0.2761349022720049,-0.0074877016587938106,5.951803906354714,5.660612448913385,-0.2911914574413288,4.925141499559735,4.746570003890062,-0.17857149566967312
432,paired_B,B,B,prediction,MJ3,180,14.720515018928182,15.882526386840532,1.1620113679123492,12.545990697413943,13.49458732741388,0.9485966299999369,9.369023589531562,10.972008928028744,1.6029853384971826,7.970082675636008,7.727231635427395,-0.24285104020861326,7.406286148053127,7.187094458668725,-0.21919168938440148
432,paired_B,B,B,train,MJ1,402,8.277645765670895,8.503064819390806,0.22541905371991078,6.927245936145315,7.281645167467757,0.354399231322442,-1.4748320227623013,-1.432092696982766,0.04273932577953521,5.967370603630318,5.773004126981565,-0.19436647664875295,5.459995339784676,5.284370872476214,-0.17562446730846215
432,paired_B,B,B,prediction,MJ1,180,21.87799244361273,24.79225596526957,2.914263521656842,18.14408769179218,20.981292924401544,2.8372052326093637,17.989047984031647,20.967768446310135,2.9787204622784884,6.71936393330992,7.227674230466717,0.5083102971567968,6.0516548156389645,6.6431580660932825,0.5915032504543181
432,paired_B,B,B,train,four_point_mean,402,7.123039387176304,7.002232586816465,-0.12080680035983882,5.7220692649495275,5.9771641304281165,0.25509486547858895,-0.2222973726776818,-0.1298290896752635,0.0924682830024183,7.0351323511063155,6.311400850106012,-0.7237315010003034,5.468871531274275,5.009158865638588,-0.4597126656356876
432,paired_B,B,B,prediction,four_point_mean,180,58.012174498847216,68.84484962005203,10.832675121204815,54.95261030157083,65.36689428936288,10.414283987792047,-40.4405728108785,-48.762979882824304,-8.322407071945804,20.50029017909336,23.48424053881282,2.9839503597194614,14.326276344554936,16.05880032427073,1.7325239797157952
612,selected,B,A,train,ATU1,582,8.205017090481677,9.810957674316514,1.6059405838348368,6.205121246043948,7.491807744910077,1.2866864988661293,2.669170126734383,-0.1408525308100983,-2.810022657544481,11.994297195331743,11.058486463109602,-0.9358107322221407,7.608479109564778,7.875050119064623,0.26657100949984525
612,selected,B,A,prediction,ATU1,180,4.264416212270162,23.940877197402344,19.67646098513218,2.95704554757896,19.10327234164671,16.14622679406775,0.3749605518646828,19.10327234164671,18.72831178978203,6.6712372828744675,8.338232006212165,1.6669947233376972,4.700870167185011,7.232236730875034,2.531366563690023
612,selected,B,A,train,ATU5,582,9.456274591068324,12.334559764523776,2.8782851734554527,7.9087461825111935,9.93928351722086,2.030537334709666,-1.9849726051088803,0.6611242081942805,2.646096813303161,10.568501992548091,12.777273013401734,2.208771020853643,7.779946696075795,9.598222101747348,1.818275405671553
612,selected,B,A,prediction,ATU5,180,5.021708368573075,16.15471889330787,11.133010524734795,4.3470540930039006,13.123459549291145,8.776405456287243,-1.5134557591683089,-11.673711935444496,-10.160256176276187,5.37253195468351,7.588399444978679,2.2158674902951683,4.864871408795375,6.071452644606835,1.20658123581146
612,selected,B,A,train,MJ3,582,5.607264439348575,5.856652894602331,0.2493884552537562,4.851707010023787,5.123980168503448,0.2722731584796607,-0.9885795183177032,-1.2995575485265094,-0.3109780302088062,5.467275409959587,5.3202495765754465,-0.14702583338414055,4.241184277143392,4.238437444729605,-0.002746832413786926
612,selected,B,A,prediction,MJ3,180,61.04552849517042,129.68460271808104,68.63907422291061,50.59326022797688,101.9814847046396,51.38822447666272,50.59326022797688,101.9814847046396,51.38822447666272,18.09765138480158,44.07085764109664,25.973206256295057,16.769121654369467,35.601401118753486,18.83227946438402
612,selected,B,A,train,MJ1,582,5.503248859314612,8.435724470012095,2.932475610697484,3.9236001083898864,6.7997349333356105,2.876134824945724,-0.2816614689197368,-1.3032918740329564,-1.0216304051132197,5.517660678199185,5.613107105003628,0.09544642680444326,3.6958832546647313,4.228610629266781,0.5327273746020493
612,selected,B,A,prediction,MJ1,180,18.647526258184858,56.01388239217784,37.36635613399298,15.311142958359277,42.50167438563832,27.19053142727904,10.441309361315612,34.63418579232044,24.192876431004827,11.80132396348587,29.946761359071655,18.145437395585784,9.022776386513025,19.746607146590435,10.72383076007741
612,selected,B,A,train,four_point_mean,582,7.1929512450532975,9.109473700863678,1.9165224558103802,5.722293636742204,7.338701590992499,1.6164079542502945,-0.1465108664029843,-0.520644436293821,-0.3741335698908367,8.386933819009652,8.692279039522603,0.305345220512951,5.8313733343621745,6.48508007370209,0.6537067393399152
612,selected,B,A,prediction,four_point_mean,180,22.244794833549623,56.44852030024227,34.203725466692646,18.30212570672975,44.177472745303945,25.875347038574194,14.974018595497215,36.01130772579056,21.037289130293345,10.485686146461358,22.48606261283979,12.00037646637843,8.839409904215719,17.162924410206447,8.323514505990728
612,paired_A,A,A,train,ATU1,582,11.055528081824074,9.810957674316514,-1.2445704075075597,7.552866398190489,7.491807744910077,-0.061058653280412045,0.2051448118087088,-0.1408525308100983,-0.3459973426188071,14.686458974325044,11.058486463109602,-3.6279725112154413,9.266710099287955,7.875050119064623,-1.3916599802233325
612,paired_A,A,A,prediction,ATU1,180,9.647104317382386,23.940877197402344,14.293772880019958,7.330830285657119,19.10327234164671,11.772442055989593,7.297960758353375,19.10327234164671,11.805311583293335,5.320698769004508,8.338232006212165,3.0175332372076564,4.3886555720076945,7.232236730875034,2.843581158867339
612,paired_A,A,A,train,ATU5,582,11.609881775411226,12.334559764523776,0.7246779891125499,9.00146663248772,9.93928351722086,0.9378168847331398,0.1097538439517923,0.6611242081942805,0.5513703642424882,13.577532534842693,12.777273013401734,-0.8002595214409585,9.954307018648803,9.598222101747348,-0.3560849169014553
612,paired_A,A,A,prediction,ATU5,180,52.22671131076432,16.15471889330787,-36.07199241745646,36.67154935658959,13.123459549291145,-23.548089807298442,33.57744755342511,-11.673711935444496,-45.251159488869604,28.5686914234709,7.588399444978679,-20.980291978492218,19.21459638588423,6.071452644606835,-13.143143741277395
612,paired_A,A,A,train,MJ3,582,8.592797344703712,5.856652894602331,-2.7361444501013805,7.552567196962683,5.123980168503448,-2.4285870284592352,-2.125276089959982,-1.2995575485265094,0.8257185414334727,7.527355351065702,5.3202495765754465,-2.2071057744902554,5.439984582083746,4.238437444729605,-1.2015471373541402
612,paired_A,A,A,prediction,MJ3,180,124.33704152965942,129.68460271808104,5.347561188421622,96.1531755902714,101.9814847046396,5.828309114368196,96.1531755902714,101.9814847046396,5.828309114368196,45.27330337943952,44.07085764109664,-1.202445738342881,34.09370567219728,35.601401118753486,1.5076954465562054
612,paired_A,A,A,train,MJ1,582,8.557094835423914,8.435724470012095,-0.12137036541181878,5.675464493677506,6.7997349333356105,1.1242704396581047,-0.72749197152263,-1.3032918740329564,-0.5757999025103264,7.629241221344582,5.613107105003628,-2.016134116340954,5.238588164307771,4.228610629266781,-1.0099775350409903
612,paired_A,A,A,prediction,MJ1,180,67.38395355036126,56.01388239217784,-11.370071158183414,52.68310356770512,42.50167438563832,-10.1814291820668,40.843125060015545,34.63418579232044,-6.208939267695108,39.7555411515201,29.946761359071655,-9.808779792448444,23.629624369620593,19.746607146590435,-3.8830172230301585
612,paired_A,A,A,train,four_point_mean,582,9.953825509340732,9.109473700863678,-0.8443518084770538,7.4455911803296,7.338701590992499,-0.10688958933710158,-0.6344673514305277,-0.520644436293821,0.11382291513670673,10.855147020394504,8.692279039522603,-2.1628679808719014,7.474897466082069,6.48508007370209,-0.9898173923799796
612,paired_A,A,A,prediction,four_point_mean,180,63.39870267704184,56.44852030024227,-6.950182376799567,48.20966470005581,44.177472745303945,-4.032191954751866,44.46792724051636,36.01130772579056,-8.456619514725801,29.72955868085876,22.48606261283979,-7.24349606801897,20.33164549992745,17.162924410206447,-3.1687210897210036
612,paired_B,B,B,train,ATU1,582,8.205017090481677,7.6556980352957344,-0.5493190551859426,6.205121246043948,5.877415337346234,-0.3277059086977143,2.669170126734383,1.1983298238355398,-1.470840302898843,11.994297195331743,9.309218201230326,-2.685078994101417,7.608479109564778,6.205639353382652,-1.402839756182126
612,paired_B,B,B,prediction,ATU1,180,4.264416212270162,31.38550477579934,27.121088563529177,2.95704554757896,25.353262372116877,22.396216824537916,0.3749605518646828,25.230273469706596,24.855312917841914,6.6712372828744675,12.001735680718294,5.330498397843827,4.700870167185011,8.759347434754826,4.058477267569815
612,paired_B,B,B,train,ATU5,582,9.456274591068324,15.202188842696248,5.745914251627925,7.9087461825111935,12.398840410918051,4.490094228406858,-1.9849726051088803,-0.1675015413937474,1.817471063715133,10.568501992548091,12.291119836504317,1.7226178439562254,7.779946696075795,9.86037530385886,2.0804286077830643
612,paired_B,B,B,prediction,ATU5,180,5.021708368573075,22.30270875619385,17.28100038762078,4.3470540930039006,19.2729890420118,14.9259349490079,-1.5134557591683089,19.2729890420118,20.78644480118011,5.37253195468351,8.530200572861025,3.1576686181775147,4.864871408795375,7.521902417228047,2.6570310084326714
612,paired_B,B,B,train,MJ3,582,5.607264439348575,14.006942087227918,8.399677647879344,4.851707010023787,12.870490317630365,8.018783307606578,-0.9885795183177032,-1.1631293244559506,-0.17454980613824744,5.467275409959587,7.984762329850742,2.517486919891155,4.241184277143392,6.060199945705636,1.819015668562244
612,paired_B,B,B,prediction,MJ3,180,61.04552849517042,82.68375394396712,21.638225448796696,50.59326022797688,69.2574912378696,18.664231009892724,50.59326022797688,69.2574912378696,18.664231009892724,18.09765138480158,24.01677444744763,5.919123062646051,16.769121654369467,22.806905633782044,6.037783979412577
612,paired_B,B,B,train,MJ1,582,5.503248859314612,7.5810297524191474,2.077780893104536,3.9236001083898864,6.0196466180849075,2.096046509695021,-0.2816614689197368,-2.2811211551663764,-1.9994596862466396,5.517660678199185,6.209440846375518,0.6917801681763329,3.6958832546647313,4.761523183831929,1.0656399291671974
612,paired_B,B,B,prediction,MJ1,180,18.647526258184858,15.847323876856978,-2.80020238132788,15.311142958359277,13.920295214581415,-1.3908477437778615,10.441309361315612,1.978665781713013,-8.462643579602599,11.80132396348587,11.81167384500132,0.0103498815154488,9.022776386513025,9.578593652735748,0.5558172662227232
612,paired_B,B,B,train,four_point_mean,582,7.1929512450532975,11.111464679409762,3.9185134343564645,5.722293636742204,9.29159817099489,3.5693045342526855,-0.1465108664029843,-0.6033555492951337,-0.4568446828921494,8.386933819009652,8.948635303490224,0.5617014844805723,5.8313733343621745,6.72193444669477,0.8905611123325956
612,paired_B,B,B,prediction,four_point_mean,180,22.244794833549623,38.05482283820432,15.8100280046547,18.30212570672975,31.951009466644923,13.648883759915172,14.974018595497215,28.934854882825253,13.960836287328037,10.485686146461358,14.090096136507068,3.60440999004571,8.839409904215719,12.166687284625166,3.3272773804094466
